CONCEPTICON_ID	CONCEPTICON_GLOSS	ITALIAN	ITALIAN_FREQUENCY	ITALIAN_CD	ITALIAN_POS	LINE_IN_SOURCE
1355	LAUGH	ridere	5187	3475	VER	1593
1360	DUCK	anatra	642	323	NOM	8407
1378	SPOON	cucchiaio	575	394	NOM	9074
1379	TELEPHONE	telefono	19611	8368	NOM	544
138	BATHE	lavarsi	241	220	VER	16801
1381	SHOE	scarpa	1306	796	NOM	4960
1382	NEEDLE (FOR SEWING)	ago	1113	813	NOM	5554
1386	LION	leone	1527	734	NOM	4353
1394	BONE	osso	1939	1283	NOM	3580
1401	DRINK	bere	14652	7670	VER	663
1403	BITE	mordere	370	310	VER	12472
141	BURN (SOMETHING)	bruciare	1397	1093	VER	4705
1414	SQUEEZE	spremere	128	116	VER	25371
1416	SIT	sedere	3418	2543	NOM	2276
1418	DIG	scavare	1313	961	VER	4946
1430	STAR	stella	4147	1781	NOM	1924
1432	CUT	tagliare	2278	1781	VER	3173
1435	HUNT	cacciare	1047	826	VER	5840
1439	SWIM	nuotare	1722	1082	VER	3948
1441	FLY (MOVE THROUGH AIR)	volare	3715	2123	VER	2136
1443	WALK	camminare	4277	3093	VER	1871
1452	PUSH	spingere	1176	940	VER	5320
1455	PULL	tirare	3244	2639	VER	2369
1456	THROW	gettare	779	697	VER	7286
1457	SEW	cucire	315	242	VER	13984
1464	LADDER	scala	2514	1755	NOM	2927
1468	LOOK FOR	cercare	15504	9273	VER	638
1472	KEY	chiave	8929	4833	NOM	1029
1475	COMB	pettine	233	166	NOM	17178
1476	CHAIR	sedia	4290	2686	NOM	1857
1489	CLOUD	nuvola	557	384	NOM	9284
1491	MOUSE	topo	1789	983	NOM	3823
1501	BORE	trapanare	36	31	VER	53688
1502	GOAT	capra	916	476	NOM	6455
1504	FLY (INSECT)	mosca	3	2	NOM	203843
1506	MEASURE	misurare	285	236	VER	14976
1514	HEN	gallina	790	518	NOM	7213
1519	RUN	correre	5856	4019	VER	1446
1522	SOCK	calzino	302	216	NOM	14372
1532	SHEAR	tosare	19	15	VER	76934
1539	BASKET	cestino	697	524	NOM	7917
1543	SNAIL	chiocciola	24	22	NOM	67943
1566	GUN	pistola	17382	5494	NOM	596
1567	DOOR	porta	38372	13693	NOM	314
1569	CHEESE	formaggio	2720	1675	NOM	2738
1585	SLEEP	dormire	13419	7071	VER	725
1586	SMELL (PERCEIVE)	annusare	237	215	VER	16974
1597	AIRPLANE	aeroplano	419	263	NOM	11430
1602	WAKE UP	svegliarsi	461	425	VER	10654
1608	LISTEN	ascoltare	4820	3703	VER	1684
1622	SHIRT	camicia	3185	2057	NOM	2409
1627	CHAIN	catena	1843	1303	NOM	3719
1628	SQUIRREL	scoiattolo	456	291	NOM	10761
164	KANGAROO	canguro	155	90	NOM	22392
1659	DOLL	bambola	1559	878	NOM	4268
1663	BED	letto	33203	12258	NOM	341
1672	WRITE	scrivere	6822	3730	VER	1283
1689	SMOKE (INHALE)	fumare	2489	1683	VER	2952
1733	RAINBOW	arcobaleno	429	288	NOM	11242
1735	TEAR (SHRED)	strappare	367	347	VER	12543
176	BLOW (WITH MOUTH)	soffiare	188	162	VER	19820
1775	TABLE	scrivania	3126	2186	NOM	2440
1786	DRY UP	asciugare	214	196	VER	18219
1788	TELEVISION	televisione	2513	1608	NOM	2929
1791	BUTTERFLY	farfalla	632	357	NOM	8510
1820	BEAR	orso	2004	840	NOM	3513
1821	BRUSH	spazzola	248	188	NOM	16510
1829	JUMP	saltare	6210	4039	VER	1378
1839	CRY	piangere	5637	3629	VER	1498
1840	BUILD	costruire	3035	2174	VER	2493
1845	BALL	palla	6031	2680	NOM	1409
1849	ROW	remare	91	68	VER	31163
1857	CROCODILE	coccodrillo	361	185	NOM	12665
1879	DANCE	ballare	5057	2557	VER	1630
1904	DROWN	affogare	265	241	VER	15744
1917	TIE	legare	638	563	VER	8452
1921	PLOUGH	arare	70	47	VER	36559
1948	SAW	sega	1187	725	NOM	5285
1962	ROAST (SOMETHING)	arrostire	67	62	VER	37712
2001	PAINTING	disegnare	713	503	VER	7775
2009	DOG	cane	13494	4936	NOM	718
2017	MIX	mescolare	164	143	VER	21633
203	MARRY	sposare	3437	2067	VER	2263
2030	DRAG	trascinare	541	508	VER	9456
2058	STOOL	sgabello	220	168	NOM	17861
2070	COMB (VERB)	pettinarsi	15	15	VER	87159
2108	RAINING OR RAIN	piovere	643	487	VER	8396
2148	PICK	raccogliere	1924	1642	VER	3610
2246	BELL	campana	824	493	NOM	6972
2253	DRIP (EMIT LIQUID)	sgocciolare	11	11	VER	104884
227	FISH	pesce	5106	2515	NOM	1616
228	CARVE	scolpire	62	58	VER	39574
2292	GLASSES	occhiali	2879	1797	NOM	2610
231	SHAVE	radersi	75	69	VER	35141
2334	MELT	sciogliere	410	344	VER	11602
2366	ONION	cipolla	394	263	NOM	11930
239	FLOWER	fiore	1764	1073	NOM	3866
2396	KNOCK	bussare	781	675	VER	7270
2440	PINEAPPLE	ananas	319	193	NOM	13882
245	BROOM	scopa	1097	799	NOM	5620
2458	PERSPIRE OR SWEAT	sudare	384	343	VER	12133
2493	BOIL	bollire	277	252	VER	15281
251	SHARPEN (SOMETHING)	affilare	45	41	VER	47493
2548	BARREL	botte	1590	1138	NOM	4200
256	FOOD	pizza	2889	1541	NOM	2599
2578	PENCIL	matita	559	411	NOM	9261
2580	HELICOPTER	elicottero	2301	1025	NOM	3151
2623	FLAG	bandiera	1475	796	NOM	4484
2627	ORANGE (FRUIT)	arancia	690	481	NOM	7988
2638	FISHING	pescare	964	635	VER	6242
275	PEEL	sbucciare	31	28	VER	58723
2766	WATERMELON	anguria	113	75	NOM	27317
2783	SCALES (MEASURE INSTRUMENT)	bilancia	294	220	NOM	14663
2831	PENGUIN	pinguino	252	133	NOM	16311
2871	SWING (MOVEMENT)	dondolarsi	19	13	VER	77450
2902	BRAWL (FIGHT)	litigare	1897	1526	VER	3649
2940	GATE	cancello	1888	1131	NOM	3664
2991	SKI	sciare	327	214	VER	13619
3078	IRRIGATE	annaffiare	55	48	VER	42526
3083	BALLOON	palloncino	385	224	NOM	12114
3084	BLACKBOARD	lavagna	378	310	NOM	12262
3085	CARROT	carota	311	199	NOM	14128
3086	COMPUTER	computer	8130	3406	NOM	1100
3087	PACIFIER	ciuccio	92	61	NOM	31095
3088	ENVELOPE	busta	1844	1226	NOM	3717
3089	GIRAFFE	giraffa	187	118	NOM	19898
3090	GUITAR	chitarra	1421	635	NOM	4643
3091	LEMON	limone	746	540	NOM	7518
3092	LIGHTER	accendino	557	360	NOM	9282
3093	LIPSTICK	rossetto	828	583	NOM	6944
3094	PAINTBRUSH	pennello	335	293	NOM	13400
3095	POSTMAN	postino	559	311	NOM	9268
3096	RACKET	racchetta	148	105	NOM	23058
3099	SOFA	divano	2760	1860	NOM	2707
31	PAN	padella	368	277	NOM	12519
3101	SWING	altalena	206	140	NOM	18649
3104	THERMOMETER	termometro	154	122	NOM	22465
3105	UMBRELLA	ombrello	513	320	NOM	9853
3106	WARDROBE	armadio	1991	1427	NOM	3525
3107	WHISTLE (INSTRUMENT)	fischietto	185	136	NOM	19986
3108	BOX (SOMEBODY OR SOMETHING)	colpire	2194	1727	VER	3277
3109	BRUSH (TEETH)	lavare	1150	956	VER	5412
3110	CLAP	applaudire	95	92	VER	30461
3111	CONDUCT	dirigere	781	633	VER	7273
3112	ERUPT	eruttare	35	30	VER	54681
3113	FILE (SOMETHING)	limare	19	16	VER	77187
3114	GRATE (SOMETHING)	grattugiare	5	5	VER	153940
3116	HATCH (OUT)	schiudere	14	14	VER	91823
3118	IRON (CLOTHES)	stirare	111	95	VER	27586
3119	MASSAGE (SOMEBODY)	massaggiare	64	57	VER	38753
3120	MOP (SOMETHING)	spazzare	209	187	VER	18446
3121	OPERATE (MEDICINE)	operare	777	576	VER	7306
3122	PAINT (SOMETHING)	dipingere	814	512	VER	7040
3123	PHOTOGRAPH (SOMETHING)	fotografare	343	281	VER	13186
3124	PLAY (INSTRUMENT)	suonare	3285	1815	VER	2342
3125	PLAY (GAME)	giocare	12131	6456	VER	791
3126	POST (SOMETHING)	imbucare	36	33	VER	54229
3127	RAKE (SOMETHING)	rastrellare	43	39	VER	48616
3129	SKATE	pattinare	202	143	VER	18909
3130	SPILL (SOMETHING)	versare	387	348	VER	12066
3131	SUNBATHE	abbronzarsi	15	13	VER	86560
3132	SURF	surfare	63	36	VER	39025
3135	VACUUM (SOMETHING)	pulire	2359	1828	VER	3087
3136	WATCH (TV)	guardare	13227	8252	VER	733
3138	STRAWBERRY	fragola	376	261	NOM	12321
319	LICK	leccare	401	334	VER	11775
3306	NAIL	inchiodare	173	166	VER	20831
3405	RULER	righello	69	58	NOM	36965
356	SHEARS	forbici	677	444	NOM	8105
367	RIDE	cavalcare	573	412	VER	9097
3675	ZEBRA	zebra	270	97	NOM	15561
378	PINCH	pizzicare	65	57	VER	38181
474	DRESS	abito	2642	1828	NOM	2812
496	CUCUMBER	cetriolo	167	111	NOM	21330
503	FROG	rana	591	324	NOM	8906
539	NEST	nido	1014	726	NOM	5998
55	WHISPER	sussurrare	104	92	VER	28851
571	STING	pungere	50	45	VER	44544
578	KISS	baciare	1373	1070	VER	4765
585	BOOT	stivale	288	185	NOM	14849
587	ANT	formica	316	113	NOM	13964
604	GLASS	bicchiere	3888	2646	NOM	2043
615	HORSE	cavallo	7514	2785	NOM	1167
625	LAMP	lampada	952	644	NOM	6295
628	LEAF	foglia	430	315	NOM	11210
638	MOTORCYCLE	moto	3318	1733	NOM	2323
641	MUSHROOM	fungo	349	224	NOM	13006
653	PLANT (VEGETATION)	piantare	429	377	VER	11254
662	BATTERY	pila	505	404	NOM	9985
677	AXE	zappa	92	82	NOM	31073
700	CARRY	trasportare	859	746	VER	6754
713	STEAL	rubare	3629	2583	VER	2177
724	READ	leggere	6744	4399	VER	1299
730	SNAKE	serpente	1909	891	NOM	3630
735	OWL	gufo	317	147	NOM	13927
737	LIGHT (IGNITE)	accendere	1447	1211	VER	4576
739	FEED	nutrire	306	264	VER	14251
741	DRIVE	guidare	4665	3048	VER	1733
747	BICYCLE	bicicletta	1303	784	NOM	4973
757	BUTTON	bottone	952	698	NOM	6293
769	ROOF	tetto	4144	2484	NOM	1926
771	HAT	cappello	4094	2251	NOM	1949
772	BELT	cintura	1928	1279	NOM	3598
787	SAIL	navigare	246	209	VER	16583
794	PEN	penna	2134	1303	NOM	3356
809	TROUSERS	pantaloni	4593	2966	NOM	1756
846	TIGER	tigre	1355	721	NOM	4823
868	BANANA	banana	802	525	NOM	7138
906	TREE	albero	5168	2504	NOM	1604
908	DRUM	tamburo	252	171	NOM	16294
922	PEAR	pera	165	111	NOM	21521
928	EMBRACE	abbracciare	453	399	VER	10817
93	DRAW MILK	mungere	88	72	VER	31795
937	BIRD	uccello	3074	1636	NOM	2472
96	CRAWL	gattonare	27	20	VER	63109
978	WAVE	onda	2600	1475	NOM	2844
986	TOMATO	pomodoro	482	360	NOM	10316
991	FRY	friggere	176	165	VER	20609
