CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	DUTCH_FREQUENCY	DUTCH_CD	DUTCH_FREQUENCY_PM	DUTCH_FREQUENCY_LOG	DUTCH_SUBTITLE_CD	DUTCH_CD_LOG	LINE_IN_SOURCE
100	FAITHFUL	trouw	2289	1368	52.3446	3.3598	16.9517	3.1364	1305
1002	STATUE	standbeeld	203	128	4.6422	2.3096	1.5861	2.1106	8330
1006	BRICK	baksteen	83	69	1.898	1.9243	0.855	1.8451	15453
1007	COW	koe	811	462	18.5459	2.9096	5.7249	2.6656	2964
1011	BRIDGE	brug	1927	831	44.0664	3.2851	10.2974	2.9201	1519
1013	FRESHWATER EEL	paling	41	20	0.9376	1.6232	0.2478	1.3222	24422
1019	RIGHT	rechts	2566	1524	58.679	3.4094	18.8848	3.1833	1194
1020	HANDKERCHIEF	zakdoek	215	166	4.9166	2.3345	2.057	2.2227	8014
1025	WHISTLE	fluiten	204	172	4.6651	2.3118	2.1314	2.238	8310
1030	NECESSARY	nodig	45392	7729	1038.0197	4.657	95.7745	3.8882	130
1035	GOOD	goed	152533	8034	3488.1092	5.1834	99.5539	3.905	48
1038	TEACHER	leraar	1297	699	29.6597	3.1133	8.6617	2.8451	2041
1040	HAIR	haar	130133	7833	2975.8683	5.1144	97.0632	3.894	55
1044	PILLOW	kussen	1995	1354	45.6215	3.3002	16.7782	3.1319	1474
1069	GLUE	lijm	174	139	3.979	2.243	1.7224	2.1461	9312
1070	BUS	bus	2835	1320	64.8305	3.4527	16.3569	3.1209	1104
1088	SINK (DESCEND)	zinken	420	268	9.6045	2.6243	3.3209	2.4298	4872
1098	WEIGH	wegen	900	703	20.5811	2.9547	8.7113	2.8476	2739
110	MOTOR	motor	1864	1054	42.6258	3.2707	13.0607	3.0233	1558
1100	COOK (SOMETHING)	koken	1478	999	33.7988	3.17	12.3792	3	1845
1102	CLIMB	klimmen	576	437	13.1719	2.7612	5.4151	2.6415	3850
1111	CAR	auto	20028	4732	457.9983	4.3017	58.6369	3.6751	255
1117	LIKE	lijken	4195	2830	95.9308	3.6228	35.0682	3.4519	819
112	TURTLE	schildpad	191	112	4.3678	2.2833	1.3879	2.0531	8712
1120	HONEST	eerlijk	7538	3944	172.3782	3.8773	48.8724	3.596	533
1123	PREGNANT	zwanger	2745	1265	62.7724	3.4387	15.6753	3.1024	1130
1125	BALD	kaal	360	282	8.2324	2.5575	3.4944	2.4518	5471
1129	PAINFUL	pijnlijk	704	591	16.099	2.8482	7.3234	2.7723	3321
1133	MATCH	lucifer	282	198	6.4487	2.4518	2.4535	2.2989	6548
1135	KICK	schoppen	588	506	13.4463	2.7701	6.2701	2.705	3802
1136	RABBIT	konijn	825	345	18.866	2.917	4.2751	2.5391	2930
1146	AUBERGINE	aubergine	30	24	0.686	1.4914	0.2974	1.3979	30076
1147	PURE	puur	1021	851	23.3481	3.0095	10.5452	2.9304	2496
1150	THUNDER	donder	1664	1110	38.0522	3.2214	13.7546	3.0457	1688
1154	OLIVE	olijf	33	23	0.7546	1.5315	0.285	1.3802	28050
1156	OPEN	openen	1583	1181	36.1999	3.1998	14.6344	3.0726	1752
1157	BECAUSE	omdat	38018	7367	869.3918	4.58	91.2887	3.8673	144
1171	MIRROR	spiegel	1200	743	27.4415	3.0795	9.2069	2.8716	2193
1181	PALM TREE	palmboom	30	28	0.686	1.4914	0.347	1.4624	29737
119	DIVE	duiken	702	440	16.0533	2.847	5.4523	2.6444	3328
1190	HARE	haas	95	68	2.1725	1.9823	0.8426	1.8388	14137
1193	STEAM	damp	18	15	0.4116	1.2788	0.1859	1.2041	40932
1198	MANY	talrijk	36	33	0.8232	1.5682	0.4089	1.5315	26449
1200	HUSBAND	echtgenoot	1582	990	36.177	3.1995	12.2677	2.9961	1755
1201	FEATHER	veer	150	96	3.4302	2.179	1.1896	1.9868	10300
1202	BIG	uitgestrekt	42	42	0.9605	1.6335	0.5204	1.6335	24016
1204	BARK	schors	50	44	1.1434	1.7076	0.5452	1.6532	21493
1206	BARKING	blaffen	158	129	3.6131	2.2014	1.5985	2.1139	10001
1207	YOUNG	jong	4006	2474	91.6088	3.6028	30.6568	3.3936	858
1208	CAT	kat	2311	992	52.8477	3.364	12.2924	2.9969	1291
1209	I	ik	1744062	8054	39883.0334	6.2416	99.8017	3.9061	1
121	SPIN	spinnen	276	143	6.3115	2.4425	1.772	2.1584	6662
1210	HEAVY	zwaar	3535	2508	80.838	3.5485	31.0781	3.3995	938
1215	THOU	jij	195527	8005	4471.2917	5.2912	99.1945	3.9034	32
1216	MOTHER	moeder	28533	5897	652.4898	4.4554	73.0731	3.7707	187
1217	FATHER	vader	34792	5958	795.6199	4.5415	73.829	3.7752	156
1220	TAIL	staart	785	568	17.9513	2.8954	7.0384	2.7551	3039
1221	NOSE	neus	3063	1983	70.0444	3.4863	24.5725	3.2975	1045
1223	HEART	hart	8587	3734	196.3666	3.9339	46.2701	3.5723	482
1225	DAY (NOT NIGHT)	dag	37107	7335	848.5591	4.5695	90.8922	3.8655	148
1226	YEAR	jaar	33351	7040	762.6673	4.5231	87.2367	3.8476	162
1228	EARTH (SOIL)	aarde	4376	2074	100.0699	3.6412	25.7001	3.317	793
1229	OLD	oud	8014	4092	183.2633	3.9039	50.7063	3.612	504
123	FOREHEAD	voorhoofd	342	298	7.8208	2.5353	3.6927	2.4757	5658
1230	DIRTY	smerig	1065	868	24.3543	3.0278	10.7559	2.939	2406
1231	NEW	nieuw	5241	3319	119.8507	3.7195	41.1276	3.5211	673
1232	WARM	warm	3101	2116	70.9134	3.4916	26.2206	3.3257	1036
1233	NIGHT	nacht	8940	4175	204.439	3.9514	51.7348	3.6208	466
1234	SMOOTH	vlot	281	217	6.4259	2.4502	2.689	2.3385	6561
1235	WHO	wie	80001	7935	1829.4548	4.9031	98.3271	3.8996	84
1236	WHAT	wat	480650	8061	10991.4556	5.6818	99.8885	3.9064	10
1237	WHERE	waar	139876	8046	3198.6702	5.1457	99.7026	3.9056	52
1238	WHEN	wanneer	20064	6412	458.8215	4.3024	79.4548	3.8071	254
1239	HOW	hoe	140651	8035	3216.3928	5.1481	99.5663	3.905	51
1240	NOT	niet	801297	8066	18323.9788	5.9038	99.9504	3.9067	7
1241	SOME	sommige	4099	2705	93.7355	3.6128	33.5192	3.4323	837
1242	FEW	enkele	5011	2770	114.591	3.7	34.3247	3.4426	698
1243	WIDE	wijd	324	263	7.4092	2.5119	3.259	2.4216	5893
1244	THICK	dik	1863	1303	42.6029	3.2704	16.1462	3.1153	1559
1245	BUTTER	boter	460	333	10.5192	2.6637	4.1264	2.5237	4576
1246	SMALL	klein	8556	4318	195.6577	3.9323	53.5068	3.6354	483
1247	EAR	oor	1094	770	25.0175	3.0394	9.5415	2.8871	2356
1248	EYE	oog	2991	1819	68.3979	3.476	22.5403	3.2601	1062
1251	BELLY	buik	1141	891	26.0923	3.0577	11.0409	2.9504	2279
1252	HOUSE	huis	35810	6939	818.8995	4.554	85.9851	3.8414	154
1255	SNOWING	sneeuwen	79	67	1.8066	1.9031	0.8302	1.8325	15898
1256	HEAD	hoofd	11984	5260	274.0489	4.0786	65.1797	3.7211	371
1261	SING	zingen	2865	1315	65.5165	3.4573	16.2949	3.1193	1092
1262	BROTHER	broer	10741	3124	245.6241	4.0311	38.7113	3.4949	405
1263	SISTER	zus	5730	2231	131.0331	3.7582	27.6456	3.3487	633
1265	HIGH	hoog	2765	1958	63.2297	3.4419	24.2627	3.292	1126
1267	NARROW	smal	91	86	2.081	1.9638	1.0657	1.9395	14500
1268	YES	ja	149900	7959	3427.898	5.1758	98.6245	3.9009	50
1269	NO	nee	134898	7971	3084.8338	5.13	98.7732	3.9016	54
127	EXTINGUISH	blussen	110	94	2.5155	2.0453	1.1648	1.9777	12790
1270	WHY	waarom	93656	7981	2141.7159	4.9715	98.8971	3.9021	77
1272	AUNT	tante	2726	1038	62.3379	3.4357	12.8625	3.0166	1136
1273	CANDLE	kaars	257	168	5.8771	2.4116	2.0818	2.2279	7048
1274	SALT	zout	678	448	15.5044	2.8319	5.5514	2.6522	3412
1275	ANSWER	antwoorden	1807	1303	41.3223	3.2572	16.1462	3.1153	1595
1277	HAND	hand	8742	4282	199.9112	3.9417	53.0607	3.6317	472
1280	FALL	vallen	7914	4216	180.9766	3.8985	52.2429	3.625	508
1285	IMPORTANT	belangrijk	7434	4060	170	3.8713	50.3098	3.6086	540
1286	HOT	heet	14803	5511	338.5135	4.1704	68.29	3.7413	311
1287	COLD	koud	4196	2556	95.9537	3.6229	31.6729	3.4077	817
1288	CAP	muts	195	139	4.4592	2.2923	1.7224	2.1461	8566
1289	BABY	baby	6638	2164	151.7971	3.8221	26.8154	3.3355	578
1290	ELEPHANT	olifant	525	259	12.0056	2.721	3.2094	2.415	4137
1292	BAD	slecht	11711	5274	267.806	4.0686	65.3532	3.7222	380
1294	ZERO	nul	770	538	17.6083	2.8871	6.6667	2.7316	3083
1295	STICK	stok	633	406	14.4754	2.8021	5.031	2.6096	3606
1297	LEG	been	2345	1384	53.6252	3.3703	17.1499	3.1414	1274
1298	NEWSPAPER	krant	2545	1430	58.1988	3.4059	17.72	3.1556	1202
1299	COFFEE	koffie	5829	2739	133.297	3.7657	33.9405	3.4378	623
1301	FOOT	voet	2222	1435	50.8125	3.3469	17.7819	3.1572	1349
1302	FORK	vork	227	188	5.191	2.3579	2.3296	2.2765	7680
1307	LANGUAGE	taal	1587	1115	36.2914	3.2009	13.8166	3.0477	1748
1309	ASK (INQUIRE)	vragen	19270	6461	440.6644	4.2849	80.062	3.8104	259
1310	CLEVER	slim	4878	2936	111.5496	3.6883	36.3817	3.4679	717
1311	VERY	zeer	6553	3156	149.8533	3.8165	39.1078	3.4993	586
1313	MOON	maan	1841	964	42.0998	3.2653	11.9455	2.9845	1568
1316	TENT	tent	1790	1115	40.9335	3.2531	13.8166	3.0477	1602
1320	APPLE	appel	446	321	10.1991	2.6503	3.9777	2.5079	4666
1321	BOTTLE	fles	1999	1280	45.7129	3.301	15.8612	3.1075	1472
1323	CLOCK	klok	1045	660	23.897	3.0195	8.1784	2.8202	2442
1324	SLIP	uitglijden	16	15	0.3659	1.2304	0.1859	1.2041	42904
1327	UNCLE	oom	4757	1526	108.7826	3.6774	18.9095	3.1838	731
1331	SHEEP	schaap	286	191	6.5402	2.4579	2.3668	2.2833	6467
1333	NECK	hals	328	260	7.5007	2.5172	3.2218	2.4166	5852
1335	WHITE	wit	1464	1050	33.4786	3.1658	13.0112	3.0216	1862
1336	EAT	eten	19500	5888	445.924	4.2901	72.9616	3.77	258
1337	PIG	varken	1082	645	24.7431	3.0346	7.9926	2.8102	2376
1339	MORNING	ochtend	1729	1340	39.5386	3.238	16.6047	3.1274	1645
1342	SUMMER	zomer	1876	1038	42.9002	3.2735	12.8625	3.0166	1549
1343	SUN	zon	3003	1798	68.6723	3.4777	22.28	3.255	1058
1349	CHURCH	kerk	3476	1315	79.4888	3.5412	16.2949	3.1193	952
1350	MONKEY	aap	1249	580	28.562	3.0969	7.1871	2.7642	2104
1352	KNIFE	mes	2022	1178	46.2389	3.306	14.5973	3.0715	1463
1355	LAUGH	lachen	3887	2431	88.8875	3.5897	30.1239	3.386	880
1356	NUMBER	getal	302	196	6.9061	2.4814	2.4287	2.2945	6210
1357	DAUGHTER	dochter	9590	3129	219.3032	3.9819	38.7732	3.4955	441
136	HERE	hier	197509	8048	4516.6158	5.2956	99.7274	3.9057	31
1360	DUCK	eend	393	194	8.9871	2.5955	2.404	2.29	5144
1367	CROSS	kruis	915	558	20.9241	2.9619	6.9145	2.7474	2710
1368	BREAD	brood	1469	935	33.5929	3.1673	11.5861	2.9713	1856
1370	MONTH	maand	4095	2596	93.644	3.6124	32.1685	3.4145	838
1373	TEA	thee	2571	1271	58.7934	3.4103	15.7497	3.1045	1188
1375	WINDOW	raam	3098	1906	70.8448	3.4912	23.6183	3.2804	1037
1376	NOW	nu	135100	8042	3089.4531	5.1307	99.653	3.9054	53
1377	VISIT	bezoeken	1148	886	26.2523	3.0603	10.9789	2.9479	2269
1378	SPOON	lepel	219	168	5.0081	2.3424	2.0818	2.2279	7912
1379	TELEPHONE	telefoon	6862	3197	156.9195	3.8365	39.6159	3.5049	570
138	BATHE	badderen	11	10	0.2515	1.0792	0.1239	1.0414	55083
1381	SHOE	schoen	588	362	13.4463	2.7701	4.4857	2.5599	3803
1382	NEEDLE (FOR SEWING)	naald	372	293	8.5069	2.5717	3.6307	2.4683	5345
1383	GRANDFATHER	opa	2507	907	57.3298	3.3993	11.2392	2.9581	1211
1384	SECOND	tweede	5677	3278	129.8211	3.7542	40.6196	3.5157	638
1385	PEPPER	peper	166	129	3.7961	2.2227	1.5985	2.1139	9632
1386	LION	leeuw	643	301	14.7041	2.8089	3.7299	2.48	3567
1390	WRONG	fout	7227	3832	165.2663	3.859	47.4845	3.5835	553
1394	BONE	bot	635	508	14.5211	2.8035	6.2949	2.7067	3595
1395	ROUND	rond	7550	4316	172.6526	3.878	53.482	3.6352	531
1396	SHARP	scherp	911	736	20.8327	2.96	9.1202	2.8675	2714
1398	DRY	droog	859	709	19.6435	2.9345	8.7856	2.8513	2840
