CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_AoA_MEAN	LINE_IN_SOURCE
2429	LOGIC	逻辑	12.772727272727273	9293
243	FRESH	新鲜	9.35	16038
2430	OFFICE	办公室	9.76923076923077	249
2432	MARRIAGE	婚姻	14.857142857142858	6239
2433	THEORY	理论	14.619047619047619	8721
2434	TRAGEDY	悲剧	11.65	458
2435	UNIVERSITY	大学	12.19047619047619	2518
2440	PINEAPPLE	菠萝	6.636363636363637	919
2445	PAPAYA	木瓜	10.391304347826088	9973
2449	FAT (OF MEAT AND FOOD)	肥肉	6.684210526315789	3912
245	BROOM	扫帚	7.565217391304348	12109
2452	PURPLE	紫色	7.555555555555555	19396
2465	DISGUST	厌恶	10.375	16619
2467	GAME	游戏	8.476190476190476	17450
2468	BAG	袋子	7.3478260869565215	2593
2471	LADY	女士	10.333333333333334	10344
248	HAPPEN	发生	10.35	3575
2483	COLD (OF WEATHER)	凉快	6.956521739130435	8906
2486	HIDE	躲藏	7.85	3450
2498	OPIUM	鸦片	12.7	16472
25	DIRT	泥土	6.5	10173
2500	GINGER	生姜	9	12587
2504	DIFFERENT	不同	8.045454545454545	1038
2505	BEDROOM	寝室	11.238095238095237	11337
2506	LOOSE	丢失	9.631578947368421	3171
2509	EXCHANGE	交换	9.619047619047619	6999
2517	CROWDED	拥挤	8.181818181818182	17298
2522	SCREAM (NOISE)	尖叫	7.888888888888889	6733
2524	JOY	喜悦	8.619047619047619	15355
2526	POWER	逼迫	11.954545454545455	578
2527	ABILITY	能力	13.222222222222221	10158
2531	BROAD	宽敞	11.142857142857142	8351
2534	DEPTH	深度	12.166666666666666	12480
2540	LIME (MATERIAL)	石灰	10.590909090909092	12795
2541	MIRACLE	奇迹	11	10923
2544	SHEPHERD	牧童	10.318181818181818	10005
2547	CITY	城市	10.9	1701
2549	VEHICLE	车辆	9.8	1534
255	SERVANT	仆人	11.157894736842104	10859
2554	PRINCE (RULER)	王子	7	14791
2558	BREAK (CLEAVE)	打断	9.954545454545455	2349
256	FOOD	食品	7	12877
2561	HURT (SENSE PAIN)	创伤	10.1578947	2124
2569	BUTCHER	屠夫	10.909090909090908	14492
2570	BEEF	牛肉	7.5	10264
2573	FEELING (EMOTION)	情感	10.952380952380953	11429
2576	ALREADY	已经	9.636363636363637	16948
2578	PENCIL	铅笔	6.5	11092
2579	TOOTHBRUSH	牙刷	6.2272727272727275	16479
258	CALM	冷静	10.5	8643
2580	HELICOPTER	直升机	11.409090909090908	18661
2588	GLOBE	地球	6.842105263157895	2943
2589	WREATH	花圈	9.55	5902
2617	BULB	灯泡	7.473684210526316	2822
2618	CAMERA	相机	8.7	15629
2620	CARRIAGE	马车	7.705882352941177	9379
2621	CURTAIN	窗帘	8.238095238095237	2106
2624	FRAME	陷害	13.80952380952381	15591
2625	MAP	地图	8.380952380952381	2949
2626	NERVE	神经	12.318181818181818	12510
2627	ORANGE (FRUIT)	橘子	8.7	7739
2630	WHIP	鞭打	11.136363636363637	700
2631	WIRE	电线	8.8125	3046
2643	INK	墨水	9.777777777777779	9930
2648	HAIR (HEAD)	头发	5.375	14390
2651	BE IGNORANT	无知	12.578947368421053	15168
2656	MIDNIGHT	半夜	8.181818181818182	272
266	SCALE	鱼鳞	8.555555555555555	17558
2668	SKELETON	骷髅	10.222222222222221	8289
2697	BROTHER-IN-LAW (YOUNGER SISTER'S HUSBAND)	妹夫	12.26923076923077	9572
27	AIR	空气	7.739130434782608	8207
2704	FADE (LOOSE COLOR)	褪色	12.2380952	14590
2705	INHALE	吸气	8.434782608695652	15273
2710	TAKE A PHOTO	照相	8.428571428571429	18311
2715	DESPISE	蔑视	12.115384615384615	9750
2716	BLAME (SOMEBODY)	责怪	9	18018
2717	STEEP	陡峭	12.8	3245
2742	SUNNY DAY	晴天	7.0476190476190474	11454
2744	PLUM BLOSSOM	梅花	6.578947368421052	9529
2746	PEACH BLOSSOM	桃花	10.2	13886
2748	SWEET OLIVE FLOWER	桂花	10.210526315789474	5260
2749	UNHUSKED RICE	稻谷	8.15789474	2787
2750	GLUTINOUS RICE	糯米	9.11111111111111	10329
2755	BUSY	忙碌	12.523809523809524	9473
2758	CAREFUL	小心	7.2272727272727275	15825
2762	BLOCK (THE WAY)	堵塞	11.8	3305
2765	CHERRY	樱桃	9.65	17193
2766	WATERMELON	西瓜	5.57894737	15262
2768	LITCHI	荔枝	7.368421052631579	8811
2769	PORK	猪肉	5.045454545454546	19031
2770	JACKET	外套	7.318181818181818	14687
2772	KITCHEN KNIFE	菜刀	7.888888888888889	1166
2773	FINGERTIP	指尖	9.36	18724
2795	MOSQUITO NET	蚊帐	10.454545454545455	15038
2797	SESAME	芝麻	9.473684210526315	18607
2815	DIALECT	方言	9.666666666666666	3764
2816	ECHO	回声	10.08695652173913	6155
2819	GRASSLAND	草地	7.761904761904762	1262
2837	SWAN	天鹅	8	14054
284	HOE	锄头	8.105263157894736	1985
2849	JUNE	六月	7.571428571428571	9175
2856	CHANGE (SOMETHING)	改变	9.083333333333334	4356
2857	CHANGE (BECOME DIFFERENT)	变化	9.055555555555555	712
2859	SMOKE (EMIT SMOKE)	冒烟	8.227272727272727	9510
2862	CONNECT	连接	9.238095238095237	8821
2864	DECREASE	减少	8.631578947368421	6828
2867	CALCULATE	算计	12.772727272727273	13674
2869	BOTHER (HARASS)	打扰	12.238095238095237	2382
2871	SWING (MOVEMENT)	摆动	10.75	187
2879	SOUND (OF INSTRUMENT OR VOICE)	音响	12.5	17084
2880	HALT (STOP)	停止	8.57142857	14262
2883	DISTURB	惊动	10.052631578947368	7487
2886	PRODUCE	出产	12.666666666666666	1876
2890	WALK (TAKE A WALK)	散步	8.31578947368421	12079
2893	NOTICE (SOMETHING)	通知	8.333333333333334	14306
2894	TUMBLE (FALL DOWN)	跌倒	7.8125	3098
2900	PROTECT	保护	9.619047619047619	354
2903	CHAT (WITH SOMEBODY)	聊天	6.7894736842105265	8953
2904	RINSE	冲洗	8.578947368421053	1793
2909	PREPARE	准备	8.5	19336
2911	BACKWARD	落后	10.285714285714286	9307
2914	ONCE (IN THE PAST)	从前	8.80952380952381	2225
2917	NEXT TO	隔壁	8.263157894736842	4623
292	RUG	地毯	7.909090909090909	2946
2924	A LITTLE	点滴	10.7	2991
2929	BENEFIT	裨益	15.764705882352942	646
2930	BOSS	老板	11.333333333333334	8538
2931	BUSINESS	买卖	11.478260869565217	9416
2933	CONVERSATION	交谈	8.176470588235293	7015
2938	FLAVOR	口味	9.095238095238095	8266
2940	GATE	大门	5.521739130434782	2470
2941	HAPPINESS	幸福	9.210526315789474	16128
2944	CALL (APPEAL)	称呼	8.294117647058824	1617
2948	GAP (DISTANCE)	空隙	11.166666666666666	8216
2949	LAIR	骗子	7.25	10661
2950	MEANING	意思	10.9	17037
2953	SLEEVE	衣袖	7.7894736842105265	16873
2958	LAUGHTER	笑声	7.105263157894737	15862
2961	MESSAGE	信息	11.73913043478261	16074
2964	NEWS	消息	10.235294117647058	15754
2968	REASON	原因	9.25	17721
297	CROOKED	扭曲	13.38888888888889	10271
2970	RIDDLE	谜语	8.318181818181818	9646
2972	SLEEP (STATE)	睡眠	6.833333333333333	13480
2975	THOUGHT	心思	11.421052631578947	15968
2976	VIOLENCE	暴力	11.047619047619047	430
2977	WORKER	工人	7.85	4706
2978	DISTANCE	距离	9.409090909090908	7810
2980	AREA	平面	12.277777777777779	10764
2982	GIFT	礼物	9.761904761904763	8704
2988	PATTERN	格局	15.8	4616
299	SCOLD	责备	10.28	18014
2996	WEALTH	财富	11.368421052631579	1122
2997	COLORFUL	丰富	9.636363636363637	4052
2999	EVERYWHERE	到处	8.869565217391305	2754
3	BRAVE	勇敢	8.95	17316
30	DISPEL	赶走	8.708333333333334	4410
3001	POWERFUL	强大	9.789473684210526	11187
3002	PRECIOUS	珍贵	9.11111111111111	18371
3005	FAMILIAR	熟悉	9.3125	13303
301	CHIEFTAIN	首领	12.23076923076923	13168
3049	COURAGE	胆识	12.962962962962964	2637
3050	SEEDLING	秧苗	11.347826086956522	16643
3054	BEAR FRUIT	结果	8.681818181818182	7226
3055	SWINDLE	作弊	9.9375	19656
3059	MALARIA	疟疾	12.518518518518519	10324
3069	FALSE	骗局	11.761904761904763	10658
3070	HOLD A MEETING	开会	11.11111111111111	7949
3072	MISPLACE	遗失	9.052631578947368	16927
3073	MANAGE	管理	15.125	5120
3076	SLOPE	山坡	7.157894736842105	12179
3077	SWALLOW (BIRD)	燕子	6.285714285714286	16638
3080	SPLIT OPEN	裂开	9.476190476190476	8991
3081	CROPS	庄稼	8.0625	19270
3083	BALLOON	气球	5.31578947	11032
3086	COMPUTER	电脑	10.565217391304348	3033
3088	ENVELOPE	信封	8.782608695652174	16060
3089	GIRAFFE	长颈鹿	8.26086956521739	18206
3090	GUITAR	吉他	10.95	6449
3091	LEMON	柠檬	9.055555555555555	10250
3093	LIPSTICK	口红	10.869565217391305	8256
3096	RACKET	球拍	9.45	11506
3098	SNOWMAN	雪人	7.888888888888889	16393
3099	SOFA	沙发	9.454545454545455	12138
3102	TANK	坦克	7.842105263157895	13822
3119	MASSAGE (SOMEBODY)	按摩	10.588235294117647	65
3128	SHOWER (ACTION)	淋浴	9.45	9021
3138	STRAWBERRY	草莓	6.0625	1268
3154	WILD BOAR	野猪	9.727272727272727	16781
3168	DOWRY	聘礼	14.136363636363637	10731
3174	WAKE UP (SOMEONE)	唤醒	10.91304347826087	6057
3179	CORAL ROCK	珊瑚	10.6	12192
318	FOOTPRINT	足迹	10.571428571428571	19568
3181	MUSTARD	芥末	12.227272727272727	7303
3202	CANNON	大炮	8.043478260869565	2478
3204	INSULT	侮辱	10.545454545454545	15208
323	FAT (ORGANIC SUBSTANCE)	脂肪	11.91304347826087	18628
3230	DECEIVE	欺骗	8.636363636363637	10902
3234	OPEN (EYES)	睁开	7.95	18473
3267	PULSE	脉搏	12.65	9439
3276	SUNSHINE	阳光	7.25	16653
3279	MANTIS	螳螂	8.904761904761905	13864
3282	GROOM	新郎	11.2	16023
3283	CAGE	笼子	6	9186
3284	GRAVEYARD	陵园	10.105263157894736	9051
3285	RICE FLOUR	米粉	8.954545454545455	9650
3287	BLOOM	开花	8.136363636363637	7948
3288	WEED	除草	9.37037037037037	1975
3299	KIND	善良	8.80952380952381	12213
3302	QUARREL (VERB)	争论	10.380952380952381	18445
3303	PICTURE (PAINTING)	图画	6.809523809523809	14470
3304	PICTURE (PHOTOGRAPH)	相片	7.411764705882353	15642
3320	SNARE (TRAP)	圈套	12.333333333333334	11584
3325	PEARL	珍珠	9.63157895	18378
3333	BELIEF (RELIGIOUS)	信念	12.3809524	16069
3334	RITE	礼仪	13.571428571428571	8705
3349	WRISTWATCH	手表	9.875	13101
3350	GET UP FROM BED	起床	6.6	10979
3357	CUPBOARD	柜子	7.125	5251
3362	BOILED WATER	开水	7.476190476190476	7985
3363	NOT HAVE	没有	5.904761904761905	9522
3367	STUTTERER	结巴	9.318181818181818	7219
3375	PATIENT (SICK PERSON)	病人	9.368421052631579	886
3376	ROBBER	强盗	10.178571428571429	11188
3377	EMPEROR	皇帝	8.5	6080
3382	PEACOCK	孔雀	8.66666667	8229
3386	SULPHUR	硫磺	13.76923076923077	9169
3387	MIDDLE FINGER	中指	10.380952380952381	18895
3390	WILD RICE	水稻	7.888888888888889	13402
3391	RICE STRAW	稻草	8	2786
3393	LEAN MEAT	瘦肉	6.904761904761905	13232
3395	SICHUAN PEPPER	花椒	10.80952380952381	5893
3396	BUILDING	楼房	8.45	9193
3397	ROUNDWORM	蛔虫	10.545454545454545	6172
3399	WAREHOUSE	仓库	8.181818181818182	1234
34	STAIRS	楼梯	7.7727272727272725	9197
3405	RULER	统治者	13.318181818181818	14366
3406	MERCHANDISE	货物	10.4375	6322
3407	FILE (TOOL)	文件	11.842105263157896	15008
341	SICKLE	镰刀	8.380952380952381	8870
3410	OVER HERE	这边	6.380952380952381	18342
3425	JOKE	笑话	7.6875	15857
3427	DIRECTION	方向	9.166666666666666	3761
3429	COMPARE	比较	9.181818181818182	594
3430	CELEBRATE NEW YEAR	过年	6	5349
3433	AUTONYM (OF PEOPLE)	自称	10.875	19404
3439	WHITE (OF EGGS)	蛋白	11.454545454545455	2661
344	TREE TRUNK	树干	8.9	13326
3441	WHITE SUGAR	白糖	7.7727272727272725	166
3443	TOFU	豆腐	6.142857142857143	3253
3446	PINK	粉色	7.363636363636363	4034
3447	BEGIN OR START	开始	9.68421052631579	7983
3455	COMMEND	称赞	9.55	1621
3469	LEVEL	水平	11.578947368421053	13433
3471	OBLIGATION (DUTY)	义务	12.722222222222221	16973
352	UNTIE	解开	9.578947368421053	7272
353	STRIKE	打中	9.416666666666666	2403
3534	BEG	乞求	10.95	10955
3537	TURN OVER	翻身	9.526315789473685	3651
3540	STRAW RAINCOAT	蓑衣	12.105263157894736	13711
3554	GOODBYE	欢送	9.904761904761905	6011
356	SHEARS	剪刀	6.333333333333333	6837
3608	WARRIOR	武士	11.565217391304348	15203
3617	STUMBLE	绊倒	10.45	283
3628	HONOR (SOMEBODY)	荣幸	13.157894736842104	11904
3629	HESITATE	犹豫	9.647058823529411	17408
363	DWELL (LIVE, RESIDE)	居住	9.6	7727
3632	GENEROUS	大方	11.055555555555555	2430
3634	STUBBORN	顽固	13.772727272727273	14734
3635	ADULT	成年人	11.592592592592593	1643
3639	AVOID	避免	11.9473684	659
364	SMEAR	传播	12.095238095238095	2049
3640	GOSSIP	闲话	12.37037037037037	15508
3642	COMPLAIN	抱怨	11.277777777777779	421
3643	AGREE	同意	8.26086956521739	14340
3644	AGREEMENT	协议	13.1578947	15887
3645	PERSUADE	说服	11.95	13502
3646	PROVERB	谚语	9.695652173913043	16635
3654	TAKE OUT	取出	11.55	11552
3655	STORE UP	收藏	10.789473684210526	13055
3657	GRANARY	谷仓	11.3	4952
3659	POLISH (SOMETHING)	擦亮	10.35	1103
3665	TRAVEL	旅行	9.636363636363637	9332
3666	WANDER	徘徊	12.761904761904763	10415
3674	ANTELOPE	羚羊	9.304347826086957	9054
3687	DESERT	沙漠	8.952380952380953	12141
3695	MOVEMENT	动静	9.25	3207
3696	THROW AWAY	丢掉	7.869565217391305	3167
3704	ODOR (SMELL)	气味	8.1	11037
3711	TIE (NOUN)	领带	11.608695652173912	9066
3746	VASE	花瓶	8.318181818181818	5900
3747	SHAPE	形状	7.714285714285714	16109
3762	SAFE	安全	7.473684210526316	44
377	LOUD	大声	6	2492
3780	PET	宠物	7.571428571428571	1822
3807	EYEBALL	眼球	8.57894737	16598
3839	BROAD BEAN	蚕豆	8.5	1218
3841	WINDMILL	风车	7.125	4066
3847	INTEREST (FEELING)	兴趣	10.35	16120
3881	PISTOL	手枪	6.631578947368421	13117
3896	ROAR	咆哮	10.15	10485
3897	NATURE	本质	11.9473684	564
390	PUNISHMENT	惩罚	10.5	1717
3902	TRUST (SOMEBODY)	信任	9.952380952380953	16070
3903	SYMPATHIZE	同情	9.19047619047619	14325
3951	PANDA	熊猫	9.3	16173
3952	REFRIGERATOR	冰箱	9.954545454545455	844
3953	CHARITY	慈善	12.227272727272727	2191
3954	FRIENDSHIP	友情	8.3	17461
3955	HOSTILITY	敌意	11.6875	2891
3956	DISPUTE	纠纷	11.523809523809524	7640
3957	SYSTEM	系统	14.4761905	15368
3958	SOCIETY	社会	14.142857142857142	12398
3959	RELATIONSHIP	关系	10.210526315789474	5073
3960	IDENTITY	身份	11.055555555555555	12451
3961	TEAM	团队	11.272727272727273	14513
3962	DISCIPLINE	纪律	8.125	6545
3963	SCENERY	风景	9.4	4077
3964	SPLENDOR	光彩	12.368421052631579	5144
3966	CONCEPT	概念	11.9	4385
3967	CONTENT	内容	9.210526315789474	10136
3968	EFFECT	作用	10.85	19679
3970	PROCESS	过程	12.285714285714286	5327
3971	METHOD	办法	8.210526315789474	247
3972	EXCITED	兴奋	10.590909090909092	16115
3973	DEPRESSED	沮丧	14.0625	7741
3975	NERVOUS	紧张	9.608695652173912	7381
3979	TADPOLE	蝌蚪	6.454545454545454	8110
3985	THOSE (PLURAL OF THAT)	那些	9.947368421052632	10030
3986	COLLAPSE	倒塌	12.25	2746
3988	PLATEAU	高原	9.294117647058824	4557
3994	PIANO (INSTRUMENT)	钢琴	12	4481
4	COURTYARD	院子	7.944444444444445	17789
4011	TRUCK	货车	10.3	6315
4015	PIRATE	海盗	12.625	5386
4021	DINOSAUR	恐龙	8.173913043478262	8234
4023	VIOLIN	小提琴	11.185185185185185	15817
4025	LANTERN	灯笼	7.045454545454546	2820
4032	KITE (TOY)	风筝	7.428571428571429	4111
4033	ELEVATOR	电梯	8.904761904761905	3043
4035	SWEATER	毛衣	6.045454545454546	9495
41	IGNORE	忽略	11.526315789473685	5820
411	GOURD	葫芦	8.45	5835
419	SEVERE	厉害	8.571428571428571	8764
420	FOREST	森林	7.61904762	12119
421	RETREAT	撤退	11.173913043478262	1570
425	BE LATE	耽误	12.5625	2634
457	BLIND PERSON	瞎子	8.619047619047619	15391
471	UPPER LEG (THIGH)	大腿	6.9	2507
476	CUP	杯子	7.85	450
478	LIP	嘴唇	7.5625	19613
479	GROW	生长	9.782608695652174	12615
480	PLATE	盘子	7.25	10448
484	CONDEMN	谴责	12.590909090909092	11162
485	DISAPPEAR	消失	8.473684210526315	15748
486	MINISTER	部长	13.88888888888889	1102
487	SHY	害羞	7.444444444444445	5421
488	MANNER	方法	6.75	3752
489	KIDNEY	肾脏	10.411764705882353	12547
49	REFUSE	拒绝	9.73913043478261	7780
495	REVENGE	报复	13.8	397
496	CUCUMBER	黄瓜	6.7368421052631575	6090
497	SCAR	伤疤	9.4	12223
498	CALF OF LEG	小腿	7.142857142857143	15819
499	CURE	医治	11.31578947368421	16886
500	CRUEL	残酷	13.65	1211
501	LIFT	举起	10.714285714285714	7752
502	NAIL (TOOL)	钉子	5.555555555555555	3137
503	FROG	青蛙	7.45	11350
504	LEARN	学习	7.2	16375
505	PARENTS	父母	5.681818181818182	4250
506	MAIZE	玉米	5.7894736842105265	17611
508	PERIOD	问号	10.476190476190476	15054
511	BAOZI	包子	7.57894737	321
512	SEE A DOCTOR	看病	8	8018
513	THIS YEAR	今年	6.739130434782608	7327
514	LAST YEAR	去年	7.333333333333333	11577
52	SHIVER	发抖	8.909090909090908	3536
53	SPIRIT	鬼魂	11.12	5246
530	FRECKLE	雀斑	13.074074074074074	11677
537	TURBID	浑浊	10.2	6243
541	POETRY	诗歌	9	12758
55	WHISPER	呢喃	13.76	10114
552	GROW UP	长大	9.6	18196
555	INFRINGE	侵犯	11.578947368421053	11294
558	PASS BY	经过	9.75	7465
56	BAD LUCK	恶运	11.26923076923077	3479
568	RISE (MOVE UPWARDS)	升起	10.1	12562
573	SWAY	摇晃	8.333333333333334	16716
577	FOREFINGER	食指	7.7727272727272725	12886
578	KISS	接吻	12.863636363636363	7170
579	BATTLE	战役	11.7368421	18163
582	LEND	借出	10.227272727272727	7312
583	KIND OR POLITE	客气	9.777777777777779	8168
584	DIFFICULT	困难	9.7	8414
585	BOOT	靴子	10.777777777777779	16343
586	GARDEN	菜园	7.909090909090909	1175
587	ANT	蚂蚁	6.888888888888889	9399
590	NAKED	裸体	11.192307692307692	9301
593	POTATO	土豆	7.136363636363637	14497
595	GROUNDNUT (PEANUT)	花生	7.105263157894737	5904
597	PHYSICIAN	医生	9.11111111111111	16877
6	EARTHQUAKE	地震	10.052631578947368	2957
600	STRANGE	奇怪	9.45	10920
601	LIE (MISLEAD)	说谎	7.666666666666667	13505
602	HIDE (CONCEAL)	隐瞒	13.380952380952381	17150
603	COAT	大衣	11.476190476190476	2522
604	GLASS	玻璃	6.428571428571429	913
605	GRAIN	粮食	8.3125	8911
607	GRASSHOPPER	蚱蜢	12.136363636363637	18071
609	HAIL	冰雹	9.19047619047619	831
613	HIGH TIDE	洪水	9	5750
616	HOSPITAL	医院	8.857142857142858	16885
619	ANIMAL	动物	6.294117647058823	3220
620	INSECT	昆虫	9.3	8407
622	ISLAND	孤岛	12.285714285714286	4910
624	LAKE	湖泊	8.681818181818182	5836
628	LEAF	叶子	5.7368421052631575	16794
630	LIGHT (RADIATION)	光芒	9.166666666666666	5157
631	LIVESTOCK	牲畜	10.75	12635
632	LIZARD	蜥蜴	9.346153846153847	15308
633	MARKET	集市	10.2	6494
635	MILK	牛奶	7.31578947	10259
636	MILL	磨坊	11.625	9897
637	MOSS	苔藓	11.863636363636363	13768
639	MOUNTAIN	山峰	7.529411764705882	12167
640	MUD	泥巴	6.61111111	10166
641	MUSHROOM	蘑菇	7.3	9904
642	MUSIC	音乐	7.571428571428571	17077
645	OCEAN	海洋	9.047619047619047	5413
646	ASH	灰烬	11.25	6112
648	PAPER	论文	15.894736842105264	9289
65	AMBUSH	埋伏	12.476190476190476	9403
652	PLAIN	平原	9.421052631578947	10776
653	PLANT (VEGETATION)	植物	7.2727272727272725	18692
655	POISON	毒药	10	3275
659	REED	芦苇	10.571428571428571	9209
661	RELIGION	宗教	14	19476
662	BATTERY	电池	8.166666666666666	3013
663	BAY	港湾	11.227272727272727	4489
665	BEE	蜜蜂	6.10526316	9671
667	ROAD	街道	8.25	7186
668	ROCK	岩石	8.45	16547
671	SAND	沙子	5.6	12148
673	SCHOOL	学校	7.3	16376
674	MOUTH	嘴巴	4.285714285714286	19612
675	FAECES (EXCREMENT)	粪便	5.894736842105263	4048
677	AXE	斧头	7.954545454545454	4227
678	BEARD	胡子	8.5	5834
680	BREAK (DESTROY OR GET DESTROYED)	打破	9.25	2376
681	DESTROY	破坏	9.19047619047619	10831
682	SIDE	旁边	7.6923076923076925	10470
683	PERSON	人类	9.545454545454545	11781
685	DECIDE	决定	9.19047619047619	7843
686	EASY	容易	8.304347826086957	11917
69	SOBER	清醒	10.95	11419
691	SEASON	季节	8.409090909090908	6564
692	BRING	带来	8.55	2574
694	GET	得到	7.368421052631579	2794
695	GO	出去	7.388888888888889	1920
696	STIR	搅拌	9	7077
698	WISE	睿智	12.761904761904763	12028
699	SAD	忧愁	11.652173913043478	17373
7	GATHER	收拾	8.368421052631579	13084
700	CARRY	携带	11.055555555555555	15898
702	CATCH	抓住	6.869565217391305	19172
703	SOON	不久	9.368421052631579	1009
704	CLEAN	干净	7.35	4454
705	GO UP (ASCEND)	上去	6.9523809523809526	12314
706	DARK	阴暗	13.476190476190476	17059
707	REMEMBER	记得	9.4	6527
708	SHINE	照耀	10.65	18313
710	WHEEL	轮子	7.434782608695652	9283
714	SEED	种子	7.909090909090909	18933
715	SHOUT	喊叫	7.2592592592592595	5452
717	SWEET	甘甜	10.5	4388
718	PAY	付款	8.894736842105264	4257
719	FIND	找到	8.15	18286
720	GOOD LUCK	运气	10.045454545454545	17869
722	ATTACK	攻击	9.772727272727273	4804
723	PLACE (POSITION)	地方	8.80952380952381	2927
725	OLD PERSON	老人	7.105263157894737	8562
728	FIRST	第一	7.043478260869565	2971
729	DAWN	黎明	9.92	8688
731	BEVERAGE	饮品	8.782608695652174	17138
738	THING	东西	7.869565217391305	3181
741	DRIVE	驾驶	9.526315789473685	6718
744	EGG	鸡蛋	7.75	6385
745	SHELF	架子	9.25	6727
746	SHOP	商店	8.6875	12242
749	ENTER	进入	9	7414
753	PUPIL (STUDENT)	学生	6.909090909090909	16364
754	HURRY	匆忙	10.578947368421053	2222
756	DEPEND	依赖	9.789473684210526	16894
757	BUTTON	按钮	7.863636363636363	68
759	SILVER	银子	10.6190476	17104
761	COVER	封面	8.85	4121
762	OUTSIDE	局外	12.76923076923077	7733
763	SKIN	皮肤	8.73684211	10601
765	MOVE	移动	10.105263157894736	16908
767	CORPSE	尸体	12.625	12706
768	LUNCH	午饭	6.318181818181818	15186
769	ROOF	屋顶	9.590909090909092	15104
770	EARRING	耳环	9.24	3504
771	HAT	帽子	6.411764705882353	9513
774	CABBAGE	白菜	7.5	145
777	FLUTE	长笛	11.535714285714286	18197
783	VICTORY	胜利	9.476190476190476	12677
785	STRONG	坚强	11.090909090909092	6746
788	SOAP	肥皂	6.2	3914
789	PEOPLE	百姓	9.45	184
79	WASTE	浪费	8.761904761904763	8520
794	PEN	钢笔	7.84	4476
795	TROUT	鳟鱼	14.421052631578947	19644
797	TESTICLES	睾丸	13.952380952380953	4565
799	WRIST	手腕	9.47368421	13127
801	RIB	肋骨	10.157894736842104	8621
803	ANKLE	脚踝	10.714285714285714	7073
805	SPINE	脊柱	11.857142857142858	6515
809	TROUSERS	裤子	5.631578947368421	8310
810	LOCUST	蝗虫	9.964285714285714	6103
811	SOUL	灵魂	12.571428571428571	9034
812	SLAVE	奴隶	11.75	10309
815	GOVERNMENT	政府	11.65	18552
818	WILLOW	柳树	9.157894736842104	9172
82	ANGER	愤怒	7.7727272727272725	4050
820	LAMB	羔羊	9.5	4564
821	POPLAR	杨树	10.19047619047619	16661
823	SORCERER	巫师	12.095238095238095	15099
824	WITCH	巫婆	11.555555555555555	15098
83	FORBID	禁止	9.263157894736842	7458
833	ENDURE	忍耐	12	11830
834	BUTTOCKS	屁股	6.238095238095238	10624
837	BLUE	蓝色	5.444444444444445	8494
84	JUST	刚才	8.692307692307692	4468
843	SPIDER	蜘蛛	7.2272727272727275	18629
846	TIGER	老虎	6.5	8547
849	SPRING (OF WATER)	来源	11.5714286	8478
853	ALTAR	祭坛	14.523809523809524	6581
857	STONE	石头	6.111111111111111	12802
861	JUDGE	法官	12.136363636363637	3609
864	PUMPKIN	南瓜	6.260869565217392	10071
865	FAME	名声	13	9810
867	GLOVE	手套	7.666666666666667	13124
868	BANANA	香蕉	6.782608695652174	15662
873	TAX	税收	16.454545454545453	13472
874	CANDY	糖果	6.2105263157894735	13861
879	COUGH	咳嗽	8.666666666666666	8111
880	REPEAT	重复	8.5	18958
882	PARROT	鹦鹉	7.8	17194
883	TERMITE	白蚁	9.681818181818182	173
885	OPPOSITE	相反	9.842105263157896	15622
889	FLAME	火焰	8.65	6303
890	MULE	骡子	11.826086956521738	9295
892	TIME	时间	7.260869565217392	12812
895	TORTOISE	乌龟	5.578947368421052	15085
898	TRADE	贸易	15.68421052631579	9512
899	PRESIDENT	总统	12.222222222222221	19506
9	ANNOUNCE	宣告	11.863636363636363	16282
90	INNOCENT	纯情	13.521739130434783	2165
900	TRAIN	火车	7.647058823529412	6275
905	BORING	枯燥	13.11111111111111	8284
908	DRUM	鼓声	9.136363636363637	4981
909	GARBAGE	垃圾	6.666666666666667	8428
910	DEATH	死亡	11	13572
911	TEMPLE	寺院	10	13589
913	CROW	乌鸦	8.285714285714286	15088
919	CHILI PEPPER	辣椒	6.052631578947368	8457
92	SPOIL (SOMEBODY OR SOMETHING)	溺爱	11.869565217391305	10188
920	GRAPE	葡萄	6.739130434782608	10863
921	VALLEY	山谷	8.318181818181818	12169
923	LOVE	爱情	14.619047619047619	22
924	VEGETABLES	蔬菜	5.363636363636363	13292
926	RICE	大米	6.2727272727272725	2471
928	EMBRACE	拥抱	8.380952380952381	17293
930	VILLAGE	村子	6.9	2279
931	MILLET	小米	10.238095238095237	15801
933	WALL (OF HOUSE)	墙壁	7.625	11217
939	HORN (INSTRUMENT)	喇叭	9.368421052631579	8449
942	HONEY	蜂蜜	9.130434782608695	4140
943	WATERFALL	瀑布	8.476190476190476	10876
946	BLOOD	血液	8.157894736842104	16411
947	STREAM	溪流	9.428571428571429	15305
951	WEAPONS	武器	9.428571428571429	15201
952	WEATHER	天气	7.95	14074
958	WILD ANIMAL	野兽	9.789473684210526	16777
96	CRAWL	爬行	7.6875	10368
962	WOMAN	女人	8.666666666666666	10340
963	BOOK	书本	6.5	13237
965	WORLD	世界	9.333333333333334	12931
967	YEAST	发酵	11.904761904761905	3552
969	CIGARETTE	香烟	8	15670
972	BE ABLE	能够	9.954545454545455	10156
