CONCEPTICON_ID	CONCEPTICON_GLOSS	PICTURE_CODE	ENGLISH	ENGLISH_RESPONSE_NUMBER	ENGLISH_SHANNON_DIVERSITY	ENGLISH_MODAL_RESPONSE_PERCENTAGE	ENGLISH_DUNNO_PERCENTAGE	ENGLISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	ENGLISH_FAMILIARITY	CZECH	CZECH_RESPONSE_NUMBER	CZECH_SHANNON_DIVERSITY	CZECH_MODAL_RESPONSE_PERCENTAGE	CZECH_DUNNO_PERCENTAGE	CZECH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	CZECH_FAMILIARITY	FINNISH	FINNISH_RESPONSE_NUMBER	FINNISH_SHANNON_DIVERSITY	FINNISH_MODAL_RESPONSE_PERCENTAGE	FINNISH_DUNNO_PERCENTAGE	FINNISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	FINNISH_FAMILIARITY	ITALIAN	ITALIAN_RESPONSE_NUMBER	ITALIAN_SHANNON_DIVERSITY	ITALIAN_MODAL_RESPONSE_PERCENTAGE	ITALIAN_DUNNO_PERCENTAGE	ITALIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	ITALIAN_FAMILIARITY	KOREAN	KOREAN_RESPONSE_NUMBER	KOREAN_SHANNON_DIVERSITY	KOREAN_MODAL_RESPONSE_PERCENTAGE	KOREAN_DUNNO_PERCENTAGE	KOREAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	KOREAN_FAMILIARITY	GERMAN	GERMAN_RESPONSE_NUMBER	GERMAN_SHANNON_DIVERSITY	GERMAN_MODAL_RESPONSE_PERCENTAGE	GERMAN_DUNNO_PERCENTAGE	GERMAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	GERMAN_FAMILIARITY	CATALAN	CATALAN_RESPONSE_NUMBER	CATALAN_SHANNON_DIVERSITY	CATALAN_MODAL_RESPONSE_PERCENTAGE	CATALAN_DUNNO_PERCENTAGE	CATALAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	CATALAN_FAMILIARITY	DUTCH	DUTCH_RESPONSE_NUMBER	DUTCH_SHANNON_DIVERSITY	DUTCH_MODAL_RESPONSE_PERCENTAGE	DUTCH_DUNNO_PERCENTAGE	DUTCH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	DUTCH_FAMILIARITY	MANDARIN	MANDARIN_RESPONSE_NUMBER	MANDARIN_SHANNON_DIVERSITY	MANDARIN_MODAL_RESPONSE_PERCENTAGE	MANDARIN_DUNNO_PERCENTAGE	MANDARIN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	MANDARIN_FAMILIARITY	CGREEK	CGREEK_RESPONSE_NUMBER	CGREEK_SHANNON_DIVERSITY	CGREEK_MODAL_RESPONSE_PERCENTAGE	CGREEK_DUNNO_PERCENTAGE	CGREEK_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	CGREEK_FAMILIARITY	FRENCH	FRENCH_RESPONSE_NUMBER	FRENCH_SHANNON_DIVERSITY	FRENCH_MODAL_RESPONSE_PERCENTAGE	FRENCH_DUNNO_PERCENTAGE	FRENCH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	FRENCH_FAMILIARITY	GREEK	GREEK_RESPONSE_NUMBER	GREEK_SHANNON_DIVERSITY	GREEK_MODAL_RESPONSE_PERCENTAGE	GREEK_DUNNO_PERCENTAGE	GREEK_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	GREEK_FAMILIARITY	HEBREW	HEBREW_RESPONSE_NUMBER	HEBREW_SHANNON_DIVERSITY	HEBREW_MODAL_RESPONSE_PERCENTAGE	HEBREW_DUNNO_PERCENTAGE	HEBREW_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	HEBREW_FAMILIARITY	HUNGARIAN	HUNGARIAN_RESPONSE_NUMBER	HUNGARIAN_SHANNON_DIVERSITY	HUNGARIAN_MODAL_RESPONSE_PERCENTAGE	HUNGARIAN_DUNNO_PERCENTAGE	HUNGARIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	HUNGARIAN_FAMILIARITY	ARABIC	ARABIC_RESPONSE_NUMBER	ARABIC_SHANNON_DIVERSITY	ARABIC_MODAL_RESPONSE_PERCENTAGE	ARABIC_DUNNO_PERCENTAGE	ARABIC_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	ARABIC_FAMILIARITY	MALAYSIAN	MALAYSIAN_RESPONSE_NUMBER	MALAYSIAN_SHANNON_DIVERSITY	MALAYSIAN_MODAL_RESPONSE_PERCENTAGE	MALAYSIAN_DUNNO_PERCENTAGE	MALAYSIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	MALAYSIAN_FAMILIARITY	NORWEGIAN	NORWEGIAN_RESPONSE_NUMBER	NORWEGIAN_SHANNON_DIVERSITY	NORWEGIAN_MODAL_RESPONSE_PERCENTAGE	NORWEGIAN_DUNNO_PERCENTAGE	NORWEGIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	NORWEGIAN_FAMILIARITY	POLISH	POLISH_RESPONSE_NUMBER	POLISH_SHANNON_DIVERSITY	POLISH_MODAL_RESPONSE_PERCENTAGE	POLISH_DUNNO_PERCENTAGE	POLISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	POLISH_FAMILIARITY	PORTUGUESE	PORTUGUESE_RESPONSE_NUMBER	PORTUGUESE_SHANNON_DIVERSITY	PORTUGUESE_MODAL_RESPONSE_PERCENTAGE	PORTUGUESE_DUNNO_PERCENTAGE	PORTUGUESE_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	PORTUGUESE_FAMILIARITY	RUSSIAN	RUSSIAN_RESPONSE_NUMBER	RUSSIAN_SHANNON_DIVERSITY	RUSSIAN_MODAL_RESPONSE_PERCENTAGE	RUSSIAN_DUNNO_PERCENTAGE	RUSSIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	RUSSIAN_FAMILIARITY	SERBIAN	SERBIAN_RESPONSE_NUMBER	SERBIAN_SHANNON_DIVERSITY	SERBIAN_MODAL_RESPONSE_PERCENTAGE	SERBIAN_DUNNO_PERCENTAGE	SERBIAN_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	SERBIAN_FAMILIARITY	SLOVAK	SLOVAK_RESPONSE_NUMBER	SLOVAK_SHANNON_DIVERSITY	SLOVAK_MODAL_RESPONSE_PERCENTAGE	SLOVAK_DUNNO_PERCENTAGE	SLOVAK_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	SLOVAK_FAMILIARITY	SPANISH	SPANISH_RESPONSE_NUMBER	SPANISH_SHANNON_DIVERSITY	SPANISH_MODAL_RESPONSE_PERCENTAGE	SPANISH_DUNNO_PERCENTAGE	SPANISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	SPANISH_FAMILIARITY	TURKISH	TURKISH_RESPONSE_NUMBER	TURKISH_SHANNON_DIVERSITY	TURKISH_MODAL_RESPONSE_PERCENTAGE	TURKISH_DUNNO_PERCENTAGE	TURKISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	TURKISH_FAMILIARITY	WELSH	WELSH_RESPONSE_NUMBER	WELSH_SHANNON_DIVERSITY	WELSH_MODAL_RESPONSE_PERCENTAGE	WELSH_DUNNO_PERCENTAGE	WELSH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	WELSH_FAMILIARITY	BASQUE	BASQUE_RESPONSE_NUMBER	BASQUE_SHANNON_DIVERSITY	BASQUE_MODAL_RESPONSE_PERCENTAGE	BASQUE_DUNNO_PERCENTAGE	BASQUE_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	BASQUE_FAMILIARITY	FLEMISH	FLEMISH_RESPONSE_NUMBER	FLEMISH_SHANNON_DIVERSITY	FLEMISH_MODAL_RESPONSE_PERCENTAGE	FLEMISH_DUNNO_PERCENTAGE	FLEMISH_IDIOSYNCRATIC_RESPONSE_PERCENTAGE	FLEMISH_FAMILIARITY
596	POSTAGE STAMP	57	stamp	100	0.679449644	88.7755102	0	2		známka	83	0.329974284	95.12195122	0	1.204819277	82.68674699	postimerkki	84	0.228538144	96.2962963	1.19047619	2.380952381	83.77380952	francobollo	100	0.439496987	90.90909091	0	1		우표	78	0.796725834	85.71428571	0	1.282051282	68.26	briefmarke	100	0.441605765	92.85714286	0	2		segell	98	0.38	92.63157895	1.020408163	2.040816327	66.7								邮票	80	0.179256067	97.2972973	2.5	5	73.1125	γραμματόσημο	80	0.553507265	87.14285714	3.75	8.75	76.66666667	timbre	100	0.58312655	90.81632653	0	2		γραμματόσημο	80	0.568995594	90	0	0	73.75	בול	80	0.286396957	95	0	0	87.8625	bélyeg	78	0.418089375	93.33333333	1.298701299	1.298701299	86.6025641	طابع	40	1.038920595	80	17.5	7.5	74.95	setem	80	0.13679965	100	2.5	1.25	85.525	frimerke	80	0.173781323	96.15384615	0	2.5	81.88607595	znaczek	89	0.640944	83.72093023	1.123595506	2.247191011	86.94444444	selo	88	1.175608744	71.76470588	2.272727273	1.136363636	67.5	марка	82	0.168660931	97.5	0	2.43902439	86.76829268	markica	95	1.638100128	68.47826087	1.052631579	2.105263158	82.73684211	známka	80	0.766054053	82.89473684	1.25	3.75	86.28395062	sello	100	0.244141642	95.95959596	0	1		pul	80	0.235193382	96.15384615	1.25	1.25	88.4	stamp	36	0	100	0	2.777777778	82.11111111	zigilu	80	1.458074168	57.14285714	8.75	3.75	64.4875	postzegel	60	0.380946586	92.59259259	0	10	
1298	NEWSPAPER	61	newspaper	100	0.832420581	79.76190476	5	11		noviny	83	0.48217919	92	1.219512195	7.317073171	83.6746988	sanomalehti	84	1.147669451	64.55696203	0	5.952380952	81.72619048	giornale	100	0.493312065	91.75257732	1	2		신문	78	0.385960307	94.02985075	2.564102564	11.53846154	67.44	zeitung	100	0.21265864	96.62921348	3	8		diari	98	0.65	87.91208791	1.020408163	6.12244898	79.3								报纸	80	0.555913955	90.27777778	1.25	8.75	73.8625	εφημερίδα	80	0.183122068	97.22222222	1.25	8.75	81.97530864	journal	100	0	100	1	8		εφημερίδα	80	0.249882293	95.83333333	1.25	8.75	79.2875	עיתון	80	0.242292189	96	5	1.25	84	újság	78	0	100	1.282051282	3.846153846	89.65384615	جريده	40	0.315997133	91.66666667	5	5	81.475	surat khabar	80	0.862346154	84.28571429	1.25	11.25	82.3375	avis	80	0.807708351	85.91549296	1.25	10	78.2375	gazeta	89	0.162326	97.61904762	2.247191011	3.370786517	85.51111111	jornal	88	0	100	0	3.409090909	78.56818182	газета	82	0.819331154	89.04109589	3.658536585	7.317073171	77.7804878	novine	95	0.414579057	93.33333333	1.052631579	4.210526316	86.76842105	noviny	80	0.470956314	92.10526316	1.25	3.75	86.74074074	periódico	100	0.500783126	91.20879121	4	5		gazete	80	0.706134741	85.8974359	1.25	1.25	85.84	papur newydd	36	0.929363626	65.51724138	2.777777778	16.66666667	70.72222222	egunkari	80	1.227887626	70.27027027	3.75	3.75	77.45	krant	60	0	100	1.666666667	3.333333333	
1517	WASP	62	wasp	100	0.866841192	81.91489362	4	2		vosa	83	0.613377897	88.88888889	0	2.409638554	84.43373494	ampiainen	84	0.733805455	87.5	0	4.761904762	80.5	vespa	100	1.355482339	52	0	0		벌	78	1.122217404	58.90410959	2.564102564	3.846153846	64.40	wespe	100	1.127856866	71	0	0		vespa	98	1.83	42.26804124	1.020408163	0	73.7								蜜蜂	80	1.912092436	56	0	6.25	72.8	μέλισσα	80	1.128337326	55.84415584	2.5	1.25	79.82716049	guêpe	100	0.721928095	80	3	2		σφήκα	80	0.990617497	55.69620253	0	1.25	82.8375	דבורה	80	0.994329046	54.43037975	0	1.25	87.425	darázs	78	0.731884343	84.21052632	0	2.564102564	89.62820513	نحله	40	0.799048521	75.75757576	2.5	15	86.775	lebah	80	1.011822587	85.91549296	7.5	3.75	75.7125	veps	80	0.291818257	94.87179487	0	2.5	76.6375	osa	89	0.51325	90.90909091	0	1.123595506	89.02222222	abelha	88	0.993748911	54.65116279	1.136363636	1.136363636	78.125	оса	82	0.737803681	84.81012658	1.219512195	2.43902439	83.31707317	osa	95	1.221549281	72.34042553	0	1.052631579	87.83157895	osa	80	0.96846006	77.21518987	0	1.25	89.77777778	avispa	100	0.896755016	68.68686869	1	0		arı	80	0.529360865	86.84210526	1.25	3.75	92.39	gwenyn	36	1.810738884	57.57575758	2.777777778	5.555555556	81.25	listor	80	1.122335386	64.78873239	5	6.25	71.875	wesp	60	0.70074955	81.03448276	1.666666667	1.666666667	
		63	balcony	100	0.908243133	77.08333333	1	3		balkon	83	0.771972584	84.14634146	0	1.204819277	82.81927711	parveke	84	0.586918583	85.8974359	0	7.142857143	80.02380952	balcone	100	1.418133829	66.31578947	2	3		발코니	78	2.203495174	36.11111111	5.128205128	2.564102564	60.68	balkon	100	1.230912894	73.95833333	0	4		balcó	98	0.38	92.63157895	1.020408163	2.040816327	83.1								阳台	80	1.004616784	77.94117647	1.25	13.75	72.125	μπαλκόνι	80	1.080977596	77.92207792	1.25	2.5	83.5308642	balcon	100	1.058070171	80.20833333	0	4		μπαλκόνι	80	0.726767108	85.71428571	0	3.75	88.075	מרפסת	80	0.235193382	96.15384615	0	2.5	88.0875	erkély	78	0.346563258	94.80519481	0	1.282051282	88.08974359	بايكون	40	2.076787293	56.75675676	7.5	0	86.5	balkoni	80	2.008369691	48.10126582	1.25	0	83.475	balkong	80	0.989035798	80.55555556	1.25	8.75	72.8875	balkon	89	0.373126	94.25287356	0	2.247191011	86.97777778	varanda	88	0.857436329	78.57142857	0	4.545454545	82.32954545	балкон	82	0.228538144	96.2962963	0	1.219512195	84.90243902	terasa	95	1.121927775	53.19148936	0	1.052631579	90.6	balkón	80	0.173781323	97.4025974	0	3.75	87.51851852	balcón	100	0.40790598	91.83673469	0	2		balkon	80	0.888407478	82.89473684	1.25	3.75	88.37	balconi	36	1.026416267	75	11.11111111	0	74.97222222	balkoi	80	0.470956314	92.10526316	1.25	3.75	79.25	balkon	60	0.7582104	87.03703704	0	8.474576271	
757	BUTTON	64	button	100	0	100	1	1		knoflík	83	0.163860513	97.59036145	0	0	89.02409639	nappi	84	0	100	0	0	89.75	bottone	100	0	100	0	0		단추	78	0	100	1.282051282	2.564102564	73.58	knopf	100	0	100	0	2		botó	98	0.00	100	0	0	80.1								纽扣	80	0.478250164	89.70588235	5	10	74.65	 κουμπί	80	0	100	2.5	1.25	85.83950617	bouton	100	0	100	0	2		κουμπί	80	0	100	0	2.5	87.3625	כפתור	80	0	100	2.5	1.25	91.8375	gomb	78	0	100	2.564102564	1.282051282	89.5	زر	40	0	100	5	0	88.3	butang	80	0.42734139	94.87179487	2.5	0	86.375	knapp	80	0	100	0	1.25	85.8875	guzik	89	0	100	1.123595506	0	89.76666667	botão	88	0	100	0	1.136363636	84	пуговица	82	0	100	0	0	90.63414634	dugme	95	0	100	1.052631579	0	91.05263158	gombík	80	0.339712371	94.93670886	1.25	0	91.64197531	botón	100	0	100	1	1		düğme	80	0	100	0	0	94.19	botwm	36	0	100	0	0	82.97222222	botoi	80	0.170330576	97.46835443	0	1.25	81.375	knoop	60	0.707669	80.70175439	3.333333333	1.666666667	
769	ROOF	66	roof	100	0	100	3	2		střecha	83	0.165427034	97.56097561	0	1.204819277	87.97590361	katto	84	0.960983994	77.5	2.380952381	2.380952381	82.16666667	tetto	100	0.199023775	96.90721649	2	1		지붕	78	0.269828448	95.38461538	7.692307692	8.974358974	61.78	dach	100	0.53881685	91.66666667	1	3		teulada	98	0.67	88.65979381	0	1.020408163	76.2								屋顶	80	1.346433449	58.73015873	5	16.25	73.1	στέγη	80	1.372978985	73.68421053	0	5	81.54320988	toit	100	0.653539341	87.62886598	0	3		σκεπή	80	0	100	2.5	1.25	79.95	גג	80	0.699772222	81.08108108	2.5	5	85.9125	tető	78	0.986279791	75.67567568	2.564102564	2.564102564	86.83333333	ارميد	40	1.321884787	62.5	7.5	12.5	86	atap	80	1.325088789	53.94736842	3.75	1.25	84.0875	tak	80	0.340373286	93.67088608	1.25	0	83.825	dach	89	0	100	0	1.123595506	88.75555556	telhada	88	0	100	1.136363636	3.409090909	81.31818182	крыша	82	0.981815622	77.92207792	0	6.097560976	83.81707317	krov	95	0.302173618	94.62365591	2.105263158	0	88.45263158	strecha	80	0	100	2.5	6.25	87.65432099	tejado	100	0	100	0	2		çatı	80	0.170330576	97.46835443	0	1.25	89.45	to	36	0.041801995	97.05882353	5.555555556	0	78.80555556	teilatu	80	0	100	1.25	2.5	79.85	dak	60	0.376019851	92.72727273	3.333333333	5	
3099	SOFA	67	sofa	100	0.671601271	85.85858586	0	1		gauč	83	1.360964047	50	0	3.614457831	91.40963855	sohva	84	0	100	0	1.19047619	91.05952381	divano	100	0	100	0	1		소파	78	0	100	0	0	82.01	sofa	100	0.32984607	93.93939394	0	1		sofà	98	0.00	100	1.020408163	0	87.7								沙发	80	0.339712371	94.93670886	0	1.25	83.25	καναπές	80	0.170330576	97.46835443	0	1.25	91.13580247	canapé	100	0.337576423	94.94949495	0	1		καναπές	80	0	100	0	0	94.7875	ספה	80	0	100	0	0	94.9	kanapé	78	0	100	0	2.564102564	92.20512821	كنبايه	40	0.669015835	82.5	0	0	92.35	sofa	80	0.168660931	97.5	0	0	86.8625	sofa	80	0	100	0	1.25	91.9	kanapa	89	0.970951	60	0	4.494382022	89.37777778	sofá	88	0	100	0	0	90.28409091	диван	82	0	100	0	0	90.7195122	kauč	95	1.656651376	43.61702128	0	1.052631579	91.85263158	gauč	80	1.303925081	63.63636364	0	3.75	92.7654321	sofá	100	0.365923651	93	0	0		koltuk	80	0.976634911	58.2278481	0	1.25	95.01	soffa	36	0	100	0	0	88.52777778	sofa	80	0.173781323	97.4025974	0	3.75	81.2625	zetel	60	0.956996016	77.96610169	1.666666667	0	
1273	CANDLE	68	candle	100	0	100	0	1		svíčka	83	0	100	0	0	90.04819277	kynttilä	84	0.16232618	97.61904762	0	0	87.63095238	candela	100	0	100	0	1		촛불	78	1.661593162	43.42105263	0	2.564102564	72.38	kerze	100	0	100	0	0		espelma	98	0.29	94.84536082	0	1.020408163	80.2								蜡烛	80	0	100	0	1.25	78.8	κερί	80	0	100	0	0	87.95061728	bougie	100	0	100	0	0		κερί	80	0	100	0	0	88.125	נר	80	0	100	0	0	94.925	gyertya	78	0	100	0	1.282051282	92.69230769	شمعة	40	0	100	0	2.5	89.6	lilin	80	0.370716516	96.15384615	2.5	0	85.8	stearinlys	80	0.394814846	89.87341772	0	1.25	87.06329114	świeca	89	0.988953	56.17977528	0	0	91.05555556	vela	88	0	100	0	0	84.76136364	свеча	82	0	100	0	0	91.79268293	sveća	95	0	100	0	0	91.15789474	sviečka	80	0.232927855	96.20253165	0	1.25	91.86419753	vela	100	0	100	0	1		mum	80	0	100	0	0	96	cannwyll	36	0	100	0	2.777777778	87.5	kandel	80	0.170330576	97.46835443	0	1.25	78.3625	kaars	60	0	100	1.666666667	3.333333333	
868	BANANA	69	banana	100	0	100	0	0		banán	83	0	100	0	0	95.01204819	banaani	84	0	100	0	0	93.11904762	banana	100	0	100	0	0		바나나	78	0	100	0	1.282051282	84.08	banane	100	0	100	0	0		plàtan	98	0.00	100	0	0	86.5								香蕉	80	0	100	0	2.5	82.2125	μπανάνα	80	0	100	0	0	91.28395062	banane	100	0	100	0	0		μπανάνα	80	0	100	0	0	95.75	בננה	80	0	100	0	0	95.3	banán	78	0	100	0	0	94.67948718	موزه	40	0.391243564	92.30769231	0	2.5	89.75	pisang	80	0	100	0	2.5	89.0375	banan	80	0	100	0	0	91.8125	banan	89	0	100	0	1.123595506	93.04444444	banana	88	0	100	0	0	90.25	банан	82	0	100	0	0	91.87804878	banana	95	0	100	0	0	94.35789474	banán	80	0	100	0	1.25	96.80246914	plátano	100	0.141440543	98	0	0		muz	80	0	100	0	0	96.96	banana	36	0.41381685	91.66666667	0	0	88.97222222	platano	80	0.721928095	80	0	0	82.975	banaan	60	0	100	1.694915254	0	
		70	orchestra	100	1.171832247	76.34408602	5	2		orchestr	83	0.828665857	85.13513514	0	10.84337349	81.18072289	orkesteri	84	1.148129941	79.01234568	0	3.571428571	79.76190476	orchestra	100	0.915409018	84.61538462	3	6		오케스트라	78	1.100853208	81.81818182	0	15.38461538	68.55	orchester	100	0.612069284	90.32258065	0	7		orquestra	98	0.55	91.4893617	0	4.081632653	71.2								乐队	80	2.654296472	21.31147541	0	23.75	73.4625	ορχήστρα	80	0.764092913	86.30136986	3.75	5	79.04938272	orchestre	100	1.223428626	68.13186813	1	8		ορχήστρα	80	0.252530772	95.77464789	0	11.25	76.6	תזמורת	80	1.160302005	71.62162162	1.25	6.25	86.075	zenekar	78	0.753851365	86.76470588	2.564102564	10.25641026	86.57692308	فرئة موسئيه	40	1.279798638	48.38709677	12.5	10	78.4	orkestra	80	1.526191399	51.51515152	3.75	13.75	75.45	orkester	80	0.599346976	88.73239437	0	11.25	77.5125	orkiestra	89	0.975033	83.33333333	1.123595506	11.23595506	85.25555556	orquestra	88	0.904614765	80.95238095	1.136363636	3.409090909	70.21590909	оркестр	82	0.886847194	84.81012658	1.219512195	2.43902439	85.48780488	orkestar	95	0.157906374	97.70114943	2.105263158	6.315789474	85.96842105	orchester	80	0.656315347	89.33333333	0	6.25	79.20987654	orquesta	100	0.945295632	81.52173913	1	7		orkestra	80	1.107533484	81.57894737	1.25	3.75	90.69	cerddorfa	36	1.247662981	64.51612903	11.11111111	2.777777778	77.83333333	orkestra	80	0.668912825	86.48648649	0	7.5	71.5875	orkest	60	0.225363639	96.36363636	1.666666667	6.666666667	
		71	trophy	100	0.830828165	79.3814433	1	2		pohár	83	0.723189323	84.3373494	0	0	79.60240964	pokaali	84	0.569736601	91.13924051	0	5.952380952	80.8452381	coppa	100	0.587930373	85.85858586	1	0		트로피	78	0.581888678	89.18918919	3.846153846	1.282051282	68.49	pokal	100	0.39351112	93.87755102	0	2		trofeu	98	0.96	61.8556701	0	1.020408163	76.1								奖杯	80	0.426778522	93.15068493	0	8.75	76.275	κύπελλο	80	1.162837764	74.02597403	1.25	2.5	81.74074074	coupe	100	0.878674493	70.21276596	4	2		κύπελλο	80	1.105084229	76.71232877	1.25	7.5	72.45	גביע	80	0	100	2.5	2.5	87.55	kupa	78	1.318969465	47.36842105	0	2.564102564	88.52564103	كاس	40	1.494349704	50	12.5	7.5	84.775	piala	80	0.343519741	93.58974359	1.25	1.25	84.625	pokal	80	0.619382195	84.61538462	0	2.5	76.85	puchar	89	0.220283	96.47058824	0	4.494382022	88.2	taça	88	0.966618633	60.71428571	2.272727273	2.272727273	73.47727273	кубок	82	0.168660931	97.5	0	2.43902439	85	pehar	95	0.829627442	79.56989247	1.052631579	1.052631579	84.58947368	trofej	80	1.763968149	48	0	6.25	79.28395062	trofeo	100	0.997401589	53	0	0		kupa	80	0.172036949	96.20253165	0	1.25	92.78	cwpan	36	2.046245079	42.85714286	0	2.777777778	80.27777778	kopa	80	0.918424201	82.66666667	1.25	5	76.1	beker	60	0.893571102	68.96551724	1.666666667	1.666666667	
1569	CHEESE	72	cheese	100	0.79434669	76.04166667	3	1		sýr	83	0.340373286	93.67088608	0	4.819277108	90.95180723	juusto	84	0.448968499	92.59259259	1.19047619	2.380952381	82.44047619	formaggio	100	0.342978951	94.84536082	1	2		치즈	78	1.973882962	47.94520548	1.282051282	5.128205128	72.10	kaese	100	0.286396957	95	0	0		formatge	98	0.00	100	1.020408163	0	85.6								蛋糕	80	1.362085309	70.83333333	0	10	74.4625	τυρί	80	0.24729444	95.89041096	2.5	6.25	87.16049383	fromage	100	0	100	0	6		τυρί	80	0	100	0	1.25	91.85	גבינה	80	0.511639784	88.60759494	1.25	0	89.525	sajt	78	0	100	0	1.298701299	91.30769231	جبنه	40	0.590723919	89.47368421	0	5	90.8	kek	80	1.313591392	49.35064935	1.25	2.5	83.9375	ost	80	0.286396957	95	0	0	84.45	ser	89	0.31209	94.38202247	0	0	89.72222222	queijo	88	0	100	0	1.136363636	86.5	сыр	82	0.165427034	97.56097561	0	0	91.86585366	sir	95	0.446655611	92.55319149	1.052631579	0	88.95789474	syr	80	0	100	0	3.75	92.90123457	queso	100	0	100	0	0		peynir	80	1.150019099	75.64102564	1.25	1.25	92.41	caws	36	0.4683726	88.23529412	5.555555556	0	84.02777778	gazta	80	0	100	0	0	84.1125	kaas	60	0	100	0	1.694915254	
978	WAVE	73	wave	100	0	100	1	4		vlna	83	0.173781323	97.4025974	2.409638554	4.819277108	79.13253012	aalto	84	0.394814846	92.20779221	3.571428571	4.761904762	79.16666667	onda	100	0	100	1	1		파도	78	0.183122068	97.22222222	2.564102564	5.128205128	71.53	welle	100	0.14372617	97.95918367	0	2		onada	98	0.92	78.57142857	0	0	80.3								海浪	80	1.020849384	80.3030303	3.75	13.75	73.7625	κύμα	80	0.766353365	88	5	1.25	82.11111111	vague	100	0.147310667	97.89473684	2	3		κύμα	80	0	100	1.25	5	85.6625	גל	80	0	100	2.5	5	87.9	hullám	78	0.183122068	97.22222222	3.846153846	3.846153846	86.87179487	موجه	40	0	100	0	2.5	86.7	ombak	80	0.608290304	94.44444444	7.5	2.5	77.8	bølge	80	0	98.66666667	0	6.25	81.475	fala	89	0	100	1.123595506	3.370786517	85.26666667	onda	88	0.156491063	97.72727273	0	0	84.26136364	волна	82	0.237508144	100	3.658536585	6.097560976	86	talas	95	0	100	3.157894737	0	88.16842105	vlna	80	0	100	2.5	3.75	86.54320988	ola	100	0	100	1	0		dalga	80	0.181166402	95.94594595	2.5	5	86.76	ton	36	0.439496987	90.90909091	2.777777778	5.555555556	80.83333333	olatu	80	0	100	1.25	0	81.8	golf	60	0	100	3.389830508	3.389830508	
		74	tractor	100	0.371232327	92.85714286	2	0		traktor	83	0	100	0	0	81.34939759	traktori	84	0	100	0	0	81.32142857	trattore	100	0	100	2	2		트랙터	78	0.733255073	85.71428571	10.25641026	8.974358974	52.68	traktor	100	0.337576423	94.94949495	0	1		tractor	98	0.00	100	1.020408163	0	75.2								拖拉机	80	1.269183331	76.5625	3.75	16.25	64.7375	τρακτέρ	80	0.795881274	75.94936709	0	1.25	77.64197531	tracteur	100	0	100	0	1		τρακτέρ	80	0	100	0	0	75.975	טרקטור	80	0	100	0	1.25	89.0375	traktor	78	0	100	0	0	88.08974359	تراكتور	40	1.339077465	68.96551724	22.5	5	74.225	traktor	80	1.131952221	75.71428571	8.75	3.75	70.05	traktor	80	0	100	0	0	83.7875	traktor	89	0.39741	92.13483146	0	0	87.56666667	trator	88	0	100	2.272727273	0	73.375	трактор	82	0	100	1.219512195	0	82.29268293	traktor	95	0	100	0	0	88.26315789	traktor	80	0	100	0	1.25	88.40740741	tractor	100	0	100	0	0		traktör	80	0	98.75	0	0	93.91	tractor	36	0	100	0	0	84.94444444	traktore	80	0	100	0	0	72.725	tractor	60	0	100	0	0	
