CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_RT_MEAN	CHINESE_RT_ZSCORE	CHINESE_STROKE	LINE_IN_SOURCE
1369	GOLD	黄金	619.4668292682927	-0.7099114582981572	19.0	8987
1371	KNEE	膝盖	670.244054054054	-0.5447046233576914	26.0	10256
1374	RING	戒指	686.1346341463413	-0.492410130089254	16.0	5166
1375	WINDOW	窗户	697.5251219512197	-0.4348713395541189	16.0	9324
1376	NOW	现在	622.8624390243903	-0.7293562097914319	14.0	11007
138	BATHE	洗澡	728.64475	-0.3938689129816299	25.0	7019
1380	TOOTH	牙齿	681.25625	-0.5064065885677469	12.0	3033
1381	SHOE	鞋子	609.0466666666669	-0.759460459489753	18.0	10298
1383	GRANDFATHER	祖父	635.8100000000001	-0.6408769861919803	13.0	8030
1386	LION	狮子	650.6345000000001	-0.6087947014226088	12.0	11003
1387	ARRIVE	到达	744.0635	-0.4082559656837498	14.0	5601
1388	SHADE	影子	709.7410256410253	-0.47491301835805727	18.0	10153
1390	WRONG	错	686.1119512195121	-0.4971768270885643	13.0	971
1394	BONE	骨	645.4604999999999	-0.6522255282976003	9.0	821
1396	SHARP	锋利	734.0221428571431	-0.355341394113577	19.0	11798
140	PADDY FIELD	稻田	713.0297297297299	-0.3661640086132341	20.0	10243
1402	BREAST	乳房	726.3447368421054	-0.3589399897595935	16.0	5508
1405	NAME	姓名	621.5492857142856	-0.723652106606363	14.0	5798
1407	BREATHE	呼吸	702.9065	-0.38625937851836506	14.0	5707
1408	HEAR	听见	712.4518421052632	-0.49358353399312693	11.0	5001
1409	SEE	看见	601.5807500000001	-0.7985771377829709	13.0	7164
141	BURN (SOMETHING)	焚烧	790.2268292682928	-0.07692540278132864	22.0	9252
1410	KNOW (SOMETHING)	知道	665.5602439024391	-0.564168599363659	20.0	6311
1412	RUDE	蛮横	916.8154999999997	0.17459830830045622	27.0	9399
1413	PLAY	玩耍	642.0189743589744	-0.6853305945518403	17.0	6273
1414	SQUEEZE	压榨	769.6680487804877	-0.27608421957844403	20.0	4191
1415	THINK (REFLECT)	思考	595.4210810810812	-0.7676126703348847	15.0	6817
1418	DIG	刨	797.2197222222222	-0.10668629370352105	7.0	85
1419	FEAR (BE AFRAID)	害怕	604.9790243902436	-0.7344395845495149	18.0	7619
142	RETURN HOME	回归	742.6842499999998	-0.3908714077050239	11.0	4293
1427	BEAUTIFUL	美丽	594.364358974359	-0.8129144366543265	16.0	7221
1437	SPLIT	撕裂	673.7177500000001	-0.5123779986765528	27.0	10182
1439	SWIM	游泳	649.6430000000001	-0.7451391080304559	20.0	9238
1442	STAND	立	744.0817948717948	-0.41744535016960554	5.0	46
1443	WALK	走	623.7458536585367	-0.7275227163804998	7.0	132
1445	TURN (SOMETHING)	转动	738.4364999999997	-0.283954277502554	14.0	11665
1447	GIVE	予	779.2852631578947	-0.26468721451716015	4.0	9
1449	RUB	擦	731.7676923076924	-0.35275599642923183	17.0	751
1450	ROOM	屋子	696.1863414634146	-0.4145329237170342	12.0	6770
1451	SMILE	微笑	637.8263414634148	-0.7336622649208631	23.0	9531
1452	PUSH	推	689.3419512195121	-0.4501594962257134	11.0	438
1456	THROW	仍	816.5887804878049	-0.010452225250877408	4.0	12
1458	SAY	说	607.6892307692306	-0.8038343386192042	9.0	928
1459	IF	如果	627.7588888888887	-0.6878277193971138	14.0	4388
1464	LADDER	阶梯	652.17075	-0.6198984228992426	17.0	11875
1465	BOX	箱子	614.0475609756098	-0.7170490260234695	18.0	10248
1468	LOOK FOR	搜寻	736.6312500000001	-0.35921002498559884	18.0	9573
1472	KEY	钥匙	650.92975	-0.6450053041756875	20.0	11766
1476	CHAIR	椅子	703.4973684210526	-0.46298409061412593	15.0	9209
1479	DOLPHIN	海豚	714.0535	-0.47626169494849246	21.0	7901
1480	BODY	躯体	632.7261538461537	-0.6422785981205156	18.0	8880
1481	HAMMER	锤子	735.1790000000001	-0.4154471670686023	16.0	11811
1482	SHOULDER	肩膀	713.2910526315791	-0.4559924171157142	22.0	6364
1484	OIL (ORGANIC SUBSTANCE)	油	624.8548780487805	-0.6960076495599758	8.0	198
1486	PLANT (SOMETHING)	栽种	801.0258333333333	-0.12053928393735323	19.0	7829
1487	POUR	倒	722.0524999999998	-0.37553250347260475	10.0	786
1489	CLOUD	云朵	770.2802439024391	-0.2785681186629763	10.0	2426
149	ITCHY	痒	811.9215	-0.22883655185116428	11.0	759
1491	MOUSE	鼠	676.9737499999999	-0.5535456874135126	13.0	629
1495	HAPPY	乐	685.9448717948717	-0.5121526793091268	5.0	824
150	WORRY	发愁	646.148536585366	-0.6016528340997394	18.0	3354
1502	GOAT	山羊	733.8855263157894	-0.43303207941267574	9.0	2253
1504	FLY (INSECT)	苍蝇	768.3333333333334	-0.3643860087397242	21.0	11295
1507	FRUIT	水果	678.1690243902439	-0.5219161315694337	12.0	2976
1511	ROOSTER	公鸡	647.7230000000002	-0.6074925114818767	11.0	2513
1514	HEN	母鸡	703.4100000000001	-0.42455043450439345	12.0	3732
1517	WASP	黄蜂	812.2042105263156	-0.10536737447908709	24.0	8989
1518	STUPID	愚蠢	697.3465	-0.4677277131406591	34.0	9551
1519	RUN	跑	613.5012820512819	-0.6747382759282022	12.0	559
152	HOOF	蹄子	909.0124324324324	0.26545579629597305	19.0	10380
1522	SOCK	袜子	743.7489743589746	-0.4190017853044233	13.0	8871
1523	FORGET	忘记	637.29375	-0.6778995888690299	12.0	5145
153	GREY	灰色	672.2137500000001	-0.5616845589300381	12.0	4649
1533	BE HUNGRY	饿	725.5828205128206	-0.3709777208915503	10.0	996
1534	FEVER	发烧	643.3043902439026	-0.6296900685565947	15.0	3362
1536	UNDERSTAND	明白	554.450975609756	-0.9551540242970057	13.0	6086
1538	SCORPION	蝎子	779.691052631579	-0.18899002410692647	18.0	10264
1539	BASKET	篮子	738.3023684210526	-0.29655593723367984	19.0	11083
1541	CULTIVATE	培育	780.0712500000001	-0.2793359720783117	19.0	8385
1543	SNAIL	蜗牛	688.7002631578947	-0.5259858027841992	17.0	11325
1545	HOST	司仪	765.2420000000001	-0.2258979715540846	10.0	3436
1548	UGLY	丑陋	721.7945	-0.38932576479764297	12.0	2380
1550	PREVENT	阻止	637.5482926829269	-0.6388871623668373	11.0	6516
1554	MAN	男	638.7565853658537	-0.6696297971407508	7.0	123
1556	YOLK	蛋黄	803.457297297297	-0.07354284033579488	22.0	8863
1560	FACE	脸	652.4905128205129	-0.670591540820634	11.0	802
1561	ARMY	军队	659.5394871794874	-0.4527591730239901	10.0	10651
1563	PYTHON	蟒蛇	733.7167500000002	-0.2877357074271538	27.0	10452
1564	LAZY	懒惰	763.7661538461538	-0.2936858963140311	28.0	10821
1566	GUN	手枪	644.7875000000001	-0.6060150245489275	12.0	2808
1573	SWELL	膨胀	750.0419999999999	-0.39224726633041807	24.0	10371
1574	FLOAT	漂浮	659.0580000000003	-0.5196905066939768	24.0	9955
1575	COCKROACH	蟑螂	746.9958974358975	-0.270556303417085	31.0	10451
1585	SLEEP	睡觉	670.3245	-0.5725626401285873	22.0	9995
1590	WAIT (FOR)	等候	692.9887499999999	-0.43743063983217867	22.0	9335
1594	FLOUR	面粉	636.7555	-0.5997446700966553	19.0	7423
1597	AIRPLANE	飞机	584.7165789473684	-0.8238105083354349	9.0	2325
1598	NORTH	北	620.0385365853659	-0.6920998935520731	5.0	30
1600	SKIRT	裙子	719.5033333333334	-0.4855360306781751	15.0	9759
1601	WEAK	衰弱	759.4565853658538	-0.381963682091351	20.0	8175
1606	INSIDE	里边	881.2086486486487	0.15697534427534052	12.0	5472
1607	HATE	恨	677.6112499999998	-0.5260488921740267	9.0	256
1609	IDEA	想法	647.010975609756	-0.5980847994902073	21.0	9534
1610	PROSTITUTE	妓女	655.8120512820511	-0.6102428075599619	10.0	5068
1613	COLOR	颜色	619.7395121951218	-0.7330768433408856	21.0	11958
1619	GRANDDAUGHTER	孙女	655.74775	-0.5939306741534006	9.0	10741
1620	SON	儿子	626.3279487179486	-0.7086014247771695	5.0	2060
1622	SHIRT	衬衫	734.59925	-0.3709411841459899	16.0	11329
1624	EMPTY	空	671.3969230769229	-0.5423515063224646	8.0	216
1628	SQUIRREL	松鼠	633.7643902439025	-0.6603851780498657	21.0	6120
1629	EVENING	黄昏	674.7955	-0.5626109275410439	19.0	8985
1631	FAST	快	667.1340476190477	-0.6671710604390165	7.0	99
1633	FLAT	扁	841.1084615384615	-0.01864309230125072	9.0	257
1634	HUNDRED	百	729.169512195122	-0.3093332359852991	6.0	66
1638	TRUTH	真理	637.9976315789472	-0.7139990200490024	21.0	8013
1641	SILK	绸缎	849.4412820512822	0.03568040996447841	23.0	11216
1642	NIECE	侄女	667.9764999999999	-0.5560834834819267	11.0	5545
1644	RELATIVES	亲人	712.9178048780486	-0.5397780795688942	11.0	6555
1645	SHORT	短	742.7784999999997	-0.2855329157805747	12.0	535
1646	GIRL	少女	666.4469999999998	-0.5958408101934153	7.0	2704
1649	SIT DOWN	坐下	712.8694871794875	-0.5616205586066568	10.0	5050
1651	TEAR (OF EYE)	眼泪	678.8122500000002	-0.601797173817869	19.0	8752
1652	INSTEAD	替	700.8226829268292	-0.40945310012454555	12.0	510
1654	LIGHTNING	闪电	745.1936842105262	-0.3305621778607833	10.0	11828
1655	BLINK	眨眼	718.7760975609757	-0.40804880941916566	20.0	8015
1657	TRUE	真实	590.9381578947368	-0.8803879696619499	18.0	8008
1660	LOSE	败	662.9334999999999	-0.49014047880781575	8.0	931
1666	MUTE	哑巴	696.874	-0.4761015981382748	13.0	10692
1667	HOLE	窟窿	863.0835	0.04323379624193193	29.0	9711
1669	ANCESTORS	祖先	666.3907142857142	-0.6083672051506255	15.0	8031
1672	WRITE	写	672.473076923077	-0.6186907151953775	5.0	29
1673	ARM	胳膊	726.2169999999999	-0.3534763891173062	24.0	8118
1675	PROMISE	答应	596.4256097560975	-0.7762588523065109	19.0	9342
168	REST	休息	589.8259999999998	-0.8700480820921166	16.0	4000
1686	BEHIND	后面	667.2762499999999	-0.5491261311440405	15.0	4273
1690	FENCE	栅栏	810.5202499999998	-0.19526885763138058	18.0	6982
1711	TELL	告诉	682.3140000000001	-0.55401485150591	14.0	5033
1719	BURY	安葬	671.8873170731707	-0.5401448769611799	18.0	4430
1720	SIGN	记号	766.30225	-0.2724037542781813	10.0	11387
1725	CORRECT (RIGHT)	正好	676.7312499999998	-0.5260303445919858	11.0	3709
1728	ROTTEN	腐烂	717.2176923076922	-0.40158861430661913	23.0	10057
1730	CHEEK	腮	1008.7190322580644	0.5000868387927713	13.0	610
1732	SKY	天空	675.22525	-0.5581255471841517	12.0	2673
1733	RAINBOW	彩虹	646.3555	-0.6164095133354145	20.0	8462
1735	TEAR (SHRED)	撕	707.9419512195121	-0.3894113325952	15.0	684
174	PROUD	自豪	678.0622500000002	-0.5183886802460027	20.0	4739
1740	PINE	松树	678.3465853658533	-0.5076319620063775	17.0	6119
1745	HIP	臀部	837.7544736842107	-0.012709643110246175	27.0	10433
1746	BLADDER	膀胱	775.8392682926828	-0.24085634109383938	24.0	10058
1747	CUSTOM	传统	607.6013157894737	-0.7663788679873296	15.0	10612
1749	TAKE	拿走	715.16	-0.38079335574425893	17.0	7729
175	BLOW (OF WIND)	刮	801.0494871794872	-0.06026493474144594	8.0	156
1752	LEAVE	离开	707.8499999999998	-0.3388147826288857	14.0	8779
1756	WIDOW	寡妇	636.2643902439024	-0.6491576498408885	20.0	9902
1757	TIRED	累	647.7743589743588	-0.6382785512980137	11.0	465
1762	STONE (OF FRUIT)	核	629.2083783783784	-0.6743416497937947	10.0	359
1766	FINISH	完成	644.2602564102564	-0.6503143075010467	13.0	5083
1768	FOAM	泡沫	664.6781578947368	-0.5341191293826382	16.0	6217
1773	GRAVE	陵墓	797.0286842105261	-0.10038444344874208	23.0	8957
1774	STINGY	吝啬	705.3651351351352	-0.45142448346880176	18.0	4988
1775	TABLE	桌子	691.2935897435898	-0.5195751122571153	13.0	7840
1776	SHAME	耻辱	674.635	-0.5025240061862827	20.0	8114
1781	THUMB	拇指	740.5674358974358	-0.34219639693192977	17.0	6016
1782	GUEST	嘉宾	621.0251282051281	-0.6687801793460937	24.0	9883
1789	AGE	衰老	743.4090000000002	-0.35579481924284406	16.0	8174
1791	BUTTERFLY	蝴蝶	586.1707692307693	-0.7809339573784999	30.0	10267
1793	BAT	蝙蝠	764.2529999999999	-0.20708746117557358	30.0	10266
1798	GUNPOWDER	火药	650.64625	-0.6006726782892137	13.0	3012
1804	BOMB	轰炸	663.3007500000001	-0.5572666351735138	17.0	11681
1808	PUS	脓	881.585625	0.14831864436216977	10.0	901
1810	DANGER	危险	601.7192307692308	-0.7645522237155593	15.0	4185
1820	BEAR	熊	687.1575000000001	-0.5003907868023065	14.0	647
1823	BORROW	借	662.5721621621622	-0.5950392267486997	10.0	320
1825	COPPER	铜	794.1438461538461	-0.10214897644507794	11.0	480
1831	MEET	遇见	611.1829268292682	-0.7543256469124606	16.0	9815
1833	DINNER (SUPPER)	晚饭	661.9760975609756	-0.5429723711081451	18.0	8603
1838	NAVEL	肚脐	815.1641025641026	-0.1401984605700413	17.0	5372
1839	CRY	哭泣	718.0923809523812	-0.44128698420863344	18.0	7587
1848	QUARREL	吵架	676.7995000000002	-0.5712113058654016	16.0	5011
1850	COTTON	棉花	610.5142857142857	-0.7552302172310221	19.0	9194
1852	OFTEN	常常	629.4825	-0.6170597769061132	22.0	8443
1853	DOVE	斑鸠	906.5536842105263	0.28229521850396927	19.0	9155
1854	SPARROW	麻雀	652.2428205128206	-0.5346984253451565	22.0	8976
1856	SOFT	柔软	761.05175	-0.2813510712271673	17.0	6971
1867	COIN	硬币	631.5235897435897	-0.6459218892716194	16.0	9301
1871	CAMEL	骆驼	715.2833333333334	-0.4474449708702233	17.0	12021
1875	REGRET	后悔	668.476904761905	-0.637694061329792	16.0	4274
1879	DANCE	舞蹈	704.17725	-0.4726160733165594	31.0	10065
1880	PASSIONATE	热情	633.3897435897436	-0.7429241091273826	21.0	10989
1881	ENOUGH	足够	640.4242500000001	-0.6418153507008514	18.0	5419
1886	ARMPIT	腋下	676.5405128205128	-0.4380112070826297	15.0	9367
1887	CHEAP	便宜	671.1969230769231	-0.5842534179276719	17.0	6573
1890	BELIEVE	相信	630.5214634146341	-0.6894718132977743	18.0	7146
1894	ASHAMED	惭愧	686.6484615384616	-0.5104602157259678	23.0	10816
1895	CLOTHES	衣	663.4573684210525	-0.6401856220260094	6.0	75
1897	HELP	帮助	704.7304878048781	-0.4504166719927549	16.0	7680
1909	SHAKE	摇	705.9575	-0.41925626013037115	13.0	583
1917	TIE	捆绑	661.1332499999999	-0.5066199661077476	19.0	7746
1919	TORCH	火把	709.0279487179487	-0.40193358680171254	11.0	3006
192	CORNER	角落	654.9753658536587	-0.5961474593978222	19.0	5390
1920	DREAM (SOMETHING)	做梦	651.0978048780487	-0.6273222615731814	22.0	8328
1926	OINTMENT	膏药	766.8807894736842	-0.2523553931688482	23.0	10060
1934	BEGGAR	乞丐	662.1472499999999	-0.5587115982568531	7.0	2147
1935	ANUS	肛门	848.451	-0.031551409884129925	10.0	5373
1937	THERE	那儿	833.1492105263159	-0.0008024363424370553	8.0	5461
1939	SWEAR	发誓	643.0751282051283	-0.7299296139493235	19.0	3358
194	FAMILY	户	692.9707894736845	-0.4624762587152988	4.0	17
1941	SOLDIER	士兵	659.421794871795	-0.5583766069856775	10.0	2191
1943	CROWN (OF HEAD)	皇冠	685.4117948717949	-0.5023526958731559	18.0	7129
1963	IMMEDIATELY	立刻	587.7828571428572	-0.86980920252817	13.0	3903
1964	ALONE	单独	669.45525	-0.6673548571399908	17.0	5638
1967	CALENDAR	日历	619.4136842105263	-0.7301418743975462	8.0	2888
1968	SOYA SAUCE	酱油	741.6935	-0.3230918204371481	21.0	11748
1969	MANTOU	馒头	684.8287179487177	-0.513096290672562	19.0	11995
197	OTHER	另外	711.3715384615386	-0.4325010556904698	10.0	3380
1973	DEMON	恶魔	707.5305000000001	-0.5102273001998181	30.0	10810
1974	CENTIPEDE	蜈蚣	682.7412195121952	-0.47618113802398615	23.0	9756
1977	DEW	露	689.8512820512819	-0.5178695834720695	21.0	813
1980	WANTON	馄饨	687.0402380952381	-0.5027393472332844	18.0	11990
1987	CHOPSTICKS	筷子	670.58425	-0.5941107835932796	16.0	9712
1989	CALF	牛犊	826.3499999999999	-0.022439726806010214	16.0	3044
1993	SELF	自己	612.426052631579	-0.7453944943248407	9.0	4725
2	DUST	灰尘	689.9024324324324	-0.5349170152164233	12.0	4648
2002	DITCH	沟	698.5144736842105	-0.5358492817942583	7.0	118
2003	FLOW	流	746.3542105263159	-0.36077993729156127	10.0	277
2005	MASK	面具	683.8464285714284	-0.5829458099870941	17.0	7419
2006	FILL	填	735.9871794871793	-0.30455870948031644	13.0	575
2009	DOG	犬	650.6480952380954	-0.6060240947534205	4.0	26
2011	COFFIN	棺材	697.2755000000001	-0.46469981005002986	19.0	9208
2016	JEALOUSY	嫉妒	648.4174999999999	-0.6435227608687273	20.0	9522
2018	GREEDY	贪婪	754.4555263157895	-0.25243198698986996	19.0	11581
202	STRENGTH	力量	620.3376315789473	-0.6731492455039061	14.0	2077
2022	ADMIT	承认	595.4134146341463	-0.7856232024628483	12.0	5975
