CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	WORDPAIR	WORDPAIR_GLOSS	POS	SIMILARITY_SCORE_ARABIC	SIMILARITY_SCORE_CHINESE	SIMILARITY_SCORE_WELSH	SIMILARITY_SCORE_ENGLISH	SIMILARITY_SCORE_ESTONIAN	SIMILARITY_SCORE_FINNISH	SIMILARITY_SCORE_FRENCH	SIMILARITY_SCORE_HEBREW	SIMILARITY_SCORE_POLISH	SIMILARITY_SCORE_RUSSIAN	SIMILARITY_SCORE_SPANISH	SIMILARITY_SCORE_KISWAHILI	SIMILARITY_SCORE_YUE_CHINESE	SIMILARITY_SCORE_MEAN	ARABIC	CHINESE	WELSH	ESTONIAN	FINNISH	FRENCH	HEBREW	POLISH	RUSSIAN	SPANISH	KISWAHILI	YUE_CHINESE
1063	NEPHEW	nephew	word2-2674	aunt; nephew	nouns	2.8	0.272727273	0.9	0.230769231	1.2	0.8	2.5	1.3	0.9	0.8	0.6	0.2	1.181818182	0.907109557	ابن أخ	侄子	nai	õepoeg	veljenpoika	neveu	אחיין	siostrzeniec	племянник	sobrino	mpwa	侄子
1064	SHIELD	shield	word1-651	shield; buckler	nouns	3.8	0.272727273	1.5	0.846153846	2.5	3	3.7	2.1	5.2	2.7	1.5	0	0.363636364	1.973543124	درع	屏蔽	tarian	kilp	suoja	bouclier	מגן	tarcza	щит	escudo	ngao	屏蔽
1066	CRIME	crime	word1-391	crime; attack	nouns	1.8	0.909090909	2.3	1.692307692	2.3	0.2	2.4	2.6	2	0.5	1.7	1	0.909090909	1.542540793	جريمة	犯罪	trosedd	kuritegu	rikos	criminalité	פשע	przestępstwo	преступление	delito	shambulio	犯罪
1068	COURT	court	word2-2301	judge; court	nouns	3.1	0.818181818	0.9	1	1.6	1.3	3.3	1.7	1.7	1.6	0.9	2.1	0.909090909	1.485606061	محكمة	法庭	llys	kohus	tuomioistuin	tribunal	בית משפט	sąd	суд	Corte	hakimu	法庭
1070	BUS	bus	word2-2012	cab; bus	nouns	3	2.090909091	0.8	1.076923077	1.6	1.7	3.1	2.3	1.3	0.8	2	2.4	2.545454545	1.809440559	حافلة	公共汽车	bws	buss	linja-auto	autobus	אוטובוס	autobus	автобус	autobús	basi	巴士
1076	EMERGE (APPEAR)	appear	word1-1610	appear; attend	verbs	2.1	3.090909091	0.7	0.538461538	1.2	0.4	1.5	4	1.2	1.1	2.7	3.6	3.363636364	1.949417249	يظهر	出现	ymddangos	ilmuma	ilmestyä	apparaître	להופיע	pojawić się	появляться	Aparecer	kujitokeza	出現
1077	WHEAT	wheat	word2-2620	cereal; wheat	nouns	4	3.272727273	2	1.307692308	3.1	3.2	4.1	3	4.5	3	1.9	2.3	3.090909091	2.897610723	قمح	小麦	gwenith	nisu	vehnä	blé	חיטה	pszenica	пшеница	trigo	ngano	小麥
1079	FEEL	feel	word2-3218	believe; feel	verbs	1.6	0.909090909	3.1	2.076923077	1.4	1.5	2.7	1.5	1.2	0.9	2.2	0.5	0.272727273	1.521561772	يشعر	感觉到	teimlo	tundma	tuntea	ressentir	להרגיש	czuć	чувствовать	sentir	kuamini	感覺到
1085	FOLLOW	follow	word1-1319	follow; chase	verbs	5.2	2.818181818	1.7	2.846153846	4.6	3.5	2.7	2	3.3	2.7	3.7	2.1	2.454545455	2.868240093	يتّبع	跟随	dilyn	jälitama	seurata	suivre	לעקוב	śledzić	следовать	seguir	kimbiza	跟隨
1095	LET GO OR SET FREE	release	word1-1607	release; press	verbs	1	0	0.1	0	0.4	0	0.4	0.9	0	0	0.2	0	0.181818182	0.181818182	يحرّر	放开	rhyddhau	vabastama	vapauttaa	libérer	לשחרר	uwalniać	освобождать	lanzar	kuvyombo vya habari	放開
1096	SONG	song	word1-450	song; performer	nouns	2.6	0.363636364	0.9	0.384615385	1.1	0.8	2.4	0.8	0.9	1.1	0.5	0.5	0	0.812354312	اغنية	歌曲	cân	laul	laulu	chanson	שיר	piosenka	песня	canción	mwigizaji	歌曲
110	MOTOR	motor	word1-432	motor; boat	nouns	1.2	0.272727273	0.8	0.615384615	0.6	0.7	1.8	1.3	0.6	0.9	0.4	2	0.181818182	0.847494172	محرك	电动机	modur	mootor	moottori 	moteur	מנוע	motor	мотор	motor	mota	電動機
1100	COOK (SOMETHING)	cook	word1-1333	cook; lose	verbs	0.8	0	0	0	0	0	0.1	0	0	0	0.1	0	0.090909091	0.024242424	يطبخ	煮	coginio	süüa tegema	kypsentää	cuisiner	לבשל	gotować	готовить	cocinar	poteza	煮
1102	CLIMB	climb	word1-1511	climb; hike	verbs	2.3	0.545454545	2.9	2.769230769	1.8	1.7	2.6	1.7	0.9	0.7	1.1	0	0.818181818	1.461072261	يتسلّق	爬	dringo	ronima	kiivetä	grimper	לטפס	wspinać się	лазить	escalar	kutembea umbali mrefu	爬
1103	SACRIFICE	offering	word1-978	offering; contribution	nouns	2.6	2.727272727	2.1	4	1.7	1.2	4.1	2.6	1.3	4.2	3.4	2.7	3	2.752272727	إعطاء 	给予	cynnig	pakkumine	lahjoitus	offre	מנחה	ofiara	приношение	ofrecimiento	mchango	給予
1104	NURSE	nurse	word1-614	nurse; scientist	nouns	0.4	0.181818182	0.4	0.230769231	0.2	0.4	1.4	0.5	0	0.1	0.4	0.3	0.090909091	0.350291375	ممرضة	护士	nyrs	õde	sairaanhoitaja	infirmier	אחות	pielęgniarka	медбрат	enfermera	muuguzi	護士
1105	CAMP	camp	word1-733	camp; cabin	nouns	1.4	0.181818182	0.9	0.692307692	1.2	0.5	1.3	1.3	0.5	1.2	1	0.5	0.363636364	0.803146853	مخيم	营地	gwersyll	laager	leiri	campement	מחנה	pole	лагерь	campamento	kambi	營地
1107	GO OUT	exit	word1-551	exit; doorway	nouns	2.3	3.636363636	2	2.307692308	3.3	3.5	3.3	1.4	3.7	2.9	1.6	1.9	3.454545455	2.74988345	مخرج	出口	allanfa	väljapääs	uloskäynti	sortie	יציאה	wyjście	выход	salida	mlango wa kutoka	出口
1111	CAR	car	word1-18	car; cab	nouns	4.5	3.454545455	4.1	2.846153846	0	3.2	4	2.7	3.5	2.8	3.8	4.3	4.181818182	3.24020979	سيارة	车	car	autor	auto	voiture	מכונית	samochód	автомобиль	coche	gari	車
1112	SUCCEED	succeed	word1-1540	succeed; try	verbs	2.1	0.272727273	0.9	0.769230769	1.4	0.9	2.3	1.7	0.1	0.3	0.5	0.9	0.181818182	0.851981352	ينجح	成功	llwyddo	edu saavutama	onnistua	réussir	להצליח	powieść się	преуспевать	tener éxito	kufanikiwa	成功
1119	DIVIDE	divide	word1-1575	divide; unite	verbs	1.2	0.363636364	0.1	0.076923077	1.1	0.6	1.9	1	0	0.1	0.2	0.3	0	0.478379953	يفرّق	划分	rhannu	jagama	jakaa	diviser	לחלק	dzielić	делить	dividir	kuunganisha	劃分
1120	HONEST	honest	word1-1176	honest; guilty	adjectives	1.1	0.090909091	0.1	0	0.8	0.1	1.2	0.6	0	0	0.1	0.2	0.272727273	0.288636364	صادق	诚实	onest	aus	rehellinen	honnête	כן	uczciwy	честный	honesto	mkweli	誠實
1124	PIPE	pipe	word1-363	pipe; cigar	nouns	4.4	1.818181818	0.7	1.384615385	0.8	0.3	3.2	2.9	0.2	2	0.3	0.1	0.272727273	1.16462704	غليون تدخين	烟斗	pibell	toru	putki	pipe	מקטרת	rura	трубка	tubo	bomba	煙鬥
1127	SEND	send	word1-1398	send; attend	verbs	1.2	0	0	0	0.7	0.3	0.5	0.9	0	0.2	0.7	0	0.181818182	0.290151515	يرسل	发送	danfon	saatma	lähettää	envoyer	לשלוח	wysyłać	посылать	enviar	kutuma	發送
1128	ORDER	order	word2-2810	menu; order	nouns	2.4	1.454545455	0.4	0.615384615	1.2	0.1	2.3	1.2	1	1	1	0.8	0.818181818	0.990675991	طلب	点菜	trefn	tellimus	järjestys	commande	הזמנה	zamówienie	заказ	orden	agizo	點菜
113	SHORE	shore	word1-878	shore; coast	nouns	3.9	2.818181818	2.8	3.846153846	3.5	5.1	4.9	3.1	4.8	3.6	4.7	3.9	3.090909091	3.846270396	شاطئ	滨	lan	kallas	rannikko	rive	גדה	brzeg	берег	litoral	ufuko	濱
1135	KICK	kick	word1-1733	kick; hurt	verbs	1.7	0.818181818	1.6	0.923076923	1.9	0.8	3.9	1.4	1.1	2.3	1.3	0	2.545454545	1.548892774	يركل	踢	cicio	jalaga lööma	potkaista	frapper	לבעוט	kopać	пинать	patear	kuumia	踢
1136	RABBIT	rabbit	word2-1937	cat; rabbit	nouns	2.7	0.545454545	1	0.615384615	1	1.3	1.9	1.3	1.1	0.3	0.9	0.4	1.636363636	0.9997669	أرنب	兔子	cwningen	jänes	jänis	lapin	ארנב	królik	кролик	Conejo	sungura	兔子
1145	SWAMP	swamp	word2-2171	lake; swamp	nouns	2.6	0.454545455	1.3	1.153846154	0.9	1.5	3	1.4	0.6	0.5	2.8	2.8	2.545454545	1.579487179	مستنقع	沼泽	gwern	soo	suo	marais	ביצה	bagno	болото	pantano	bwawa	沼澤
1147	PURE	pure	word2-2972	modest; pure	adjectives	1	0.909090909	1.3	0.538461538	1.1	0.6	1.6	1.2	0.8	0.4	0.6	0	0.272727273	0.776689977	طاهر 	纯	pur	rikkumata	puhdashenkinen	pur	טהור	czysty	чистый	puro	mnyenyekevu	純
1153	CATTLE	cattle	word1-128	cattle; beef	nouns	3.5	2.909090909	3	3.076923077	0.8	2.8	4.5	3.8	3.5	2.9	3.5	0.4	2.181818182	2.780652681	بقرة	家牛	gwartheg	kari	karja	bétail	בקר	bydło	скот	ganado	mifugo	家牛
1161	THREAD	thread	word2-2263	yarn; thread	nouns	2.8	1.454545455	4.1	2.923076923	2.4	4.1	3.4	4.7	3.9	3.3	2.1	5.6	2.818181818	3.39965035	خيط	线	edau	niit	ompelulanka	fil	פתיל	nić	нить	hilo	nyuzi	線
1162	INTENTION	intention	word2-2318	will; intention	nouns	3.1	0.818181818	2.2	3.384615385	3.7	1.4	5.6	4.6	3.3	1.9	1.5	1.7	1	2.591899767	قصد	意图	bwriad	kavatsus	tarkoitus	intention	כוונה	intencja	намерение	intención	hiari	意圖
1169	OX	ox	word2-2706	horse; ox	nouns	3.2	0.454545455	0.8	0.692307692	1.3	1.7	2.4	1.7	1.6	0.7	1.4	0.3	1.818181818	1.238752914	ثور	牛	bustach	härg	härkä	boeuf	שור	wół	бык	buey	ng'ombe dume	牛
117	IMITATE	imitate	word1-1739	imitate; portray	verbs	4.1	0.454545455	2.8	2.615384615	2.7	0.9	2.2	4.2	0.1	4.6	2.1	1.9	1.090909091	2.138403263	يقلّد	模仿	dynwared	imiteerima	matkia	imiter	לחקות	naśladować	имитировать	imitar	kuiga	模仿
1182	NOISE	noise	word1-78	noise; rattle	nouns	4	1	0.6	2.538461538	1.6	0.6	4.5	2.2	3	4.9	3.4	4.3	2.454545455	2.591083916	ضجيج	喧闹声	sŵn	lärm	melu	bruit	רעש	hałas	шум	ruido	kelele	噪聲
1183	PALM OF HAND	palm	word2-2461	finger; palm	nouns	3	1.818181818	0	0.692307692	0.8	0	2.2	1.7	1.4	1	0.7	1.2	1.545454545	1.087995338	كف	手掌	palmwydd	pihk	palmu	paume	יד	dłoń	ладонь	palma	kiganja	手掌
1188	CHARCOAL	charcoal	word1-498	charcoal; coal	nouns	4.4	2.090909091	3.2	2.692307692	2.6	4	4.6	1.6	3.9	0.7	2.3	3.6	3.363636364	2.887237762	فحم نباتي	木炭	siarcol	puusüsi	puuhiili	houille	אבן	węgiel drzewny	рашкуль	carboncillo	makaa	木炭
119	DIVE	dive	word2-3282	create; dive	verbs	0.8	0	0	0	0.3	0	0.2	0.2	0	0	0	0	0.090909091	0.065909091	يغوص	潜水	plymio	sukelduma	sukeltaa	plonger	לצלול	nurkować	нырять	bucear	kutengeneza	潛水
1199	WIFE	wife	word1-400	wife; straw	nouns	0	0.181818182	0	0	0	0	0	0.2	0	0	0.3	0	0	0.056818182	زوجة	妻子	gwraig	abikaasa (naine)	vaimo	femme	רעיה	żona	жена	esposa	mke	妻子
1200	HUSBAND	husband	word2-2108	man; husband	nouns	3.4	3	4.1	1.615384615	3.5	3.6	4.1	2.9	2.1	2.7	1.8	4.7	2.272727273	3.032342657	زوج	丈夫	gŵr	abikaasa (mees)	aviomies	mari	בעל	mąż	муж	marido	mume	丈夫
1202	BIG	great	word1-1246	great; awful	adjectives	0.5	0.090909091	0	0.076923077	0.5	0.4	2.8	0.8	0	0	0.2	0.1	0.181818182	0.429137529	رائع	伟大	gwych	suurepärane	mahtava	génial	מעולה	świetny	прекрасный	genial	poa	偉大
1203	LONG	long	word1-1074	long; narrow	adjectives	0.9	0.272727273	0.4	0.307692308	0.9	0.7	1.7	1.8	0.2	0.3	0.3	0.2	0.636363636	0.643065268	طويل	长	hir	pikk	pitkä	long	ארוך	długi	длинный	largo	mrefu	長
1205	TONGUE	tongue	word1-266	tongue; throat	nouns	2.8	0.818181818	0.4	0.769230769	1.2	1.6	2.4	1.1	0.9	0.8	1.1	1.2	1	1.107284382	لسان	舌头	tafod	keel	kieli	langue	לשון	język	язык	lengua	ulimi	舌頭
1207	YOUNG	young	word2-3090	happy; young	adjectives	1	0.090909091	0.3	0.076923077	0.8	0.1	0.7	0.7	0.3	0.2	0.1	0.2	0.090909091	0.304895105	صغير	年轻	ifanc	noor	nuori	jeune	צעיר	młody	молодой	joven	mchanga	年輕
1208	CAT	cat	word1-49	cat; rabbit	nouns	2.7	0.545454545	1	0.615384615	1	1.3	1.9	1.3	1.1	0.3	0.9	0.4	1.636363636	0.9997669	قط	猫	cath	kass	kissa	chat	חתול	kot	кот	gato	paka	貓
1210	HEAVY	heavy	word2-3046	big; heavy	adjectives	2.9	0.454545455	1	2.230769231	2.1	1.2	3.9	1.5	1.2	1.7	0.8	2	0.636363636	1.56013986	ثقيل	重	trwm	raske	painava	lourd	כבד	ciężki	тяжелый	pesado	mzito	重
1216	MOTHER	mother	word1-59	mother; wife	nouns	3.5	2.272727273	1.8	1.769230769	2.3	1.7	3.3	2.5	1.1	1.9	2.1	2.7	2.727272727	2.180769231	أم	母亲	mam	ema	äiti	mère	אמא	matka	мать	madre	mama	母親
1217	FATHER	dad	word1-184	dad; mother	nouns	3.2	0.545454545	1.6	1	1.1	1.6	2.9	2.4	1	1.1	2.4	0.5	1.727272727	1.489393939	أب	爸爸	tad	issi	isä	papa	אבא	tata	отец	papá	baba	爸爸
1218	ROPE	cord	word2-2215	wire; cord	nouns	3.3	1.181818182	1.7	3.923076923	1.7	3.6	4.5	3.5	3.3	4.4	2.5	0.4	0.454545455	2.596620047	حبل	软线	llinyn	nöör	johto	corde	תיל	przewód	шнур	cuerda	kamba	軟線
1219	WORM	worm	word2-2823	malware; worm	nouns	3.9	0.909090909	0	0.153846154	0.7	1.9	5.4	1.7	3.9	1	1.3	0.1	0.181818182	1.437062937	دودة حاسوب	蠕虫	mwydyn	uss	mato	virus	תולעת	robak	червяк	gusano	programu hatarishi	蠕蟲
122	CART	wagon	word1-663	wagon; container	nouns	2.1	0.181818182	0	0.307692308	1.8	0.2	0.4	2.6	0.1	0.1	0	0	0.090909091	0.481701632	عربة	四轮货运马车	wagen	vagun	vaunu	wagon	קרון	wóz	платформа	vagón	mkokoteni	四輪貨運馬車
1220	TAIL	tail	word1-392	tail; rear	nouns	1.4	2.909090909	0.7	2.923076923	2.9	1.2	3	1.4	3.2	0.4	2.5	2.6	0.909090909	2.053438228	ذنب	尾巴	cynffon	pära	häntä	queue	זנב	ogon	хвост	cola	nyuma	尾巴
1221	NOSE	nose	word1-325	nose; head	nouns	3.1	0.181818182	0.9	0.384615385	0.8	1.3	2.7	1.4	0.9	0.8	0.9	0.9	0.181818182	0.945687646	أنف	鼻子	trwyn	nina	nenä	nez	אף	nos	нос	nariz	kichwa	鼻子
1223	HEART	heart	word1-126	heart; surgery	nouns	1.9	0.181818182	0.2	0.153846154	0.6	0.6	1.8	0.9	0.3	0.8	1	0.6	0.727272727	0.655244755	قلب	心脏	calon	süda	sydän	coeur	לב	serce	сердце	corazón	moyo	心臟
1224	LIVER	liver	word1-466	liver; lung	nouns	2.6	0.636363636	0.9	0.692307692	1.1	1.6	2.6	1.4	0.9	0.8	0.5	0.4	0.545454545	1.006177156	كبد	肝	afu	maks	maksa	foie	כבד	wątroba	печень	hígado	ini	肝
1225	DAY (NOT NIGHT)	day	word1-65	day; morning	nouns	3	5.545454545	1.1	2	1.7	2	3.2	2	2.2	1.3	3.6	0.9	5.181818182	2.560606061	يوم	白天	dydd  	päev	päivä 	journée	יום	dzień	день	día	mchana	白天
1226	YEAR	year	word2-2739	birthday; year	nouns	2.7	0.727272727	1	0.538461538	1.1	0.8	2.7	1.3	0.7	1.4	1.5	0.5	0.909090909	1.097902098	سنة	年	blwyddyn	aasta	vuosi	année	שנה	rok	год	año	mwaka	年
1229	OLD	old	word1-1094	old; new	adjectives	1.7	0.272727273	0	0.076923077	0.7	0.4	1.7	1	0	0.2	0.2	0.1	0.181818182	0.402622378	قديم	旧	hen	vana	vanha	vieux	ישן	stary	старый	antiguo	ya zamani	舊
1230	DIRTY	dirty	word1-1206	dirty; amazing	adjectives	0.8	0	0	0	0.5	0	0.7	0.3	0	0	0	0	0	0.125	قذر	脏	brwnt	räpane	likainen	sale	מלוכלך	brudny	грязный	sucio	kushangaza	脏
1231	NEW	new	word1-1187	new; ancient	adjectives	1.7	0.181818182	0	0.076923077	0.4	0.4	1.8	1	0	0	0.2	0.2	0.181818182	0.37004662	جديد	新	newydd	uus	uusi	nouveau	חדש	nowy	новый	nuevo	mpya	新
1233	NIGHT	night	word1-130	night; day	nouns	1.5	0	0.2	0.307692308	1.1	1.2	2.4	1	0.1	0.2	1	0.4	0.272727273	0.681701632	ليل	晚上	nos	öö	yö	nuit	לילה	noc	ночь	noche	usiku	晚上
1234	SMOOTH	smooth	word2-3125	sharp; smooth	adjectives	0.7	0.181818182	0.3	0	0.8	0.3	1.7	0.9	0.3	0.1	0.5	0	0	0.423484848	ناعم	平滑	llyfn	sile	sileä	lisse	חלק	gładki	гладкий	suave	ncha kali	平滑
1243	WIDE	wide	word1-1104	wide; narrow	adjectives	1.7	0.272727273	0.1	0.076923077	0.5	0.4	1.8	1	0	0.1	0.2	0.1	0.181818182	0.394289044	واسع	宽大	eang	lai	leveä	large	רחב	szeroki	широкий	amplio	mpana	寬大
1245	BUTTER	butter	word1-812	butter; potato	nouns	1	0.272727273	0.2	0.230769231	1	0.8	1.7	1	0.4	0.6	0.7	0.2	0.090909091	0.5995338	زبدة	牛油	menyn	või	voi	beurre	חמאה	masło	масло	mantequilla	siagi	牛油
1248	EYE	eye	word1-647	eye; tear	nouns	3.1	0.454545455	0.9	0.153846154	1.4	0.9	1.8	1.5	0.6	1	1	1.4	0.636363636	0.978729604	عين	眼睛	llygad	silm	silmä	œil	עין	oko	глаз	ojo	jicho	眼睛
1251	BELLY	abdomen	word2-2585	belly; abdomen	nouns	4.1	2.909090909	4.5	3.692307692	2.1	5.4	5.2	4.4	2.5	5	4.3	0	2.272727273	3.522843823	جوف	腹部	abdomen	alakeha	vatsa	abdomen	כרס	podbrzusze	живот	abdomen	vagi	腹部
1252	HOUSE	house	word1-42	house; apartment	nouns	4.8	4.272727273	2.2	2.846153846	1.9	3.5	4	4.4	4.8	4.2	4.1	3.9	4.181818182	3.691724942	بيت	房子	tŷ	maja	talo	maison	בית	dom	дом	casa	nyumba	屋
1254	HANDLE	handle	word2-2094	protein; handle	nouns	0	0	0	0	0	0	0.2	0	0	0	0.3	0.3	0.090909091	0.074242424	مقبض	柄	handlen	käepide	kahva	poignée	ידית	uchwyt	ручка	asa	protini	柄
1256	HEAD	head	word1-396	head; nail	nouns	1.2	0	0.1	0	0.5	1.2	1.2	0.7	0.3	1.2	0.5	0.2	0.090909091	0.499242424	رأس	头	pen	pea	pää	tête	ראש	głowa	шляпка	cabeza	kichwa	頭
1261	SING	sing	word1-1625	sing; float	verbs	0.1	0	0	0	0	0	0.2	0.4	0	0.1	0	0	0	0.058333333	يغنّي	唱	canu	allkirjastama	laulaa	chanter	לשיר	śpiewać	петь	cantar	kuelea	唱
1262	BROTHER	brother	word1-368	brother; soul	nouns	1	0	0	0	0.6	0	0.6	0.2	0.3	1	0.3	0.1	0	0.258333333	أخ	兄弟	brawd	vend	veli	frère	אח	brat	брат	hermano	kaka	兄弟
1263	SISTER	sister	word1-311	sister; brother	nouns	3.7	2.090909091	1.8	1.692307692	1.2	1.9	3.1	2.9	0.7	1.4	3.5	1.7	1.454545455	1.953146853	أخت	姊妹	chwaer	õde	sisko	sœur	אחות	siostra	сестра	hermana	kaka	姊妹
1264	CHANGE	alter	word1-1761	alter; change	verbs	5.3	3.818181818	2.7	5.615384615	3	3.4	5.5	2.5	3.3	2.1	4.2	5.3	4.181818182	3.801282051	يبدّل	改变	adnewid	muutma	muuttaa	altérer	להשתנות	przerobić	изменять	alterar	kugeuza	改變
