CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	LINE_IN_SOURCE
1929	STUDY	study	1217
193	SHALLOW	shallow	1072
1930	RAVINE	ravine	3416
1931	BEESWAX	beeswax	1485
1932	GUESS	guess	1611
1933	LOOSEN	loosen	2257
1934	BEGGAR	beggar	1476
1935	ANUS	rectum	6053
1936	DEER	deer	1004
1937	THERE	there	301
1938	FORTRESS	castle	3726
1939	SWEAR	swear	1042
194	FAMILY	family	762
1940	GUARD	guard	1161
1941	SOLDIER	soldier	1021
1942	NEAR	nearby	3778
1943	CROWN (OF HEAD)	crown	2381
1944	GOD	God	658
1945	IDOL	figure	2489
1947	BASTARD	bastard	4009
1948	SAW	saw	1089
1949	BEDBUG	bedbug	3468
195	MAT	mat	664
1950	BEECH	beech	4592
1951	PASS	pass	1070
1952	TORTURE	torture	4097
1953	ABUSE	abuse	1599
1954	GENTLE	meek	8573
1955	GRIEVE	mourn	3134
1956	SUNFLOWER	sunflower	4639
1957	GOITER	goiter	2702
1958	UNRIPE	unripe	744
1959	RAW	raw	705
196	DONATE	donate	6610
1961	NECKLACE	necklace	858
1962	ROAST (SOMETHING)	roast	416
1963	IMMEDIATELY	at once	4147
1964	ALONE	alone	690
1965	LOINCLOTH	sarong	6428
1966	BUNCH	bunch	1191
1967	CALENDAR	calendar	2487
197	OTHER	another	1634
1970	CANOE	canoe	600
1971	FAN (OBJECT)	fan	853
1972	KID	kid	1278
1973	DEMON	evil spirit	2344
1974	CENTIPEDE	centipede	927
1975	CHECK	check	2713
1976	MERRY	merry	6131
1977	DEW	dew	427
1978	RECOVER	recover	1542
1979	CHISEL	chisel	1505
1981	WIDOWER	widower	1276
1982	WHIRLPOOL	whirlpool	2061
1983	SNORE	snort	2277
1986	DISEASE	illness	1329
1989	CALF	calf	441
199	FAMINE	famine	1336
1990	BECOME	become	1003
1991	INTESTINES	bowels	5694
1992	MORE	more	1018
1993	SELF	oneself	6413
1994	COLLARBONE	collarbone	1654
1995	DEFECT	defect	4260
1996	GET TIRED	tire	3190
1997	PRESERVE	preserve	1529
1998	COMMAND	command	1134
1999	OVERCOME	overcome	1874
2	DUST	dust	207
20	SCYTHE	scythe	1356
200	SAME	same	1447
2001	PAINTING	draw	1252
2002	DITCH	ditch	1412
2003	FLOW	flow	384
2005	MASK	mask	3177
2006	FILL	fill	487
2008	RESCUE	save	1024
2009	DOG	dog	3
201	FARM	farm	1327
2011	COFFIN	coffin	2321
2012	COLLAR	collar	1844
2013	BAIT	bait	1318
2014	GO DOWN (DESCEND)	go down	602
2016	JEALOUSY	jealousy	1137
2017	MIX	mix	708
2018	GREEDY	greedy	1431
2019	HAMMOCK	hammock	4959
202	STRENGTH	strength	872
2020	PLAINTIFF	plaintiff	4229
2022	ADMIT	admit	1717
2023	CROWD	crowd	1087
2025	PEA	pea	1932
203	MARRY	marry	537
2030	DRAG	drag	459
2034	FROST	frost	2075
2035	POND	pond	1303
2036	JANUARY	January	1056
2037	FEBRUARY	February	1075
2038	DRAGON	dragon	4068
2039	MAGPIE	magpie	3444
204	AGAIN	again	640
2040	BUCKWHEAT	buckwheat	7057
2041	HEMP	hemp	3586
2042	WALNUT	walnut	3787
2043	PEACH	peach	1974
2045	COLUMN	column	3904
2046	APRON	apron	3573
2048	QUILT	quilt	5523
2049	CONGEE	porridge	1620
205	TROUGH	trough	1799
2052	BUCKET	bucket	1504
2057	DUNG (ANIMAL FAECES)	dung	1429
2058	STOOL	stool	1044
206	FIREFLY	firefly	1585
2060	STORY	story	975
2062	INTEREST	interest	3015
2069	SOAK (VERB)	soak	2023
207	SPARSE	sparse	8816
2071	LAY (VERB)	lay	1527
2072	USE (VERB)	use	1323
2073	ROB (VERB)	rob	2768
2075	BROOD (VERB)	brood	2532
2076	SPROUT (VERB)	sprout	2034
2077	DILIGENT	diligent	4019
2078	TEN THOUSAND	ten thousand	9374
208	NASAL MUCUS (SNOT)	nasal mucus	8576
209	RARE	rare	3841
2090	MY	mine	1952
2093	AFTERWARDS	afterwards	2730
2099	CHILD	children	2006
21	TASTE (SOMETHING)	taste	457
210	LIFE	Life	8663
2102	BURN	burn	74
2112	OLD (AGED)	aged	5137
2113	OLD (USED)	used	9388
2117	DESIRE	desire	619
212	FIELD	field	493
2124	SMELL	smell	125
213	FIN	fin	1647
2134	RAISE (BRING UP)	raise	637
2137	MAGICIAN	magician	3228
214	STRETCH	stretch oneself	6543
2142	RUN AWAY	run away	2411
2148	PICK	pick	1384
2149	CHOP (INTO PIECES)	chop	569
215	LIE DOWN	lie down	179
2150	MATTER	matter	2297
2151	COARSE	coarse	4749
2152	THERE IS OR THERE ARE	there is	3392
2154	PLOUGH (INSTRUMENT)	plough	2544
2159	GROUND	ground	155
216	MOVIE	movie	2863
2165	SLOWLY	slowly	754
2175	PATERNAL AUNT	paternal aunt	9880
2176	MATERNAL AUNT	maternal aunt	7106
2178	MATERNAL GRANDFATHER	maternal grandfather	7217
218	FINE (PENALTY)	fine	1125
2181	LIGHT (IN TASTE)	bland	6174
2182	LEFT HAND	left-hand	5722
2183	RIGHT HAND	right hand	4783
219	TOILET	lavatory	4369
2190	TASTE	flavour	6194
2192	REJOICE	rejoice	3234
2194	FRONT (PART)	front	1144
220	INTACT	intact	8092
2200	SNOUT	muzzle	5280
2205	PEAK	peak	1672
2206	RABIES	rabies	7958
221	FIRE	fire	8
2214	AFFAIR	affair	2109
2215	BECOME ANGRY	get angry	6502
2218	EXPERIENCED	experienced	8745
2219	LEAN (MEAT)	lean	1301
2224	BEND (SOMETHING)	bend	576
223	THRESHING-FLOOR	threshing-floor	5125
2230	UNTAMED OR WILD	wild	1590
2233	LOVELY	lovely	4769
2239	DENSE	dense	3127
224	MORTAR	mortar	907
2241	WILD CAT	wildcat	4797
2242	BEETLE	beetle	1600
2243	REPAIR	mend	2479
2244	METAL	metal	2089
2245	BELCH	belch	1718
2246	BELL	bell	1313
2247	CATERPILLAR	caterpillar	1107
2248	KNOW (SOMEBODY)	recognise	8284
225	PESTLE	pestle	767
2252	PATH	path	23
2253	DRIP (EMIT LIQUID)	leak	1382
2259	FLESH	flesh	211
227	FISH	fish	4
2271	THINK	think	190
2273	LEECH	leech	1314
2276	IDENTICAL	identical	5099
2277	WHOLE	total	3711
2278	PERHAPS	perhaps	1141
228	CARVE	carve	1273
2283	SEMEN	semen	1752
2284	CLEARING	clearing	4747
2285	ECLIPSE	eclipse	3336
2286	ESTUARY	estuary	8385
2287	HORIZON	horizon	3409
2289	MILKY WAY	Milky Way	2483
229	MOVE AWAY	move away	2952
2290	PUDDLE	puddle	3311
2291	VOLCANO	volcano	2938
2292	GLASSES	glasses	2521
2293	UVULA	uvula	4718
2294	WRINKLE	wrinkle	2627
2295	SUNSET	sunset	1511
2296	SUNRISE	sunrise	2278
2297	DUSK	dusk	2382
2298	VIRGIN	virgin	1792
2299	STRAW	straw	2036
23	RYE	rye	3452
230	SWEEP	sweep	505
2301	ME	me	774
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular	4534
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical	6679
2308	THIN	thin	213
231	SHAVE	shave	1188
2310	US (OBLIQUE CASE OF WE)	us	892
2313	BRONZE	bronze	2588
2314	BROTHER-IN-LAW	brother-in-law	1189
2316	FREE	free	1708
2317	SISTER-IN-LAW	sister-in-law	1367
2318	CHESTNUT	chestnut	4600
2319	LID (COVER, CAP)	lid	1780
232	FLEA	flea	620
2321	MAD PERSON	lunatic	7104
2334	MELT	melt	1103
2335	CUNNING	cunning	3370
2336	OF THIS KIND (SUCH)	so	1976
2339	NEED (SOMETHING)	need	895
234	PADDLE	paddle	728
2340	SUNNY	sunny	5537
2341	CLOUDY	overcast	6415
2342	LANDSCAPE	landscape	7347
2343	STEEL	steel	1435
2348	CRAB	crab	750
2349	SHRIMP	shrimp	2624
235	FLYING FOX	flying fox	1165
2350	EARTHWORM	earthworm	305
2352	DRAGONFLY	dragonfly	1851
2353	CICADA	cicada	3825
2354	CRICKET	cricket	1506
2355	GECKO	gecko	3480
236	STEPMOTHER	stepmother	2082
2362	BRAN	bran	5900
2363	CHAFF (HUSK)	chaff	3288
2364	PEANUT	groundnut	3626
2365	RADISH	radish	5434
2366	ONION	onion	981
2367	MANDARINE	mandarin	8416
2368	GARLIC	garlic	1603
237	STEPFATHER	stepfather	1977
2371	BREADFRUIT	breadfruit	7056
2374	DREAM	dream	185
2375	VERTICAL	vertical	6072
2376	HORIZONTAL	horizontal	6509
238	PRAWNS	prawn	5798
2386	TURKEY	Turkey	1903
239	FLOWER	flower	200
2393	JOURNEY	journey	1482
2396	KNOCK	knock	1331
2397	LOBSTER	lobster	1973
2398	MANGO	mango	2212
24	PRAY	pray	1050
240	ELECTION	election	3259
2400	THEIR	theirs	6338
2401	PICTURE	picture	1649
2402	ROBIN	robin	3843
2403	TOY	toy	2688
2405	CHRISTMAS	Christmas	2415
2406	HOME	home	900
2407	BIRTHDAY	birthday	2486
2408	CAKE	cake	2086
2409	BROWN	brown	1173
241	TREE STUMP	tree stump	1416
2410	GOOD-LOOKING	attractive	4665
2411	HURT (SOMEBODY)	hurt	1240
2412	THANK (SOMBEODY)	thank	1979
2422	SOMEONE	others	5514
2423	CHANNEL	channel	3145
2424	MEMBER	member	2332
2425	PROBLEM	problem	2228
2426	CLIMATE	climate	5255
2427	FUTURE	future	2172
2428	LIBRARY	library	2782
2429	LOGIC	logic	7487
243	FRESH	fresh	1627
2430	OFFICE	office	2408
2431	REVOLUTION	revolution	3885
2432	MARRIAGE	marriage	1007
2433	THEORY	theory	4930
2434	TRAGEDY	tragedy	7140
2435	UNIVERSITY	university	2455
244	LEFT	left	189
2440	PINEAPPLE	pineapple	1825
2444	KINGFISHER	kingfisher	2837
2445	PAPAYA	papaya	3048
2447	WOODPECKER	woodpecker	2232
2449	FAT (OF MEAT AND FOOD)	fatty	6110
245	BROOM	broom	592
2451	FOURTEEN	fourteen	1853
2452	PURPLE	purple	2704
2453	SEVENTEEN	seventeen	2247
2454	SIXTEEN	sixteen	1890
2458	PERSPIRE OR SWEAT	sweat	386
2459	GRINDSTONE	grindstone	3625
246	THRUST	thrust	6551
2462	WINNOWING	winnow	1850
2465	DISGUST	disgust	3908
2466	WEIGHT	weight	1475
2467	GAME	game	1438
2468	BAG	bag	769
2469	AGAINST	against	3098
2470	DEAR	dear	1261
2471	LADY	lady	2117
2473	HIS (GENITIVE OF HE)	his	714
2474	HER (GENITIVE OF SHE)	her	713
2475	MALE GOAT	he-goat	1342
2477	YAK	yak	7999
248	HAPPEN	happen	1872
2482	TOGETHER	together	1362
2483	COLD (OF WEATHER)	cool	1286
2486	HIDE	hide	45
2489	ABACUS	abacus	8490
249	FOG	mist	1547
2493	BOIL	boil	307
2495	ELEPHANT TUSK	tusk	3528
2497	RATTAN	rattan	6664
2498	OPIUM	opium	6414
25	DIRT	dirt	866
2500	GINGER	ginger	2088
2501	RICE HUSK	husk	2765
2502	GONG	gong	9293
2504	DIFFERENT	different	1193
2505	BEDROOM	bedroom	2398
2506	LOOSE	slack	4332
2507	DISGUSTING	disgusting	6842
2508	PANGOLIN	pangolin	8270
2509	EXCHANGE	swap	7253
251	SHARPEN (SOMETHING)	sharpen	871
2510	PORCUPINE	porcupine	972
2512	CHICK	chick	2534
2514	SPOUSE	spouse	1426
2516	WATER BUFFALO	water buffalo	7020
2517	CROWDED	crowded	4830
2519	SEEING (VISUAL SENSE)	sight	3525
252	FRIGHTEN	frighten	1871
2521	FEELING (HAPTIC SENSE)	feeling	3171
2522	SCREAMING	scream	2141
2524	JOY	pleasure	2869
2526	POWER	power	1196
2527	ABILITY	ability	2646
253	CARE FOR	look after	1102
2530	SMART	smart	2494
2531	BROAD	broad	389
2534	DEPTH	depth	2944
2537	LENGTH	length	1906
2539	PIT (POTHOLE)	pit	1398
2540	LIME (MATERIAL)	lime	1460
2541	MIRACLE	miracle	1695
2543	RAVEN	raven	1847
2544	SHEPHERD	shepherd	2368
2545	HARROW (TOOL)	harrow	6625
2546	BORDER	border	1334
2547	CITY	city	790
2548	BARREL	barrel	2698
2549	VEHICLE	vehicle	2607
255	SERVANT	servant	1163
2554	PRINCE (RULER)	prince	3670
256	FOOD	food	321
2560	PATERNAL GRANDFATHER	paternal grandfather	8271
2562	SEX (GENDER)	sex	4036
2564	PIGLET	piglet	4916
2568	BAKER	baker	4402
2569	BUTCHER	butcher	2168
257	WORSHIP	worship	1421
2570	BEEF	beef	3250
2571	TRY (TEST)	test	1419
2572	SENSE (PERCEIVE BY SENSES)	sense	2016
2573	FEELING (EMOTION)	emotion	5632
2576	ALREADY	already	1631
2577	YET	yet	2217
2578	PENCIL	pencil	1673
2579	TOOTHBRUSH	toothbrush	4096
258	CALM	calm	1086
2580	HELICOPTER	helicopter	4621
2581	OCTOPUS	octopus	2243
2584	BENCH	bench	2520
2587	DARTS	dart	7887
2591	RHINOCEROS	rhino	5657
2595	CACTUS	cactus	4531
2597	HARP	harp	4960
26	UNPLEASANT	unpleasant	6245
2600	PYRAMID	pyramid	8282
2603	ACCORDION	accordion	7854
2604	NOOSE	noose	6411
2605	ASPARAGUS	asparagus	7421
2606	COMPASS	compass	3125
2617	BULB	bulb	4891
2618	CAMERA	camera	3470
2619	CARD	card	3691
2620	CARRIAGE	carriage	2147
2621	CURTAIN	curtain	2591
2622	ENGINE	engine	3337
2623	FLAG	flag	1679
2624	FRAME	frame	3302
2625	MAP	map	2636
2626	NERVE	nerve	3078
2627	ORANGE (FRUIT)	orange	1360
2628	PLANT STEM	stalk	2035
2629	TRAY	tray	5127
263	HERDSMAN	herdsman	2801
2630	WHIP	whip	1417
2631	WIRE	wire	1764
2638	FISHING	fishing	5491
2640	LARVA	larva	4905
2643	INK	ink	2270
265	FOWL	fowl	520
2651	BE IGNORANT	ignorant	3266
2655	JACKFRUIT	jackfruit	8247
2656	MIDNIGHT	midnight	1434
2657	LADLE	ladle	2271
2658	COAL	coal	1606
266	SCALE	scales	2604
2662	TOENAIL	toenail	2912
2663	UMBILICAL CORD	umbilical cord	2995
2664	SCAB	scab	2722
2665	WART	wart	2265
2666	SOLE (FOOT)	sole	1414
2668	SKELETON	skeleton	2388
2669	POINT (WITH FINGER)	point	812
267	NIT	nit	1733
2670	ACROSS	across	2586
2676	TWO HUNDRED	two hundred	5237
268	DRIBBLE	dribble	2419
2680	MACHETE	machete	3593
2685	CARP (FISH)	carp	5696
269	COOKED	cooked	1260
27	AIR	air	844
270	JUG	jug	1593
2704	FADE (LOOSE COLOR)	fade	1768
2705	INHALE	inhale	5505
2706	GNAW	gnaw	2436
2708	TALK	talk	299
2709	FLATTER	flatter	3739
271	SAUCER	saucer	2603
2715	DESPISE	despise	2832
2717	STEEP	steep	3349
272	TONGS	tongs	1958
273	DOUGH	dough	1691
274	KNEAD	knead	1100
275	PEEL	peel	694
2753	UNTIL	until	2003
2754	TOWARDS	to	1639
2755	BUSY	busy	2921
2756	IDLE	idle	4121
2758	CAREFUL	careful	2796
2760	MAKE A JOKE	joke	1694
2765	CHERRY	cherry	2207
2766	WATERMELON	watermelon	2135
2769	PORK	pork	3208
277	SPINDLE	spindle	2059
2770	JACKET	jacket	3016
2771	SHAWL	shawl	4092
278	AWL	awl	1739
2783	SCALES (MEASURE INSTRUMENT)	scale	1569
279	THATCH	thatch	786
2791	THIS MONTH	this month	8998
2792	LAST MONTH	last month	6304
2793	NEXT MONTH	next month	6038
2795	MOSQUITO NET	mosquito net	7359
2797	SESAME	sesame	4383
28	MOISTEN	moisten	3520
280	RIDGEPOLE	ridgepole	3672
2804	AMULET	amulet	4735
2805	BIRTH (ACCOUCHEMENT)	childbirth	5080
2808	BLACKEN	blacken	7731
2809	BLUEBERRY	blueberry	8890
281	POST	pole	1156
2810	BREASTBONE	breastbone	9448
2814	CUTTLEFISH	cuttlefish	7588
2815	DIALECT	dialect	3335
2816	ECHO	echo	2737
2817	EMU	emu	967
2818	FORD (CROSSING)	ford	4684
2819	GRASSLAND	meadow	3077
2821	JEALOUS	jealous	1730
2824	KNUCKLE	knuckle	3442
2825	LEFT HANDED	left-handed	6768
2826	LIE (FALSEHOOD)	untruth	9386
2827	MENSTRUATE	menstruate	7109
2828	MOTH	moth	1619
2829	MUSSELS	mussel	5106
2830	OYSTERS	oyster	3137
2831	PENGUIN	penguin	7806
2835	SHOOTING STAR	shooting star	3561
2837	SWAN	swan	1978
2838	TAME	tame	2370
2839	WHITE MAN	white man	2878
284	HOE	hoe	543
2843	CAULIFLOWER	cauliflower	5145
2845	SIZE (OF OBJECT)	size	1675
2846	MARCH	March	1083
2847	APRIL	April	1095
2848	MAY (MONTH)	May	1106
2849	JUNE	June	1096
285	THRESH	thresh	2048
2850	JULY	July	1105
2851	AUGUST	August	1123
2852	SEPTEMBER	September	1081
2853	OCTOBER	October	1084
2854	NOVEMBER	November	1114
2855	DECEMBER	December	1090
2860	BOLT (MOVE IN HASTE)	rush	1622
2862	CONNECT	connect	3474
2863	DASH (OF VEHICLE)	dash	5481
2864	DECREASE	decrease	3151
2865	DIE (FROM ACCIDENT)	perish	4429
2867	CALCULATE	calculate	3620
2869	BOTHER (HARASS)	bother	2358
2870	RECOGNIZE (SOMEBODY)	recognize	2547
2871	SWING (MOVEMENT)	swing	1561
2872	IMPROVE (SOMETHING)	improve	3041
2876	ROAR (OF SEA)	roar	1651
2877	RUSTLE (OF LEAVES)	rustle	6235
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	673
288	FORGE	forge	1166
2880	HALT (STOP)	stop	698
2881	URGE (SOMEONE)	urge	3211
2882	ADD	add	1809
2883	DISTURB	disturb	2504
2884	HANG	hang	1194
2885	HERD (SOMETHING)	herd	2011
2886	PRODUCE	produce	1699
2887	THAW (DEW)	thaw	7663
289	MOLD	mold	1997
2890	WALK (TAKE A WALK)	take a walk	3934
2891	TIE UP (TETHER)	tie up	330
2892	MAKE ANGRY (ANNOY)	annoy	2305
2893	NOTICE (SOMETHING)	notice	2102
2894	TUMBLE (FALL DOWN)	tumble	7385
2896	CAUSE TO (LET)	let	1656
2898	CONVEY (A MESSAGE)	convey	3544
29	GELD	castrate	3124
290	ADZE	adze	1624
2900	PROTECT	protect	1684
2902	BRAWL (FIGHT)	brawl	8358
2903	CHAT (WITH SOMEBODY)	chat	2320
2904	RINSE	rinse	2842
2905	KNIT	knit	2189
2906	TRANSLATE	translate	2314
2907	ROT	decay	3150
2909	PREPARE	prepare	1266
2911	BACKWARD	backwards	3506
2912	FORWARD	forward	2779
2914	ONCE (IN THE PAST)	formerly	3547
2915	AT FIRST	at first	7721
2916	INSTANTLY (IMMEDIATELY)	instantly	7615
2917	NEXT TO	next to	3748
2918	BECAUSE OF	because of	3220
2919	STILL (CONTINUING)	still	1555
292	RUG	carpet	3067
2920	SUDDENLY	suddenly	2513
2921	THEN	then	1369
2923	THITHER (THERE TO)	thither	7012
2924	A LITTLE	a little	3329
2925	HITHER (HERE TO)	hither	7479
2926	HARDLY	hardly	6197
2927	FROM HERE	hence	7477
2929	BENEFIT	profit	2159
293	NETBAG	netbag	7221
2930	BOSS	boss	1640
2931	BUSINESS	business	1904
2932	COLD (CHILL)	chill	6485
2934	CUCKOO	cuckoo	3256
2935	CURRENT (STREAM)	current	1544
2936	ELEVATION	elevation	6951
2937	FAIRY TALE	tale	2555
2938	FLAVOR	odour	2901
2939	FLOCK (OF ANIMALS)	flock	1776
2940	GATE	gate	671
2941	HAPPINESS	happiness	1824
2942	HOARFROST	hoarfrost	8404
2943	BUNDLE	bundle	1238
2946	CRADLE	cradle	4063
2947	DAMAGE (INJURY)	injury	2012
2948	GAP (DISTANCE)	gap	2384
2949	LAIR	lair	6124
295	WHETSTONE	whetstone	3532
2950	MEANING	meaning	2310
2951	POUCH	pouch	4494
2953	SLEEVE	sleeve	2276
2954	SLICE	slice	1761
2955	STATE (POLITICS)	state	2352
2956	TUBE	tube	3817
2958	LAUGHTER	laughter	466
296	CROUCH	squat	1501
2961	MESSAGE	message	1854
2962	MOORLAND	moor	6878
2963	NET	net	887
2964	NEWS	news	1408
2965	PAW	paw	2600
2966	PERCH (FISH)	perch	2668
2967	PIKE (FISH)	pike	4276
2968	REASON	reason	1797
2969	RIBBON	ribbon	4181
297	CROOKED	bent	1601
2970	RIDDLE	riddle	2969
2971	SIN	sin	1518
2973	STRAP	strap	3755
2974	SWARM (OF BIRDS)	swarm	3189
2975	THOUGHT	thought	1668
2976	VIOLENCE	violence	5361
2977	WORKER	worker	2206
2978	DISTANCE	distance	2400
298	SHRIEK	shriek	2652
2980	AREA	area	2053
2981	ITEM	item	5277
2982	GIFT	present	1549
2983	COMPANIONSHIP	company	2198
2984	HEAP	heap	1216
2985	HEIGHT	height	2174
2987	AMOUNT	amount	2827
2988	PATTERN	pattern	3600
2989	FRINGE	fringe	5494
299	SCOLD	scold	1309
2990	SACK	sack	1955
2991	SKI	ski	7520
2992	TIP (OF OBJECT)	tip	1491
2993	STROKE (OF PEN)	stroke	2512
2995	TONE (MUSIC)	tone	5973
2996	WEALTH	wealth	2164
2998	DAMP	damp	257
2999	EVERYWHERE	everywhere	2115
3	BRAVE	courageous	3578
30	DISPEL	chase away	2222
300	RATTLE	rattle	1665
3001	POWERFUL	powerful	527
3002	PRECIOUS	precious	3415
3003	SOLID	solid	2577
3004	FORMER	former	3805
3005	FAMILIAR	familiar	7906
3006	SPACE (AVAILABLE)	space	1798
301	CHIEFTAIN	chieftain	1775
3010	WAGTAIL	wagtail	8838
3011	GRUB	grub	3378
3017	MONITOR LIZARD	monitor lizard	6649
3018	NATIVE CAT	civet cat	9452
302	CLAN	clan	989
3025	BARN OR SHED	shed	2706
3028	GRAVEL	gravel	1557
303	ABSTAIN FROM FOOD	abstain	2561
3032	STARFISH	starfish	6145
3033	SCARED	scared	6326
304	PREACH	preach	1888
3044	BOVINE	bovine	5693
3046	FODDER	fodder	6113
3049	COURAGE	courage	2290
305	GRANDPARENTS	grandparent	2385
3050	SEEDLING	seedling	7516
3053	TIGHT	tense	6068
3054	BEAR FRUIT	bear fruit	4299
3058	GRAZE	graze	1777
3059	MALARIA	malaria	3076
3060	PHEASANT	pheasant	4857
3061	PHLEGM	phlegm	2839
3062	TURNIP	turnip	4389
3064	RUST	stain	3491
3065	SADDLE	saddle	2721
3066	SCARF OR TURBAN	turban	5883
3069	FALSE	fraud	5493
307	HAWK	kite	1330
3071	INSERT	insert	2506
3072	MISPLACE	lose	709
3073	MANAGE	manage	3594
3074	FIX	fix	2403
3076	SLOPE	slope	1522
3078	IRRIGATE	irrigate	5783
3080	SPLIT OPEN	crack	1169
3083	BALLOON	balloon	3688
3084	BLACKBOARD	blackboard	4110
3085	CARROT	carrot	2195
3086	COMPUTER	computer	2536
3088	ENVELOPE	envelope	3298
3089	GIRAFFE	giraffe	1430
309	OPOSSUM	opossum	1383
3090	GUITAR	guitar	2859
3091	LEMON	lemon	1920
3092	LIGHTER	lighter	4693
3093	LIPSTICK	lipstick	7622
3094	PAINTBRUSH	paintbrush	8970
3095	POSTMAN	postman	8115
3096	RACKET	racket	7506
3097	SEWING MACHINE	sewing machine	6998
3099	SOFA	couch	4537
31	PAN	pan	1249
310	HEAD LOUSE	head louse	271
3100	SUNGLASSES	sunglasses	8821
3102	TANK	tank	3987
3104	THERMOMETER	thermometer	5666
3105	UMBRELLA	umbrella	2106
3106	WARDROBE	wardrobe	5305
311	BODY LOUSE	body louse	9796
3110	CLAP	clap	2978
3111	CONDUCT	conduct	3197
3112	ERUPT	erupt	7465
3114	GRATE (SOMETHING)	grate	2030
3116	HATCH (OUT)	hatch	2346
3119	MASSAGE (SOMEBODY)	massage	2596
3120	MOP (SOMETHING)	mop	7357
3121	OPERATE (MEDICINE)	operate	4275
3123	PHOTOGRAPH (SOMETHING)	photograph	2602
3126	POST (SOMETHING)	post	1130
3128	SHOWER (ACTION)	shower	2934
3129	SKATE	skate	5296
3130	SPILL (SOMETHING)	spill	1837
3132	SURF	surf	9532
3134	TYPE (ON SOMETHING)	type	2325
3135	VACUUM (SOMETHING)	vacuum	8643
3137	OAR	oar	859
3138	STRAWBERRY	strawberry	2639
3139	LADYBUG	ladybird	8948
3140	VEST	vest	5062
3142	BISON	bison	2342
3143	POLAR BEAR	polar bear	7119
3144	GORILLA	gorilla	6392
3145	HIPPOPOTAMUS	hippo	7202
3146	CHEETAH	cheetah	3693
3147	HAMSTER	hamster	7916
3153	LORD	lord	2950
3154	WILD BOAR	wild boar	3819
3166	TWENTY TWO	twenty-two	7832
3168	DOWRY	dowry	6188
3171	RINGWORM	ringworm	5048
3174	WAKE UP (SOMEONE)	wake	1402
3179	CORAL ROCK	coral	4304
318	FOOTPRINT	track	1218
3181	MUSTARD	mustard	3977
3187	DROWNED	drowned	2028
319	LICK	lick	512
3197	SUSPICION	suspicion	6547
32	EARWAX	earwax	1531
320	LAME	be lame	7290
3200	COUNTRYSIDE	countryside	5837
3202	CANNON	cannon	1914
3204	INSULT	insult	1779
321	CHEW	chew	407
3213	HIRE OR RENT	hire	1885
3215	CREEP	creep	911
322	FIG	fig	2099
3220	MATERNAL UNCLE	maternal uncle	4907
3222	TWIG	twig	2818
323	FAT (ORGANIC SUBSTANCE)	grease	246
3230	DECEIVE	cheat	1967
3231	DEITY	deity	3475
3241	CORIANDER	coriander	8524
3248	MAPLE TREE	maple	5647
325	FELT	felt	4475
3251	MOLD (GET ROTTEN)	mould	1468
3252	PANCREAS	pancreas	5284
3257	CLITORIS	clitoris	1788
3258	FALCON	falcon	3870
326	CLOAK	cloak	1822
3261	HORNET	hornet	3304
3262	HORSEFLY	horsefly	6024
3263	LAP	lap	2361
3267	PULSE	pulse	4974
3268	QUESTION	question	623
3269	PORCH	veranda	7144
3274	ENCIRCLE	surround	1311
3276	SUNSHINE	sunlight	6681
3279	MANTIS	mantis	9865
3282	GROOM	groom	4549
3283	CAGE	cage	4405
3284	GRAVEYARD	graveyard	3201
3287	BLOOM	bloom	1423
3288	WEED	weeds	3992
329	STOCKING	stocking	2249
3299	KIND	kind	1520
33	NETTLE	nettle	2258
330	HEADBAND	headband	2256
3302	QUARREL (VERB)	argue	1913
3303	PICTURE (PAINTING)	painting	3598
3304	PICTURE (PHOTOGRAPH)	photo	3633
331	HEADDRESS	headdress	2664
3313	JACKAL	jackal	2703
3314	LYNX	lynx	4371
3315	FLAX	flax	3622
3317	ELM	elm	6105
332	RAG	rag	1400
3320	SNARE (TRAP)	snare	1891
3325	PEARL	pearl	2720
3327	AUTUMN OR HARVEST SEASON	harvest	1088
3329	YEARLING (HORSE)	yearling	5817
333	PLAIT	plait	675
3333	BELIEF (RELIGIOUS)	belief	2357
3334	RITE	rite	8439
3336	FUNERAL	funeral	2858
334	COOKHOUSE	cookhouse	5479
335	MEETING HOUSE	meeting house	6309
3353	SIEVE (TOOL)	sieve	1500
3357	CUPBOARD	cabinet	4670
336	PADLOCK	padlock	3780
3361	OFFICIAL	official	3557
3368	POWDER	powder	2046
3372	GALL BLADDER	gall bladder	2835
3373	HAN CHINESE	Chinese	1819
3374	TIBETAN	Tibetan	6714
3375	PATIENT (SICK PERSON)	patient	2214
3376	ROBBER	robber	3082
338	RAKE	rake	1568
3380	HUNTING DOG	hound	1446
3382	PEACOCK	peacock	4226
3384	WEASEL	weasel	3425
3385	ALUMINIUM	aluminum	2940
3386	SULPHUR	sulphur	2454
3388	PLACENTA	placenta	2573
3389	MEASLES	measles	3553
3396	BUILDING	building	1577
3399	WAREHOUSE	warehouse	6343
34	STAIRS	stairs	3086
3401	HENHOUSE	coop	6838
3403	HORSE BARN	stable	1849
3404	TILE	tile	7013
3405	RULER	ruler	1228
3407	FILE (TOOL)	file	1870
341	SICKLE	sickle	999
