CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_FREQUENCY	CHINESE_FREQUENCY_PM	CHINESE_FREQUENCY_LOG	CHINESE_CD	CHINESE_CD_PERCENTAGE	CHINESE_CD_LOG	LINE_IN_SOURCE
2468	BAG	袋子	797	23.76	2.9	492	7.88	2.69	2866
2471	LADY	淑女	164	4.89	2.21	130	2.08	2.11	8482
2477	YAK	牦牛	14	0.42	1.15	8	0.13	0.9	31707
248	HAPPEN	发生	22602	673.75	4.35	5395	86.42	3.73	184
2482	TOGETHER	一起	32889	980.4	4.52	5873	94.07	3.77	132
2483	COLD (OF WEATHER)	涼	1	0.03	0.0	1	0.02	0.0	90057
2484	SMALL (NOT TALL)	矮	629	18.75	2.8	352	5.64	2.55	3407
2486	HIDE	躲	2632	78.46	3.42	1669	26.73	3.22	1119
249	FOG	霧	3	0.09	0.48	3	0.05	0.48	52641
2494	BAMBOO SHOOT	笋	6	0.18	0.78	5	0.08	0.7	42385
2497	RATTAN	藤子	2	0.06	0.3	2	0.03	0.3	67314
2498	OPIUM	鸦片	71	2.12	1.85	45	0.72	1.65	13994
25	DIRT	污垢	25	0.75	1.4	18	0.29	1.26	24236
2500	GINGER	生姜	23	0.69	1.36	17	0.27	1.23	25334
2502	GONG	铜锣	7	0.21	0.85	7	0.11	0.85	41526
2504	DIFFERENT	不同	5087	151.64	3.71	2808	44.98	3.45	638
2505	BEDROOM	寝室	94	2.8	1.97	46	0.74	1.66	11924
2506	LOOSE	松	899	26.8	2.95	623	9.98	2.79	2603
2508	PANGOLIN	穿山甲	2	0.06	0.3	1	0.02	0.0	68738
2509	EXCHANGE	换	6541	194.98	3.82	3315	53.1	3.52	512
2510	PORCUPINE	豪猪	8	0.24	0.9	8	0.13	0.9	38199
2516	WATER BUFFALO	水牛	107	3.19	2.03	52	0.83	1.72	11023
2517	CROWDED	拥挤	168	5.01	2.23	144	2.31	2.16	8351
252	FRIGHTEN	吓唬	348	10.37	2.54	295	4.73	2.47	5178
2526	POWER	力	2278	67.91	3.36	1331	21.32	3.12	1258
2527	ABILITY	才	36716	1094.48	4.56	6073	97.28	3.78	120
2531	BROAD	广	253	7.54	2.4	208	3.33	2.32	6463
2534	DEPTH	深度	228	6.8	2.36	165	2.64	2.22	6933
2539	PIT (POTHOLE)	坑	344	10.25	2.54	208	3.33	2.32	5222
254	STICKING	贴	1086	32.37	3.04	789	12.64	2.9	2261
2540	LIME (MATERIAL)	石灰	25	0.75	1.4	21	0.34	1.32	24154
2541	MIRACLE	奇迹	1366	40.72	3.14	820	13.13	2.91	1902
2544	SHEPHERD	牧童	7	0.21	0.85	6	0.1	0.78	40700
2549	VEHICLE	车子	1098	32.73	3.04	672	10.76	2.83	2243
2555	OIL (FROM PLANTS)	植物油	21	0.63	1.32	14	0.22	1.15	26042
2557	PIG FAT	猪油	38	1.13	1.58	22	0.35	1.34	19697
2558	BREAK (CLEAVE)	打断	911	27.16	2.96	750	12.01	2.88	2567
256	FOOD	食品	680	20.27	2.83	467	7.48	2.67	3202
2560	PATERNAL GRANDFATHER	爷爷	1625	48.44	3.21	550	8.81	2.74	1662
2561	HURT (SENSE PAIN)	创伤	451	13.44	2.65	312	5.0	2.49	4342
2564	PIGLET	猪崽	6	0.18	0.78	5	0.08	0.7	43898
2569	BUTCHER	屠夫	161	4.8	2.21	99	1.59	2.0	8580
2570	BEEF	牛肉	538	16.04	2.73	342	5.48	2.53	3832
2573	FEELING (EMOTION)	情绪	1446	43.1	3.16	982	15.73	2.99	1811
2574	BEAN OR PEA	豆	409	12.19	2.61	228	3.65	2.36	4660
2575	DO OR MAKE	做	122364	3647.59	5.09	6226	99.73	3.79	42
2576	ALREADY	已经	51772	1543.29	4.71	6123	98.08	3.79	84
2578	PENCIL	铅笔	244	7.27	2.39	156	2.5	2.19	6625
2579	TOOTHBRUSH	牙刷	168	5.01	2.23	135	2.16	2.13	8358
2588	GLOBE	地球	2293	68.35	3.36	961	15.39	2.98	1254
2589	WREATH	花圈	24	0.72	1.38	16	0.26	1.2	24854
2590	HARMONICA	口琴	44	1.31	1.64	31	0.5	1.49	18274
2607	TRIPOD	三脚架	24	0.72	1.38	17	0.27	1.23	24702
2619	CARD	牌	2091	62.33	3.32	938	15.02	2.97	1361
262	HE OR SHE OR IT	之	15804	471.11	4.2	4715	75.52	3.67	245
2621	CURTAIN	门帘	6	0.18	0.78	4	0.06	0.6	43879
2623	FLAG	旗子	111	3.31	2.05	62	0.99	1.79	10796
2625	MAP	地图	1206	35.95	3.08	576	9.23	2.76	2083
2627	ORANGE (FRUIT)	橘子	190	5.66	2.28	122	1.95	2.09	7754
2628	PLANT STEM	茎	24	0.72	1.38	20	0.32	1.3	24543
2630	WHIP	鞭子	88	2.62	1.94	75	1.2	1.88	12402
2635	THEY TWO	他俩	41	1.22	1.61	41	0.66	1.61	18849
2640	LARVA	蛆	60	1.79	1.78	41	0.66	1.61	15356
2642	HE OR SHE	她	221420	6600.39	5.35	6134	98.25	3.79	19
2643	INK	墨	184	5.48	2.26	91	1.46	1.96	7925
2647	CATTY (MASS UNIT)	斤	67	2.0	1.83	56	0.9	1.75	14419
2648	HAIR (HEAD)	头发	3955	117.9	3.6	1995	31.96	3.3	790
2653	NET (FOR CATCHING)	网	819	24.41	2.91	508	8.14	2.71	2810
2656	MIDNIGHT	半夜	533	15.89	2.73	447	7.16	2.65	3870
2658	COAL	煤	74	2.21	1.87	48	0.77	1.68	13682
266	SCALE	鱼鳞	13	0.39	1.11	11	0.18	1.04	32009
2666	SOLE (FOOT)	脚底	58	1.73	1.76	42	0.67	1.62	15679
2668	SKELETON	骷髅	195	5.81	2.29	86	1.38	1.93	7641
2669	POINT (WITH FINGER)	指	5719	170.48	3.76	3031	48.55	3.48	580
2679	BLOW (WITH NOSE)	擤	30	0.89	1.48	26	0.42	1.42	22165
2684	CAPRINE (GOAT OR SHEEP)	羊	697	20.78	2.84	302	4.84	2.48	3145
269	COOKED	熟	891	26.56	2.95	711	11.39	2.85	2621
2690	UNCLE (HUSBAND OF FATHER'S SISTER)	姑父	11	0.33	1.04	7	0.11	0.85	33862
2692	MATERNAL UNCLE (MOTHER'S BROTHER)	舅舅	248	7.39	2.39	74	1.19	1.87	6548
2694	MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT)	姨父	15	0.45	1.18	5	0.08	0.7	30272
2695	SISTER-IN-LAW (OLDER BROTHER'S WIFE)	嫂子	58	1.73	1.76	37	0.59	1.57	15764
2696	BROTHER-IN-LAW (OLDER SISTER'S HUSBAND)	姐夫	62	1.85	1.79	50	0.8	1.7	15144
2697	BROTHER-IN-LAW (YOUNGER SISTER'S HUSBAND)	妹夫	42	1.25	1.62	36	0.58	1.56	18649
2698	BROTHER-IN-LAW (HUSBAND'S OLDER BROTHER)	大伯子	1	0.03	0.0	1	0.02	0.0	92109
2699	BROTHER-IN-LAW (HUSBAND'S YOUNGER BROTHER)	小叔子	11	0.33	1.04	10	0.16	1.0	34334
27	AIR	空气	1365	40.69	3.14	940	15.06	2.97	1903
270	JUG	缸	74	2.21	1.87	51	0.82	1.71	13648
2701	SISTER-IN-LAW (HUSBANDS YOUNGER SISTER)	小姑子	12	0.36	1.08	7	0.11	0.85	33131
2704	FADE (LOOSE COLOR)	退色	6	0.18	0.78	6	0.1	0.78	42796
2705	INHALE	吸气	133	3.96	2.12	103	1.65	2.01	9663
2706	GNAW	啃	187	5.57	2.27	155	2.48	2.19	7833
2707	CLOG (SOMETHING)	塞	1708	50.91	3.23	1115	17.86	3.05	1601
2710	TAKE A PHOTO	照相	287	8.56	2.46	197	3.16	2.29	5919
2711	TRANSPORT	輸	1	0.03	0.0	1	0.02	0.0	78962
2712	GET DIZZY	晕	980	29.21	2.99	727	11.65	2.86	2461
2714	HAVE DIARRHEA	泻	31	0.92	1.49	24	0.38	1.38	21804
2716	BLAME (SOMEBODY)	怪	4705	140.25	3.67	2378	38.09	3.38	683
2717	STEEP	陡峭	20	0.6	1.3	17	0.27	1.23	27029
2718	STRONG (OF DRINK)	浓	333	9.93	2.52	258	4.13	2.41	5352
272	TONGS	钳子	78	2.33	1.89	69	1.11	1.84	13269
2721	TREE (CLASSIFIER)	棵	616	18.36	2.79	377	6.04	2.58	3459
274	KNEAD	揉	140	4.17	2.15	93	1.49	1.97	9377
2742	SUNNY DAY	晴天	49	1.46	1.69	43	0.69	1.63	17132
2744	PLUM BLOSSOM	梅花	21	0.63	1.32	13	0.21	1.11	26022
2745	APRICOT BLOSSOM	杏花	1	0.03	0.0	1	0.02	0.0	94362
2746	PEACH BLOSSOM	桃花	18	0.54	1.26	16	0.26	1.2	28097
2748	SWEET OLIVE FLOWER	桂花	1	0.03	0.0	1	0.02	0.0	74135
2749	UNHUSKED RICE	谷	517	15.41	2.71	223	3.57	2.35	3952
275	PEEL	削	163	4.86	2.21	124	1.99	2.09	8535
2750	GLUTINOUS RICE	糯米	6	0.18	0.78	6	0.1	0.78	42411
2751	BY (PASSIVE MARKER)	被	65695	1958.33	4.82	6150	98.51	3.79	65
2754	TOWARDS	向	17219	513.29	4.24	5057	81.0	3.7	231
2755	BUSY	忙	8342	248.67	3.92	3818	61.16	3.58	413
2756	IDLE	闲	268	7.99	2.43	239	3.83	2.38	6199
2757	ANGULAR (SQUAREFORMED)	方	1698	50.62	3.23	914	14.64	2.96	1608
2758	CAREFUL	小心	7022	209.32	3.85	3271	52.39	3.51	477
2759	RECOMMEND	勸	1	0.03	0.0	1	0.02	0.0	92515
2763	CARRY HORIZONTALLY	端	594	17.71	2.77	465	7.45	2.67	3547
2766	WATERMELON	西瓜	101	3.01	2.0	78	1.25	1.89	11432
2768	LITCHI	荔枝	8	0.24	0.9	7	0.11	0.85	39232
2769	PORK	猪肉	236	7.04	2.37	159	2.55	2.2	6779
2772	KITCHEN KNIFE	菜刀	19	0.57	1.28	16	0.26	1.2	27585
2774	LITTLE FINGER	小指	17	0.51	1.23	16	0.26	1.2	28610
2775	FORENOON	上午	595	17.74	2.77	441	7.06	2.64	3543
2776	WILD GOOSE	大雁	2	0.06	0.3	2	0.03	0.3	60802
278	AWL	锥子	6	0.18	0.78	4	0.06	0.6	44042
2782	FOOT (MEASURE)	尺	620	18.48	2.79	377	6.04	2.58	3448
2783	SCALES (MEASURE INSTRUMENT)	秤	44	1.31	1.64	32	0.51	1.51	18293
2784	CRUCIAN CARP	鲫鱼	2	0.06	0.3	2	0.03	0.3	67696
2785	BIVALVIA (MUSSELS OR OYSTERS)	蚌	29	0.86	1.46	13	0.21	1.11	22758
2788	LADLE (WATER)	捞	282	8.41	2.45	222	3.56	2.35	6006
279	THATCH	茅草	2	0.06	0.3	2	0.03	0.3	65862
2795	MOSQUITO NET	蚊帐	33	0.98	1.52	12	0.19	1.08	21191
2797	SESAME	芝麻	93	2.77	1.97	84	1.35	1.92	11981
2835	SHOOTING STAR	流星	107	3.19	2.03	67	1.07	1.83	10981
2837	SWAN	天鹅	97	2.89	1.99	59	0.95	1.77	11648
284	HOE	锄头	17	0.51	1.23	15	0.24	1.18	28799
2846	MARCH	三月	95	2.83	1.98	74	1.19	1.87	11846
2847	APRIL	四月	128	3.82	2.11	78	1.25	1.89	9907
2848	MAY (MONTH)	五月	159	4.74	2.2	98	1.57	1.99	8664
2849	JUNE	六月	146	4.35	2.16	91	1.46	1.96	9137
2850	JULY	七月	73	2.18	1.86	59	0.95	1.77	13748
2851	AUGUST	八月	77	2.3	1.89	69	1.11	1.84	13304
2852	SEPTEMBER	九月	113	3.37	2.05	85	1.36	1.93	10672
2853	OCTOBER	十月	102	3.04	2.01	71	1.14	1.85	11296
2854	NOVEMBER	十一月	63	1.88	1.8	46	0.74	1.66	14911
2855	DECEMBER	十二月	47	1.4	1.67	29	0.46	1.46	17606
2856	CHANGE (SOMETHING)	改变	7434	221.6	3.87	3404	54.53	3.53	451
2857	CHANGE (BECOME DIFFERENT)	化	1035	30.85	3.01	782	12.53	2.89	2350
2859	SMOKE (EMIT SMOKE)	冒烟	119	3.55	2.08	102	1.63	2.01	10348
2862	CONNECT	连接	604	18.0	2.78	388	6.21	2.59	3496
2867	CALCULATE	算	13337	397.57	4.13	4769	76.39	3.68	276
2870	RECOGNIZE (SOMEBODY)	认得	355	10.58	2.55	267	4.28	2.43	5110
2871	SWING (MOVEMENT)	摆动	97	2.89	1.99	75	1.2	1.88	11651
2874	MOVE (ONESELF)	移动	1226	36.55	3.09	808	12.94	2.91	2050
2880	HALT (STOP)	停止	2856	85.14	3.46	1767	28.3	3.25	1053
2881	URGE (SOMEONE)	催	342	10.19	2.53	249	3.99	2.4	5240
2883	DISTURB	惊动	57	1.7	1.76	54	0.86	1.73	15798
2884	HANG	吊	481	14.34	2.68	371	5.94	2.57	4153
2886	PRODUCE	产	443	13.21	2.65	348	5.57	2.54	4402
2890	WALK (TAKE A WALK)	散步	596	17.77	2.78	422	6.76	2.63	3537
2894	TUMBLE (FALL DOWN)	摔	1382	41.2	3.14	896	14.35	2.95	1887
2900	PROTECT	卫	337	10.05	2.53	181	2.9	2.26	5299
2902	BRAWL (FIGHT)	搏斗	181	5.4	2.26	145	2.32	2.16	7987
2903	CHAT (WITH SOMEBODY)	聊天	1122	33.45	3.05	813	13.02	2.91	2206
2905	KNIT	织	257	7.66	2.41	105	1.68	2.02	6404
2909	PREPARE	准备	22202	661.83	4.35	5365	85.94	3.73	187
2911	BACKWARD	落后	371	11.06	2.57	278	4.45	2.44	4978
2914	ONCE (IN THE PAST)	从前	409	12.19	2.61	326	5.22	2.51	4659
2917	NEXT TO	隔壁	681	20.3	2.83	517	8.28	2.71	3199
2924	A LITTLE	稍微	944	28.14	2.98	697	11.16	2.84	2515
2929	BENEFIT	好处	1776	52.94	3.25	1358	21.75	3.13	1543
2931	BUSINESS	业	457	13.62	2.66	311	4.98	2.49	4300
2934	CUCKOO	布谷鸟	22	0.66	1.34	14	0.22	1.15	25462
2938	FLAVOR	味道	2534	75.54	3.4	1602	25.66	3.2	1153
2943	BUNDLE	束	283	8.44	2.45	222	3.56	2.35	5980
2948	GAP (DISTANCE)	空隙	40	1.19	1.6	37	0.59	1.57	19096
2949	LAIR	骗子	1489	44.39	3.17	936	14.99	2.97	1778
295	WHETSTONE	磨刀石	4	0.12	0.6	4	0.06	0.6	49965
2953	SLEEVE	衣袖	16	0.48	1.2	12	0.19	1.08	29650
2954	SLICE	片	4597	137.03	3.66	2420	38.76	3.38	693
2955	STATE (POLITICS)	州	2116	63.08	3.33	1104	17.68	3.04	1347
296	CROUCH	蹲	864	25.76	2.94	559	8.95	2.75	2702
2961	MESSAGE	信息	3725	111.04	3.57	1896	30.37	3.28	843
2963	NET	渔网	20	0.6	1.3	17	0.27	1.23	26597
297	CROOKED	弯	415	12.37	2.62	307	4.92	2.49	4615
2970	RIDDLE	谜语	88	2.62	1.94	53	0.85	1.72	12335
2972	SLEEP (STATE)	睡眠	370	11.03	2.57	263	4.21	2.42	4994
2973	STRAP	背带	17	0.51	1.23	15	0.24	1.18	28549
2977	WORKER	工人	617	18.39	2.79	400	6.41	2.6	3455
2981	ITEM	条目	16	0.48	1.2	14	0.22	1.15	29843
2982	GIFT	礼物	3988	118.88	3.6	1836	29.41	3.26	783
299	SCOLD	责备	241	7.18	2.38	214	3.43	2.33	6680
2990	SACK	麻袋	45	1.34	1.65	38	0.61	1.58	17968
2992	TIP (OF OBJECT)	尖儿	12	0.36	1.08	6	0.1	0.78	33161
2997	COLORFUL	丰富	477	14.22	2.68	423	6.78	2.63	4186
2999	EVERYWHERE	到处	3511	104.66	3.55	2278	36.49	3.36	887
3	BRAVE	勇敢	1430	42.63	3.16	970	15.54	2.99	1828
30	DISPEL	赶走	618	18.42	2.79	475	7.61	2.68	3452
3005	FAMILIAR	熟悉	1221	36.4	3.09	986	15.79	2.99	2056
3036	TREETOP	树梢	12	0.36	1.08	10	0.16	1.0	32960
3041	PATERNAL AUNT (FATHER'S OLDER SISTER)	姑妈	311	9.27	2.49	112	1.79	2.05	5620
3044	BOVINE	牛	1990	59.32	3.3	921	14.75	2.96	1407
3049	COURAGE	胆量	222	6.62	2.35	180	2.88	2.26	7056
3050	SEEDLING	秧苗	1	0.03	0.0	1	0.02	0.0	77795
3053	TIGHT	紧	2293	68.35	3.36	1585	25.39	3.2	1255
3054	BEAR FRUIT	结果	7085	211.2	3.85	3268	52.35	3.51	473
3057	FLAIL	连枷	3	0.09	0.48	2	0.03	0.3	55514
3058	GRAZE	放牧	14	0.42	1.15	11	0.18	1.04	31136
3059	MALARIA	疟疾	65	1.94	1.81	39	0.62	1.59	14752
3060	PHEASANT	锥	32	0.95	1.51	25	0.4	1.4	21457
3061	PHLEGM	痰	80	2.38	1.9	55	0.88	1.74	13046
3062	TURNIP	萝卜	134	3.99	2.13	64	1.03	1.81	9605
3063	RAMIE	苎麻	1	0.03	0.0	1	0.02	0.0	83374
3064	RUST	锈	69	2.06	1.84	38	0.61	1.58	14168
3065	SADDLE	鞍子	4	0.12	0.6	3	0.05	0.48	51999
3066	SCARF OR TURBAN	头巾	128	3.82	2.11	84	1.35	1.92	9883
3069	FALSE	假	3310	98.67	3.52	1968	31.52	3.29	939
307	HAWK	鹰	379	11.3	2.58	189	3.03	2.28	4917
3070	HOLD A MEETING	开会	573	17.08	2.76	449	7.19	2.65	3656
3071	INSERT	插	1198	35.71	3.08	890	14.26	2.95	2101
3072	MISPLACE	失	754	22.48	2.88	569	9.11	2.76	2967
3073	MANAGE	理	1729	51.54	3.24	1220	19.54	3.09	1579
3074	FIX	修理	515	15.35	2.71	368	5.89	2.57	3972
3075	SLANTED	偏	469	13.98	2.67	375	6.01	2.57	4226
3076	SLOPE	坡	159	4.74	2.2	103	1.65	2.01	8644
3077	SWALLOW (BIRD)	燕子	29	0.86	1.46	15	0.24	1.18	22711
3078	IRRIGATE	浇	216	6.44	2.33	176	2.82	2.25	7189
3079	HIGHLAND BARLEY	青稞	1	0.03	0.0	1	0.02	0.0	78387
3080	SPLIT OPEN	裂开	110	3.28	2.04	100	1.6	2.0	10817
3081	CROPS	庄稼	96	2.86	1.98	61	0.98	1.79	11746
3093	LIPSTICK	口红	245	7.3	2.39	142	2.27	2.15	6605
3098	SNOWMAN	雪人	56	1.67	1.75	38	0.61	1.58	15986
31	PAN	铁锅	5	0.15	0.7	5	0.08	0.7	45464
3105	UMBRELLA	伞	227	6.77	2.36	127	2.03	2.1	6944
3118	IRON (CLOTHES)	熨	102	3.04	2.01	61	0.98	1.79	11352
3119	MASSAGE (SOMEBODY)	按摩	693	20.66	2.84	385	6.17	2.59	3156
3128	SHOWER (ACTION)	淋浴	146	4.35	2.16	113	1.81	2.05	9118
3130	SPILL (SOMETHING)	溢	59	1.76	1.77	55	0.88	1.74	15500
3154	WILD BOAR	野猪	88	2.62	1.94	32	0.51	1.51	12327
3168	DOWRY	聘礼	2	0.06	0.3	2	0.03	0.3	59984
3174	WAKE UP (SOMEONE)	唤醒	294	8.76	2.47	207	3.32	2.32	5818
3179	CORAL ROCK	珊瑚	55	1.64	1.74	24	0.38	1.38	16207
3181	MUSTARD	芥菜	9	0.27	0.95	9	0.14	0.95	37657
319	LICK	添	347	10.34	2.54	288	4.61	2.46	5187
3193	CROSSBOW	弩	24	0.72	1.38	12	0.19	1.08	24505
320	LAME	瘸子	91	2.71	1.96	68	1.09	1.83	12153
3200	COUNTRYSIDE	乡	141	4.2	2.15	74	1.19	1.87	9337
3202	CANNON	炮	271	8.08	2.43	158	2.53	2.2	6148
321	CHEW	嚼	389	11.6	2.59	252	4.04	2.4	4826
323	FAT (ORGANIC SUBSTANCE)	脂肪	262	7.81	2.42	162	2.59	2.21	6297
3230	DECEIVE	骗	3419	101.92	3.53	1995	31.96	3.3	905
3231	DEITY	神仙	80	2.38	1.9	59	0.95	1.77	13033
3243	CYPRESS	柏树	16	0.48	1.2	7	0.11	0.85	29733
3244	EAR (OF GRAIN)	穗子	3	0.09	0.48	2	0.03	0.3	56362
3247	KIWIFRUIT	猕猴桃	16	0.48	1.2	8	0.13	0.9	29180
3248	MAPLE TREE	枫树	30	0.89	1.48	22	0.35	1.34	22190
3251	MOLD (GET ROTTEN)	霉	187	5.57	2.27	155	2.48	2.19	7812
3254	YOUNG ANIMAL	崽	36	1.07	1.56	33	0.53	1.52	20072
3276	SUNSHINE	阳光	1126	33.57	3.05	735	11.77	2.87	2198
3279	MANTIS	螳螂	50	1.49	1.7	23	0.37	1.36	16941
3280	TUSK	长牙	1	0.03	0.0	1	0.02	0.0	84696
3281	JOB'S TEARS	薏苡	1	0.03	0.0	1	0.02	0.0	78625
3282	GROOM	新郎	313	9.33	2.5	166	2.66	2.22	5596
3283	CAGE	笼	103	3.07	2.01	77	1.23	1.89	11225
3284	GRAVEYARD	墓地	328	9.78	2.52	200	3.2	2.3	5409
3285	RICE FLOUR	米粉	8	0.24	0.9	5	0.08	0.7	38617
3287	BLOOM	开花	76	2.27	1.88	66	1.06	1.82	13449
3288	WEED	除草	21	0.63	1.32	19	0.3	1.28	26188
3299	KIND	善良	653	19.47	2.81	494	7.91	2.69	3306
3303	PICTURE (PAINTING)	画	3795	113.13	3.58	1289	20.65	3.11	825
3304	PICTURE (PHOTOGRAPH)	相片	300	8.94	2.48	185	2.96	2.27	5748
3307	HIT (A TARGET)	打中	197	5.87	2.29	168	2.69	2.23	7594
331	HEADDRESS	包头	4	0.12	0.6	4	0.06	0.6	49611
3311	FLOWING BODY OF WATER	河	1135	33.83	3.06	565	9.05	2.75	2186
3313	JACKAL	豺	13	0.39	1.11	8	0.13	0.9	31975
3320	SNARE (TRAP)	圈套	364	10.85	2.56	279	4.47	2.45	5038
333	PLAIT	辫子	104	3.1	2.02	85	1.36	1.93	11171
3334	RITE	礼仪	104	3.1	2.02	78	1.25	1.89	11196
3336	FUNERAL	丧礼	26	0.78	1.42	22	0.35	1.34	23686
3349	WRISTWATCH	手表	511	15.23	2.71	296	4.74	2.47	4003
3350	GET UP FROM BED	起床	798	23.79	2.9	598	9.58	2.78	2860
3351	STOP DOING	止	852	25.4	2.93	733	11.74	2.87	2728
3352	THIRD DAY OF THE MONTH	初三	6	0.18	0.78	5	0.08	0.7	43899
3353	SIEVE (TOOL)	筛子	17	0.51	1.23	16	0.26	1.2	28808
3354	FIRST DAY OF THE MONTH	初一	14	0.42	1.15	13	0.21	1.11	31491
3355	SECOND DAY OF THE MONTH	初二	4	0.12	0.6	4	0.06	0.6	49265
3357	CUPBOARD	柜子	329	9.81	2.52	243	3.89	2.39	5399
3358	SPROUT (SHOOT)	芽	65	1.94	1.81	36	0.58	1.56	14698
3360	BAMBOO BASKET	箩筐	10	0.3	1.0	10	0.16	1.0	36051
3361	OFFICIAL	官	1764	52.58	3.25	729	11.68	2.86	1551
3362	BOILED WATER	开水	28	0.83	1.45	27	0.43	1.43	22997
3363	NOT HAVE	没有	108237	3226.48	5.03	6218	99.6	3.79	48
3364	DRY IN SUN	晾	80	2.38	1.9	72	1.15	1.86	13063
3366	PIMPLEFACE	麻子	18	0.54	1.26	13	0.21	1.11	27943
3367	STUTTERER	结巴	62	1.85	1.79	32	0.51	1.51	15148
3368	POWDER	粉	537	16.01	2.73	346	5.54	2.54	3839
3369	PIGSTY	猪圈	30	0.89	1.48	26	0.42	1.42	22109
3370	RELY ON	靠	5890	175.58	3.77	2802	44.88	3.45	566
3372	GALL BLADDER	胆	298	8.88	2.47	234	3.75	2.37	5765
3375	PATIENT (SICK PERSON)	病人	3414	101.77	3.53	983	15.75	2.99	907
3376	ROBBER	强盗	320	9.54	2.51	171	2.74	2.23	5513
3377	EMPEROR	皇帝	245	7.3	2.39	82	1.31	1.91	6607
3379	PIG DUNG	猪粪	3	0.09	0.48	3	0.05	0.48	56677
338	RAKE	耙	13	0.39	1.11	12	0.19	1.08	31945
3380	HUNTING DOG	猎狗	61	1.82	1.79	42	0.67	1.62	15312
3381	SHEEP DUNG	羊粪	11	0.33	1.04	5	0.08	0.7	34799
3382	PEACOCK	孔雀	65	1.94	1.81	36	0.58	1.56	14751
3384	WEASEL	黄鼠狼	45	1.34	1.65	34	0.54	1.53	18043
3385	ALUMINIUM	铝	87	2.59	1.94	56	0.9	1.75	12468
3386	SULPHUR	硫磺	123	3.67	2.09	56	0.9	1.75	10129
3387	MIDDLE FINGER	中指	41	1.22	1.61	35	0.56	1.54	18805
3388	PLACENTA	胎盘	45	1.34	1.65	31	0.5	1.49	18095
3389	MEASLES	疹子	35	1.04	1.54	30	0.48	1.48	20375
3390	WILD RICE	水稻	4	0.12	0.6	4	0.06	0.6	51800
3391	RICE STRAW	稻草	100	2.98	2.0	80	1.28	1.9	11473
3392	MUER (FUNGUS)	木耳	1	0.03	0.0	1	0.02	0.0	85339
3393	LEAN MEAT	瘦肉	7	0.21	0.85	7	0.11	0.85	40280
3394	SHEEP MEAT	羊肉	70	2.09	1.85	51	0.82	1.71	14107
3395	SICHUAN PEPPER	花椒	2	0.06	0.3	2	0.03	0.3	66306
3396	BUILDING	楼	3580	106.72	3.55	1787	28.62	3.25	872
3397	ROUNDWORM	蛔虫	15	0.45	1.18	15	0.24	1.18	30125
3399	WAREHOUSE	仓库	711	21.19	2.85	360	5.77	2.56	3099
34	STAIRS	楼梯	832	24.8	2.92	546	8.75	2.74	2777
3401	HENHOUSE	鸡圈	1	0.03	0.0	1	0.02	0.0	93865
3402	SHEEPFOLD	羊圈	10	0.3	1.0	7	0.11	0.85	36104
3404	TILE	瓦	525	15.65	2.72	211	3.38	2.32	3904
3405	RULER	尺子	10	0.3	1.0	10	0.16	1.0	35615
3406	MERCHANDISE	货物	237	7.06	2.37	176	2.82	2.25	6747
3407	FILE (TOOL)	锉	20	0.6	1.3	16	0.26	1.2	26736
3408	PLANE (TOOL)	刨子	8	0.24	0.9	5	0.08	0.7	38478
3409	EARTHEN JUG	坛子	21	0.63	1.32	21	0.34	1.32	26420
341	SICKLE	镰刀	49	1.46	1.69	23	0.37	1.36	17212
3410	OVER HERE	这边	4651	138.64	3.67	2442	39.12	3.39	687
3411	OVER THERE	那边	6572	195.91	3.82	3177	50.89	3.5	507
3412	WASP NEST	马蜂窝	25	0.75	1.4	22	0.35	1.34	24410
3413	IN THIS WAY	这样	64295	1916.59	4.81	6194	99.22	3.79	68
3414	IN THAT WAY	那样	17495	521.51	4.24	5035	80.65	3.7	227
3415	BALDHEAD	秃子	67	2.0	1.83	32	0.51	1.51	14508
3419	STONE (CLASSIFIER)	块	9365	279.16	3.97	3358	53.79	3.53	372
3420	STOREY (CLASSIFIER)	层	1716	51.15	3.23	1011	16.19	3.0	1590
3421	SENTENCE (CLASSIFIER)	句	5984	178.38	3.78	3286	52.63	3.52	562
3422	SONG (CLASSIFIER)	首	5501	163.98	3.74	1826	29.25	3.26	598
3424	SHEATH	刀鞘	4	0.12	0.6	4	0.06	0.6	49286
3425	JOKE	笑话	1407	41.94	3.15	875	14.02	2.94	1853
3426	SURNAME	姓	999	29.78	3.0	641	10.27	2.81	2420
3427	DIRECTION	方向	2156	64.27	3.33	1407	22.54	3.15	1325
3428	WEAR (ON HEAD)	戴	3987	118.85	3.6	2135	34.2	3.33	785
3429	COMPARE	比	21371	637.06	4.33	5555	88.98	3.74	193
3430	CELEBRATE NEW YEAR	过年	21	0.63	1.32	16	0.26	1.2	26491
3431	RICE STEAMER	蒸笼	6	0.18	0.78	6	0.1	0.78	44070
3432	SHOULDER POLE	扁担	2	0.06	0.3	1	0.02	0.0	66515
3433	AUTONYM (OF PEOPLE)	自称	265	7.9	2.42	239	3.83	2.38	6250
3436	FAT MEAT	肥肉	74	2.21	1.87	61	0.98	1.79	13660
3439	WHITE (OF EGGS)	蛋白	156	4.65	2.19	116	1.86	2.06	8764
