CONCEPTICON_ID	CONCEPTICON_GLOSS	POLISH	ENGLISH	POLISH_POS	POLISH_VALENCE_MEAN	POLISH_AROUSAL_MEAN	POLISH_DOMINANCE_MEAN	POLISH_ORIGIN_MEAN	POLISH_SIGNIFICANCE_MEAN	POLISH_CONCRETENESS_MEAN	POLISH_IMAGEABILITY_MEAN	POLISH_AOA_MEAN	POLISH_VALENCE_MEAN_FEMALE	POLISH_AROUSAL_MEAN_FEMALE	POLISH_DOMINANCE_MEAN_FEMALE	POLISH_ORIGIN_MEAN_FEMALE	POLISH_SIGNIFICANCE_MEAN_FEMALE	POLISH_CONCRETENESS_MEAN_FEMALE	POLISH_IMAGEABILITY_MEAN_FEMALE	POLISH_AOA_MEAN_FEMALE	POLISH_AOA_MEAN_FEMALE	POLISH_VALENCE_MEAN_MALE	POLISH_AROUSAL_MEAN_MALE	POLISH_DOMINANCE_MEAN_MALE	POLISH_ORIGIN_MEAN_MALE	POLISH_SIGNIFICANCE_MEAN_MALE	POLISH_CONCRETENESS_MEAN_MALE	POLISH_IMAGEABILITY_MEAN_MALE	POLISH_AOA_MEAN_MALE	POLISH_AOA_MEAN_MALE	LINE_IN_SOURCE
1394	BONE	kość	bone	N	4.8000	3.6200	5.1400	6.1000	3.3000	1.8800	8.0200	6.4200	5.0000	3.9200	5.0000	6.1600	3.2000	1.3200	8.3200	6.3600	6.3600	4.6000	3.3200	5.2800	6.0400	3.4000	2.4400	7.7200	6.4800	6.4800	1355
1401	DRINK	pić	drink	V	5.7400	3.9800	5.1600	5.1600	4.3000	3.5800	7.6200	5.1200	5.7600	4.1600	5.4800	5.7200	4.8400	2.8000	8.0800	5.0000	5.0000	5.7200	3.8000	4.8400	4.6000	3.7600	4.3600	7.1600	5.2400	5.2400	2480
1403	BITE	gryźć	bite	V	4.6600	4.5400	5.1800	5.3600	3.4000	3.3000	7.2000	6.5600	4.6800	4.8800	5.2000	5.3600	3.2000	2.9600	7.7600	6.3200	6.3200	4.6400	4.2000	5.1600	5.3600	3.6000	3.6400	6.6400	6.8000	6.8000	950
1414	SQUEEZE	wyciskać	to squeeze	V	4.6800	4.2800	5.3800	5.6600	3.4200	3.9800	6.8000	9.0400	4.7600	5.0000	5.0800	5.6800	3.8000	3.3600	7.2800	8.9600	8.9600	4.6000	3.5600	5.6800	5.6400	3.0400	4.6000	6.3200	9.1200	9.1200	4395
1416	SIT	siedzieć	to sit	V	5.1000	2.7600	5.1200	6.1000	3.5800	3.5800	7.1400	6.7000	5.4400	2.7200	5.2400	6.3200	3.4800	3.0800	7.5200	6.0800	6.0800	4.7600	2.8000	5.0000	5.8800	3.6800	4.0800	6.7600	7.3200	7.3200	3346
1418	DIG	kopać	kick	V	4.4000	4.8400	5.4000	5.7800	3.3000	3.7800	7.4000	6.5400	3.9200	5.2800	5.7200	5.8800	3.8000	3.0400	7.6400	6.4400	6.4400	4.8800	4.4000	5.0800	5.6800	2.8000	4.5200	7.1600	6.6400	6.6400	1316
1430	STAR	gwiazda	star	N	6.5200	4.1000	6.4200	5.3600	4.3200	2.3800	7.7400	6.8000	6.4800	3.8400	6.8400	5.5200	4.7600	1.7600	8.2000	6.1200	6.1200	6.5600	4.3600	6.0000	5.2000	3.8800	3.0000	7.2800	7.4800	7.4800	969
1432	CUT	ciąć	to cut	V	4.1400	4.5800	5.2600	5.4600	3.6000	3.9800	6.9800	6.9200	3.9200	4.6000	5.3200	5.7200	3.8000	3.3200	7.5200	6.7600	6.7600	4.3600	4.5600	5.2000	5.2000	3.4000	4.6400	6.4400	7.0800	7.0800	401
1435	HUNT	polować	to hunt	V	4.6800	4.9000	6.3000	5.2400	3.2200	4.0400	6.8000	8.5600	4.4000	5.1600	6.5200	5.5600	3.6000	3.6400	7.1600	8.9200	8.9200	4.9600	4.6400	6.0800	4.9200	2.8400	4.4400	6.4400	8.2000	8.2000	2713
1439	SWIM	pływać	swim	V	6.1800	4.0000	5.7400	5.5400	3.6000	3.7200	7.7800	6.5600	6.2800	4.1600	5.4800	5.8000	3.7600	2.8800	8.3200	6.6000	6.6000	6.0800	3.8400	6.0000	5.2800	3.4400	4.5600	7.2400	6.5200	6.5200	2595
1441	FLY (MOVE THROUGH AIR)	latać	fly	V	6.5200	4.3600	6.3200	4.9200	3.7400	3.9800	7.3000	6.6800	6.8000	4.6000	6.2400	5.1600	4.0000	3.4400	7.6400	6.1200	6.1200	6.2400	4.1200	6.4000	4.6800	3.4800	4.5200	6.9600	7.2400	7.2400	1481
1443	WALK	iść	to go	V	5.7000	3.6200	6.0000	5.7600	4.6200	3.6400	6.9800	5.8800	5.8000	3.8000	6.0000	5.8000	5.2400	3.1600	7.6000	5.4800	5.4800	5.6000	3.4400	6.0000	5.7200	4.0000	4.1200	6.3600	6.2800	6.2800	1074
1452	PUSH	pchać	to push	V	4.7800	4.7600	5.4000	5.8800	3.9200	3.5000	6.9600	7.4400	4.4800	4.8400	5.6400	5.6800	4.5200	3.2000	7.2000	7.2000	7.2000	5.0800	4.6800	5.1600	6.0800	3.3200	3.8000	6.7200	7.6800	7.6800	2446
1455	PULL	ciągnąć	pull	V	4.8400	3.9388	5.2800	5.7600	3.6600	4.2400	6.7600	8.1800	4.5600	4.0833	5.5200	5.7600	4.2400	3.7600	7.2000	7.7200	7.7200	5.1200	3.8000	5.0400	5.7600	3.0800	4.7200	6.3200	8.6400	8.6400	403
1457	SEW	szyć	to sew	V	5.6800	3.3600	5.2000	6.5400	3.3200	3.3600	7.4000	8.1800	5.8800	3.8000	5.5600	6.3600	3.1200	2.8400	7.8400	8.0800	8.0800	5.4800	2.9200	4.8400	6.7200	3.5200	3.8800	6.9600	8.2800	8.2800	3725
1464	LADDER	drabina	ladder	N	5.2600	3.2000	5.4000	6.0200	2.9000	1.7000	8.2600	7.4000	5.1600	3.4400	5.5200	6.4000	3.0400	1.1200	8.4000	6.7600	6.7600	5.3600	2.9600	5.2800	5.6400	2.7600	2.2800	8.1200	8.0400	8.0400	594
1472	KEY	klucz	key	N	5.5200	3.4800	6.3400	6.4400	4.0600	1.8800	8.1400	7.2400	5.6800	3.5600	6.8400	6.5200	4.3600	1.2400	8.4400	7.0400	7.0400	5.3600	3.4000	5.8400	6.3600	3.7600	2.5200	7.8400	7.4400	7.4400	1229
1475	COMB	grzebień	comb	N	5.2600	3.3400	5.2000	5.9000	3.9200	1.8200	7.9600	7.1224	5.2400	3.3200	5.5200	6.2800	3.6400	1.0400	8.2800	6.3600	6.3600	5.2800	3.3600	4.8800	5.5200	4.2000	2.6000	7.6400	7.9167	7.9167	952
1476	CHAIR	krzesło	chair / seat	N	5.3600	2.8800	4.9200	6.0600	3.3200	1.9200	8.1200	5.6800	5.4000	3.0000	5.3600	6.0400	3.0800	1.2400	8.4400	5.4400	5.4400	5.3200	2.7600	4.4800	6.0800	3.5600	2.6000	7.8000	5.9200	5.9200	1414
1489	CLOUD	chmura	cloud	N	5.3800	3.4600	5.1200	4.9200	3.2600	2.5800	7.9400	6.1000	5.5200	3.4000	4.8400	5.2400	3.1600	2.0800	8.1600	5.7200	5.7200	5.2400	3.5200	5.4000	4.6000	3.3600	3.0800	7.7200	6.4800	6.4800	360
1491	MOUSE	mysz	mouse	N	4.6800	3.5800	4.0400	5.6200	2.8600	1.7400	8.3000	5.7400	4.4800	4.1200	4.1600	5.4400	2.8800	1.3600	8.4400	5.4800	5.4800	4.8800	3.0400	3.9200	5.8000	2.8400	2.1200	8.1600	6.0000	6.0000	1830
1501	BORE	wiercić	to drill	V	4.0400	4.8200	5.3200	5.2600	2.8600	3.8200	7.0800	7.9600	4.0000	3.3600	4.4400	5.9600	2.7200	1.2800	7.3600	9.1600	9.1600	4.2800	3.5600	4.2000	5.2400	2.4800	2.2800	6.9600	9.4400	9.4400	4242
1502	GOAT	koza	goat	N	5.4000	3.4600	4.5000	5.8400	2.6200	1.9000	8.1800	6.8200	5.3200	3.2800	4.4400	5.7600	2.4400	1.2800	8.4000	6.6400	6.6400	5.4800	3.6400	4.5600	5.9200	2.8000	2.5200	7.9600	7.0000	7.0000	1361
1506	MEASURE	mierzyć	to measure	V	5.1400	3.6800	5.4800	6.4000	3.5200	4.1400	6.9800	7.6400	4.9600	3.8000	5.2400	6.5600	4.0000	3.7200	7.2400	7.6800	7.6800	5.3200	3.5600	5.7200	6.2400	3.0400	4.5600	6.7200	7.6000	7.6000	1725
1522	SOCK	skarpetka	sock	N	5.2000	3.0600	4.7000	5.9200	2.9200	1.9000	8.3000	5.9600	5.2000	3.2800	5.1600	5.9600	2.8000	1.3600	8.4400	5.1600	5.1600	5.2000	2.8400	4.2400	5.8800	3.0400	2.4400	8.1600	6.7600	6.7600	3376
1532	SHEAR	golić	to shave	V	4.6200	3.5800	5.0400	5.8000	3.1800	3.5400	7.5000	8.5600	4.5200	3.6000	4.8400	5.9600	3.0400	2.6400	7.7600	8.6000	8.6000	4.7200	3.5600	5.2400	5.6400	3.3200	4.4400	7.2400	8.5200	8.5200	885
1539	BASKET	koszyk	basket	N	5.4000	2.9000	4.9600	5.9800	2.4600	1.7800	7.9000	6.2000	5.4400	2.9600	5.2000	6.1600	2.1600	1.2800	8.1600	6.1200	6.1200	5.3600	2.8400	4.7200	5.8000	2.7600	2.2800	7.6400	6.2800	6.2800	1352
1543	SNAIL	ślimak	snail	N	4.9000	2.5800	3.8000	5.7400	3.0800	1.9200	8.2600	7.2800	4.7600	2.4000	3.9600	6.0400	2.6000	1.4400	8.5200	6.6800	6.6800	5.0400	2.7600	3.6400	5.4400	3.5600	2.4000	8.0000	7.8800	7.8800	3748
1567	DOOR	drzwi	door	N	5.3800	3.1000	5.3800	6.0600	3.4000	1.6200	8.1200	5.8200	5.4400	3.7200	5.6000	6.0800	3.4800	1.3200	8.2800	5.8000	5.8000	5.3200	2.4800	5.1600	6.0400	3.3200	1.9200	7.9600	5.8400	5.8400	615
1569	CHEESE	ser	cheese	N	6.3200	3.0800	5.0200	5.6600	3.2000	1.5800	8.2400	5.7400	6.5600	3.3600	5.1600	5.4800	3.0400	1.4000	8.6000	5.4400	5.4400	6.0800	2.8000	4.8800	5.8400	3.3600	1.7600	7.8800	6.0400	6.0400	3324
1585	SLEEP	spać	sleep	V	7.3400	2.7600	4.8000	5.2800	4.7000	3.7600	7.8800	5.3400	7.5600	2.8000	5.3600	5.3200	5.3200	3.2000	8.3600	5.0400	5.0400	7.1200	2.7200	4.2400	5.2400	4.0800	4.3200	7.4000	5.6400	5.6400	3468
1586	SMELL (PERCEIVE)	wąchać	to sniff	V	5.4400	3.6200	5.2000	5.1000	3.2800	3.9000	7.1400	5.8200	6.2400	4.6400	7.3200	6.4800	5.9600	6.8000	4.5600	6.5600	6.5600	6.1600	4.0000	6.9200	5.7200	4.7200	5.6800	4.6400	7.3200	7.3200	4183
1608	LISTEN	słuchać	obey	V	6.0600	4.0200	5.2600	5.7400	4.3800	4.4800	6.6600	6.6000	6.4000	4.2000	5.4400	5.8800	4.9600	3.8000	7.0000	5.8000	5.8000	5.7200	3.8400	5.0800	5.6000	3.8000	5.1600	6.3200	7.4000	7.4000	3429
1622	SHIRT	koszula	shirt	N	5.7000	2.9400	5.4400	6.0000	3.5400	2.0200	8.0800	7.7800	5.6800	2.8400	5.7600	6.2000	3.7200	1.3600	8.5200	7.1200	7.1200	5.7200	3.0400	5.1200	5.8000	3.3600	2.6800	7.6400	8.4400	8.4400	1351
1659	DOLL	lalka	doll	N	5.7800	3.3200	4.6400	4.8200	3.0600	1.7400	8.0000	5.6400	6.2000	3.3600	5.0400	5.0800	3.1600	1.3600	8.3200	4.6000	4.6000	5.3600	3.2800	4.2400	4.5600	2.9600	2.1200	7.6800	6.6800	6.6800	1470
1663	BED	łóżko	bed	N	7.1200	3.3800	5.7600	4.8000	4.8800	1.8200	8.3200	5.5000	7.6000	3.2800	6.2800	4.9200	5.4800	1.2800	8.5600	5.0000	5.0000	6.6400	3.4800	5.2400	4.6800	4.2800	2.3600	8.0800	6.0000	6.0000	1597
1672	WRITE	pisać	to write	V	5.5000	3.2800	5.7400	6.4694	4.4800	3.3800	7.1000	7.2400	5.6400	3.1600	6.1200	6.4167	4.5600	2.8000	7.6000	6.8400	6.8400	5.3600	3.4000	5.3600	6.5200	4.4000	3.9600	6.6000	7.6400	7.6400	2534
1689	SMOKE (INHALE)	palić	burn	V	3.8200	4.9600	4.9200	5.5800	3.6600	3.4000	7.6800	7.5800	3.6000	5.2800	4.8400	5.7600	3.8400	2.9200	8.3200	8.5200	8.5200	4.0400	4.6400	5.0000	5.4000	3.4800	3.8800	7.0400	6.6400	6.6400	2394
176	BLOW (WITH MOUTH)	dmuchać	to blow	V	5.0600	3.5000	5.2200	5.3000	2.7600	3.4400	7.0200	6.8000	4.9600	3.6800	5.2000	5.1600	3.1600	3.0000	7.7200	6.5200	6.5200	5.1600	3.3200	5.2400	5.4400	2.3600	3.8800	6.3200	7.0800	7.0800	540
1791	BUTTERFLY	motyl	butterfly	N	6.6600	3.0400	5.0600	4.7200	2.6400	1.7600	8.1000	5.8800	6.9200	2.7600	5.2400	4.9200	2.3600	1.1600	8.1600	4.9200	4.9200	6.4000	3.3200	4.8800	4.5200	2.9200	2.3600	8.0400	6.8400	6.8400	1801
1829	JUMP	skakać	to jump	V	6.0400	4.3800	5.8000	4.5800	3.4000	3.5400	7.5800	6.5800	6.2000	4.8000	5.6400	4.8400	3.6000	2.8000	8.1200	5.8800	5.8800	5.8800	3.9600	5.9600	4.3200	3.2000	4.2800	7.0400	7.2800	7.2800	3365
1839	CRY	płakać	to cry	V	2.7800	5.9000	2.9800	3.8000	5.0200	4.0600	7.4200	5.2857	2.6800	6.0400	2.9200	4.0000	5.8800	3.5200	7.9600	4.9167	4.9167	2.8800	5.7600	3.0400	3.6000	4.1600	4.6000	6.8800	5.6400	5.6400	2580
1845	BALL	piłka	ball	N	5.8800	4.1800	5.2600	5.2000	3.4200	1.5400	8.2600	4.8600	5.9200	4.2800	5.6000	5.8000	3.0000	1.1200	8.4800	4.2800	4.2800	5.8400	4.0800	4.9200	4.6000	3.8400	1.9600	8.0400	5.4400	5.4400	2523
1849	ROW	wiosłować	to horse around	V	5.5400	3.3800	5.6200	5.9800	2.9200	3.5918	7.5200	8.7800	5.6800	3.4000	5.7200	5.8400	2.6000	1.4400	7.8000	10.3200	10.3200	6.0000	2.8000	5.2400	5.1200	4.1200	2.0000	7.4000	10.6400	10.6400	4267
1879	DANCE	tańczyć	to dance	V	6.8400	5.3800	5.7800	4.0200	4.0400	3.9400	7.8000	6.5400	7.3200	5.6400	6.0000	3.8000	5.0000	3.3200	8.2400	6.0400	6.0400	6.3600	5.1200	5.5600	4.2400	3.0800	4.5600	7.3600	7.0400	7.0400	3828
1917	TIE	wiązać	to bind	V	5.0200	3.4400	5.1800	5.5800	3.7800	4.0600	6.9000	7.3400	5.6000	3.0800	5.1600	6.3600	3.0400	1.2400	8.0000	7.2400	7.2400	5.6250	3.0800	5.2000	4.9600	3.1600	2.6400	7.6800	6.8800	6.8800	4226
