CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	DUTCH_CONCRETENESS_MEAN	LINE_IN_SOURCE
3356	INCENSE	wierook	4.533333333333333	29030
3368	POWDER	poeder	4.6	19376
34	STAIRS	trap	4.733333333333333	25378
340	LASSO	lasso	4.866666666666666	13793
3405	RULER	liniaal	4.733333333333333	14257
342	HAY	hooi	4.8	10587
3423	DRILL	boor	4.866666666666666	3670
3446	PINK	roze	4.466666666666667	21305
3473	LONG (FOR SOMETHING)	verlangen	2	26855
3474	BE THIRSTY	dorsten	2.230769230769231	6248
3475	SUFFICE	genoegen	1.9285714285714286	8694
3534	BEG	bedelen	3.466666666666667	2070
3544	WAVE (VERB)	zwaaien	4	29945
3545	WATERY	waterig	3.2666666666666666	28535
356	SHEARS	schaar	4.933333333333334	21626
3604	LIGHT BLUE	lichtblauw	4.4	14111
3620	SLEEPY	slaperig	3	22516
3625	HEADACHE	hoofdpijn	3.7333333333333334	10519
363	DWELL (LIVE, RESIDE)	wonen	2.8666666666666667	29246
3634	STUBBORN	koppig	2.1333333333333333	13119
367	RIDE	paardrijden	4.333333333333333	18411
3675	ZEBRA	zebra	4.933333333333334	29445
3701	HOLLOW	hol	4.4	10412
3702	SLIPPERY	glad	4.066666666666666	9138
3703	STICKY	kleverig	3.533333333333333	12672
3707	BEIGE	beige	4.6	2281
3710	CLEAR (TO SEE)	duidelijk	1.4666666666666666	6530
3711	TIE (NOUN)	stropdas	4.6	24084
372	POINTED	puntig	4	20098
3725	AVOCADO	avocado	4.866666666666666	1741
3726	BROCCOLI	broccoli	4.933333333333334	3957
3727	CELERY	selderij	4.6	22209
3730	APRICOT	abrikoos	4.933333333333334	381
3744	INTERPRETER	tolk	2.933333333333333	25170
3748	DROP (OF A LIQUID)	drop	4.733333333333333	6458
3750	KHAKI	kaki	3.933333333333333	11942
3751	BRIGHT YELLOW	knalgeel	3.8666666666666667	12792
3752	LILAC	lila	3.857142857142857	14243
3753	MAGENTA	magenta	4.545454545454546	14689
3754	TRANSPARENT	doorzichtig	3.6666666666666665	6224
3755	MOUNTAINOUS	bergachtig	3.6	2537
3756	FLORAL	gebloemd	3	8241
3757	MUGGY	benauwd	2.8	2457
3758	WINDY	winderig	3.3333333333333335	29106
3759	FOGGY	mistig	3.8666666666666667	15560
376	FRAGRANT	geurig	3	8906
3761	EMOTIONAL	emotioneel	2	6982
3762	SAFE	veilig	2.066666666666667	26404
377	LOUD	luid	3.533333333333333	14532
378	PINCH	knijpen	4.466666666666667	12841
379	BLUNT	stomp	3.6923076923076925	23867
3803	RASPBERRY	framboos	4.8	7932
3812	COWARDLY	laf	1.8666666666666667	13664
3815	ALMOND	amandel	4.533333333333333	1192
3841	WINDMILL	windmolen	4.666666666666667	29113
3843	BUT	maar	1.0714285714285714	14635
3857	EGGSHELL	eierschaal	4.733333333333333	6836
3858	CONFUSED	verward	2.1333333333333333	27309
3884	PATIENT	geduldig	1.8	8337
3979	TADPOLE	kikkervisje	4.6	12417
3982	BREEZE	bries	3.857142857142857	3939
3994	PIANO (INSTRUMENT)	piano	4.933333333333334	19005
4008	SANDWICH	boterham	4.933333333333334	3739
4011	TRUCK	vrachtwagen	4.866666666666666	28134
4031	IRON (PRESSING)	strijkbout	4.25	24025
4035	SWEATER	trui	4.933333333333334	25554
418	FOR A LONG TIME	lang	3.4	13742
45	EVIL	kwaad	2.6666666666666665	13509
474	DRESS	jurk	4.466666666666667	11857
48	BE SILENT	stil	3.2	23752
487	SHY	schuw	2.6	22119
492	THREE	drie	3.2	6364
493	FIVE	vijf	3	27496
496	CUCUMBER	komkommer	4.866666666666666	13025
500	CRUEL	wreed	1.8666666666666667	29305
503	FROG	kikker	4.933333333333334	12413
504	LEARN	leren	2.7333333333333334	14011
505	PARENTS	ouders	3.066666666666667	18173
507	MELON	meloen	4.8	15158
509	CERTAIN	zeker	1.2	29542
522	WOLF	wolf	4.866666666666666	29218
537	TURBID	troebel	3.466666666666667	25491
539	NEST	nest	4.333333333333333	16269
544	SPICY	kruidig	3.6666666666666665	13394
55	WHISPER	fluisteren	3.6666666666666665	7795
571	STING	steken	3.6666666666666665	23617
578	KISS	zoenen	4.533333333333333	29775
58	LIQUID	vloeistof	4.2	27688
580	FUR	bont	4.466666666666667	3645
584	DIFFICULT	moeilijk	1.4666666666666666	15636
585	BOOT	laars	4.933333333333334	13615
587	ANT	mier	4.866666666666666	15370
588	BROKEN	kapot	3.066666666666667	12066
589	CLOSED	gesloten	3.3333333333333335	8830
590	NAKED	naakt	4.4	15957
592	PISS	plassen	4.133333333333334	19223
593	POTATO	aardappel	4.933333333333334	320
595	GROUNDNUT (PEANUT)	pinda	4.866666666666666	19097
600	STRANGE	eigenaardig	1.6	6842
604	GLASS	glas	4.733333333333333	9149
606	GRASS	gras	4.933333333333334	9412
609	HAIL	hagel	4.266666666666667	9683
614	HILL	heuvel	4.666666666666667	10241
615	HORSE	paard	4.933333333333334	18403
619	ANIMAL	dier	3.7333333333333334	5742
624	LAKE	meer	2.6	15048
625	LAMP	lamp	4.666666666666667	13696
628	LEAF	blad	4.866666666666666	3263
629	LEATHER	leer	4.071428571428571	13883
630	LIGHT (RADIATION)	licht	3.933333333333333	14109
634	MEAT	vlees	4.466666666666667	27629
635	MILK	melk	4.8	15139
639	MOUNTAIN	berg	4.733333333333333	2536
640	MUD	modder	4.6	15588
641	MUSHROOM	champignon	4.933333333333334	4429
647	PAINT (PIGMENTS)	lak	4.133333333333334	13672
648	PAPER	papier	4.733333333333333	18541
653	PLANT (VEGETATION)	planten	4.2	19213
654	PLASTIC	plastic	4.666666666666667	19225
658	RAIN (PRECIPITATION)	regen	4.6	20560
662	BATTERY	batterij	4.733333333333333	2023
665	BEE	bij	3.466666666666667	3038
666	RIVER	rivier	4.733333333333333	21015
667	ROAD	weg	4.066666666666666	28689
671	SAND	zand	4.933333333333334	29414
672	EARLY	pril	2.466666666666667	19803
673	SCHOOL	school	4.266666666666667	21914
674	MOUTH	mond	4.733333333333333	15693
677	AXE	bijl	4.866666666666666	3079
683	PERSON	persoon	3	18949
686	EASY	eenvoudig	1.6666666666666667	6740
687	NOTHING	niets	1.4666666666666666	16338
69	SOBER	sober	2.3333333333333335	22885
696	STIR	roeren	3.8666666666666667	21071
698	WISE	wijs	1.6	29055
699	SAD	droevig	2.3333333333333335	6414
700	CARRY	dragen	3.6666666666666665	6307
701	SLOW	traag	2.6	25308
704	CLEAN	proper	3.066666666666667	19954
706	DARK	donker	4	6027
707	REMEMBER	onthouden	2.066666666666667	17331
709	TEACH	onderwijzen	3.4	17042
710	WHEEL	wiel	4.933333333333334	29023
711	TALL	rijzig	2.066666666666667	20963
712	RICH	rijk	2.1333333333333333	20920
713	STEAL	stelen	3.3333333333333335	23621
715	SHOUT	schreeuwen	3.8666666666666667	22013
717	SWEET	zoet	4.266666666666667	29777
718	PAY	betalen	3.8666666666666667	2742
721	LOW	laag	2.8	13603
724	READ	lezen	3.933333333333333	14089
727	WHICH	welke	1.4	28824
730	SNAKE	slang	4.866666666666666	22506
732	YOUR (SINGULAR)	jouw	1.6666666666666667	11812
734	MAKE	maken	2.933333333333333	14733
735	OWL	uil	4.8	25727
737	LIGHT (IGNITE)	aansteken	3.8	223
739	FEED	voeren	3	27753
741	DRIVE	autorijden	4.333333333333333	1720
744	EGG	ei	5	6830
757	BUTTON	knoop	4.8	12888
763	SKIN	huid	4.666666666666667	10703
769	ROOF	dak	4.8	5224
771	HAT	hoed	4.933333333333334	10343
772	BELT	riem	4.733333333333333	20903
774	CABBAGE	kool	4.333333333333333	13063
777	FLUTE	fluit	4.466666666666667	7796
778	SMOKE (EXHAUST)	rook	4.666666666666667	21213
784	SNOW	sneeuw	4.8	22775
785	STRONG	sterk	2.7333333333333334	23679
787	SAIL	zeilen	4.4	29538
788	SOAP	zeep	4.866666666666666	29493
789	PEOPLE	mensen	3.8	15203
794	PEN	pen	5	18833
806	BLANKET	deken	4.733333333333333	5419
809	TROUSERS	broek	5	3977
816	HALF	half	2.933333333333333	9703
819	STOMACH	maag	4.533333333333333	14606
820	LAMB	lam	4.533333333333333	13681
825	AWAKE	wakker	3.066666666666667	28393
837	BLUE	blauw	4.533333333333333	3294
846	TIGER	tijger	5	24961
847	THIRSTY	dorst	3.2666666666666666	6247
850	SQUARE	vierkant	4.266666666666667	27476
857	STONE	steen	4.866666666666666	23588
864	PUMPKIN	pompoen	4.933333333333334	19503
868	BANANA	banaan	5	1904
871	RATTLESNAKE	ratelslang	4.6	20326
887	BITTER	bitter	3.933333333333333	3243
900	TRAIN	trein	5	25414
905	BORING	saai	2.1333333333333333	21426
906	TREE	boom	4.733333333333333	3661
908	DRUM	trommel	4.8	25512
920	GRAPE	druif	5	6470
922	PEAR	peer	4.866666666666666	18802
926	RICE	rijst	4.933333333333334	20945
928	EMBRACE	knuffelen	4.266666666666667	12907
93	DRAW MILK	melken	4.266666666666667	15141
937	BIRD	vogel	4.866666666666666	27787
943	WATERFALL	waterval	4.8	28579
944	SALMON	zalm	4.933333333333334	29410
946	BLOOD	bloed	4.8	3364
948	WATER	water	4.8	28522
96	CRAWL	kruipen	4.066666666666666	13406
961	PEBBLES	kiezel	4.733333333333333	12395
962	WOMAN	vrouw	4.2	28231
963	BOOK	boek	4.933333333333334	3504
964	WOOL	wol	4.6	29217
969	CIGARETTE	sigaret	4.733333333333333	22335
970	COCONUT	kokosnoot	4.866666666666666	12990
971	MUST	moeten	2	15649
972	BE ABLE	kunnen	1.6666666666666667	13468
975	SPINACH	spinazie	4.866666666666666	23197
977	ARROW	pijl	4.866666666666666	19053
978	WAVE	golf	4.466666666666667	9280
985	VINEGAR	azijn	4.8	1758
986	TOMATO	tomaat	4.866666666666666	25175
991	FRY	bakken	4.533333333333333	1845
996	DEAF	doof	2.933333333333333	6094
