			
113	SHORE	shore	L14536	land next to water body
113	SHORE	shore	L14537	fringe of land at the edge of a large body of water
			
1132	BEAM	beam	L16140	structural element capable of withstanding load by resisting bending
			
1133	MATCH	match	L4914	device for lighting fires
			
1134	DIVORCE	divorce	L13042	terminate a marital union
1134	DIVORCE	divorce	L13043	termination of a marital union
			
1135	KICK	kick	L347	physical strike using the leg, foot or knee
1135	KICK	kick	L8959	physical strike using the leg, foot or knee
			
1137	TENDON	sinew	L27071	material made from animal tendon, used especially as a cord or thread
			
1138	FAIRY	fairy	L7216	mythical being or legendary creature
			
1139	LEOPARD	leopard	L37061	type of large cat
			
1140	FATIGUE	fatigue	L33075	weariness
1140	FATIGUE	fatigue	L33077	make weary
			
1141	PITY	pity	L18149	sympathetic sorrow evoked by the suffering of others
1141	PITY	pity	L18150	sympathetic sorrow evoked by the suffering of others
			
1142	URINE	urine	L29041	liquid by-product of metabolism in the bodies of many animals, including humans
			
1143	OVEN	oven	L4922	thermally insulated chamber used for the heating, baking or drying of a substance
			
1149	ORPHAN	orphan	L38504	cause to become an orphan
1149	ORPHAN	orphan	L38503	child with no living parents
			
1151	VEIL	veil	L19157	any lightweight covering for the head or face or both
			
1152	BEGET	beget	L20916	father; sire; produce (a child)
			
1153	CATTLE	cattle	L30429	domesticated form of Aurochs
			
1154	OLIVE	olive	L24751	fruit of the olive tree
			
1155	CAVE	cave	L16219	natural underground space large enough for a human to enter
			
1157	BECAUSE	because	L3227	conjunction
			
1160	THIEF	thief	L28473	person who has stolen something
			
1161	THREAD	thread	L4963	a long string of fibre, typically used for sewing
			
1162	INTENTION	intention	L6138	mental state representing commitment to perform an action
			
1167	GRUEL	gruel	L23463	food consisting of cereal in water or milk
			
1169	OX	ox	L15663	common bovine draft and riding animal
			
1171	MIRROR	mirror	L12233	to reflect light or sound
1171	MIRROR	mirror	L12232	object that reflects light or sound
			
1172	SHOOT	shoot	L5946	new plant growth
1172	SHOOT	shoot	L27046	new plant growth
			
1174	YESTERDAY	yesterday	L3285	the day before today
			
1175	GHOST	ghost	L23370	soul or spirit of a dead person or animal that can appear to the living (for ghosts from a work of fiction see Q30061299)
			
1176	SPADE	spade	L4950	tool for digging
			
1177	DIARRHEA	diarrhea	L31755	medical disorder
			
1178	NOSTRIL	nostril	L41043	one of the two channels of the nose
			
1182	NOISE	noise	L24724	in signal processing, unwanted modifications to a signal
1182	NOISE	noise	L4648	Unwanted sound
			
1186	LAST (ENDURE)	last	L17786	final, ultimate, coming after all others of its kind
1186	LAST (ENDURE)	last	L4171	final, ultimate, coming after all others of its kind
			
1187	GOOSE	goose	L6424	common name, for a group of birds (use Q82562 for tribe Anserini)
			
1188	CHARCOAL	charcoal	L253898	form of dry art medium used by artists for their versatile properties such as the rough texture that leaves marks less permanent than other art media; made of finely ground organic materials that are held together by a gum or wax binder
			
119	DIVE	dive	L16661	(aviation) maneuver so that the aircraft loses altitude rapidly by pointing the nose down
119	DIVE	dive	L16660	aerial maneuver in which the aircraft loses altitude rapidly by pointing the nose down
			
1190	HARE	hare	L16887	mammal with long ears
			
1191	COOKED RICE	rice	L3751	cereal grain and seed of Oryza sativa
			
1198	MANY	many	L3231	more than a few
			
12	MIDDAY	midday	L33298	time of day
			
1200	HUSBAND	husband	L4140	male spouse
			
1201	FEATHER	feather	L4889	body-covering structure of birds
			
1202	BIG	big	L3413	large
			
1204	BARK	bark	L16130	vocalisation produced by canines and other mammals
1204	BARK	bark	L16129	external parenchymal tissue, located just below the epidermis in the primary structure of the stem
			
1205	TONGUE	tongue	L3547	mouth organ that tastes and facilitates speech
			
1208	CAT	cat	L7	domesticated subspecies of feline animal, commonly kept as a house pet
			
121	SPIN	spin	L2374	intrinsic form of angular momentum as a property of quantum particles
			
1210	HEAVY	heavy	L4123	not light mass/ weight
			
1211	HE	he	L485	male person or animal already known or implied
			
1215	THOU	you	L482	person spoken to or written to
			
1216	MOTHER	mother	L3625	female parent
			
1217	FATHER	father	L3624	male parent
1217	FATHER	father	L33074	be father to; sire; beget
			
1219	WORM	worm	L3346	animal that typically has a long tube-like body and no legs
			
122	CART	cart	L4758	vehicle with two wheels
			
1220	TAIL	tail	L13596	rear appendage of organism
1220	TAIL	tail	L3442	rear appendage of organism
			
1221	NOSE	nose	L24730	frontmost portion of an aircraft fuselage
1221	NOSE	nose	L3552	frontmost portion of an aircraft fuselage
			
1223	HEART	heart	L3545	organ regulating blood flow
			
1224	LIVER	liver	L24028	vital organ in vertebrates and some other animals
			
1227	BOARD	board	L3858	flat piece of solid material 
			
1228	EARTH (SOIL)	earth	L1130	planetary surface
			
123	FOREHEAD	forehead	L6427	area of the head between the eyebrows and the hairline
			
1231	NEW	new	L45766	make new
			
1232	WARM	warm	L19190	to increase the temperature of something, or to keep the temperature from decreasing, but not making it actually hot
1232	WARM	warm	L3298	having a higher than average temperature
			
1234	SMOOTH	smooth	L3637	hymenophore type
			
1235	WHO	who	L56	what person
			
1236	WHAT	what	L57	which thing, which object
			
1238	WHEN	when	L45026	at what time.
1238	WHEN	when	L61	at what time, in which moment
			
1239	HOW	how	L65	wich mode
			
1241	SOME	some	L46159	a certain proportion of, at least one
			
1245	BUTTER	butter	L4516	dairy product
			
1246	SMALL	little	L4101	small in discrete number
1246	SMALL	little	L4102	small in quantity
			
1248	EYE	eye	L3534	seeing organ
			
1250	JAGUAR	jaguar	L36944	type of large feline
			
1254	HANDLE	handle	L6054	part of device designed to be held
1254	HANDLE	handle	L6053	handle of a tool
			
1256	HEAD	head	L3532	part of animal holding the brain
			
1257	WING	wing	L17052	organ used for flying by numerous species
1257	WING	wing	L3331	part of an aircraft that enables it to stay in the air
			
1259	WEDDING	wedding	L7478	ceremony where people are united in marriage
			
1265	HIGH	high	L3975	very elevated; extending or being far above a base; tall; lofty
			
1266	BRIDE	bride	L21745	woman who is about to be married or who is newlywed to a man or woman
			
1268	YES	yes	L3282	A word used to show agreement or acceptance.
1268	YES	yes	L43974	linguistic particle used to show agreement, acceptance, consensus, appreciation or an affirmative opinion
			
1272	AUNT	aunt	L3265	sister of mother or father
			
1273	CANDLE	candle	L852	solid block of wax with embedded wick
			
1274	SALT	salt	L3574	A common substance, chemically consisting mainly of sodium chloride (NaCl), used extensively as a condiment and preservative. 
			
1275	ANSWER	answer	L42	reply; reaction to a question
1275	ANSWER	answer	L961	Demand a reply or response
			
1276	AUTUMN	autumn	L3266	one of the Earth's four temperate seasons, occurring between summer and winter
			
1280	FALL	falls	L33066	waterfall
			
1281	PRISON	prison	L3821	place in which people legally are physically confined and usually deprived of a range of personal freedoms
			
1284	BANK	bank	L3354	financial institution
			
1285	IMPORTANT	important	L4147	having relevant and crucial value
			
1286	HOT	hot	L3299	at a high temperature
			
1288	CAP	cap	L9708	brimless head covering, sometimes made with a visor
			
1289	BABY	baby	L3351	very young offspring of a human
			
129	CHOKE	choke	L22086	condition in horses in which the esophagus is blocked
			
1290	ELEPHANT	elephant	L7982	trunk-bearing large mammal
			
1292	BAD	bad	L3352	harmful or otherwise negative
			
1293	MISTAKE	mistake	L6191	concept in law
			
1296	WALKING STICK	cane	L16209	plant stem
			
1299	COFFEE	coffee	L7091	color
			
1300	COUNTRY	country	L3955	distinct region in geography; a broad term that can include political divisions or regions associated with distinct political characteristics
			
1302	FORK	fork	L7139	file system term in computer science
1302	FORK	fork	L3672	a separate chain spiting from a main blockchain
			
1303	FINGER	finger	L3544	organ of manipulation and sensation found in the hands of humans and other primates
1303	FINGER	finger	L33120	blame
			
1308	DOUBT	doubt	L4580	status between belief and disbelief, involves uncertainty or distrust in an alleged fact, action, motive, or decision
1308	DOUBT	doubt	L4472	status between belief and disbelief, involves uncertainty or distrust in an alleged fact, action, motive, or decision
			
131	FESTIVAL	festival	L12273	celebration that focuses upon a theme, and may run for hours to weeks
			
1311	VERY	very	L3424	To a great extent or degree; extremely; exceedingly.
			
1312	FOX	fox	L14826	small to medium-sized omnivorous mammal belonging to the family Canidae
			
1313	MOON	moon	L2884	the natural satellite object spin around the earth
			
1315	RADIO	radio	L6057	communications medium
1315	RADIO	radio	L25185	communicate by radio technology
			
1316	TENT	tent	L14507	temporary building which can be easily dismantled and which is portable
			
1318	CHICKEN	chicken	L30488	type of meat
1318	CHICKEN	chicken	L30489	domesticated bird, primarily a source of food
1318	CHICKEN	chicken	L4774	type of meat
			
132	SAUCE	sauce	L25412	liquid, creaming or semi-solid food served on or used in preparing other foods
			
1320	APPLE	apple	L3257	a fruit of a tree of the genus Malus
			
1322	BREAKFAST	breakfast	L3986	first meal eaten in the early morning
			
1323	CLOCK	clock	L4764	instrument that measures the passage of time
			
1324	SLIP	slip	L18462	woman's undergarment warn beneath a dress or skirt
			
1326	DOWN	down	L31929	soft feathers or fur
			
1329	TOMORROW	tomorrow	L3284	the day after today
			
133	WEAVE	weave	L29109	manner in which threads in a textile are interwoven
			
1332	NEIGHBOUR	neighbour	L6462	geographically-nearby person or other occupant
			
1335	WHITE	white	L3272	color
1335	WHITE	white	L29141	color
			
1339	MORNING	morning	L4035	period of time between sunrise and noon
			
134	FAULT	fault	L10825	abnormal condition or defect at the component, equipment, or sub-system level which may lead to an equipment failure
			
1343	SUN	sun	L3322	a star
			
1344	RAM	ram	L15691	male sheep
1344	RAM	ram	L15692	male sheep
			
1345	EWE	ewe	L14806	female sheep
			
1346	THROAT	throat	L3540	anterior part of the neck, in front of the vertebra
			
1347	NAPE (OF NECK)	nape	L18038	back of neck, important in some non-human mammals
			
1349	CHURCH	church	L3927	a denomination of Christianity
			
135	BOOMERANG	boomerang	L30274	thrown weapon
			
1350	MONKEY	monkey	L4915	animal of the "higher primates" (the simians), but excluding the apes
			
1353	HOUR	hour	L2508	period of time
			
1356	NUMBER	number	L37935	take a count of
1356	NUMBER	number	L4321	mathematical object used to count, label, and measure
			
1358	ENEMY	enemy	L9545	individual or a group that is verified as forcefully adverse or threatening
			
136	HERE	here	L4124	In, on, or at this place
			
1360	DUCK	duck	L4543	common name for many species in the bird family Anatidae
			
1361	TOOL	tool	L2236	physical item that can be used to achieve a goal
			
1362	STREET	street	L3709	public thoroughfare in a built environment
			
1363	VOICE	voice	L29088	human voice as instrument
1363	VOICE	voice	L3426	a distinctive way in which an individual speaks
			
1365	KITCHEN	kitchen	L4167	space primarily used for preparation and storage of food
			
1366	BOY	boy	L3339	male child
			
1367	CROSS	cross	L5875	decoration located at the highest level of a crown
1367	CROSS	cross	L5873	decoration located at the highest level of a crown
1367	CROSS	cross	L5874	term in football
			
1368	BREAD	bread	L3865	baked food made from grain and (usually) yeast
			
1369	GOLD	gold	L34874	colored like gold
1369	GOLD	gold	L4592	a precious metal with atomic number 79
			
137	COCA	coca	L58652	type of plant
			
1370	MONTH	month	L2502	unit of time
			
1371	KNEE	knee	L4910	region around the kneecap
			
1372	MEDICINE	medicine	L9464	study of health
			
1373	TEA	tea	L5355	type of beverage
			
1375	WINDOW	window	L3327	visual area containing some kind of user interface
			
1376	NOW	now	L3208	word which usually refers to the present time
			
1378	SPOON	spoon	L3674	musical instrument
			
1379	TELEPHONE	phone	L1118	telephone; device for transmitting sound across distance and often capable of running software
			
1380	TOOTH	tooth	L28932	hard, calcified structure found in the jaws (or mouths) of many vertebrates and used to break down food
1380	TOOTH	tooth	L3538	one in a row of physical projections, by analogy with teeth in organisms
			
1381	SHOE	shoe	L3616	a protective covering for the foot
			
1383	GRANDFATHER	grandfather	L5495	a parent's father
			
1384	SECOND	second	L2499	ordinal number for 2
			
1385	PEPPER	pepper	L3717	secret added to an input such as a password prior to being hashed with a cryptographic hash function and not stored alongside the hashed output (unlike a salt)
			
1387	ARRIVE	arrive	L3262	reach; get to a certain place
			
1388	SHADE	shade	L4688	shape created by some blocking of sunlight
1388	SHADE	shade	L14509	shape created by some blocking of sunlight
			
139	GUMS	gum	L14885	sap or other resinous material associated with certain species of the plant kingdom
139	GUMS	gum	L14884	sap or other resinous material associated with certain species of the plant kingdom
			
1391	TOWN	town	L3561	settlement that is bigger than a village but smaller than a city
			
1392	LOUSE	louse	L7984	order of insects
			
1393	HORN (ANATOMY)	horn	L4903	material
			
1394	BONE	bone	L3698	rigid internal body part
			
1399	CLAY	clay	L16245	soft rock based compound often used for sculpture and tools
			
14	YOKE	yoke	L17027	wooden beam used on the necks of a pair of oxen or other animals to enable them to pull together on a load
			
1401	DRINK	drink	L4581	kind of liquid which is specifically prepared for human consumption
1401	DRINK	drink	L1341	consume liquid
			
1402	BREAST	breast	L9707	region of the torso of a primate containing the mammary gland
			
1404	STRAIGHT	straight	L3705	poker hand
			
1405	NAME	name	L1300	word used for identification of a specific entity
1405	NAME	name	L316	word or term used for identification
			
1411	LIE (REST)	lie	L6121	intentionally false statement to a person or group made by another person or group who knows it is not wholly the truth
1411	LIE (REST)	lie	L4181	place horizontally
1411	LIE (REST)	lie	L4180	express a falsehood
			
1424	YELLOW	yellow	L3268	color
			
1425	GREEN	green	L34914	become more green
			
1427	BEAUTIFUL	beautiful	L3360	of quality that is pleasing to human senses
			
1429	FULL	full	L34638	process cloth
			
1430	STAR	star	L2151	polygon
			
1438	FOOL	fool	L5088	stock character
			
1439	SWIM	swim	L344	move through the water, without touching the bottom; to propel oneself in water by natural means
			
144	MACHINE	machine	L37160	fabricate
144	MACHINE	machine	L4190	device employing power to achieve desired forces and/or motion
			
1441	FLY (MOVE THROUGH AIR)	fly	L277	common name of small flying insects, especially Diptera
1441	FLY (MOVE THROUGH AIR)	fly	L1288	common name of small flying insects, especially Diptera
			
1442	STAND	stand	L1344	be standing; be upright; support oneself in an erect position
1442	STAND	stand	L28006	support furniture; object designed to support or display another object; examples are small tablelike pieces of furniture used for holding or displaying objects
			
1447	GIVE	give	L3230	(ditransitive) To move, shift, provide something abstract or concrete to someone or something or somewhere
			
1450	ROOM	room	L3330	distinguishable space within a building or other structure
			
1451	SMILE	smile	L3636	to have a smile on one's face
1451	SMILE	smile	L5889	conscious or subconscious facial muscular movement conveying mirth or pleasure
			
1453	WASH	wash	L19195	visual arts technique
1453	WASH	wash	L3300	visual arts technique
			
1460	IN	in	L2987	located within
			
10	FIREWOOD	firewood	L82656	wood cut to be burned for heat
			
1000	ANXIETY	anxiety	L12725	emotion characterized by an unpleasant state of inner turmoil
			
1104	NURSE	nurse	L2483	type of health care provider
1104	NURSE	nurse	L6968	type of health care provider
			
1242	FEW	few	L1307	less than many
			
1247	EAR	ear	L3535	organ that detects sound; organ of hearing and balance
			
1306	QUEEN	queen	L1380	chess piece, able to move any number of squares vertically, horizontally or diagonally
1306	QUEEN	queen	L25057	chess piece, able to move any number of squares vertically, horizontally or diagonally
			
1338	PEACE	peace	L3785	state of harmony characterized by lack of violent conflict and freedom from fear of violence
			
1464	LADDER	ladder	L8915	vertical set of rungs or steps
			
1465	BOX	box	L30286	seating area in a theater
1465	BOX	box	L1129	variety of container
			
1467	CIRCLE	circle	L3675	simple curve of Euclidean geometry
			
1470	FOLD	fold	L4479	bend something on itself
1470	FOLD	fold	L14089	sharp bend or curve in a material such that it lays over itself
			
1472	KEY	key	L1131	tonic note and chord of a musical piece
1472	KEY	key	L23962	piece of information in cryptography
			
1473	FIST	fist	L16741	hand with the fingers curled into the palm
			
1474	SEA	sea	L3578	large expanse of water
			
1475	COMB	comb	L4767	decorative ornament for the hair having two or more teeth for securing the ornament
			
1476	CHAIR	chair	L3916	item of furniture used to sit on
			
1477	KEEP	keep	L16999	fortified medieval tower
			
1479	DOLPHIN	dolphin	L31884	aquatic mammal
			
148	ITCH	itch	L16965	sensation that causes the desire or reflex to scratch
148	ITCH	itch	L16966	sensation that causes the desire or reflex to scratch
			
1480	BODY	body	L3531	physical structure of a living creature
			
1481	HAMMER	hammer	L4895	tool to provide an impact, e.g., for entering a nail into wood
			
1486	PLANT (SOMETHING)	plant	L3795	multicellular eukaryote of the kingdom Plantae
			
1488	FAUCET	faucet	L33079	device to provide water on demand
			
1490	RAT	rat	L3728	several  genera of rodents
			
1491	MOUSE	mouse	L1119	any small rodent of the genus Mus
			
1496	GRANDMOTHER	grandmother	L5496	a parent's mother
			
1498	TWO	two	L329	the number 2
			
1499	JUICE	juice	L23945	any liquid squeezed from a solid
			
1502	GOAT	goat	L2135	subspecies of C. aegagrus domesticated from the wild goat of Southwest Asia and Eastern Europe
			
1505	SPERM	sperm	L27947	male reproductive cells
			
1507	FRUIT	fruit	L4591	food, edible in the raw state
			
1508	KING	emperor	L32503	type of ruler
			
1509	MOSQUITO	mosquito	L37654	small biting insect
			
151	RAZOR	razor	L25204	bladed tool or device to remove body hair
			
1510	CHIN	chin	L4763	facial feature
			
1511	ROOSTER	rooster	L221365	male chicken
			
1513	THINK (BELIEVE)	think	L3212	consider, judge, regard, or look upon (something) as
			
1517	WASP	wasp	L19196	members of the order Hymenoptera which are not ants nor bees
			
152	HOOF	hoof	L16932	horn structure which surrounds the distal phalange in odd-toed ungulates (horses, donkeys and zebras)
			
1521	SEEM	seem	L3581	to apparently be a certain way
			
1522	SOCK	sock	L3617	item of clothing for the feet
			
1525	COAST	coast	L8956	area where land meets the sea or ocean
			
1527	TICK	tick	L18748	covering for a mattress or pillow, stuffed with feathers, down, or other material
			
153	GREY	grey	L3275	color between black and white
			
1531	BRANCH	limb	L7176	moved by muscles paired appendages, which consist of different members
			
1534	FEVER	fever	L23061	common medical sign characterized by elevated body temperature
			
1535	SWORD	sword	L28388	bladed weapon
			
1539	BASKET	basket	L3355	container which is traditionally constructed from stiff fibres
1539	BASKET	basket	L245646	goal in basketball, generally attached to the backboard
			
154	UDDER	udder	L29001	mammary glands of female quadruped mammals
			
1543	SNAIL	snail	L27887	mollusc
			
1545	HOST	host	L2259	a person responsible for guests at an event or for providing hospitality during it
1545	HOST	host	L16938	person who provides the venue for an event
			
1547	SOUP	soup	L3646	primarily liquid food
			
1548	UGLY	ugly	L5521	aesthetic concept
			
1550	PREVENT	prevent	L5969	stop; keep from
			
1554	MAN	man	L3337	adult male human
			
1556	YOLK	yolk	L17026	yolk, central part of all eggs
			
1557	BEGINNING	beginning	L30105	place where something begins
			
1558	SIMILAR	similar	L5441	that which is similar to, or resembles, something else, as in quality, form, etc
			
1559	MONEY	money	L4211	object or record accepted as payment
			
156	RED	red	L3271	primary color between orange and magenta
156	RED	red	L16617	A type of color.
			
1560	FACE	face	L4049	part of the body at the front of the head
1560	FACE	face	L4048	part of the body at the front of the head
			
1562	MIND	mind	L4206	combination of cognitive faculties that provides consciousness, thinking, reasoning, perception, and judgement in humans and potentially other life forms
1562	MIND	mind	L4205	combination of cognitive faculties that provides consciousness, thinking, reasoning, perception, and judgement in humans and potentially other life forms
			
1565	HEAVEN	heaven	L156252	the sky
			
1569	CHEESE	cheese	L4517	milk-based food product
			
157	DYE	dye	L14787	soluble chemical substance or natural material which can impart color to other materials
157	DYE	dye	L14788	impart color to a material
			
1571	SELL	sell	L5351	give something in exchange for money
			
1574	FLOAT	float	L349	bartending technique
1574	FLOAT	float	L13225	buoyant object used to indicate liquid level
			
1575	COCKROACH	cockroach	L270302	insects of certain families of the order Blattodea
			
1577	AND	and	L1385	joins words and sentence parts together
			
1579	BE	be	L1883	exist
			
1583	BRAIN	brain	L21728	organ that serves as the center of the nervous system in all vertebrate and most invertebrate animals
1583	BRAIN	brain	L3695	organ that serves as the center of the nervous system in all vertebrate and most invertebrate animals
			
1584	BLISTER	blister	L30251	small pocket of fluid within the upper layers of the skin
			
1587	SMELL (STINK)	stink	L28032	odor perceived as unpleasant by humans
			
1588	TURN	turn	L4705	in turn-based games, an opportunity for one player or team to take an action
1588	TURN	turn	L3568	reversal of direction of travel by a swimmer
			
1589	HUMMINGBIRD	hummingbird	L35964	type of bird
			
1592	CHEST	chest	L4762	part of the anatomy of humans and various other animals
			
1594	FLOUR	flour	L23151	powder which is made by grinding cereal grains
			
1595	SOUTH	south	L3314	one of the four cardinal directions
			
1596	LOCK	lock	L7733	device for raising and lowering boats or ships
1596	LOCK	lock	L1132	an object designed to prevent something from being opened or accessed, typically without a key
			
1597	AIRPLANE	airplane	L6483	powered heavier-than-air aircraft with fixed wings
			
1598	NORTH	north	L3312	one of the four cardinal directions
			
1599	WORD	word	L3345	smallest linguistic element that may be uttered in isolation with semantic or pragmatic content
			
16	SLED	sled	L18459	one person sled used for natural track luge competitions
16	SLED	sled	L18460	one person sled used for artificial track luge competitions
			
160	SET (HEAVENLY BODIES)	set	L5205	unit of scoring in tennis
			
1600	SKIRT	skirt	L13295	garment of varying length extending from the waist or hip and covering a part of the lower body. Also, the lower part of a dress, coat, or other garment
1600	SKIRT	skirt	L3631	garment of varying length extending from the waist or hip and covering a part of the lower body. Also, the lower part of a dress, coat, or other garment
			
1605	SKULL	skull	L27089	bony structure that forms the skeleton of head in most vertebrates
			
1609	IDEA	idea	L3429	image of an object that is formed in the mind
			
1610	PROSTITUTE	prostitute	L41341	act as a prostitute
1610	PROSTITUTE	prostitute	L41340	person who has sex for money
			
1612	LETTER	letter	L4178	grapheme in an alphabetic system of writing
			
1613	COLOR	color	L1347	visual perception of light wavelengths
			
1614	SUMMIT	summit	L42771	reach the highest point
1614	SUMMIT	summit	L42764	highest point
			
1615	ESCAPE	escape	L7247	response to distress
1615	ESCAPE	escape	L7248	break free from confinement or control
			
1616	CLOTH	cloth	L4521	any textile that is woven, felted, knit, pounded, or otherwise made into a flat piece
			
1618	GRANDSON	grandson	L12942	male grandchild, son's or daughter's son. Avoid using with P1038: add item for child instead and list there (both with P40)
			
1619	GRANDDAUGHTER	granddaughter	L12943	a child's female daughter
			
1621	SNEEZE	sneeze	L3638	reflexively and convulsively expel air from the lungs through the nose and mouth
			
1622	SHIRT	shirt	L3614	garment for the upper body
			
1623	SPEAK	spoke	L27969	part of a wheel extending radially from the hub to the rim
			
1624	EMPTY	empty	L7514	absent of something
			
163	BLACK	black	L3273	darkest color
			
1631	FAST	fast	L33070	abstain from nourishment
1631	FAST	fast	L33071	period of avoiding nourishment
			
1632	FLOOR	floor	L3328	surface of a house
			
1633	FLAT	flat	L5062	relatively level surface of land within a region of greater relief
1633	FLAT	flat	L5061	relatively level surface of land within a region of greater relief
			
1638	TRUTH	truth	L6120	what is in accord with fact or reality
			
1639	BEER	beer	L2304	alcoholic drink
			
1640	SIBLING	sibling	L72060	one of two or more individuals having one or both parents in common
			
1641	SILK	silk	L4691	textile spun, plied, knitted or woven from silk fiber
			
1643	COUSIN	cousin	L12941	any descendant of an ancestor's sibling
			
1645	SHORT	short	L27047	practice of selling securities or other financial instruments that are not currently owned
			
1646	GIRL	girl	L3340	young human female
			
1647	FOAL	foal	L16780	young horse
			
1648	ANVIL	anvil	L20040	metalworking tool
			
1651	TEAR (OF EYE)	tear	L7221	rip apart
1651	TEAR (OF EYE)	tear	L7222	secretion that cleans and lubricates the eyes
1651	TEAR (OF EYE)	tear	L7223	secrete liquid from the eyes
			
