ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	GLOSS_IN_SOURCE	LINKED_CONCEPTS	TARGET_CONCEPTS	SHIFTS	DOMAIN	ALIAS	DEFINITION
Zalizniak-2024-4583-42	42	2469	AGAINST	against		"""[]"""	"""[]"""				
Zalizniak-2024-4583-43	43	1789	AGE	age		"""[]"""	"""[]"""				
Zalizniak-2024-4583-44	44			age group		"""[]"""	"""[]"""				
Zalizniak-2024-4583-45	45			ahead		"""[]"""	"""[]"""				
Zalizniak-2024-4583-46	46			aim, goal		"""[]"""	"""[]"""				
Zalizniak-2024-4583-47	47	27	AIR	air		"""[]"""	"""[]"""				
Zalizniak-2024-4583-48	48			*air, atmosphere		"""[]"""	"""[]"""				
Zalizniak-2024-4583-49	49	1597	AIRPLANE	airplane		"""[]"""	"""[]"""				
Zalizniak-2024-4583-50	50			ajvar (vegetable dish)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-51	51			albugo, wall-eye		"""[]"""	"""[]"""				
Zalizniak-2024-4583-52	52	3439	WHITE (OF EGGS)	albumen, white of an egg		"""[]"""	"""[]"""				
Zalizniak-2024-4583-53	53			alder (tree)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-54	54			algae		"""[]"""	"""[]"""				
Zalizniak-2024-4583-55	55			alike		"""[]"""	"""[]"""				
Zalizniak-2024-4583-56	56	1422	BE ALIVE	alive		"""[]"""	"""[]"""				
Zalizniak-2024-4583-57	57			All Saints' Day		"""[]"""	"""[]"""				
Zalizniak-2024-4583-58	58			all, whole		"""[]"""	"""[]"""				
Zalizniak-2024-4583-59	59	3815	ALMOND	almond		"""[]"""	"""[]"""				
Zalizniak-2024-4583-60	60	4046	ALMOST	almost		"""[]"""	"""[]"""				
Zalizniak-2024-4583-61	61			Aloe vera (plant)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-62	62	1964	ALONE	alone		"""[]"""	"""[]"""				
Zalizniak-2024-4583-63	63	2576	ALREADY	already		"""[]"""	"""[]"""				
Zalizniak-2024-4583-64	64			*already		"""[]"""	"""[]"""				
Zalizniak-2024-4583-65	65			alternate-leaved golden-saxifrage		"""[]"""	"""[]"""				
Zalizniak-2024-4583-66	66	4045	ALTHOUGH	although		"""[]"""	"""[]"""				
Zalizniak-2024-4583-67	67	3385	ALUMINIUM	aluminium		"""[]"""	"""[]"""				
Zalizniak-2024-4583-68	68	1676	ALWAYS	always		"""[]"""	"""[]"""				
Zalizniak-2024-4583-69	69	1863	AMAZING	amazing		"""[]"""	"""[]"""				
Zalizniak-2024-4583-70	70			amber		"""[]"""	"""[]"""				
Zalizniak-2024-4583-71	71			ambience, vibe		"""[]"""	"""[]"""				
Zalizniak-2024-4583-72	72	65	AMBUSH	ambush		"""[]"""	"""[]"""				
Zalizniak-2024-4583-73	73			American		"""[]"""	"""[]"""				
Zalizniak-2024-4583-74	74			Amorphophallus paeoniifolius		"""[]"""	"""[]"""				
Zalizniak-2024-4583-75	75			anathema		"""[]"""	"""[]"""				
Zalizniak-2024-4583-76	76	1669	ANCESTORS	ancestor		"""[]"""	"""[]"""				
Zalizniak-2024-4583-77	77	1870	ANCHOR	anchor		"""[]"""	"""[]"""				
Zalizniak-2024-4583-78	78			anemic		"""[]"""	"""[]"""				
Zalizniak-2024-4583-79	79			anemone (Anemone)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-80	80			angel		"""[]"""	"""[]"""				
Zalizniak-2024-4583-81	81	82	ANGER	anger		"""[]"""	"""[]"""				
Zalizniak-2024-4583-82	82			*anger		"""[]"""	"""[]"""				
Zalizniak-2024-4583-83	83	1826	ANGRY	angry		"""[]"""	"""[]"""				
Zalizniak-2024-4583-84	84			Anguis fragilis		"""[]"""	"""[]"""				
Zalizniak-2024-4583-85	85			*animal		"""[]"""	"""[]"""				
Zalizniak-2024-4583-86	86			animal bladder		"""[]"""	"""[]"""				
Zalizniak-2024-4583-87	87			animal yield		"""[]"""	"""[]"""				
Zalizniak-2024-4583-88	88	803	ANKLE	ankle		"""[]"""	"""[]"""				
Zalizniak-2024-4583-89	89			ankle bone for playing		"""[]"""	"""[]"""				
Zalizniak-2024-4583-90	90			annoying		"""[]"""	"""[]"""				
Zalizniak-2024-4583-91	91	587	ANT	ant		"""[]"""	"""[]"""				
Zalizniak-2024-4583-92	92	181	ANTEATER	anteater		"""[]"""	"""[]"""				
Zalizniak-2024-4583-93	93	3674	ANTELOPE	antelope		"""[]"""	"""[]"""				
Zalizniak-2024-4583-94	94			anthrax		"""[]"""	"""[]"""				
Zalizniak-2024-4583-95	95			antimony		"""[]"""	"""[]"""				
Zalizniak-2024-4583-96	96	1648	ANVIL	anvil (of a blacksmith)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-97	97	1000	ANXIETY	anxiety		"""[]"""	"""[]"""				
Zalizniak-2024-4583-98	98			any		"""[]"""	"""[]"""				
Zalizniak-2024-4583-99	99			aorta		"""[]"""	"""[]"""				
Zalizniak-2024-4583-100	100			apartment, flat		"""[]"""	"""[]"""				
Zalizniak-2024-4583-101	101			apical ancestor		"""[]"""	"""[]"""				
Zalizniak-2024-4583-102	102	1017	APPEARANCE	appearance; look		"""[]"""	"""[]"""				
Zalizniak-2024-4583-103	103			appetite		"""[]"""	"""[]"""				
Zalizniak-2024-4583-104	104	1320	APPLE	apple		"""[]"""	"""[]"""				
Zalizniak-2024-4583-105	105			approximately		"""[]"""	"""[]"""				
Zalizniak-2024-4583-106	106	3730	APRICOT	apricot		"""[]"""	"""[]"""				
Zalizniak-2024-4583-107	107	2847	APRIL	April		"""[]"""	"""[]"""				
Zalizniak-2024-4583-108	108			Aquarius (constellation)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-109	109	3193	CROSSBOW	arbalest, crossbow		"""[]"""	"""[]"""				
Zalizniak-2024-4583-110	110			arc		"""[]"""	"""[]"""				
Zalizniak-2024-4583-111	111			Arctic fox		"""[]"""	"""[]"""				
Zalizniak-2024-4583-112	112			Aries		"""[]"""	"""[]"""				
Zalizniak-2024-4583-113	113	1673	ARM	arm		"""[]"""	"""[]"""				
Zalizniak-2024-4583-114	114	1885	ARMADILLO	armadillo		"""[]"""	"""[]"""				
Zalizniak-2024-4583-115	115	1886	ARMPIT	armpit		"""[]"""	"""[]"""				
Zalizniak-2024-4583-116	116	1561	ARMY	army		"""[]"""	"""[]"""				
Zalizniak-2024-4583-117	117			arrogance		"""[]"""	"""[]"""				
Zalizniak-2024-4583-118	118	4067	ARROGANT	arrogant		"""[]"""	"""[]"""				
Zalizniak-2024-4583-119	119	977	ARROW	arrow		"""[]"""	"""[]"""				
Zalizniak-2024-4583-120	120			arrow fletching		"""[]"""	"""[]"""				
Zalizniak-2024-4583-121	121			arterial (blood)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-122	122	1925	ARTERY	artery		"""[]"""	"""[]"""				
Zalizniak-2024-4583-123	123			artichoke		"""[]"""	"""[]"""				
Zalizniak-2024-4583-124	124			as, like		"""[]"""	"""[]"""				
Zalizniak-2024-4583-125	125			ash (tree)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-126	126	646	ASH	ashes		"""[]"""	"""[]"""				
Zalizniak-2024-4583-127	127			Asiatic dock		"""[]"""	"""[]"""				
Zalizniak-2024-4583-128	128			asleep		"""[]"""	"""[]"""				
Zalizniak-2024-4583-129	129			asp (fish)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-130	130	903	ASPEN	aspen		"""[]"""	"""[]"""				
Zalizniak-2024-4583-131	131			asphodel		"""[]"""	"""[]"""				
Zalizniak-2024-4583-132	132			aspic (dish)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-133	133			assistant		"""[]"""	"""[]"""				
Zalizniak-2024-4583-134	134	3837	ASTRINGENT	astringent		"""[]"""	"""[]"""				
Zalizniak-2024-4583-135	135			atheist		"""[]"""	"""[]"""				
Zalizniak-2024-4583-136	136	722	ATTACK	attack (n.)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-137	137			attack of disease		"""[]"""	"""[]"""				
Zalizniak-2024-4583-138	138	1908	ATTENTIVE	attentive		"""[]"""	"""[]"""				
Zalizniak-2024-4583-139	139	3423	DRILL	auger, gimlet		"""[]"""	"""[]"""				
Zalizniak-2024-4583-140	140	2851	AUGUST	August		"""[]"""	"""[]"""				
Zalizniak-2024-4583-141	141	1272	AUNT	aunt		"""[]"""	"""[]"""				
Zalizniak-2024-4583-142	142			aunt (father's brother's wife)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-143	143	2691	PATERNAL AUNT (FATHER'S SISTER)	aunt (father's sister)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-144	144	2172	MATERNAL AUNT (WIFE OF MOTHER'S BROTHER)	aunt (mother's brother's wife)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-145	145	2693	MATERNAL AUNT (MOTHER'S SISTER)	aunt (mother's sister)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-146	146			auricle		"""[]"""	"""[]"""				
Zalizniak-2024-4583-147	147			author		"""[]"""	"""[]"""				
Zalizniak-2024-4583-148	148	1111	CAR	automobile		"""[]"""	"""[]"""				
Zalizniak-2024-4583-149	149	1276	AUTUMN	autumn		"""[]"""	"""[]"""				
Zalizniak-2024-4583-150	150			autumn fall of the leaves		"""[]"""	"""[]"""				
Zalizniak-2024-4583-151	151	825	AWAKE	awake		"""[]"""	"""[]"""				
Zalizniak-2024-4583-152	152			award		"""[]"""	"""[]"""				
Zalizniak-2024-4583-153	153			away		"""[]"""	"""[]"""				
Zalizniak-2024-4583-154	154	278	AWL	awl		"""[]"""	"""[]"""				
Zalizniak-2024-4583-155	155			awn		"""[]"""	"""[]"""				
Zalizniak-2024-4583-156	156	677	AXE	axe		"""[]"""	"""[]"""				
Zalizniak-2024-4583-157	157	1769	AXLE	axle		"""[]"""	"""[]"""				
Zalizniak-2024-4583-158	158	3344	SIDE (BODY)	(body) side		"""[]"""	"""[]"""				
Zalizniak-2024-4583-159	159	904	BERRY	berry		"""[]"""	"""[]"""				
Zalizniak-2024-4583-160	160	731	BEVERAGE	beverage, drink		"""[]"""	"""[]"""				
Zalizniak-2024-4583-161	161	937	BIRD	bird		"""[]"""	"""[]"""				
Zalizniak-2024-4583-162	162			blood-sucking insect		"""[]"""	"""[]"""				
Zalizniak-2024-4583-163	163	2213	BODY PART	body part		"""[]"""	"""[]"""				
Zalizniak-2024-4583-164	164	3396	BUILDING	building		"""[]"""	"""[]"""				
Zalizniak-2024-4583-165	165			babble-tube		"""[]"""	"""[]"""				
Zalizniak-2024-4583-166	166	1289	BABY	baby		"""[]"""	"""[]"""				
Zalizniak-2024-4583-167	167	2513	CHICKEN CHICK	baby chicken		"""[]"""	"""[]"""				
Zalizniak-2024-4583-168	168	1291	BACK	back (body part)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-169	169			back of the axe head		"""[]"""	"""[]"""				
Zalizniak-2024-4583-170	170	523	BACK OF HEAD	back of the head		"""[]"""	"""[]"""				
Zalizniak-2024-4583-171	171			back vowels (linguistics)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-172	172	805	SPINE	backbone		"""[]"""	"""[]"""				
Zalizniak-2024-4583-173	173			backdrop (visual)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-174	174			backside		"""[]"""	"""[]"""				
Zalizniak-2024-4583-175	175	2911	BACKWARD	backwards		"""[]"""	"""[]"""				
Zalizniak-2024-4583-176	176	1292	BAD	bad		"""[]"""	"""[]"""				
Zalizniak-2024-4583-177	177	3764	BAD OR EVIL	bad (ethically)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-178	178	56	BAD LUCK	bad luck		"""[]"""	"""[]"""				
Zalizniak-2024-4583-179	179	2197	BAD PERSON	bad person		"""[]"""	"""[]"""				
Zalizniak-2024-4583-180	180			*bad smell, stench		"""[]"""	"""[]"""				
Zalizniak-2024-4583-181	181			bad weather		"""[]"""	"""[]"""				
Zalizniak-2024-4583-182	182			*bad weather		"""[]"""	"""[]"""				
Zalizniak-2024-4583-183	183	42	STINKING	bad-smelling, stinking		"""[]"""	"""[]"""				
Zalizniak-2024-4583-184	184	3717	BADGER	badger (Meles)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-185	185			bagpipes		"""[]"""	"""[]"""				
Zalizniak-2024-4583-186	186			balance weight on scale		"""[]"""	"""[]"""				
Zalizniak-2024-4583-187	187	1125	BALD	bald		"""[]"""	"""[]"""				
Zalizniak-2024-4583-188	188			bald spot		"""[]"""	"""[]"""				
Zalizniak-2024-4583-189	189			bald-coot (Fulica atra)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-190	190	1927	BAMBOO	bamboo		"""[]"""	"""[]"""				
Zalizniak-2024-4583-191	191	2494	BAMBOO SHOOT	bamboo sprout		"""[]"""	"""[]"""				
Zalizniak-2024-4583-192	192			banana flower		"""[]"""	"""[]"""				
Zalizniak-2024-4583-193	193	3310	SHORE OR BANK	bank, shore		"""[]"""	"""[]"""				
Zalizniak-2024-4583-194	194	524	BARBEL	barbel		"""[]"""	"""[]"""				
Zalizniak-2024-4583-195	195			barberry		"""[]"""	"""[]"""				
Zalizniak-2024-4583-196	196			bare (feet)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-197	197			bareback		"""[]"""	"""[]"""				
Zalizniak-2024-4583-198	198	1204	BARK	bark (of a tree)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-199	199	932	BARLEY	barley		"""[]"""	"""[]"""				
Zalizniak-2024-4583-200	200	2548	BARREL	barrel		"""[]"""	"""[]"""				
Zalizniak-2024-4583-201	201			barrel (of a gun)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-202	202			barren (of animals)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-203	203			barrier		"""[]"""	"""[]"""				
Zalizniak-2024-4583-204	204			base (geometry)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-205	205			base for beheading		"""[]"""	"""[]"""				
Zalizniak-2024-4583-206	206	915	SINK (BASIN)	basin (vessel)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-207	207	831	BASE	basis		"""[]"""	"""[]"""				
Zalizniak-2024-4583-208	208	1539	BASKET	basket		"""[]"""	"""[]"""				
Zalizniak-2024-4583-209	209			bass, low-pitched voice		"""[]"""	"""[]"""				
Zalizniak-2024-4583-210	210	3950	LIBER (INNER BARK)	bast, the layer under the bark		"""[]"""	"""[]"""				
Zalizniak-2024-4583-211	211	1947	BASTARD	bastard		"""[]"""	"""[]"""				
Zalizniak-2024-4583-212	212	1793	BAT	bat		"""[]"""	"""[]"""				
Zalizniak-2024-4583-213	213			bath		"""[]"""	"""[]"""				
Zalizniak-2024-4583-214	214			bathroom		"""[]"""	"""[]"""				
Zalizniak-2024-4583-215	215			battering-ram		"""[]"""	"""[]"""				
Zalizniak-2024-4583-216	216	662	BATTERY	battery		"""[]"""	"""[]"""				
Zalizniak-2024-4583-217	217	579	BATTLE	battle		"""[]"""	"""[]"""				
Zalizniak-2024-4583-218	218	1860	BEAD	bead		"""[]"""	"""[]"""				
Zalizniak-2024-4583-219	219	73	BEAK	beak		"""[]"""	"""[]"""				
Zalizniak-2024-4583-220	220	1132	BEAM	beam		"""[]"""	"""[]"""				
Zalizniak-2024-4583-221	221	832	BEAN	bean		"""[]"""	"""[]"""				
Zalizniak-2024-4583-222	222	1820	BEAR	bear (Ursus)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-223	223			bear garlic		"""[]"""	"""[]"""				
Zalizniak-2024-4583-224	224	678	BEARD	beard		"""[]"""	"""[]"""				
Zalizniak-2024-4583-225	225			bearded man		"""[]"""	"""[]"""				
Zalizniak-2024-4583-226	226			bearded vulture		"""[]"""	"""[]"""				
Zalizniak-2024-4583-227	227			bearing (mechanical device)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-228	228	1427	BEAUTIFUL	beautiful		"""[]"""	"""[]"""				
Zalizniak-2024-4583-229	229			beautiful girl		"""[]"""	"""[]"""				
Zalizniak-2024-4583-230	230	1194	BEAVER	beaver (Castor fiber)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-231	231	2918	BECAUSE OF	because of		"""[]"""	"""[]"""				
Zalizniak-2024-4583-232	232	1663	BED	bed		"""[]"""	"""[]"""				
Zalizniak-2024-4583-233	233			bed canopy		"""[]"""	"""[]"""				
Zalizniak-2024-4583-234	234			bed-clothes		"""[]"""	"""[]"""				
Zalizniak-2024-4583-235	235	1949	BEDBUG	bedbug (Cimex lectularius)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-236	236			bedding (padding)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-237	237			bedsheet		"""[]"""	"""[]"""				
Zalizniak-2024-4583-238	238	665	BEE	bee		"""[]"""	"""[]"""				
Zalizniak-2024-4583-239	239			bee swarm		"""[]"""	"""[]"""				
Zalizniak-2024-4583-240	240	1950	BEECH	beech		"""[]"""	"""[]"""				
Zalizniak-2024-4583-241	241	88	BEEHIVE	beehive		"""[]"""	"""[]"""				
Zalizniak-2024-4583-242	242	1639	BEER	beer		"""[]"""	"""[]"""				
Zalizniak-2024-4583-243	243			beet (Beta vulgaris)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-244	244	2242	BEETLE	beetle		"""[]"""	"""[]"""				
Zalizniak-2024-4583-245	245	1882	BEFORE	before		"""[]"""	"""[]"""				
Zalizniak-2024-4583-246	246			beggartick		"""[]"""	"""[]"""				
Zalizniak-2024-4583-247	247	1557	BEGINNING	beginning		"""[]"""	"""[]"""				
Zalizniak-2024-4583-248	248			behaviour		"""[]"""	"""[]"""				
Zalizniak-2024-4583-249	249	1686	BEHIND	behind		"""[]"""	"""[]"""				
Zalizniak-2024-4583-250	250			belemnite		"""[]"""	"""[]"""				
Zalizniak-2024-4583-251	251	2246	BELL	bell		"""[]"""	"""[]"""				
Zalizniak-2024-4583-252	252			belladonna		"""[]"""	"""[]"""				
Zalizniak-2024-4583-253	253			bellflower (Campanula)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-254	254	3658	BELLOWS	bellows		"""[]"""	"""[]"""				
Zalizniak-2024-4583-255	255			*belly		"""[]"""	"""[]"""				
Zalizniak-2024-4583-256	256			beloribitsa		"""[]"""	"""[]"""				
Zalizniak-2024-4583-257	257	2470	DEAR	beloved		"""[]"""	"""[]"""				
Zalizniak-2024-4583-258	258			below, down, bottom part		"""[]"""	"""[]"""				
Zalizniak-2024-4583-259	259	772	BELT	belt		"""[]"""	"""[]"""				
Zalizniak-2024-4583-260	260			beluga sturgeon		"""[]"""	"""[]"""				
Zalizniak-2024-4583-261	261	2584	BENCH	bench		"""[]"""	"""[]"""				
Zalizniak-2024-4583-262	262			bend (of a river)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-263	263			benediction		"""[]"""	"""[]"""				
Zalizniak-2024-4583-264	264	2929	BENEFIT	benefit		"""[]"""	"""[]"""				
Zalizniak-2024-4583-265	265			*berry		"""[]"""	"""[]"""				
Zalizniak-2024-4583-266	266			best		"""[]"""	"""[]"""				
Zalizniak-2024-4583-267	267			best part of something		"""[]"""	"""[]"""				
Zalizniak-2024-4583-268	268	177	BETEL PEPPER VINE	betel		"""[]"""	"""[]"""				
Zalizniak-2024-4583-269	269			betrothal, engagement		"""[]"""	"""[]"""				
Zalizniak-2024-4583-270	270			*better		"""[]"""	"""[]"""				
Zalizniak-2024-4583-271	271	1202	BIG	big		"""[]"""	"""[]"""				
Zalizniak-2024-4583-272	272	1780	BILE	bile, gall		"""[]"""	"""[]"""				
Zalizniak-2024-4583-273	273	3599	BILLION	billion		"""[]"""	"""[]"""				
Zalizniak-2024-4583-274	274			biotite		"""[]"""	"""[]"""				
Zalizniak-2024-4583-275	275	1855	BIRCH	birch		"""[]"""	"""[]"""				
Zalizniak-2024-4583-276	276			birch bolete (Leccinum scabrum)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-277	277			*bird		"""[]"""	"""[]"""				
Zalizniak-2024-4583-278	278			bird cherry tree		"""[]"""	"""[]"""				
Zalizniak-2024-4583-279	279			*bird cherry tree		"""[]"""	"""[]"""				
Zalizniak-2024-4583-280	280			bird Nectarinia gutturalis		"""[]"""	"""[]"""				
Zalizniak-2024-4583-281	281			bird's foot		"""[]"""	"""[]"""				
Zalizniak-2024-4583-282	282	1751	BIRTHMARK	birthmark		"""[]"""	"""[]"""				
Zalizniak-2024-4583-283	283			biscuit, cookie		"""[]"""	"""[]"""				
Zalizniak-2024-4583-284	284			bishop		"""[]"""	"""[]"""				
Zalizniak-2024-4583-285	285			bishop (chess)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-286	286	3142	BISON	bison		"""[]"""	"""[]"""				
Zalizniak-2024-4583-287	287			bit (part of horse harness)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-288	288	2481	FEMALE DOG	bitch		"""[]"""	"""[]"""				
Zalizniak-2024-4583-289	289			Bitis arietans		"""[]"""	"""[]"""				
Zalizniak-2024-4583-290	290	887	BITTER	bitter		"""[]"""	"""[]"""				
Zalizniak-2024-4583-291	291			bitterling		"""[]"""	"""[]"""				
Zalizniak-2024-4583-292	292			bittern (Botaurus)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-293	293	163	BLACK	black		"""[]"""	"""[]"""				
Zalizniak-2024-4583-294	294			black cloud		"""[]"""	"""[]"""				
Zalizniak-2024-4583-295	295			black grouse		"""[]"""	"""[]"""				
Zalizniak-2024-4583-296	296			black grouse (Lyrurus)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-297	297			black radish		"""[]"""	"""[]"""				
Zalizniak-2024-4583-298	298			blackberry		"""[]"""	"""[]"""				
Zalizniak-2024-4583-299	299			blackcurrant		"""[]"""	"""[]"""				
Zalizniak-2024-4583-300	300	1001	BLACKSMITH	blacksmith		"""[]"""	"""[]"""				
Zalizniak-2024-4583-301	301			blackthorn		"""[]"""	"""[]"""				
Zalizniak-2024-4583-302	302	869	BLADE	blade		"""[]"""	"""[]"""				
Zalizniak-2024-4583-303	303			*blade		"""[]"""	"""[]"""				
Zalizniak-2024-4583-304	304			blank		"""[]"""	"""[]"""				
Zalizniak-2024-4583-305	305	806	BLANKET	blanket		"""[]"""	"""[]"""				
Zalizniak-2024-4583-306	306	1653	BLIND	blind		"""[]"""	"""[]"""				
Zalizniak-2024-4583-307	307			*blind		"""[]"""	"""[]"""				
Zalizniak-2024-4583-308	308			blind alley		"""[]"""	"""[]"""				
Zalizniak-2024-4583-309	309	1584	BLISTER	blister		"""[]"""	"""[]"""				
Zalizniak-2024-4583-310	310			blizzard		"""[]"""	"""[]"""				
Zalizniak-2024-4583-311	311			blond person		"""[]"""	"""[]"""				
Zalizniak-2024-4583-312	312			blonde		"""[]"""	"""[]"""				
Zalizniak-2024-4583-313	313	946	BLOOD	blood		"""[]"""	"""[]"""				
Zalizniak-2024-4583-314	314	525	BLOOD VESSEL	blood vessel		"""[]"""	"""[]"""				
Zalizniak-2024-4583-315	315			bloodletting		"""[]"""	"""[]"""				
Zalizniak-2024-4583-316	316			blow		"""[]"""	"""[]"""				
Zalizniak-2024-4583-317	317	837	BLUE	blue		"""[]"""	"""[]"""				
Zalizniak-2024-4583-318	318	2809	BLUEBERRY	blueberry		"""[]"""	"""[]"""				
Zalizniak-2024-4583-319	319			blueflag (Iris)		"""[]"""	"""[]"""				
Zalizniak-2024-4583-320	320	379	BLUNT	blunt		"""[]"""	"""[]"""				
Zalizniak-2024-4583-321	321	1227	BOARD	board, plank		"""[]"""	"""[]"""				
Zalizniak-2024-4583-322	322	1844	BOAT	boat		"""[]"""	"""[]"""				
Zalizniak-2024-4583-323	323	1480	BODY	body		"""[]"""	"""[]"""				
Zalizniak-2024-4583-324	324			body of water		"""[]"""	"""[]"""				
Zalizniak-2024-4583-325	325			*body part		"""[]"""	"""[]"""				
Zalizniak-2024-4583-326	326			bog-rosemary		"""[]"""	"""[]"""				
Zalizniak-2024-4583-327	327			Boletus edulis		"""[]"""	"""[]"""				
