CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_POS	CHINESE_FREQUENCY_PM	CHINESE_FREQUENCY_LOG	CHINESE_FREQUENCY_LOG_ZIPF	LINE_IN_SOURCE
1150	THUNDER	雷	NR	7.500931366	2.14017573	3.913217471945754	4426
1155	CAVE	山洞	NN	55.00683001	4.025473648	4.73929227464658	2917
1156	OPEN	打开	VV	198.3579628	5.295102017	5.291615372893892	146
1157	BECAUSE	因为	P	4284.698683	8.363038871	6.624349544252595	80
1158	STEP	台阶	NN	24.16966773	3.225639608	4.39033872666542	1459
1159	FART	放屁	VV	14.16842591	2.719216025	4.16848997704906	807
1160	THIEF	贼	NN	12.50155228	2.602804662	4.117337454601679	11260
1169	OX	牛	NN	72.5090032	4.297407891	4.857700144095922	1887
117	IMITATE	模仿	VV	25.83654137	3.289764443	4.41836745026566	1023
1171	MIRROR	镜子	NN	40.00496728	3.713693213	4.603413551974268	2997
1172	SHOOT	射	NN	49.17277229	3.915472495	4.691368722329398	4123
1173	EYEBROW	眉毛	NN	8.334368184	2.233703092	3.954610157103979	3430
1174	YESTERDAY	昨天	NT	200.0248364	5.303428465	5.295234514520622	362
1175	GHOST	鬼	NN	59.17401411	4.0972406	4.770549968377022	3816
1176	SPADE	铲子	NN	85.8439923	4.464113317	4.930250811244535	2080
1179	DAY AFTER TOMORROW	后天	NT	4.167184092	1.642327877	3.691368722329398	15966
1180	DAY BEFORE YESTERDAY	前天	NT	10.00124182	2.398008159	4.027160824252591	5170
1182	NOISE	噪音	NN	0.833436818	0.606192248	3.214247467609735	7067
1183	PALM OF HAND	手掌	NN	1.666873637	0.980906864	3.390338726665417	17423
1185	VULTURE	秃鹫	NN	0.833436818	0.606192248	3.214247467609735	18378
1187	GOOSE	鹅	NN	20.00248364	3.044640699	4.311157480617791	3324
1188	CHARCOAL	炭	NN	0.833436818	0.606192248	3.214247467609735	17501
119	DIVE	潜水	VV	38.33809365	3.672193353	4.585315329881471	3325
1191	COOKED RICE	饭	NN	158.3529955	5.071121839	5.194250839193481	1399
1193	STEAM	蒸汽	NN	3.333747274	1.466432589	3.612187476281773	94
1198	MANY	多	AD	1881.066899	7.540125866	6.266941409534703	10
1199	WIFE	妻子	NN	0.833436818	0.606192248	3.214247467609735	19190
12	MIDDAY	中午	NT	102.5127287	4.639694587	5.006639157107989	1553
1200	HUSBAND	丈夫	NN	1.666873637	0.980906864	3.390338726665417	12812
1201	FEATHER	羽毛	NN	5.834057729	1.921918601	3.816307458937698	9869
1202	BIG	大	VA	4118.01132	8.323368443	6.607120213011815	44
1203	LONG	长	VV	1142.641878	7.041973079	6.050571583316486	74
1205	TONGUE	舌头	NN	25.83654137	3.289764443	4.41836745026566	8882
1207	YOUNG	年轻	VA	14.16842591	2.719216025	4.16848997704906	7269
1208	CAT	猫	NN	621.7438665	6.434135305	5.786538073761153	743
1209	I	我	PN	72559.84285	11.1921807	7.85304611155311	3
121	SPIN	旋转	VA	178.3554791	5.189369753	5.245655931861359	750
1210	HEAVY	重	VA	63.3411982	4.164200145	4.799708197118235	3072
1211	HE	他	PN	8390.208451	9.034939824	6.916160678822079	112
1212	WE	我们	PN	4873.938514	8.491862771	6.680299093309076	177
1213	YOU	你们	PN	639.2460397	6.46185254	5.798578691977266	210
1214	THIS	这	PN	3385.420356	8.1275287	6.522064294272166	132
1215	THOU	你	PN	10925.52325	9.298948438	7.030820163635839	135
1216	MOTHER	母亲	NN	1.666873637	0.980906864	3.390338726665417	9064
1217	FATHER	父亲	NN	5.00062091	1.791862949	3.758315511960011	11418
1218	ROPE	绳	NN	35.00434637	3.583639664	4.54668592752534	2137
1219	WORM	虫子	NN	85.01055548	4.454470027	4.92605469665093	3537
1220	TAIL	尾巴	NN	112.5139705	4.731925917	5.046756380315971	1194
1221	NOSE	鼻子	NN	84.17711866	4.444732837	4.921817643707672	1492
1223	HEART	心	NN	45.00558819	3.828762872	4.653580161439998	5742
1224	LIVER	肝	NN	1.666873637	0.980906864	3.390338726665417	12796
1225	DAY (NOT NIGHT)	白天	NT	45.83902501	3.846716723	4.661405498951955	3167
1226	YEAR	年	NN	165.02049	5.112111215	5.212070548355461	974
1227	BOARD	木板	NN	12.50155228	2.602804662	4.117337454601679	2094
1228	EARTH (SOIL)	土地	NN	5.834057729	1.921918601	3.816307458937698	12823
1229	OLD	旧	VA	64.17463502	4.17707036	4.805312074636235	1173
123	FOREHEAD	额头	NN	0.833436818	0.606192248	3.214247467609735	12170
1230	DIRTY	脏	VA	58.34057729	4.083293343	4.764475820664829	1303
1231	NEW	新	AD	374.2131315	5.927494215	5.566429985721098	24
1232	WARM	暖和	VA	5.834057729	1.921918601	3.816307458937698	3349
1233	NIGHT	夜	NT	20.83592046	3.083556341	4.328190819916572	4663
1234	SMOOTH	平	NR	59.17401411	4.0972406	4.770549968377022	1047
1235	WHO	谁	PN	646.7469711	6.473500143	5.803638490746668	1655
1236	WHAT	什么	DT	4633.90871	8.441371782	6.658370367022655	101
1237	WHERE	哪里	PN	40.00496728	3.713693213	4.603413551974268	3852
1238	WHEN	几时	AD	1.666873637	0.980906864	3.390338726665417	12556
1239	HOW	怎么	AD	961.7860884	6.869831257	5.975799456173917	371
124	THORN	荆棘	NN	2.500310455	1.252851666	3.515277463273716	18258
1241	SOME	一些	CD	874.2752225	6.774538377	5.934406771015692	316
1242	FEW	少	VA	228.3616882	5.435300182	5.352550165776017	401
1243	WIDE	宽	VA	25.00310455	3.258215937	4.404579165780027	1620
1244	THICK	厚	VA	82.51024502	4.424969319	4.913217471945754	1571
1246	SMALL	小	VA	5816.555556	8.668635445	6.757072894568916	39
1247	EAR	耳朵	NN	125.0155228	4.836405096	5.092194419238924	699
1248	EYE	眼睛	NN	463.390871	6.140726592	5.659072667119483	445
125	SWEAT (SUBSTANCE)	汗	NN	4.167184092	1.642327877	3.691368722329398	14346
1251	BELLY	肚皮	NN	2.500310455	1.252851666	3.515277463273716	6887
1252	HOUSE	房子	NN	307.538186	5.731845615	5.481419196012749	1296
1253	RAIN (RAINING)	下雨	VV	67.50838229	4.226956107	4.827031324329471	1404
1255	SNOWING	下雪	VV	25.00310455	3.258215937	4.404579165780027	3018
1257	WING	翅膀	NN	95.84523412	4.57311418	4.977675461172673	1574
126	SWEAT (PERSPIRE)	出汗	VV	4.167184092	1.642327877	3.691368722329398	8875
1260	DAY (24 HOURS)	日子	NN	7.500931366	2.14017573	3.913217471945754	11509
1261	SING	唱	VV	80.00993457	4.394571796	4.899989206211999	2215
1262	BROTHER	兄弟	NN	55.84026683	4.040244998	4.745726384651991	1549
1264	CHANGE	变	VV	418.3852828	6.038790027	5.614785457001681	57
1266	BRIDE	新娘	NN	8.334368184	2.233703092	3.954610157103979	9067
1267	NARROW	窄	VA	10.00124182	2.398008159	4.027160824252591	1201
1269	NO	不是	AD	3.333747274	1.466432589	3.612187476281773	1945
127	EXTINGUISH	灭	VV	4.167184092	1.642327877	3.691368722329398	8716
1272	AUNT	阿姨	NN	123.3486491	4.823089307	5.086403740358028	1104
1273	CANDLE	蜡烛	NN	2.500310455	1.252851666	3.515277463273716	12928
1274	SALT	盐	NN	19.16904682	3.004149094	4.29342871365736	13005
1275	ANSWER	答	VV	4.167184092	1.642327877	3.691368722329398	527
1276	AUTUMN	秋	NN	15.83529955	2.823477846	4.214247467609735	3089
1277	HAND	手	NN	737.5915843	6.604745108	5.860651193832805	139
1279	FAT (OBESE)	胖	VA	73.34244002	4.308681987	4.862607478590666	1662
1280	FALL	落	VV	30.83716228	3.460634233	4.493001068562564	1090
1281	PRISON	监狱	NN	16.66873637	2.871796771	4.235436766679674	6656
1283	TODAY	今天	NT	273.3672764	5.614467634	5.430413369895728	748
1284	BANK	银行	NN	6.667494547	2.036989906	3.867459981385079	6838
1285	IMPORTANT	重要	VA	21.66935728	3.121014113	4.344581236104741	6101
1286	HOT	热水	NN	5.00062091	1.791862949	3.758315511960011	8482
1289	BABY	婴儿	NN	7.500931366	2.14017573	3.913217471945754	4403
129	CHOKE	掐死	VV	1.666873637	0.980906864	3.390338726665417	3476
1290	ELEPHANT	大象	NN	96.67867093	4.581683223	4.981403333691915	696
1291	BACK	脊背	NN	0.833436818	0.606192248	3.214247467609735	8238
1292	BAD	坏	VV	422.5524669	6.048677395	5.619081184229673	64
1293	MISTAKE	错误	NN	7.500931366	2.14017573	3.913217471945754	6238
1294	ZERO	零	CD	28.33685183	3.378844467	4.45728551629603	3448
1295	STICK	棍子	NN	13.33498909	2.662703339	4.143666393324028	4517
1296	WALKING STICK	拐杖	NN	2.500310455	1.252851666	3.515277463273716	10005
1297	LEG	腿	NN	310.8719333	5.742592633	5.486089074146234	964
1298	NEWSPAPER	报纸	NN	9.167805002	2.319226356	3.992398717993379	5824
1299	COFFEE	咖啡	NN	9.167805002	2.319226356	3.992398717993379	7949
1300	COUNTRY	国家	NN	75.00931366	4.330855881	4.872258864266848	4075
1302	FORK	叉	VV	7.500931366	2.14017573	3.913217471945754	4500
1304	CHILD (YOUNG HUMAN)	孩子	NN	143.3511328	4.972248753	5.15126357507455	305
1305	CHIMNEY	烟囱	NN	6.667494547	2.036989906	3.867459981385079	8553
1307	LANGUAGE	语言	NN	10.83467864	2.471034089	4.059345507623992	2109
1309	ASK (INQUIRE)	问	VV	243.363551	5.498657079	5.380085092299863	303
131	FESTIVAL	派对	VV	95.0117973	4.564471072	4.973915312299366	3173
1311	VERY	很	AD	2013.583353	7.60816768	6.296494122353405	31
1312	FOX	狐狸	NN	54.1733932	4.01048083	4.732761407487622	3358
1313	MOON	月亮	NN	84.17711866	4.444732837	4.921817643707672	1315
1318	CHICKEN	鸡	NN	150.8520641	5.022906785	5.173288859930829	1745
132	SAUCE	酱	NN	12.50155228	2.602804662	4.117337454601679	6849
1320	APPLE	苹果	NR	170.8545478	5.146648467	5.227084692314907	1652
1321	BOTTLE	瓶子	NN	35.00434637	3.583639664	4.54668592752534	1381
1322	BREAKFAST	早饭	NN	18.33561	2.961948474	4.274945307963347	722
1325	FRIEND	朋友	NN	721.7562847	6.583072076	5.851236569421964	737
1326	DOWN	下	LC	605.0751302	6.407003956	5.774751882804792	343
1327	UNCLE	叔叔	NN	119.181465	4.789002809	5.071579964041003	1002
1329	TOMORROW	明天	NT	82.51024502	4.424969319	4.913217471945754	895
133	WEAVE	编织	NN	0.833436818	0.606192248	3.214247467609735	10355
1330	DEFEND	守卫	NN	3.333747274	1.466432589	3.612187476281773	18211
1331	SHEEP	绵羊	NN	10.00124182	2.398008159	4.027160824252591	2803
1332	NEIGHBOUR	邻居	NN	14.16842591	2.719216025	4.16848997704906	4821
1333	NECK	脖子	NN	73.34244002	4.308681987	4.862607478590666	2850
1334	GUTS	肠子	NN	0.833436818	0.606192248	3.214247467609735	12902
1335	WHITE	白	VA	185.0229737	5.225870181	5.261522334993915	968
1336	EAT	吃	VV	1951.909029	7.57707535	6.282989760542717	754
1337	PIG	猪	NN	202.5251469	5.315789569	5.300607298284484	777
1338	PEACE	和平	NN	13.33498909	2.662703339	4.143666393324028	9246
1339	MORNING	早晨	NT	42.50527774	3.772882258	4.629220815580553	712
1340	WITH	跟	P	3255.404213	8.088378863	6.505060883170538	111
1342	SUMMER	夏天	NT	52.50651956	3.979803507	4.719397445929641	1423
1343	SUN	太阳	NN	85.01055548	4.454470027	4.926054696650926	4623
1346	THROAT	喉咙	NN	2.500310455	1.252851666	3.515277463273716	2405
1349	CHURCH	教堂	NN	1.666873637	0.980906864	3.390338726665417	11846
1350	MONKEY	猴子	NN	108.3467864	4.694524358	5.030488767601518	1193
1352	KNIFE	刀	NN	114.1808441	4.746503451	5.05309655834699	2505
1355	LAUGH	大笑	VV	1.666873637	0.980906864	3.390338726665417	14945
1356	NUMBER	数字	NN	61.67432456	4.137951867	4.788278735337454	840
1357	DAUGHTER	女儿	NN	15.00186273	2.772705136	4.191971072898583	11211
1358	ENEMY	敌人	NN	56.67370365	4.054801327	4.75206656268301	3139
136	HERE	这里	PN	224.1945042	5.416964492	5.344581236104741	558
1360	DUCK	鸭子	NN	127.5158332	4.856052112	5.100738192782217	1577
1361	TOOL	工具	NN	120.0149019	4.795913694	5.074585474180729	1991
1362	STREET	街	NN	2.500310455	1.252851666	3.515277463273716	10964
1363	VOICE	声音	NN	150.0186273	5.017403189	5.170896046814939	155
1365	KITCHEN	厨房	NN	29.17028864	3.40685762	4.469519972713041	2331
1367	CROSS	越过	VV	1.666873637	0.980906864	3.390338726665417	13681
1368	BREAD	面包	NN	38.33809365	3.672193353	4.585315329881471	1416
1369	GOLD	金子	NN	16.66873637	2.871796771	4.235436766679674	2203
1371	KNEE	膝盖	NN	9.167805002	2.319226356	3.992398717993379	1852
1372	MEDICINE	药	NN	35.00434637	3.583639664	4.54668592752534	5155
1373	TEA	茶	NN	20.83592046	3.083556341	4.328190819916572	3437
1374	RING	戒指	NN	14.16842591	2.719216025	4.16848997704906	5852
1375	WINDOW	窗户	NN	37.50465683	3.650779191	4.575975303627328	2486
1376	NOW	现在	NT	1270.991148	7.148338785	6.096772005564615	38
1379	TELEPHONE	电话	NN	95.84523412	4.57311418	4.977675461172673	3335
1380	TOOTH	牙齿	NN	41.67184092	3.753539239	4.620787648043691	2624
1381	SHOE	鞋	NN	136.6836382	4.924958577	5.13070141615966	1875
1382	NEEDLE (FOR SEWING)	针	NN	25.83654137	3.289764443	4.41836745026566	429
1384	SECOND	第二	OD	367.5456369	5.909564549	5.558639741294845	1334
1386	LION	狮子	NN	73.34244002	4.308681987	4.862607478590666	1511
1387	ARRIVE	到达	VV	20.83592046	3.083556341	4.328190819916572	3835
1388	SHADE	影子	NN	20.00248364	3.044640699	4.311157480617791	6292
1389	TOE	脚趾	NN	1.666873637	0.980906864	3.390338726665417	13468
1390	WRONG	错	VA	55.84026683	4.040244998	4.745726384651991	1641
1393	HORN (ANATOMY)	犄角	NN	10.83467864	2.471034089	4.059345507623992	3059
1394	BONE	骨头	NN	73.34244002	4.308681987	4.862607478590666	2518
1395	ROUND	圆	NN	181.6892264	5.207786493	5.253661586785872	2897
1396	SHARP	锋利	VA	7.500931366	2.14017573	3.913217471945754	2377
1398	DRY	干	VV	507.5630224	6.231589146	5.698547306956521	1561
1399	CLAY	黏土	NN	0.833436818	0.606192248	3.214247467609735	4570
1400	THIN (SLIM)	瘦	VA	15.83529955	2.823477846	4.214247467609735	1664
1401	DRINK	喝	VV	214.1932623	5.371536519	5.324837177908984	745
1402	BREAST	乳房	NN	1.666873637	0.980906864	3.390338726665417	15691
1403	BITE	咬	VV	170.021111	5.141787005	5.224971333001508	1247
1404	STRAIGHT	直	VA	74.17587684	4.319830393	4.867459981385079	410
1405	NAME	名字	NN	378.3803156	5.938539173	5.571228868602867	1429
1406	FAR	远	NR	506.7295856	6.229948994	5.69783476457863	524
1407	BREATHE	呼吸	VV	9.167805002	2.319226356	3.992398717993379	6603
1408	HEAR	听见	VV	52.50651956	3.979803507	4.719397445929641	962
1409	SEE	看见	VV	833.4368184	6.726757028	5.913651549425072	447
141	BURN (SOMETHING)	烧	VV	34.17090955	3.560219308	4.536466762343655	4609
1411	LIE (REST)	趟	M	26.66997819	3.320348006	4.431731411823641	1147
1413	PLAY	玩耍	VV	9.167805002	2.319226356	3.992398717993379	9055
1414	SQUEEZE	挤	VV	46.67246183	3.864353911	4.669092327618245	5226
1415	THINK (REFLECT)	想	VV	3159.558979	8.058504183	6.492085800611783	184
1417	KILL	杀	VV	85.8439923	4.464113317	4.930250811244535	3473
1418	DIG	挖	VV	154.1858114	5.044623182	5.18273041616367	1359
1419	FEAR (BE AFRAID)	怕	VV	291.7028864	5.679158055	5.458524588411578	502
142	RETURN HOME	回归	VV	3.333747274	1.466432589	3.612187476281773	8855
1420	COUNT	数	VV	118.3480282	4.782043832	5.068553509410815	186
1422	BE ALIVE	活	VV	125.8489596	4.842997084	5.095061059890527	1395
1423	FIGHT	打架	VV	55.84026683	4.040244998	4.745726384651991	851
1424	YELLOW	黄	VA	110.01366	4.709653257	5.03706911291284	546
1425	GREEN	绿	VA	112.5139705	4.731925917	5.046756380315971	1306
1426	EXPENSIVE	贵	VA	41.67184092	3.753539239	4.620787648043691	2198
1427	BEAUTIFUL	漂亮	VA	232.5288723	5.45330572	5.360375503287973	2363
1428	BURNING	燃烧	VV	5.834057729	1.921918601	3.816307458937698	7013
1429	FULL	满	VA	65.84150865	4.202324275	4.816307458937698	2232
1430	STAR	星星	NN	61.67432456	4.137951867	4.788278735337454	2546
1431	FREEZE	结冰	VV	6.667494547	2.036989906	3.867459981385079	10194
1434	STAB	刺	VV	40.8384041	3.733814676	4.612187476281773	5132
1435	HUNT	打猎	NN	4.167184092	1.642327877	3.691368722329398	4391
1436	SCRATCH	抓	VV	490.0608492	6.196568049	5.683332766732856	845
1437	SPLIT	撕裂	VV	1.666873637	0.980906864	3.390338726665417	4617
1438	FOOL	傻子	NN	2.500310455	1.252851666	3.515277463273716	17684
1439	SWIM	游泳	VV	340.8756587	5.8344471	5.526001328665489	1320
144	MACHINE	机器	NN	797.5990352	6.682858987	5.894582981024298	2155
1440	SPIT	吐	VV	153.3523746	5.039238135	5.180389200348768	335
1441	FLY (MOVE THROUGH AIR)	飞	VV	401.7165465	5.998232956	5.597164602697266	1088
1442	STAND	立	VV	35.00434637	3.583639664	4.54668592752534	2467
1443	WALK	步行	NN	2.500310455	1.252851666	3.515277463273716	11159
1444	TURN AROUND	转	NN	530.8992533	6.276454098	5.718038150666916	975
1445	TURN (SOMETHING)	转动	VV	23.33623092	3.191966224	4.375615469844711	1024
1446	COME	来	VV	1390.172613	7.237902277	6.135673808625	267
1447	GIVE	给	VV	5289.823486	8.573729181	6.715854390028564	131
1448	HOLD	拿	VV	1188.480903	7.081272275	6.067641445060401	54
1449	RUB	擦	AD	75.84275047	4.341761132	4.87700529929131	2573
1450	ROOM	房间	NN	64.17463502	4.17707036	4.805312074636235	1559
1451	SMILE	微笑	VV	1.666873637	0.980906864	3.390338726665417	9630
1452	PUSH	推	VV	142.5176959	4.966458344	5.148745918853303	253
1453	WASH	洗	VV	173.3548582	5.161092638	5.233363758056808	774
1455	PULL	拉	VV	245.8638614	5.508837016	5.384509183004693	385
1456	THROW	投	VV	46.67246183	3.864353911	4.669092327618245	5493
1457	SEW	缝	NN	32.50403592	3.511665907	4.515277463273716	5666
1458	SAY	告诉	VV	440.8880769	6.09105663	5.637493341546543	612
1459	IF	如果	CS	902.6120743	6.806400147	5.948246754148123	400
1461	AT	在	P	7209.228479	8.883255919	6.850283783963182	17
1463	DRUNK	醉	VA	1.666873637	0.980906864	3.390338726665417	10234
1464	LADDER	木梯	NN	0.833436818	0.606192248	3.214247467609735	14948
1465	BOX	盒子	NN	73.34244002	4.308681987	4.862607478590666	375
1468	LOOK FOR	寻找	VV	5.834057729	1.921918601	3.816307458937698	10258
1469	WEEK	星期	NT	18.33561	2.961948474	4.274945307963347	1265
1470	FOLD	折	VV	28.33685183	3.378844467	4.45728551629603	3326
1471	WINTER	冬天	NT	41.67184092	3.753539239	4.620787648043691	1424
1472	KEY	钥匙	NN	18.33561	2.961948474	4.274945307963347	3984
1473	FIST	拳头	NN	24.16966773	3.225639608	4.390338726665417	2453
1475	COMB	梳子	NN	5.834057729	1.921918601	3.816307458937698	5140
1476	CHAIR	椅子	NN	132.5164541	4.894224722	5.117337454601679	2248
1477	KEEP	保持	VV	9.167805002	2.319226356	3.992398717993379	6032
1479	DOLPHIN	海豚	NN	81.6768082	4.41493913	4.908852666543304	1337
1480	BODY	身体	NN	209.1926414	5.34802445	5.314618012727298	2206
1481	HAMMER	锤子	NN	18.33561	2.961948474	4.274945307963347	2085
1482	SHOULDER	肩膀	NN	12.50155228	2.602804662	4.117337454601679	2827
1483	NINE	九	CD	42.50527774	3.772882258	4.629220815580553	937
1485	BELOW OR UNDER	下边	NN	68.34181911	4.239048175	4.832295564321828	2318
1486	PLANT (SOMETHING)	栽	VV	5.834057729	1.921918601	3.816307458937698	10045
1487	POUR	倒	VV	229.1951251	5.438927319	5.354126554010971	411
1489	CLOUD	云	NN	22.5027941	3.157119312	4.360375503287973	796
1491	MOUSE	老鼠	NN	245.8638614	5.508837016	5.384509183004693	1636
1492	DUMB	笨	VA	29.17028864	3.40685762	4.469519972713041	2044
1493	ONE	一	CD	21779.37094	9.988764427	7.330406740404769	18
1494	DIE	死	VV	409.2174778	6.016687453	5.605182574713115	1336
1495	HAPPY	高兴	VA	40.00496728	3.713693213	4.603413551974268	334
1499	JUICE	果汁	NN	33.33747274	3.536237257	4.526001328665489	3305
150	WORRY	担心	VV	6.667494547	2.036989906	3.867459981385079	2531
1500	FOUR	四	CD	388.3815574	5.96455973	5.582534352511866	282
1502	GOAT	山羊	NN	20.00248364	3.044640699	4.311157480617791	3131
1503	SALIVA	口水	NN	8.334368184	2.233703092	3.954610157103979	10357
1504	FLY (INSECT)	苍蝇	NN	12.50155228	2.602804662	4.117337454601679	5183
1506	MEASURE	量	VV	12.50155228	2.602804662	4.117337454601679	5949
