CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_BOI_MEAN	LINE_IN_SOURCE
183	BAKE	bake	2.791666667	440
1830	CRANE	crane	4.695652174	1907
1831	MEET	meet	1.875	4895
1833	DINNER (SUPPER)	dinner	5.545454545	2294
1834	SHE	she	3.304347826	7084
1835	MARROW	marrow	3.333333333	4821
1836	VAGINA	vagina	6.041666667	8826
1837	VULVA	vulva	5.16	8948
1838	NAVEL	navel	5	5224
1839	CRY	cry	2.695652174	2020
184	MAST	mast	4.16	4843
1840	BUILD	build	2.92	1005
1841	SUSPECT	suspect	4.173913043	8089
1843	THOUSAND	thousand	1.68	8356
1844	BOAT	boat	5.130434783	769
1845	BALL	ball	6.608695652	449
1846	RULE	rule	1.56	6685
1847	SICK	sick	2.625	7213
1848	QUARREL	quarrel	1.869565217	6278
185	FIREPLACE	fireplace	5.458333333	2896
1850	COTTON	cotton	5.28	1845
1851	POCKET	pocket	5.407407407	5951
1853	DOVE	dove	4.333333333	2412
1854	SPARROW	sparrow	3.869565217	7579
1855	BIRCH	birch	3.086956522	655
1856	SOFT	soft	2.333333333	7504
1857	CROCODILE	crocodile	4.291666667	1971
1858	FISHERMAN	fisherman	4.851851852	2912
1859	THIRD	third	1.75	8347
186	SHIN	shin	5.592592593	7114
1860	BEAD	bead	5.545454545	553
1861	ACTIVE	active	1.888888889	47
1862	DONKEY	donkey	4.826086957	2385
1864	HUNGER	hunger	2.708333333	3983
1865	BUZZARD	buzzard	3.086956522	1092
1867	COIN	coin	6.4	1609
1869	BUY	buy	1.88	1090
187	LOIN	loin	4.391304348	4644
1870	ANCHOR	anchor	5.739130435	190
1871	CAMEL	camel	4.52173913	1131
1873	ANTHILL	anthill	4.12	217
1874	SAUSAGE	sausage	6.48	6800
1875	REGRET	sorry	1.541666667	7541
1876	REINDEER	caribou	3.62962963	1196
1877	EAST	east	1.64	2550
1879	DANCE	dance	4.44	2109
1882	BEFORE	before	1.5	592
1884	HARD	hard	2.75	3679
1885	ARMADILLO	armadillo	3.875	283
1886	ARMPIT	armpit	5.52	289
1888	PAIR	pair	2.869565217	5546
1889	ARSON	arson	2.208333333	304
1891	PUMA	cougar	4.208333333	1849
1892	TOUCH	touch	2.666666667	8513
1893	QUAIL	quail	3.64	6274
1895	CLOTHES	clothes	6.08	1543
1897	HELP	help	2.541666667	3774
1898	SPECTACLES	glasses	6.541666667	3341
1899	MAD	mad	1.814814815	4726
190	MOW	reap	2.615384615	6394
1901	SHOVEL	shovel	5.925925926	7172
1903	SWELLING	bump	3.434782609	1027
1904	DROWN	drown	2.48	2477
1905	EAGLE	eagle	3.739130435	2532
1906	SOUR	sour	2.208333333	7549
1907	MOLE	mole	4.24	5040
1909	SHAKE	shake	3.518518519	7050
191	NUT	nut	5.555555556	5358
1913	PRESS	press	3.107142857	6094
1914	DEBT	debt	1.481481481	2155
1915	FIR	fir	4.272727273	2887
1916	GILL	gill	3.037037037	3319
1917	TIE	tie	6.260869565	8402
1918	MANE	mane	4.208333333	4774
1919	TORCH	torch	4.851851852	8496
1923	ROUGH	rough	1.884615385	6656
1924	VEIN	vein	4.44	8857
1925	ARTERY	artery	3.583333333	306
1926	OINTMENT	ointment	5.869565217	5415
1927	BAMBOO	bamboo	5.68	462
1929	STUDY	study	2.28	7971
193	SHALLOW	shallow	1.652173913	7056
1930	RAVINE	ravine	3.590909091	6382
1931	BEESWAX	wax	5.291666667	9050
1934	BEGGAR	beggar	4.28	594
1935	ANUS	anus	5.16	227
1936	DEER	deer	4.416666667	2176
1937	THERE	there	1.75	8329
1938	FORTRESS	castle	4.307692308	1245
194	FAMILY	family	5.291666667	2777
1940	GUARD	guard	5	3547
1941	SOLDIER	soldier	4.56	7513
1942	NEAR	near	1.384615385	5227
1943	CROWN (OF HEAD)	crown	6.173913043	1998
1944	GOD	god	2.458333333	3394
1945	IDOL	idol	3.545454545	4038
1947	BASTARD	bastard	3.25	524
1948	SAW	saw	4.76	6807
195	MAT	mat	5.814814815	4849
1950	BEECH	beech	3.5	583
1951	PASS	pass	2.409090909	5627
1952	TORTURE	torture	2.148148148	8505
1953	ABUSE	abuse	2.321428571	21
1954	GENTLE	gentle	2.137931034	3297
1956	SUNFLOWER	sunflower	5.333333333	8045
1958	UNRIPE	unripe	1.583333333	8789
1959	RAW	raw	2.4	6383
196	DONATE	donate	2.52173913	2384
1961	NECKLACE	necklace	5.821428571	5232
1962	ROAST (SOMETHING)	roast	4.821428571	6609
1964	ALONE	alone	2.208333333	148
1965	LOINCLOTH	loincloth	4.833333333	4645
1966	BUNCH	bunch	3.125	1030
197	OTHER	other	2.038461538	5473
1970	CANOE	canoe	5.818181818	1160
1971	FAN (OBJECT)	fan	5.72	2779
1972	YOUNG GOAT (KID)	kid	5.68	4323
1973	DEMON	demon	1.416666667	2201
1974	CENTIPEDE	centipede	5.25	1296
1975	CHECK	check	4.045454545	1352
1977	DEW	dew	3.88	2258
1979	CHISEL	chisel	5.333333333	1407
198	GENITALIA	genitalia	5.64	3292
1981	WIDOWER	widower	4.2	9160
1982	WHIRLPOOL	whirlpool	4.565217391	9124
1983	SNORE	snore	2.125	7462
1986	DISEASE	disease	3.125	2314
1987	CHOPSTICKS	chopsticks	6.391304348	1423
1989	CALF	calf	5.08	1122
199	FAMINE	famine	1.666666667	2778
1991	INTESTINES	intestines	4	4168
1992	MORE	more	2.041666667	5074
1994	COLLARBONE	collarbone	5.48	1622
1996	GET TIRED	tire	5.291666667	8436
1997	PRESERVE	preserve	2.739130435	6092
2	DUST	dust	4.827586207	2519
20	SCYTHE	scythe	4.727272727	6938
200	SAME	same	1.826086957	6754
2001	PAINTING	draw	3.37037037	2436
2002	DITCH	ditch	3.769230769	2346
2003	FLOW	flow	2.541666667	3011
2005	MASK	mask	5.92	4832
2006	FILL	fill	1.916666667	2863
2007	BOLT (OF LIGHTNING)	bolt	4.925925926	788
2008	RESCUE	rescue	2.08	6497
2009	DOG	dog	6.4	2369
201	FARM	farm	5.035714286	2784
2010	INVESTIGATE	investigate	1.625	4180
2011	COFFIN	coffin	5.52	1605
2012	COLLAR	collar	5.12	1621
2013	BAIT	bait	4.375	438
2014	GO DOWN (DESCEND)	descend	2	2230
2016	JEALOUSY	jealousy	1.84	4238
2017	MIX	mix	2.64	5021
2019	HAMMOCK	hammock	6.166666667	3641
202	STRENGTH	strength	2.074074074	7933
2020	PLAINTIFF	plaintiff	4.375	5879
2021	GRASP	grasp	2.956521739	3465
2023	CROWD	crowd	3.96	1996
2025	PEA	pea	5.777777778	5671
2027	SOYA	soybean	5.2	7559
203	MARRY	marry	2.565217391	4822
2030	DRAG	drag	2.695652174	2424
2034	FROST	frost	3.826086957	3170
2035	POND	pond	4.5	5998
2038	DRAGON	dragon	1.833333333	2425
2040	BUCKWHEAT	buckwheat	4.44	992
2041	HEMP	hemp	4.181818182	3780
2042	WALNUT	walnut	5.791666667	8979
2043	PEACH	peach	5.88	5673
2044	PERSIMMON	persimmon	4.611111111	5757
2045	COLUMN	pillar	5.041666667	5830
2046	APRON	apron	5.96	255
2048	QUILT	quilt	5.826086957	6301
2049	CONGEE	porridge	4.80952381	6016
205	TROUGH	trough	3.708333333	8643
2052	BUCKET	bucket	6	987
2057	DUNG (ANIMAL FAECES)	dung	4.125	2513
2058	STOOL	stool	6.076923077	7883
2060	STORY	story	2.821428571	7896
2064	SCATTER (SEEDS)	scatter	1.185185185	6842
2069	SOAK (VERB)	soak	2.954545455	7486
2071	LAY (VERB)	lay	2.909090909	4479
2072	USE (VERB)	use	1.818181818	8815
2073	ROB (VERB)	rob	1.833333333	6612
2075	BROOD (VERB)	brood	2.434782609	962
2076	SPROUT (VERB)	sprout	3.913043478	7690
208	NASAL MUCUS (SNOT)	snot	5.32	7468
2090	MY	my	3.2	5196
2099	CHILD	child	5.695652174	1389
21	TASTE (SOMETHING)	taste	2.482758621	8223
210	LIFE	life	3.44	4557
2102	BURN	burn	3.185185185	1053
212	FIELD	field	4	2850
2124	SMELL	smell	2.32	7413
213	FIN	fin	4.185185185	2871
2130	HEADGEAR	headgear	5.625	3728
2134	RAISE (BRING UP)	raise	1.458333333	6343
2137	MAGICIAN	magician	4.5	4734
214	STRETCH	stretch	2.833333333	7935
2148	PICK	pick	3.259259259	5800
2150	MATTER	matter	4.4	4862
2151	COARSE	coarse	1.666666667	1571
2154	PLOUGH (INSTRUMENT)	plow	5	5929
2155	CUT (WITH SCISSORS)	scissor	6.173913043	6865
2159	GROUND	ground	5.875	3531
216	MOVIE	movie	2.826086957	5127
218	FINE (PENALTY)	fine	1.88	2877
2181	LIGHT (IN TASTE)	bland	1.72	682
219	TOILET	lavatory	5.620689655	4474
2190	TASTE	savor	2.12	6805
2194	FRONT (PART)	front	2.260869565	3167
220	INTACT	intact	1.5	4147
2200	SNOUT	muzzle	4.391304348	5195
2203	RABID	rabid	1.791666667	6312
2204	LEDGE	ledge	4.541666667	4509
2205	PEAK	peak	2.64	5675
221	FIRE	fire	4.208333333	2888
2216	BECOME NUMB	numb	2.25	5350
2219	LEAN (MEAT)	lean	2.12	4491
2224	BEND (SOMETHING)	bend	2.217391304	615
2227	SPAWN (VERB)	spawn	2.28	7585
2239	DENSE	dense	1.88	2208
224	MORTAR	mortar	3.565217391	5083
2242	BEETLE	beetle	5.166666667	591
2243	REPAIR	repair	1.777777778	6478
2244	METAL	metal	5.130434783	4932
2245	BELCH	belch	3	600
2246	BELL	bell	5.76	602
2247	CATERPILLAR	caterpillar	5.083333333	1256
2252	PATH	path	4.37037037	5649
2253	DRIP (EMIT LIQUID)	leak	3.517241379	4489
2259	FLESH	flesh	4.782608696	2969
227	FISH	fish	5.592592593	2910
2271	THINK	think	1.826086957	8346
2273	LEECH	leech	4.291666667	4511
2277	WHOLE	whole	1.695652174	9149
228	CARVE	carve	2.481481481	1230
2283	SEMEN	semen	5.269230769	6998
2284	CLEARING	clearing	3.083333333	1498
2285	ECLIPSE	eclipse	1.391304348	2559
2286	ESTUARY	estuary	2.352941176	2684
2290	PUDDLE	puddle	5	6207
2294	WRINKLE	wrinkle	3.52	9288
2295	SUNSET	sunset	2.333333333	8057
2296	SUNRISE	sunrise	2.074074074	8055
2297	DUSK	dusk	1.333333333	2518
2298	VIRGIN	virgin	4.448275862	8913
2299	STRAW	straw	6	7921
23	RYE	rye	4.407407407	6708
230	SWEEP	sweep	3	8116
2301	ME	me	5.708333333	4874
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular	1.791666667	1458
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical	1.695652174	7615
2308	THIN	thin	2.590909091	8345
231	SHAVE	shave	2.916666667	7079
2310	US (OBLIQUE CASE OF WE)	us	3.08	8814
2313	BRONZE	bronze	3.535714286	960
2316	FREE	free	1.56	3142
2318	CHESTNUT	chestnut	5.555555556	1378
2319	LID (COVER, CAP)	lid	5.428571429	4554
232	FLEA	flea	4.086956522	2963
2334	MELT	melt	1.88	4902
2336	OF THIS KIND (SUCH)	so	1.916666667	7485
234	PADDLE	paddle	5.68	5528
2340	SUNNY	sunny	1.913043478	8054
2341	CLOUDY	cloudy	1.222222222	1551
2342	LANDSCAPE	landscape	4.384615385	4439
2343	STEEL	steel	4.884615385	7806
2344	PETROL	petrol	3.909090909	5770
2348	CRAB	Crab	4.889189189	1892
2349	SHRIMP	shrimp	4.909090909	7189
2350	EARTHWORM	earthworm	4.916666667	2545
2351	SILKWORM	silkworm	5.208333333	7248
2352	DRAGONFLY	dragonfly	4.041666667	2426
2354	CRICKET	cricket	4.653846154	1952
2355	GECKO	gecko	4.037037037	3281
236	STEPMOTHER	stepmother	3.913043478	7825
2362	BRAN	bran	4.407407407	879
2365	RADISH	radish	5.846153846	6325
2366	ONION	onion	5.476190476	5427
2367	MANDARINE	tangerine	5.772727273	8201
2368	GARLIC	garlic	6.32	3251
237	STEPFATHER	stepfather	5.16	7823
2371	BREADFRUIT	breadfruit	4.166666667	899
2374	DREAM	dream	2.173913043	2444
238	PRAWNS	prawn	4.086956522	6068
2386	TURKEY	turkey	4.833333333	8687
239	FLOWER	flower	5.916666667	3012
2393	JOURNEY	journey	2.48	4273
2396	KNOCK	knock	3.16	4373
2397	LOBSTER	lobster	4.92	4626
2398	MANGO	mango	6.24	4778
24	PRAY	pray	3.409090909	6069
2400	THEIR	their	1.666666667	8322
2401	PICTURE	picture	5.32	5809
2402	ROBIN	robin	4.083333333	6616
2403	TOY	toy	6.08	8534
2405	CHRISTMAS	christmas	1.777777778	1430
2406	HOME	home	5.434782609	3875
2407	BIRTHDAY	birthday	1.576923077	661
2408	CAKE	cake	6.086956522	1119
2409	BROWN	brown	2.25	970
241	TREE STUMP	stump	4.2	7975
2410	GOOD-LOOKING	pretty	1.565217391	6098
2411	HURT (SOMEBODY)	hurt	2.08	3997
2412	THANK (SOMEBODY)	thank	1.88	8314
242	COST	cost	2.230769231	1841
2422	SOMEONE	someone	4.625	7528
2423	CHANNEL	channel	2.583333333	1328
2424	MEMBER	member	3.130434783	4904
2425	PROBLEM	problem	2.391304348	6131
2426	CLIMATE	climate	2.166666667	1513
2427	FUTURE	future	2.346153846	3211
2428	LIBRARY	library	4.391304348	4547
243	FRESH	fresh	2.2	3150
2430	OFFICE	office	4.083333333	5402
2432	MARRIAGE	marriage	4.142857143	4820
2433	THEORY	theory	1.5	8327
2435	UNIVERSITY	university	3.48	8784
244	LEFT	left	1.555555556	4513
2440	PINEAPPLE	pineapple	6.304347826	5845
2444	KINGFISHER	kingfisher	3.157894737	4342
2446	SLOTH	sloth	3.80952381	7391
2447	WOODPECKER	woodpecker	4.833333333	9235
2449	FAT (OF MEAT AND FOOD)	fatty	2.259259259	2798
245	BROOM	broom	6.416666667	964
2452	PURPLE	purple	1.44	6247
2459	GRINDSTONE	grindstone	3.52	3510
246	THRUST	thrust	1.88	8376
2460	DINGO	dingo	3.961538462	2292
2466	WEIGHT	weight	3.47826087	9079
2467	GAME	game	4.518518519	3233
2468	BAG	bag	6.038461538	430
2471	LADY	lady	5.32	4413
2472	SUCKLE (BREASTFEED, NURSE)	suckle	2.739130435	8007
2473	HIS (GENITIVE OF HE)	his	1.791666667	3841
2474	HER (GENITIVE OF SHE)	her	4.034482759	3784
2477	YAK	yak	3.96	9304
2481	FEMALE DOG	bitch	2.833333333	668
2483	COLD (OF WEATHER)	cool	2.083333333	1792
2486	HIDE	hide	2.44	3816
2489	ABACUS	abacus	4.666666667	1
249	FOG	fog	2.47826087	3043
2493	BOIL	boil	2.6	785
2498	OPIUM	opium	4.269230769	5437
25	DIRT	dirt	5.08	2305
2500	GINGER	ginger	5.32	3321
2501	RICE HUSK	husk	4.304347826	4002
2502	GONG	gong	4.166666667	3412
2503	LAUNDER (WASH CLOTHES)	launder	3.038461538	4470
2505	BEDROOM	bedroom	5.708333333	579
2506	LOOSE	loose	2.16	4660
2509	EXCHANGE	exchange	2.041666667	2703
251	SHARPEN (SOMETHING)	sharpen	2.481481481	7074
2510	PORCUPINE	porcupine	4.041666667	6012
2512	CHICK	chick	4.47826087	1381
2517	CROWDED	crowded	2.115384615	1997
2519	SEEING (VISUAL SENSE)	sight	2.375	7234
2524	JOY	joy	1.740740741	4276
2531	BROAD	broad	2.28	948
2532	TORNADO	tornado	3.08	8500
2534	DEPTH	depth	1.68	2224
2537	LENGTH	length	2	4525
2538	TRENCH (FOSSE)	trench	4.285714286	8600
2539	PIT (POTHOLE)	pit	4.172413793	5865
2540	LIME (MATERIAL)	lime	5.52	4576
2542	HERB	herb	5.826086957	3786
2543	RAVEN	raven	3.92	6381
2544	SHEPHERD	shepherd	3.909090909	7105
2546	BORDER	border	3.125	833
2547	CITY	city	2.925925926	1466
2548	BARREL	barrel	5.304347826	505
2549	VEHICLE	vehicle	6.173913043	8855
255	SERVANT	servant	4.782608696	7026
2554	PRINCE (RULER)	prince	3.826086957	6115
256	FOOD	Food	6.470350404	3055
2562	SEX (GENDER)	sex	5.16	7039
2564	PIGLET	piglet	4.68	5818
2569	BUTCHER	butcher	4.739130435	1072
257	WORSHIP	worship	2.043478261	9266
2570	BEEF	beef	5.714285714	584
2571	TRY (TEST)	test	3.2	8303
2572	SENSE (PERCEIVE BY SENSES)	sense	2.25	7008
2573	FEELING (EMOTION)	emotion	2.44	2616
2578	PENCIL	pencil	5.869565217	5710
2579	TOOTHBRUSH	toothbrush	6.72	8485
258	CALM	calm	1.875	1128
2580	HELICOPTER	helicopter	5.178571429	3766
2582	WHEELCHAIR	Wheelchair	6.132791328	9107
2584	BENCH	bench	6.166666667	614
2586	SEAHORSE	seahorse	3.962962963	6945
2587	DARTS	dart	5.291666667	2123
2588	GLOBE	globe	5.28	3360
2589	WREATH	wreath	5.461538462	9277
2590	HARMONICA	harmonica	6.416666667	3688
2591	RHINOCEROS	rhinoceros	3.68	6548
2592	IGLOO	igloo	4.851851852	4040
2594	DOMINOES	dominoes	5.703703704	2383
2595	CACTUS	cactus	4.5	1109
2596	ESCALATOR	escalator	5.52	2675
2597	HARP	harp	5.8	3691
2599	STETHOSCOPE	stethoscope	5.8	7836
2600	PYRAMID	pyramid	4	6264
2601	UNICORN	unicorn	1.296296296	8777
2602	FUNNEL	funnel	4.833333333	3197
2603	ACCORDION	accordion	5.826086957	30
2604	NOOSE	noose	4.708333333	5325
2605	ASPARAGUS	asparagus	5.56	322
2606	COMPASS	compass	5.538461538	1681
2607	TRIPOD	tripod	5	8629
2617	BULB	bulb	5.391304348	1009
2618	CAMERA	camera	6.086956522	1132
2619	CARD	card	5.56	1187
2620	CARRIAGE	carriage	5.08	1213
2621	CURTAIN	curtain	5.875	2063
2622	ENGINE	engine	5.333333333	2634
2623	FLAG	flag	5.851851852	2928
2624	FRAME	frame	4.956521739	3129
2625	MAP	map	5.481481481	4796
2626	NERVE	nerve	3.458333333	5248
2627	ORANGE (FRUIT)	orange	5.08	5447
2628	PLANT STEM	stem	4.666666667	7814
2629	TRAY	tray	5.166666667	8586
263	HERDSMAN	herdsman	3.740740741	3791
2630	WHIP	whip	5	9121
2640	LARVA	maggot	4.44	4732
2643	INK	ink	5.56	4117
2656	MIDNIGHT	midnight	2.130434783	4959
2657	LADLE	ladle	4.84	4412
2658	COAL	coal	4.875	1569
2664	SCAB	scab	4.958333333	6817
2665	WART	wart	4.56	9001
2666	SOLE (FOOT)	sole	4.107142857	7514
2667	TORSO	torso	5.64	8501
2668	SKELETON	skeleton	4.347826087	7290
2669	POINT (WITH FINGER)	point	3.173913043	5963
268	DRIBBLE	dribble	2.36	2453
2680	MACHETE	machete	5.791666667	4719
2685	CARP (FISH)	carp	4.52173913	1206
2691	PATERNAL AUNT (FATHER'S SISTER)	satisfy	1.846153846	6794
27	AIR	air	3.791666667	104
2705	INHALE	inhale	3	4111
2706	GNAW	gnaw	3.25	3379
2708	TALK	talk	4.071428571	8191
271	SAUCER	saucer	5.777777778	6797
2712	GET DIZZY	dizzy	2.56	2356
2715	DESPISE	despise	1.227272727	2237
2717	STEEP	steep	2.36	7809
272	TONGS	tongs	5.826086957	8474
273	DOUGH	dough	6.086956522	2409
274	KNEAD	knead	3.208333333	4357
275	PEEL	peel	4.458333333	5696
2754	TOWARDS	to	1.375	8442
2756	IDLE	idle	2.181818182	4037
2765	CHERRY	cherry	5.454545455	1374
2766	WATERMELON	watermelon	5.869565217	9038
2769	PORK	pork	4.916666667	6013
2770	JACKET	jacket	6.333333333	4215
2771	SHAWL	shawl	5.76	7083
2773	FINGERTIP	fingertip	5.928571429	2885
2783	SCALES (MEASURE INSTRUMENT)	scale	5.652173913	6824
2789	BURP	burp	2.857142857	1056
2797	SESAME	sesame	4.652173913	7029
2804	AMULET	amulet	5.291666667	181
2805	BIRTH (ACCOUCHEMENT)	birth	2.208333333	660
2809	BLUEBERRY	blueberry	6	752
281	POST	pole	5.32	5972
2810	BREASTBONE	breastbone	5.318181818	906
2814	CUTTLEFISH	cuttlefish	4.454545455	2080
2816	ECHO	echo	2.2	2557
2817	EMU	emu	3.956521739	2624
2818	FORD (CROSSING)	ford	4.416666667	3083
2819	GRASSLAND	meadow	4.391304348	4876
2821	JEALOUS	jealous	2.347826087	4237
2824	KNUCKLE	knuckle	5.76	4383
2827	MENSTRUATE	menstruate	3.304347826	4914
2828	MOTH	moth	4.84	5092
2830	OYSTERS	oyster	5.407407407	5514
2831	PENGUIN	penguin	4.12	5713
2833	RUM	rum	5.64	6687
2834	SCROTUM	scrotum	5.291666667	6920
2836	STARLIGHT	starlight	3.115384615	7776
2837	SWAN	swan	4.208333333	8102
284	HOE	hoe	5.545454545	3860
2843	CAULIFLOWER	cauliflower	5.269230769	1267
2845	SIZE (OF OBJECT)	size	1.72	7280
2860	BOLT (MOVE IN HASTE)	rush	2.25	6701
2861	BUDGE (ONESELF)	budge	2.12	995
2862	CONNECT	connect	2.041666667	1736
2863	DASH (OF VEHICLE)	dash	2.52173913	2125
2864	DECREASE	decrease	1.48	2171
2865	DIE (FROM ACCIDENT)	perish	2.045454545	5747
2869	BOTHER (HARASS)	bother	1.956521739	845
287	CONE	cone	4.608695652	1715
2870	RECOGNIZE (SOMEBODY)	recognize	1.64	6408
2877	RUSTLE (OF LEAVES)	rustle	1.925925926	6704
2879	SOUND (OF INSTRUMENT OR VOICE)	sound	2.103448276	7545
288	FORGE	forge	3.642857143	3091
2880	HALT (STOP)	stop	1.5	7885
2882	ADD	add	2.285714286	54
2883	DISTURB	disturb	2.16	2345
2884	HANG	hang	1.666666667	3669
2885	HERD (SOMETHING)	herd	3	3789
2886	PRODUCE	produce	5.565217391	6136
2887	THAW (DEW)	thaw	2.476190476	8317
2888	TINKLE	tinkle	1.913043478	8425
2889	TWINKLE	sparkle	1.5	7575
289	MOLD	mold	3.75	5038
2891	TIE UP (TETHER)	tether	3.230769231	8309
2893	NOTICE (SOMETHING)	notice	2.173913043	5337
2894	TUMBLE (FALL DOWN)	tumble	2.481481481	8672
2897	CHIME (ACTION)	chime	3	1395
2899	JOG (SOMETHING)	jog	2.869565217	4262
29	GELD	castrate	3.04	1246
2900	PROTECT	protect	1.458333333	6174
2902	BRAWL (FIGHT)	brawl	3.416666667	891
2903	CHAT (WITH SOMEBODY)	chat	2.958333333	1348
2904	RINSE	rinse	2.222222222	6580
2905	KNIT	knit	3.5	4367
2906	TRANSLATE	translate	1.625	8564
2907	ROT	decay	1.96	2160
2909	PREPARE	prepare	1.72	6084
2911	BACKWARD	backward	2.130434783	422
2912	FORWARD	forward	1.869565217	3107
2919	STILL (CONTINUING)	still	1.739130435	7845
292	RUG	rug	6.173913043	6681
2921	THEN	then	1.166666667	8325
2924	A LITTLE	bit	2.68	667
2929	BENEFIT	profit	1.777777778	6140
2930	BOSS	boss	4.083333333	841
2931	BUSINESS	business	2.166666667	1064
2932	COLD (CHILL)	chill	1.962962963	1393
2934	CUCKOO	cuckoo	2.523809524	2033
2935	CURRENT (STREAM)	current	2.260869565	2061
2936	ELEVATION	elevation	1.791666667	2600
2937	FAIRY TALE	tale	1.708333333	8188
2938	FLAVOR	flavor	3.125	2959
2939	FLOCK (OF ANIMALS)	flock	3.083333333	2990
2940	GATE	gate	5.956521739	3262
2943	BUNDLE	bundle	2.958333333	1031
2945	COUNT (QUANTITY)	quantity	1.96	6277
2946	CRADLE	cradle	5.652173913	1900
2947	DAMAGE (INJURY)	damage	2.259259259	2104
2948	GAP (DISTANCE)	gap	2.375	3239
2949	LAIR	lair	2.923076923	4420
295	WHETSTONE	whetstone	4.235294118	9114
2951	POUCH	pouch	5.178571429	6049
2952	SLAB	slab	4.04	7325
2954	SLICE	slice	3.043478261	7363
2955	STATE (POLITICS)	state	1.92	7780
2956	TUBE	tube	4.916666667	8661
2957	WARE	ware	2.409090909	8991
2958	LAUGHTER	laughter	2.8	4467
2959	LEASH	leash	5.708333333	4498
296	CROUCH	crouch	3.291666667	1991
2961	MESSAGE	message	2.68	4929
2963	NET	net	5.208333333	5249
2965	PAW	paw	5	5662
2966	PERCH (FISH)	perch	3.347826087	5734
2967	PIKE (FISH)	pike	4.590909091	5823
2968	REASON	tune	1.730769231	8679
2969	RIBBON	ribbon	6.375	6555
297	CROOKED	crooked	2.086956522	1974
2971	SIN	sin	1.88	7259
2973	STRAP	strap	4.923076923	7919
2974	SWARM (OF BIRDS)	swarm	3	8104
2977	WORKER	worker	5.086956522	9255
2978	DISTANCE	distance	2.16	2336
298	SHRIEK	shriek	1.625	7187
2980	AREA	area	2.88	276
2981	ITEM	item	5.739130435	4206
2982	GIFT	gift	5.380952381	3313
2983	COMPANIONSHIP	company	3.518518519	1678
2984	HEAP	heap	2.37037037	3747
2985	HEIGHT	height	1.56	3762
2987	AMOUNT	amount	2.181818182	173
2988	PATTERN	pattern	2.6	5657
2989	FRINGE	fringe	2.958333333	3160
299	SCOLD	scold	1.807692308	6869
2990	SACK	sack	5.083333333	6713
2991	SKI	ski	5.52	7298
2992	TIP (OF OBJECT)	tip	3.36	8433
2993	STROKE (OF PEN)	stroke	2.583333333	7952
2995	TONE (MUSIC)	tone	1.47826087	8471
2996	WEALTH	wealth	2.923076923	9055
2997	COLORFUL	colorful	1.96	1637
2998	DAMP	damp	2.347826087	2106
3	BRAVE	brave	1.407407407	889
300	RATTLE	rattle	4.409090909	6374
3002	PRECIOUS	precious	2.36	6075
3003	SOLID	solid	3.32	7517
301	CHIEFTAIN	chief	4.12	1386
3011	GRUB	grub	4.208333333	3543
302	CLAN	clan	3.16	1475
3020	BREAK (BREAKING)	burst	1.814814815	1059
3025	BARN OR SHED	barn	5.173913043	499
3026	CONJUNCTIVITIS	conjunctivitis	2.636363636	1735
3028	GRAVEL	gravel	5.461538462	3474
3032	STARFISH	starfish	3.857142857	7772
3033	SCARED	scared	2.52	6840
304	PREACH	preach	2.333333333	6071
305	GRANDPARENTS	grandparent	5.56	3451
3050	SEEDLING	seedling	5.083333333	6986
3053	TIGHT	tight	2.083333333	8405
3055	SWINDLE	cheat	1.833333333	1351
3057	FLAIL	flail	3.434782609	2933
3058	GRAZE	graze	2.72	3480
3059	MALARIA	malaria	3.12	4756
3060	PHEASANT	pheasant	4.16	5778
3062	TURNIP	turnip	6.12	8690
3064	RUST	rust	3.625	6702
3065	SADDLE	saddle	4.954545455	6717
3066	SCARF OR TURBAN	scarf	6.434782609	6841
307	HAWK	hawk	3.36	3714
3071	INSERT	insert	2.956521739	4130
3072	MISPLACE	lose	1.296296296	4664
3073	MANAGE	manage	2.416666667	4768
3074	FIX	fix	2.125	2922
3076	SLOPE	slope	3.2	7387
308	TOUCAN	toucan	4.16	8512
3080	SPLIT OPEN	crack	3.565217391	1894
3083	BALLOON	balloon	5.523809524	454
3084	BLACKBOARD	blackboard	5.392857143	674
3085	CARROT	carrot	6.043478261	1215
3086	COMPUTER	computer	6.714285714	1695
3087	PACIFIER	dummy	3.869565217	2508
3088	ENVELOPE	envelope	5.64	2656
3089	GIRAFFE	giraffe	4	3324
309	OPOSSUM	opossum	3.88	5438
3090	GUITAR	Guitar	6.293243243	3563
3091	LEMON	lemon	6.08	4523
3093	LIPSTICK	lipstick	5.928571429	4599
3094	PAINTBRUSH	paintbrush	5.56	5543
3095	POSTMAN	postman	4.913043478	6034
3096	RACKET	racket	5.24	6320
3098	SNOWMAN	snowman	4.916666667	7477
3099	SOFA	sofa	6.608695652	7503
31	PAN	pan	6.409090909	5564
3100	SUNGLASSES	sunglasses	6.458333333	8047
3101	SWING	swing	5.36	8129
3102	TANK	tank	4.608695652	8205
3104	THERMOMETER	thermometer	5.56	8331
3105	UMBRELLA	umbrella	6.4	8747
3110	CLAP	clap	4.04	1479
3112	ERUPT	erupt	1.4	2673
3114	GRATE (SOMETHING)	grate	4	3470
3116	HATCH (OUT)	hatch	3.925925926	3703
