CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN	GERMAN_HAPPINESS_MEAN	GERMAN_ANGER_MEAN	GERMAN_SADNESS_MEAN	GERMAN_FEAR_MEAN	GERMAN_DISGUST_MEAN	GERMAN_EMOTION_DOMINANT	LINE_IN_SOURCE
1465	BOX	kiste	2.0870	1.3043	1.5217	1.5652	1.5652	HAP	777
1467	CIRCLE	kreis	2.0417	1.4167	1.5000	1.4167	1.4167	HAP	835
1469	WEEK	woche	1.6364	1.5000	1.2727	1.4545	1.4545	HAP	1891
1471	WINTER	winter	2.4500	1.6500	1.6500	1.4000	1.4000	HAP	1884
1474	SEA	meer	4.4000	1.1000	1.6000	2.4000	2.4000	HAP	1027
1475	COMB	kamm	1.7619	1.3333	1.0952	1.1905	1.1905	HAP	731
1476	CHAIR	stuhl	1.6818	1.1364	1.1364	1.0909	1.0909	HAP	1622
1480	BODY	leib	2.1905	1.5238	1.3333	1.7619	1.7619	HAP	892
1481	HAMMER	hammer	1.2273	1.2727	1.0000	1.5455	1.5455	FEA	622
1489	CLOUD	wolke	3.1818	1.0909	1.3636	1.1818	1.1818	HAP	1896
1490	RAT	ratte	1.4348	1.6957	1.0870	1.9565	1.9565	DIS	1349
1491	MOUSE	maus	2.7619	1.4762	1.1905	1.4762	1.4762	HAP	1022
1502	GOAT	ziege	2.4167	1.2917	1.2917	1.4167	1.4167	HAP	1931
1504	FLY (INSECT)	fliege	1.2000	2.3500	1.0000	1.2000	1.2000	DIS	474
1511	ROOSTER	hahn	2.4091	1.8636	1.2727	1.4091	1.4091	HAP	619
1514	HEN	henne	2.0476	1.4286	1.4286	1.4286	1.4286	HAP	650
1517	WASP	wespe	1.3478	2.5652	1.3043	3.0000	3.0000	FEA	1876
1522	SOCK	strumpf	1.7500	1.0000	1.0500	1.0000	1.0000	HAP	1619
1524	WINE	wein	2.9048	1.3810	1.2381	1.2381	1.2381	HAP	1864
1525	COAST	küste	3.6667	1.3333	1.8571	1.4762	1.4762	HAP	863
1534	FEVER	fieber	1.2500	2.3333	1.7083	2.7083	2.7083	FEA	457
1539	BASKET	korb	2.1000	1.2500	1.3500	1.4000	1.4000	HAP	827
1543	SNAIL	schnecke	1.8571	1.3333	1.0952	1.0476	1.0476	DIS	1485
1547	SOUP	suppe	2.4400	1.1200	1.0800	1.0000	1.0000	HAP	1630
1554	MAN	mann	2.6667	1.9048	1.4762	1.8095	1.8095	HAP	1003
1557	BEGINNING	anfang	3.0000	1.2727	1.3636	1.5909	1.5909	HAP	81
1559	MONEY	geld	2.7500	2.4500	1.6000	2.5500	2.5500	HAP	551
1560	FACE	gesicht	2.6000	1.2500	1.3000	1.1000	1.1000	HAP	569
1562	MIND	verstand	3.0476	1.1905	1.0476	1.0476	1.0476	HAP	1800
1566	GUN	pistole	1.1905	2.2857	1.3810	3.2381	3.2381	FEA	1274
1569	CHEESE	käse	2.8500	1.2500	1.0500	1.2000	1.2000	HAP	749
1583	BRAIN	gehirn	1.6500	1.1000	1.0000	1.2500	1.2500	DIS	543
1592	CHEST	brust	2.8000	1.3500	1.2500	1.3500	1.3500	HAP	274
1596	LOCK	schloss	3.1905	1.1905	1.0476	1.1905	1.1905	HAP	1478
1597	AIRPLANE	hobel	1.5000	1.5500	1.2000	1.4500	1.4500		668
1599	WORD	wort	2.3810	1.6667	1.4762	1.1905	1.1905	HAP	1900
1600	SKIRT	rock	2.4500	1.3000	1.2500	1.3500	1.3500	HAP	1404
1612	LETTER	brief	3.0500	1.6500	1.5500	1.8500	1.8500	HAP	266
1620	SON	sohn	2.8500	1.4000	1.3500	1.7000	1.7000	HAP	1558
1622	SHIRT	hemd	1.5500	1.2000	1.1000	1.1000	1.1000	HAP	647
1627	CHAIN	kette	3.2381	1.0952	1.1905	1.3333	1.3333	HAP	766
1629	EVENING	abend	3.2000	1.3500	1.7500	1.5000	1.5000	HAP	6
1638	TRUTH	wahrheit	3.5238	1.3333	1.3810	1.5714	1.5714	HAP	1844
1639	BEER	bier	1.9500	1.9500	1.2500	1.5500	1.5500	DIS	232
1646	GIRL	mädchen	2.9048	1.0000	1.0000	1.0952	1.0952	HAP	974
1651	TEAR (OF EYE)	träne	1.3462	1.8846	3.6154	1.7692	1.7692	SAD	1702
1654	LIGHTNING	blitz	2.6500	1.4500	1.4000	2.7000	2.7000	FEA	246
1659	DOLL	puppe	2.1667	1.2917	1.5417	1.5000	1.5000	HAP	1327
1663	BED	bett	3.9000	1.1500	1.1500	1.1500	1.1500	HAP	223
1664	RAFT	floß	2.6500	1.2000	1.2000	1.9500	1.9500	HAP	476
1667	HOLE	loch	1.5000	1.6818	1.8182	2.5455	2.5455	FEA	947
1668	GRIEF	kummer	1.0476	2.0476	3.1905	2.1429	2.1429	SAD	853
1679	LOAD	last	1.2000	3.1000	2.1500	2.6500	2.6500	ANG	873
1699	SUNDAY	sonntag	3.6000	1.1500	1.1500	1.0000	1.0000	HAP	1563
1700	SATURDAY	samstag	3.8571	1.0000	1.0000	1.0000	1.0000	HAP	1434
1730	CHEEK	wange	2.7083	1.0833	1.0833	1.0417	1.0417	HAP	1850
1732	SKY	himmel	3.8261	1.0870	1.4348	1.4348	1.4348	HAP	661
174	PROUD	stolz	3.1667	2.0417	1.4167	1.6667	1.6667	HAP	1608
1772	ELK	elch	3.0000	1.2857	1.4286	1.7143	1.7143	HAP	380
1773	GRAVE	grab	1.1500	1.9000	3.9000	3.4500	3.4500	SAD	599
1775	TABLE	tisch	1.5417	1.0833	1.0000	1.0417	1.0417	HAP	1679
1782	GUEST	gast	3.1905	1.7143	1.2381	1.3810	1.3810	HAP	526
1783	PAIN	schmerz	1.1905	2.6667	2.4286	3.0476	3.0476	FEA	1480
1789	AGE	alter	2.3333	1.5714	1.9524	2.4762	2.4762	FEA	69
1797	HEDGEHOG	igel	3.4000	1.2500	1.4000	1.4000	1.4000	HAP	692
1821	BRUSH	bürste	1.4762	1.2381	1.0000	1.0476	1.0476	DIS	286
1825	COPPER	kupfer	1.8571	1.0000	1.0476	1.0000	1.0000	HAP	858
1838	NAVEL	nabel	1.6818	1.2273	1.2273	1.3636	1.3636	DIS	1128
1844	BOAT	boot	2.7619	1.2381	1.2857	2.0000	2.0000	HAP	260
1845	BALL	ball	2.9048	1.3333	1.1905	1.2381	1.2381	HAP	170
1848	QUARREL	zank	1.4000	3.4500	2.0000	2.0500	2.0500	ANG	1914
1853	DOVE	taube	2.3750	1.6250	1.0833	1.1667	1.1667	HAP	1654
1855	BIRCH	birke	2.5455	1.2273	1.7727	1.3182	1.3182	HAP	238
1857	CROCODILE	krokodil	1.7000	1.2500	1.2000	2.5000	2.5000	FEA	842
1864	HUNGER	hunger	1.1250	1.7500	1.2500	1.7083	1.7083	ANG	685
1871	CAMEL	kamel	2.2500	1.6000	1.4500	1.5000	1.5000	HAP	727
1877	EAST	osten	2.1250	1.8750	1.6250	1.4167	1.4167	HAP	1199
1905	EAGLE	adler	3.6400	1.2400	1.3200	2.1600	2.1600	HAP	44
1915	FIR	tanne	2.7391	1.1304	1.2174	1.0870	1.0870	HAP	1645
1936	DEER	hirsch	2.6818	1.0455	1.0455	1.3182	1.3182	HAP	663
194	FAMILY	familie	3.6500	1.6000	1.5500	1.3500	1.3500	HAP	430
1944	GOD	gott	2.7500	1.9000	1.5000	1.6500	1.6500	HAP	598
1945	IDOL	figur	2.4000	1.9000	1.4000	1.6000	1.6000	HAP	458
1948	SAW	säge	1.4762	1.7143	1.3333	2.9048	2.9048	FEA	1430
2	DUST	staub	1.3750	2.1667	1.1667	1.0417	1.0417	ANG	1594
202	STRENGTH	stärke	2.7727	1.0455	1.0000	1.2273	1.2273	HAP	1591
2025	PEA	erbse	2.0952	1.4286	1.3810	1.1905	1.1905	HAP	394
2052	BUCKET	eimer	1.4091	1.5000	1.4091	1.4091	1.4091	DIS	366
2058	STOOL	hocker	1.2273	1.0909	1.0000	1.1364	1.1364	HAP	671
2159	GROUND	boden	2.2727	1.1818	1.1818	1.2424	1.2424	HAP	253
221	FIRE	feuer	2.3000	1.8500	1.5000	2.9000	2.9000	FEA	454
2242	BEETLE	käfer	2.0500	1.3000	1.3000	1.3500	1.3500	DIS	720
2246	BELL	glocke	2.3750	1.1667	1.0833	1.1250	1.1250	HAP	593
2247	CATERPILLAR	raupe	1.7083	1.1667	1.0000	1.2083	1.2083	DIS	1354
227	FISH	fisch	2.5000	1.6000	1.5000	1.5500	1.5500	HAP	466
2292	GLASSES	brille	1.2381	1.7143	1.0000	1.0952	1.0952	ANG	268
23	RYE	roggen	2.2727	1.0000	1.0455	1.0000	1.0000	HAP	1405
2319	LID (COVER, CAP)	deckel	1.4091	1.1364	1.0909	1.0909	1.0909	HAP	308
2352	DRAGONFLY	libelle	3.0476	1.0000	1.0476	1.0952	1.0952	HAP	923
2366	ONION	zwiebel	1.5500	1.1500	1.0500	1.0500	1.0500	DIS	1955
2373	SKIN (OF FRUIT)	schale	1.4091	1.0000	1.1364	1.0909	1.0909	HAP	1450
2374	DREAM	traum	3.6800	1.4400	1.6000	1.8000	1.8000	HAP	1705
239	FLOWER	blume	3.5714	1.2857	1.6190	1.2381	1.2381	HAP	248
2398	MANGO	mango	3.2609	1.2609	1.2174	1.2609	1.2609	HAP	1000
245	BROOM	besen	1.3333	2.1429	1.2857	1.2381	1.2381	ANG	215
2466	WEIGHT	gewicht	1.2500	1.7000	1.2000	1.4000	1.4000	ANG	576
2467	GAME	spiel	3.4348	1.4783	1.0435	1.0870	1.0870	HAP	1576
2468	BAG	tasche	2.2000	1.1000	1.0500	1.0000	1.0000	HAP	1649
249	FOG	nebel	2.2083	1.6667	1.6250	2.2083	2.2083		1147
25	DIRT	schmutz	1.1905	2.4762	1.3333	1.2381	1.2381	DIS	1483
2520	SMELLING (OLFACTORY SENSE)	geruch	2.0000	1.4545	1.1364	1.3182	1.3182	DIS	564
2521	FEELING (HAPTIC SENSE)	gefühl	3.2727	2.2273	2.1364	2.0455	2.0455	HAP	538
2523	HOWLING	geheul	1.0833	2.6250	2.3333	1.9167	1.9167	ANG	542
2524	JOY	freude	4.0435	1.0435	1.0000	1.0435	1.0435	HAP	499
2525	LABOUR (EFFORT)	mühe	1.8500	2.4500	1.6000	2.1000	2.1000	ANG	1112
2526	POWER	macht	2.4783	3.1304	1.7826	2.6957	2.6957	ANG	973
2534	DEPTH	tiefe	1.7273	1.1364	1.4091	2.4545	2.4545	FEA	1675
2539	PIT (POTHOLE)	grube	1.1429	1.8095	1.5238	2.7143	2.7143	FEA	604
2541	MIRACLE	wunder	3.6500	1.0500	1.1500	1.3000	1.3000	HAP	1903
2543	RAVEN	rabe	1.9000	1.4500	1.9000	2.1500	2.1500	FEA	1336
2544	SHEPHERD	hirte	2.0500	1.4000	1.4500	1.3500	1.3500	HAP	665
2546	BORDER	grenze	1.2727	1.8182	1.4545	1.4545	1.4545	ANG	602
256	FOOD	nahrung	2.6667	1.1905	1.0952	1.1905	1.1905	HAP	1137
2584	BENCH	bank	2.0000	2.6190	1.6667	1.8571	1.8571	ANG	177
2597	HARP	harfe	3.0000	1.1429	1.4762	1.1429	1.1429	HAP	628
2604	NOOSE	schlinge	1.1905	2.0000	1.3810	2.7143	2.7143	FEA	1477
2605	ASPARAGUS	spargel	2.3810	1.0000	1.0000	1.0476	1.0476	HAP	1570
2620	CARRIAGE	kutsche	2.6000	1.0000	1.0500	1.0000	1.0000	HAP	864
2623	FLAG	fahne	2.0476	2.1905	1.6190	1.5714	1.5714	ANG	423
2658	COAL	kohle	2.2083	1.7917	1.4583	1.8333	1.8333	HAP	806
27	AIR	luft	3.5238	1.5238	1.4286	1.5714	1.5714	HAP	961
2765	CHERRY	kirsche	3.6190	1.0000	1.0000	1.0000	1.0000	HAP	775
2766	WATERMELON	melone	3.3636	1.0000	1.0000	1.0000	1.0000	HAP	1035
2770	JACKET	jacke	2.1905	1.3810	1.2381	1.3810	1.3810	HAP	708
2771	SHAWL	schal	2.2727	1.1818	1.0909	1.0909	1.0909	HAP	1449
2783	SCALES (MEASURE INSTRUMENT)	waage	1.4545	1.9091	1.2727	1.5455	1.5455	ANG	1832
2819	GRASSLAND	wiese	3.4091	1.0909	1.2727	1.0909	1.0909	HAP	1880
2826	LIE (FALSEHOOD)	lüge	1.2174	3.8696	3.0000	2.9130	2.9130	ANG	964
2829	MUSSELS	muschel	2.9524	1.0000	1.1905	1.0000	1.0000	HAP	1117
2837	SWAN	schwan	3.3636	1.0455	1.0455	1.1818	1.1818	HAP	1506
2851	AUGUST	august	2.9524	1.1429	1.1905	1.0952	1.0952	HAP	145
2854	NOVEMBER	november	1.7000	1.3000	2.0000	1.4500	1.4500	SAD	1171
2930	BOSS	chef	1.4545	2.8636	1.4091	1.9091	1.9091	ANG	293
2933	CONVERSATION	gespräch	2.6500	1.1500	1.1500	1.4000	1.4000	HAP	571
2939	FLOCK (OF ANIMALS)	herde	1.7500	1.7000	1.4500	1.5500	1.5500	HAP	653
2941	HAPPINESS	glück	4.2857	1.3333	1.2381	1.4762	1.4762	HAP	594
2945	COUNT (QUANTITY)	anzahl	1.1818	1.0909	1.0455	1.1364	1.1364	HAP	103
2946	CRADLE	wiege	2.5217	1.0870	1.1304	1.1304	1.1304	HAP	1879
2948	GAP (DISTANCE)	abstand	1.5500	1.6000	1.4500	1.5500	1.5500	ANG	29
2950	MEANING	sinn	2.8636	1.4091	1.3636	1.7727	1.7727	HAP	1538
2951	POUCH	beutel	1.2273	1.0909	1.0909	1.1364	1.1364	DIS	225
2952	SLAB	platte	1.2857	1.0476	1.0000	1.0476	1.0476	HAP	1283
2955	STATE (POLITICS)	staat	1.5833	2.3750	1.2500	1.6250	1.6250	ANG	1589
2959	LEASH	leine	1.9130	1.6522	1.4783	1.6087	1.6087	HAP	898
2960	LONGING (WISH)	lust	3.6500	1.7000	1.4000	1.6500	1.6500	HAP	968
2962	MOORLAND	moor	1.8095	1.2857	1.9048	3.0952	3.0952	FEA	1093
2965	PAW	kralle	1.0455	1.5000	1.0909	2.1364	2.1364	FEA	830
2966	PERCH (FISH)	barsch	1.7727	1.5909	1.3182	1.2273	1.2273	HAP	182
2968	REASON	grund	1.6190	1.4762	1.2857	1.3333	1.3333	HAP	605
2972	SLEEP (STATE)	schlaf	3.9091	1.0000	1.0909	1.0455	1.0455	HAP	1472
2975	THOUGHT	gedanke	2.7500	1.2500	1.3500	1.2500	1.2500	HAP	534
2976	VIOLENCE	gewalt	1.1304	3.5217	2.6522	3.3043	3.3043	ANG	574
2977	WORKER	arbeiter	1.2500	1.3000	1.2500	1.0500	1.0500	ANG	110
2980	AREA	gegend	1.6818	1.0909	1.0909	1.2727	1.2727	HAP	539
2982	GIFT	geschenk	4.0000	1.0000	1.1000	1.0000	1.0000	HAP	566
2985	HEIGHT	höhe	2.2174	1.2174	1.2174	2.8696	2.8696	FEA	673
2987	AMOUNT	menge	1.9565	1.5652	1.3043	1.4348	1.4348	HAP	1036
2996	WEALTH	reichtum	3.1905	1.7619	1.1905	1.3333	1.3333	HAP	1373
3003	SOLID	fest	3.8095	1.2857	1.1905	1.3810	1.3810	HAP	450
3006	SPACE (AVAILABLE)	platz	2.0909	1.5000	1.3636	1.4091	1.4091	HAP	1284
3060	PHEASANT	fasan	2.2381	1.3810	1.3333	1.3333	1.3333	HAP	433
3076	SLOPE	abhang	1.6522	1.5217	1.2609	2.8261	2.8261	FEA	15
3084	BLACKBOARD	tafel	1.7083	1.2917	1.0833	1.3333	1.3333	HAP	1637
3085	CARROT	möhre	2.5417	1.3750	1.2083	1.2083	1.2083	HAP	1083
3087	PACIFIER	nuckel	2.2857	1.2857	1.1905	1.2381	1.2381	HAP	1172
3089	GIRAFFE	giraffe	3.1000	1.0000	1.0000	1.0500	1.0500	HAP	585
3090	GUITAR	gitarre	3.2000	1.0500	1.1000	1.0000	1.0000	HAP	587
3091	LEMON	zitrone	2.6500	1.0000	1.0000	1.0000	1.0000	HAP	1939
3094	PAINTBRUSH	pinsel	2.1818	1.1364	1.0000	1.0455	1.0455	HAP	1269
3099	SOFA	sofa	3.2857	1.0952	1.0000	1.0000	1.0000	HAP	1556
31	PAN	pfanne	1.8182	1.0455	1.0000	1.0000	1.0000	HAP	1252
3101	SWING	schaukel	3.0476	1.0476	1.0476	1.3333	1.3333	HAP	1457
3102	TANK	panzer	1.3000	3.1500	2.2000	3.0500	3.0500	ANG	1214
3106	WARDROBE	schrank	1.3500	1.1000	1.0000	1.0500	1.0500	HAP	1489
3107	WHISTLE (INSTRUMENT)	pfeife	1.2857	1.8571	1.0476	1.1429	1.1429	ANG	1255
3137	OAR	ruder	1.6818	1.0909	1.1364	1.2273	1.2273	HAP	1415
3138	STRAWBERRY	erdbeere	3.6000	1.0000	1.0000	1.0000	1.0000	HAP	396
3147	HAMSTER	hamster	3.2000	1.0000	1.0500	1.0000	1.0000	HAP	623
3303	PICTURE (PAINTING)	bild	3.0000	1.4286	1.4762	1.3810	1.3810	HAP	236
3353	SIEVE (TOOL)	sieb	1.7000	1.3000	1.3000	1.2000	1.2000	HAP	1530
338	RAKE	rechen	1.2727	1.0909	1.0909	1.1818	1.1818	HAP	1359
3382	PEACOCK	pfau	3.1000	1.1000	1.2000	1.3000	1.3000	HAP	1254
34	STAIRS	treppe	1.3000	1.1500	1.0500	1.1500	1.1500	HAP	1712
3405	RULER	lineal	1.3636	1.1364	1.0000	1.0000	1.0000	HAP	936
3407	FILE (TOOL)	feile	1.5000	1.5000	1.3000	1.2500	1.2500	DIS	443
341	SICKLE	sichel	1.2727	1.5000	1.2273	2.0000	2.0000	FEA	1529
344	TREE TRUNK	stamm	1.7391	1.1304	1.2174	1.2174	1.2174	HAP	1590
3458	SILENCE	ruhe	3.7000	1.4000	2.0000	1.5500	1.5500	HAP	1416
3467	HELP (ASSISTANCE)	hilfe	2.9000	1.8500	1.6500	2.1000	2.1000	HAP	659
356	SHEARS	schere	1.1364	1.1364	1.0000	1.3182	1.3182	FEA	1461
3675	ZEBRA	zebra	2.8500	1.0000	1.0500	1.1000	1.1000	HAP	1919
3711	TIE (NOUN)	krawatte	1.4500	1.0500	1.0500	1.0500	1.0500	HAP	832
3717	BADGER	dachs	2.5000	1.4000	1.4000	1.6000	1.6000	HAP	295
3722	FLAMINGO	flamingo	3.1500	1.0000	1.0000	1.0000	1.0000	HAP	468
3724	STORK	storch	2.8095	1.0000	1.0476	1.0952	1.0952	HAP	1609
3729	LETTUCE	salat	3.0417	1.0833	1.0833	1.1250	1.1250	HAP	1432
383	MASTER	meister	2.6190	1.1429	1.0476	1.1429	1.1429	HAP	1032
420	FOREST	wald	3.5909	1.4091	1.5455	2.4091	2.4091	HAP	1846
476	CUP	tasse	1.9583	1.0833	1.1250	1.0000	1.0000	HAP	1650
478	LIP	lippe	2.7727	1.3182	1.4091	1.3636	1.3636	HAP	939
496	CUCUMBER	gurke	2.1905	1.5238	1.2381	1.1905	1.1905	HAP	611
