CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN	GERMAN_IMAGEABILITY_MEAN_MALE_YOUNG	GERMAN_IMAGEABILITY_MEAN_FEMALE_YOUNG	GERMAN_IMAGEABILITY_MEAN_MALE_OLD	GERMAN_IMAGEABILITY_MEAN_FEMALE_OLD	GERMAN_IMAGEABILITY_MEAN_YOUNG	GERMAN_IMAGEABILITY_MEAN_OLD	GERMAN_EMOTIONALITY_MEAN_MALE_YOUNG	GERMAN_EMOTIONALITY_MEAN_FEMALE_YOUNG	GERMAN_EMOTIONALITY_MEAN_MALE_OLD	GERMAN_EMOTIONALITY_MEAN_FEMALE_OLD	GERMAN_EMOTIONALITY_MEAN_YOUNG	GERMAN_EMOTIONALITY_MEAN_OLD	LINE_IN_SOURCE
1530	BOWL	Schüssel	83.2	93.45	91.33	90.45	88.57	90.91	7.56	7.22	20.56	24.8	7.39	22.79	1966
1531	BRANCH	Ast	86.44	90.36	92.62	89.5	88.6	91.26	19.38	25.5	14.22	16.4	22.78	15.37	106
1534	FEVER	Fieber	45.4	42.7	62.92	64.91	44.05	63.87	-55.25	-45.5	-53.88	-55.09	-49.83	-54.58	575
1537	SPRINGTIME	Frühling	62.91	57.33	88.36	72	60.4	79.83	71	73.36	83.13	79.91	72.37	81.26	641
1538	SCORPION	Skorpion	92.5	88.9	87.67	81.8	90.7	85	-26.38	-17.2	-56.88	-41.9	-21.28	-48.56	2031
1539	BASKET	Korb	83.67	87.89	91.08	84	85.78	88	19.75	15.2	18.13	22.27	17.22	20.53	1148
154	UDDER	Euter	86.5	85.7	88.23	87	86.14	87.7	21.5	8.33	21.7	-9.44	15.26	6.95	516
1540	EYELASH	Wimper	79.82	92.25	87.5	90	85.05	88.81	28.9	29	6.5	26.11	28.95	15.79	2480
1543	SNAIL	Schnecke	92.1	92.22	92.82	83.73	92.16	88.27	-1.8	16	2.3	-6.3	6.11	-2	1933
1547	SOUP	Suppe	76.33	86.18	88.69	86.6	81.75	87.78	45.9	41.89	35.9	32.56	44	34.32	2176
1554	MAN	Mann	82.8	83.3	92.55	90.67	83.05	91.57	22.33	26.33	13.5	45.73	24.33	32.16	1348
1557	BEGINNING	Anfang	25.56	24.18	45.6	45.38	24.8	45.48	19.3	44.38	17.7	20.56	30.44	19.05	56
1559	MONEY	Geld	75.5	81.67	91.83	90	78.42	91	8.9	30.25	53.56	52	18.39	52.74	698
1560	FACE	Gesicht	81.55	81.4	93	89.7	81.48	91.57	37	40.11	31.75	34	38.56	33.05	726
1562	MIND	Verstand	16.36	14.13	34.17	40.09	15.42	37	44.43	50.09	57	55.64	47.89	56.25	2377
1566	GUN	Gewehr	91.63	89.55	95.33	81	90.42	88.48	-21.13	-56	-58.67	-74.6	-41.32	-67.05	739
1567	DOOR	Tür	92.11	93.5	96.62	90.56	92.9	94.14	9.78	3.9	29.78	32.9	6.68	31.42	2303
1569	CHEESE	Käse	87	89.7	97.36	85.25	88.42	91.04	46.22	42.2	52.14	41.67	44.11	45.53	1022
1583	BRAIN	Gehirn	91.3	81.73	80.58	77.8	86.29	79.32	22.11	3	52	35.22	12.56	44.45	690
1589	HUMMINGBIRD	Kolibri	80.2	88.55	93.54	78.4	84.57	86.96	38.22	46.4	65.11	43.5	42.53	53.74	1123
1592	CHEST	Brust	91.78	94	96.46	89	93	93.22	49.9	28.13	41.9	22.22	40.22	32.58	308
1594	FLOUR	Mehl	77.5	89.78	88.15	89.8	83.32	88.87	8.56	11.78	26.5	26.91	10.17	26.74	1378
1596	LOCK	Schloss	90	90.11	87.17	89.36	90.05	88.22	35.91	44.71	39	40.11	39.33	39.53	1920
1597	AIRPLANE	Flugzeug	94.45	94.3	98.9	90.46	94.38	94.13	35.44	40.6	37.67	51.3	38.16	44.84	611
1599	WORD	Wort	32.11	33.7	54.58	64.09	32.95	59.13	9	14	28.63	24.27	11.63	26.11	2507
16	SLED	Schlitten	91.27	95.3	94.83	90.91	93.19	92.96	27.44	48.11	40.63	42.64	37.78	41.79	1919
1600	SKIRT	Rock	87.18	94.5	95.71	86.78	90.67	92.22	51.78	24.2	27	24.33	37.26	25.74	1788
1605	SKULL	Schädel	90.22	85.27	93.36	84.55	87.5	88.95	-22.22	-10.67	10.11	4.1	-16.44	6.95	1862
1612	LETTER	Brief	92.88	88.27	92.23	89.56	90.21	91.14	14.91	53.63	22.67	35.1	31.21	29.21	296
1614	SUMMIT	Gipfel	90.13	84.82	89.64	81.58	87.05	85.43	35.1	36.44	64.7	19	35.74	43.05	749
1616	CLOTH	Stoff	63.91	75.13	77.85	82.1	68.63	79.7	16.5	19	22.2	27	17.89	24.47	2136
1620	SON	Sohn	48	44	92.36	81.33	46	88.04	31.25	27.8	71	59.9	29.33	65.16	2036
1622	SHIRT	Hemd	75	92.18	95.25	93	84.95	94.17	17.56	5	26.6	24	11.28	25.3	875
1627	CHAIN	Kette	90.67	94.44	97.25	87.91	92.56	92.78	2.67	36.9	-6.55	32.75	20.68	10	1057
1629	EVENING	Abend	53.8	52.27	59.9	74.08	53	67.64	46.13	40.2	42.13	56.55	42.83	50.47	3
1632	FLOOR	Fußboden	74.5	77	92.75	87	76	90	5	5	12.25	16	5	14.42	650
1638	TRUTH	Wahrheit	19.11	15.36	22.46	42.2	17.05	31.04	41.89	47.67	81	63.27	44.78	70.74	2424
1639	BEER	Bier	88.36	95.22	92.08	80.6	91.45	86.86	34.2	-9.75	26.7	3	14.67	14.85	236
1641	SILK	Seide	74.88	80.08	83.17	89.64	78	86.26	35.78	46.44	35.6	60.67	41.11	47.47	1993
1642	NIECE	Nichte	45.91	39.78	64	79.09	43.15	71.22	20.2	12.63	43.11	55.1	16.83	49.42	1496
1646	GIRL	Mädchen	78.91	64.5	94.75	89.08	72.05	91.92	65.23	31	79.08	63.31	48.12	70.88	1324
1651	TEAR (OF EYE)	Träne	82.58	95	82.5	85.91	87.9	84.13	-11.4	-23.11	-28	-52.88	-16.95	-38.47	2272
1654	LIGHTNING	Blitz	92.5	94.78	93.91	86.83	93.58	90.22	8.45	-20	-37.89	-40.2	-2.61	-39.11	258
1658	PUPIL	Pupille	86.18	85.6	92.17	90.73	85.9	91.48	14.78	4	26.9	29.44	9.39	28.11	1695
1659	DOLL	Puppe	84.6	91.64	90.27	90.64	88.29	90.45	10	19.5	43.4	39.67	15.28	41.63	1696
1663	BED	Bett	96.8	96	95.42	93.27	96.36	94.39	70.38	65.9	64.09	64.57	67.89	64.28	222
1664	RAFT	Floß	86.11	82.5	94.31	87.3	84.21	91.26	31.1	25.56	35.5	22.11	28.47	29.16	605
1667	HOLE	Loch	80.27	87.22	92.58	80.4	83.4	87.05	-17.2	-14.56	-34.78	-13.8	-15.95	-23.74	1295
1668	GRIEF	Kummer	25	33	36.73	50.58	29	43.96	-65.13	-57.8	-50.88	-69.55	-61.06	-61.68	1201
1673	ARM	Arm	83.83	92.33	84.18	82.36	87.48	83.27	15.75	10.1	27	28.3	12.61	27.68	94
1678	HUT	Hütte	82.6	80.78	91.57	84.89	81.74	88.96	35.33	22.78	29.78	31.1	29.06	30.47	930
1679	LOAD	Last	54.5	43.2	66.18	59	48.85	62.43	-44.78	-44	-45.18	-46.88	-44.39	-45.89	1236
1680	HELMET	Helm	85.9	88	94.17	82.45	86.95	88.57	10.4	-4.5	12.75	6.45	3.78	9.11	874
1681	WAIST	Taille	68.2	73.78	84.58	80	70.84	82.39	37.25	29.44	23.11	28.5	33.12	25.95	2187
1683	BUSH	Busch	83.45	91	87.18	81.83	86.85	84.39	13.11	29.33	25.44	31.8	21.22	28.79	332
1684	BUD	Knospe	86	83.08	94.15	88.2	84.25	91.57	50.44	54.2	60.67	55.2	52.42	57.79	1110
1688	FATE	Schicksal	24.55	17.7	26.5	33.55	21.29	29.87	-31.5	-12.38	-8.67	7.6	-23	-.11	1891
1690	FENCE	Zaun	89.1	90.55	95.08	86.6	89.86	91.39	-19.88	-17	9.67	4.1	-18.21	6.74	2531
1699	SUNDAY	Sonntag	41.67	38.86	72.33	79.33	40.63	75.83	40.5	63.7	76.3	58.1	53.39	67.2	2042
17	EYELID	Lid	72.1	86.45	81.08	85.6	79.62	83.14	23.55	9.63	15.88	31.27	17.68	24.79	1278
1720	SIGN	Zeichen	61.27	54.75	55.75	58.9	58.53	57.18	13.2	19.67	12.75	14.18	16.26	13.58	2536
1730	CHEEK	Wange	74.1	92	91.69	91.8	83.05	91.74	47.67	32.3	40.44	38.8	39.58	39.58	2434
1732	SKY	Himmel	77.45	90.89	88.92	90.36	83.5	89.61	60.73	60.29	60.25	68.82	60.56	65.21	893
1745	HIP	Hüfte	74	83.36	84.33	86	78.9	85.13	25.8	14.56	24.8	13.33	20.47	19.37	919
1746	BLADDER	Blase	78	79.38	86.6	78.77	78.55	82.17	-19.33	-13.33	-15.33	-7.2	-16.33	-11.05	247
1747	CUSTOM	Sitte	24.36	14.22	34.17	41.2	19.8	37.36	-11.5	-2.38	26.4	5.56	-7.44	16.53	2023
1754	BRACELET	Armband	76.08	92.63	93.42	92.91	82.7	93.17	5	34.5	32.4	32.11	18.11	32.26	95
1756	WIDOW	Witwe	45.08	53.33	64.64	75.5	48.62	70.3	-32.8	-38.13	-31.78	-26.5	-35.17	-29	2492
1762	STONE (OF FRUIT)	Kern	76.36	79.13	86.42	81.36	77.53	84	2.44	14.89	14.5	13.89	8.67	14.21	1053
1768	FOAM	Schaum	78	84.18	83.31	84.7	81.24	83.91	9.75	30.9	14.5	8.44	21.5	11.63	1877
1772	ELK	Elch	93.8	95.9	95.9	80.75	94.85	87.64	43.9	39.25	53.36	39.13	41.83	47.37	471
1773	GRAVE	Grab	85.5	86.9	89.38	85.5	86.2	87.7	-68.89	-51.22	-65.25	-74.91	-60.06	-70.84	777
1775	TABLE	Tisch	95	97	96.62	94.11	95.9	95.59	23	2.89	31.33	27.5	12.94	29.32	2245
1776	SHAME	Scham	57.56	31.73	42.75	39.73	43.35	41.3	-25.22	-55.78	-18.33	-31.3	-40.5	-25.16	1870
1781	THUMB	Daumen	87.33	92.64	96.67	91.18	90.25	94.04	12.11	4	27.7	36.56	8.06	31.89	367
1782	GUEST	Gast	53.08	42.13	69.18	78.5	48.7	74.04	24.33	42.67	47.63	57.91	33.5	53.58	666
1783	PAIN	Schmerz	39.91	29.33	53.17	43.73	35.15	48.65	-70.5	-67.1	-55.55	-56.25	-68.61	-55.84	1925
1788	TELEVISION	Fernseher	93.27	93.33	97.08	92.82	93.3	95.04	1.33	22.78	31.67	46.7	12.06	39.58	564
1793	BAT	Fledermaus	93.33	96.22	94.75	87.18	94.57	91.13	17.88	21.1	21.78	-7.8	19.67	6.21	596
1797	HEDGEHOG	Igel	92.67	96.64	96.69	85.6	94.85	91.87	31.88	29.4	59.89	26.4	30.5	42.26	935
1798	GUNPOWDER	Pulver	59.64	86.44	69.33	70.18	71.7	69.74	-3.6	-2.88	-11.5	9.22	-3.28	-1.68	1691
1799	HYENA	Hyäne	83.82	91.8	86.17	85.91	87.62	86.04	-21.89	-22.7	-33.67	-24.2	-22.32	-28.68	931
1803	WOOD	Holz	87.09	89.25	89.64	83.5	88	86.43	29.1	21.75	32.4	24.89	25.83	28.84	909
1804	BOMB	Bombe	86.27	89.78	89.17	87.18	87.85	88.22	-58.44	-77.78	-90.5	-93.11	-68.11	-91.74	273
1810	DANGER	Gefahr	37.4	23.82	34	48.2	30.29	40.17	-53.78	-63.5	-55.78	-66.1	-58.89	-61.21	681
1811	SOUND OR NOISE	Laut	47.3	26.3	37.45	35.82	36.8	36.64	-1.56	8.9	-14.9	-5.33	3.95	-10.37	1244
1820	BEAR	Bär	93.82	95.22	97.09	90.83	94.45	93.83	31.5	36.4	10.5	20.25	33.73	15.38	162
1821	BRUSH	Bürste	80.8	91.33	95.27	85	85.79	89.91	8.29	13.25	16.6	22	11.42	19.16	330
1825	COPPER	Kupfer	57.78	70.4	70.75	79.1	64.42	74.55	13.22	-1.33	18.1	15	5.94	16.63	1206
1833	DINNER (SUPPER)	Abendbrot	64.89	62.64	84.85	82.5	63.65	83.83	35.5	23.91	66.64	49.67	28.79	59	4
1838	NAVEL	Nabel	89.09	81.9	79.42	79.91	85.67	79.65	39.9	21	17	4.5	31.5	10.42	1460
184	MAST	Mast	75.2	87.27	69.92	85.09	81.52	77.17	-.36	5.63	20.11	-2.7	2.16	8.11	1365
1844	BOAT	Boot	88.7	95.91	97.92	94.27	92.48	96.17	39.25	40.6	49.4	60.56	40	54.68	275
1845	BALL	Ball	89.1	95.1	97.31	91.1	92.1	94.61	36	36.5	30.56	48.3	36.21	39.89	154
185	FIREPLACE	Herd	84.3	94.22	96.18	90.92	89	93.43	14.1	13.63	39.67	24.4	13.89	31.63	882
1850	COTTON	Baumwolle	69.13	79.17	84.54	82.2	75.15	83.52	33.14	35.73	16	41.5	34.72	29.42	180
1853	DOVE	Taube	89.82	96.56	94.85	89.5	92.85	92.52	5.78	19.89	27.78	31.1	12.83	29.53	2211
1854	SPARROW	Spatz	88.3	90.8	96.67	88.55	89.55	92.78	24.89	37.64	36.56	39.7	31.9	38.21	2054
1855	BIRCH	Birke	91.25	80.91	96.58	92.36	85.26	94.57	42.18	25.5	53.13	45.64	35.16	48.79	241
1857	CROCODILE	Krokodil	93.75	95.83	98.31	91.3	95	95.26	1	-14	-20.78	-26.5	-6.5	-23.79	1184
1858	FISHERMAN	Fischer	78.36	83.67	79.18	80.92	80.75	80.09	16.8	22.13	40.22	33.8	19.17	36.84	587
186	SHIN	Schienbein	74	82.36	82.69	81.5	78.38	82.17	-.44	-.78	-.78	14.5	-.61	7.26	1892
1862	DONKEY	Esel	94.73	94.22	98.45	91.92	94.5	95.04	6.38	-4.8	40	27.36	.17	32.68	509
1864	HUNGER	Hunger	39.5	42.78	52.5	65.1	40.9	58.23	-38.33	-38	-55.78	-38.27	-38.17	-46.15	925
1870	ANCHOR	Anker	84.13	88.8	97.08	78.3	86.72	88.55	23.4	18.63	29	12.33	21.28	21.11	65
1871	CAMEL	Kamel	91.5	93.78	94.58	92.55	92.48	93.61	22.22	33	45.22	26.4	27.61	35.32	989
1877	EAST	Osten	30.9	35.8	59.18	54.08	33.35	56.52	4.13	-4.4	10	33.33	-.61	21.05	1542
1891	PUMA	Puma	87.89	82	94.42	80.91	84.79	87.96	22.2	30.5	-6.75	-.45	25.89	-3.11	1692
1895	CLOTHES	Kleidung	61.27	79.67	88.15	86.1	69.55	87.26	19.22	28.11	36.88	45.36	23.67	41.79	1085
1898	SPECTACLES	Brille	91.08	96.22	98.85	94.1	93.29	96.78	-1.44	-13.22	12.33	32.6	-7.33	23	297
1901	SHOVEL	Schaufel	82.6	92.2	93.1	87.5	87.4	90.05	-.56	-4.2	3.22	1.6	-2.47	2.37	1875
1905	EAGLE	Adler	87.9	90.33	94.73	87.75	89.05	91.09	54.89	19.67	51.3	50.56	37.28	50.95	21
1907	MOLE	Maulwurf	91.22	94	87.92	82.6	92.75	85.61	19.09	29.5	14.22	2.82	23.47	7.95	1371
1915	FIR	Tanne	85.4	97.7	92.5	90.45	91.55	91.52	40.22	34.22	51.09	48.13	37.22	49.84	2195
1918	MANE	Mähne	83.75	80.63	88.5	85.2	82.5	87	14.78	25.4	16	2.18	20.37	8	1332
1919	TORCH	Fackel	78.91	86.78	83.15	85.8	82.45	84.3	27	18.75	9.67	17.7	23.33	13.89	522
192	CORNER	Ecke	82.3	82.5	85.36	89.56	82.4	87	-4.56	-2.7	7.33	8.18	-3.58	7.8	427
1924	VEIN	Ader	86.91	74.22	86.17	93	81.2	89.43	.78	-10.44	-1	24.7	-4.83	12.53	20
1926	OINTMENT	Salbe	71.17	71.67	82.83	82.82	71.38	82.83	18	25.45	38.67	27.9	22.32	33	1828
1927	BAMBOO	Bambus	86.09	86.5	84.36	84.5	86.29	84.43	31.1	40.13	38.63	25.36	35.11	30.95	156
1931	BEESWAX	Wachs	79.44	82.09	74	80	80.9	77	16.3	20.5	24.22	17	18.17	20.42	2411
1936	DEER	Hirsch	90.1	92.4	97	90	91.25	93.65	34.56	24.9	54.33	37.2	29.47	45.32	895
1940	GUARD	Wache	57.82	47.38	69.67	74.45	53.42	71.96	-24.88	-8.8	-15.57	-3.17	-15.94	-7.74	2409
1941	SOLDIER	Krieger	76.17	68.78	75.92	61.2	73	69.23	-13	-36.22	-62.18	-60.13	-24	-61.32	1180
1945	IDOL	Figur	45.64	61.5	73.73	79.18	52.32	76.45	5.67	19.5	23.2	32.22	12.95	27.47	577
1948	SAW	Säge	90.25	93.89	94.71	81.67	91.81	89.61	-4.22	-26.2	22.5	-8.11	-15.79	8	1824
1949	BEDBUG	Wanze	57.82	68.4	82.55	81.17	62.86	81.83	-34.45	-43	-70.4	-81.89	-37.78	-75.84	2436
1970	CANOE	Kanu	92.18	89.33	94.82	84.55	90.9	89.68	35.22	38.67	28.38	26.45	36.94	27.26	1004
1977	DEW	Tau	74.6	73.38	81.54	74.9	74.06	78.65	44	38.5	14.3	21	41.56	17.47	2210
1979	CHISEL	Meißel	67.64	72	96.25	83.91	69.6	90.35	-11.13	-10	9	-1.13	-10.5	4.74	1382
1986	DISEASE	Krankheit	48	35.9	64.15	61.3	42.24	62.91	-60.15	-85.77	-71.58	-73.85	-72.96	-72.76	1167
1989	CALF	Kalb	81.13	92.58	91.67	90	88	90.87	19.43	22.55	49.5	30.18	21.33	38.32	985
1991	INTESTINES	Darm	82.4	74.9	83.38	82.1	78.65	82.83	-20.44	-29	-18.9	-7.22	-24.72	-13.37	364
1993	SELF	Selbst	23.1	21	18.92	42.55	22.05	30.22	26.45	27.13	1.56	21.3	26.74	11.95	1999
2	DUST	Staub	64.2	81.89	81.67	74.18	72.58	78.09	-23	-19.8	-42.3	-34.44	-21.32	-38.58	2107
20	SCYTHE	Sense	89.3	89.2	88.33	89.55	89.25	88.91	-6.89	-29.44	12.25	-.45	-18.17	4.89	2004
2009	DOG	Hund	90.78	94	96.69	96.4	92.55	96.57	22.3	35.75	45.5	55.09	28.28	51.05	924
2012	COLLAR	Kragen	67.7	82	90.75	83	74.47	87.04	-7.7	-.38	20.63	23.18	-4.44	22.11	1161
2025	PEA	Erbse	85.9	93.56	95.5	88	89.53	91.91	13.4	18.9	39.44	20.1	16.15	29.26	489
2039	MAGPIE	Elster	79.89	80.73	95.33	92.18	80.35	93.83	17.6	5.33	15.22	13.1	11.79	14.11	478
2043	PEACH	Pfirsich	87.83	93.88	97.08	91.82	90.25	94.67	39.64	52.14	58.9	62.11	44.5	60.42	1602
2045	COLUMN	Spalte	67.73	74.67	83.83	68.55	70.85	76.52	23.33	-.89	1.67	-3.6	11.22	-1.11	2047
2046	APRON	Schürze	69.22	80.58	94	88.3	75.71	91.52	8.25	6.5	17.89	22.3	7.28	20.21	1965
2052	BUCKET	Eimer	90.36	96.22	98.82	88.82	93	93.82	.22	3.22	13.8	15.44	1.72	14.58	443
2058	STOOL	Hocker	89	91.64	93.25	85	90.53	89.3	8.7	4	19.5	8.44	6.47	14.26	902
2060	STORY	Geschichte	44.64	54.47	65.27	56.35	49.72	60.53	32.7	31.44	27.63	25.36	32.11	26.32	719
21	TASTE (SOMETHING)	Kosten	28	19.3	39.33	37.82	23.86	38.61	-48.2	-46.22	-33.78	-32	-47.26	-32.84	1156
210	LIFE	Leben	36.3	22.9	57.75	59.45	29.6	58.57	70.25	72.6	75.9	76.11	71.56	76	1247
212	FIELD	Feld	76.82	80.44	89.17	80	78.45	84.78	23.2	17.88	31.89	22.2	20.83	26.79	557
2123	MOUNTAIN RIDGE	Gebirge	85.18	86.1	91.83	88	85.62	90	41.91	54.43	66.6	43.33	46.78	55.58	673
2154	PLOUGH (INSTRUMENT)	Pflug	81.2	80.09	97.36	91.75	80.62	94.43	6.13	3.3	40.44	17.45	4.56	27.8	1608
2159	GROUND	Boden	69.3	78.27	66.08	76.7	74	70.7	7.5	1	15.89	6.56	4.61	11.22	268
2200	SNOUT	Schnauze	78.56	78.1	79.33	78.55	78.32	78.96	-7.88	-1.2	-11.56	-1.73	-4.17	-6.15	1932
221	FIRE	Feuer	89.25	92.89	93.85	87.7	90.81	91.17	20	17.64	-35.78	-16.7	18.63	-25.74	571
2241	WILD CAT	Wildkatze	76.5	80	91.75	76.55	78.33	84.48	32.11	35.2	40.57	8.75	33.74	20.47	2477
2242	BEETLE	Käfer	89.45	90.8	92.69	88.4	90.1	90.83	3.44	17.89	9.89	-17.5	10.67	-4.53	975
2244	METAL	Metall	58.45	77.22	70.58	76.82	66.9	73.57	11.44	-8	8.11	8.9	1.72	8.53	1390
2246	BELL	Glocke	88.22	96.82	96.08	85.9	92.95	91.65	19.56	21	42.5	47.78	20.32	45	763
2247	CATERPILLAR	Raupe	90.64	94.78	94.67	85.73	92.5	90.39	1.43	26.09	-28.78	-30.3	16.5	-29.58	1733
2252	PATH	Weg	85.82	73.11	79.69	81.2	80.1	80.35	23.33	25.2	28.11	23.73	24.32	25.7	2447
227	FISH	Fisch	90.09	88.44	96.58	90.45	89.35	93.65	21.86	24.91	38.88	51.09	23.72	45.95	586
2273	LEECH	Blutegel	88.8	84.89	79.55	80.92	86.95	80.26	-47.4	-55.5	-39.67	-29.2	-51	-34.16	266
2299	STRAW	Stroh	81.7	81.3	87.82	88.08	81.5	87.96	19.3	22.33	32	32.9	20.74	32.45	2153
23	RYE	Roggen	74.73	75.63	90.09	84.92	75.11	87.39	15.78	7.44	39.11	35.6	11.61	37.26	1789
2315	COOK (PERSON)	Koch	77.36	81.5	88.69	83.5	79.33	86.43	38.11	38.5	41	43.1	38.32	42.11	1114
2319	LID (COVER, CAP)	Deckel	87.1	81.09	89.14	84.22	83.95	87.22	4.88	-.7	17.11	18.7	1.78	17.95	370
232	FLEA	Floh	85	79.67	81.2	84.33	82.6	82.91	-13.7	-20	-64.6	-66.56	-16.68	-65.53	604
2348	CRAB	Krebs	94.4	95.8	85.55	78	95.1	81.77	-31.44	-40.44	-36.3	-54.67	-35.94	-45	1171
2352	DRAGONFLY	Libelle	91.1	89.5	90.92	80.3	90.3	86.3	26.1	38.56	37.36	30.11	32	34.1	1276
2354	CRICKET	Grille	81.64	78.63	87.77	89.33	80.37	88.41	28.67	15.33	6.73	14	22	9.79	793
2365	RADISH	Radieschen	86.91	92.44	96.92	91	89.4	94.09	21	22.67	40.88	43.18	21.83	42.21	1713
2366	ONION	Zwiebel	90.67	95.18	93.25	93.2	93.15	93.23	30.78	-4	3.3	16.78	13.39	9.68	2589
2373	SKIN (OF FRUIT)	Schale	80	83.4	87.92	80.8	81.62	84.83	11.9	1.63	7.7	15.44	7.33	11.37	1868
2374	DREAM	Traum	40.11	49.25	37.4	53.25	45.33	46.05	51.44	54	10.88	32.09	52.72	23.16	2275
2386	TURKEY	Truthahn	80.7	92.1	96.75	83	86.4	90.5	10.27	8.5	50	31.8	9.53	40.42	2296
239	FLOWER	Blume	87.4	92.2	97.91	91.42	89.8	94.52	60	56.22	68.44	74.6	58.11	71.68	261
2393	JOURNEY	Reise	51.55	30.9	69.17	67.73	41.71	68.48	69.9	66.63	64.9	55.33	68.44	60.37	1756
2398	MANGO	Mango	79.64	91.8	85.4	90.62	85.43	88.35	32.36	50.29	31.56	45.3	39.33	38.79	1347
2406	HOME	Heim	62.5	49.09	68.83	69.27	55.48	69.04	7.38	28.18	54.5	61.64	19.42	58.63	867
2430	OFFICE	Amt	42.6	45.9	61.33	65.45	44.25	63.3	-25.3	-19.63	-11.5	-.33	-22.78	-6.21	50
2432	MARRIAGE	Ehe	46.33	33.91	52.17	73.64	39.5	62.43	21.89	25.3	69.56	48.4	23.68	58.42	432
2440	PINEAPPLE	Ananas	93	95.38	97.82	93.08	93.95	95.35	31.7	48.88	48.89	61.4	39.33	55.47	52
2446	SLOTH	Faultier	91.27	79.67	79.45	75.17	86.05	77.22	24.56	16.11	9.38	-7.73	20.33	-.53	546
2447	WOODPECKER	Specht	93.44	84.36	95.33	89.36	88.45	92.48	16.33	16.6	65.4	35.67	16.47	51.32	2055
245	BROOM	Besen	92.4	95.18	96.42	89.82	93.86	93.26	-.6	-1.11	10.75	13.55	-.84	12.37	212
2466	WEIGHT	Gewicht	41.5	48	49.36	63.18	44.75	56.27	-9.11	-30	-4.78	7.6	-19.56	1.74	741
2467	GAME	Spiel	57	63.1	64.08	82.82	60.05	73.04	58.8	50.38	40.33	52.6	55.06	46.79	2064
2468	BAG	Tasche	86.55	92.8	91.23	93.3	89.52	92.13	9.44	19.89	25.33	36.6	14.67	31.26	2203
2475	MALE GOAT	Ziegenbock	87.82	94.3	94.92	86.78	90.9	91.59	2.44	2.44	29.89	-5.3	2.44	11.37	2554
249	FOG	Nebel	84.4	90.4	80.55	82.36	87.4	81.45	17.5	1.4	-13.63	-31.64	8.56	-24.05	1485
25	DIRT	Schmutz	70.17	72.67	64.4	83.5	71.24	74.82	-32.11	-28.33	-58.7	-46.22	-30.22	-52.79	1929
2525	LABOUR (EFFORT)	Mühe	26.7	21.5	47.21	36.33	23.86	42.96	-21.56	-8.4	5.27	2.25	-14.63	4	1437
2526	POWER	Macht	38.67	26.56	34.36	43.83	33.48	39.3	-29.54	-42.69	-15.08	-35.15	-36.12	-25.52	1322
2539	PIT (POTHOLE)	Grube	73.67	83.36	91.75	81.73	79	86.96	-28.25	-26.45	-17.75	-24.73	-27.21	-21.79	801
2540	LIME (MATERIAL)	Kalk	69.8	62.73	75.08	60.8	66.1	68.59	-10.22	-22.78	-5.33	-2.1	-16.5	-3.63	988
2541	MIRACLE	Wunder	31.44	13.1	36.31	37	21.79	36.61	26.25	77.3	55.18	41.38	54.61	49.37	2510
2542	HERB	Kraut	64.5	62.2	77.55	83.45	63.35	80.5	10.27	6.86	22	26.1	8.94	24.16	1169
2543	RAVEN	Rabe	89.56	90.08	93.25	91.55	89.86	92.43	.17	15.57	30.4	17.44	5.84	24.26	1711
2544	SHEPHERD	Hirte	73.27	70.7	89.17	82.09	72.05	85.78	25.22	24.8	47.38	28.91	25	36.68	897
2545	HARROW (TOOL)	Egge	61.38	60	85.92	84.45	60.73	85.22	16.38	1.57	18.56	10.73	9.47	14.25	431
2546	BORDER	Grenze	68.7	63.5	77	66.73	66.1	72.09	-14.91	-31.13	-17.67	-30.18	-21.74	-24.55	790
2548	BARREL	Fass	85.64	84.44	96.2	86.08	85.1	90.48	5.22	4.78	31.5	18	5	23.68	545
2568	BAKER	Bäcker	75.18	73.2	89.69	87.9	74.24	88.91	20.44	48.4	46.88	36.73	35.16	41	145
2569	BUTCHER	Fleischer	78.83	69.63	85.85	73.33	75.15	80.73	-7.27	-29.13	21	7.9	-16.47	14.45	598
2578	PENCIL	Bleistift	91.56	94.82	96.58	87.73	93.35	92.35	13.88	16.9	19.78	26.7	15.56	23.42	254
2579	TOOTHBRUSH	Zahnbürste	93.1	96.55	98.15	93	94.9	95.91	17.6	18	26.22	28.6	17.78	27.47	2525
2584	BENCH	Bank	77	92.45	93.75	91.5	85.5	92.73	-7.1	4	16	38.8	-2.17	28	160
2591	RHINOCEROS	Nashorn	92.7	92	98.58	93	92.37	95.91	17.33	24.9	37.11	7.1	21.32	21.32	1480
2597	HARP	Harfe	89.1	91.4	92.92	90.18	90.25	91.61	52.89	42.89	47.6	48.6	47.89	48.1	846
2604	NOOSE	Schlinge	80.27	81	80.27	78.67	80.62	79.43	-26.89	-48.89	-33.8	-37.44	-37.89	-35.53	1917
2605	ASPARAGUS	Spargel	82.1	93.18	96.23	93.1	87.9	94.87	37	15.22	58.1	57.6	26.68	57.85	2050
2620	CARRIAGE	Kutsche	85.5	90.13	97.55	85	87.35	91.27	27.27	23	35.22	46.1	25.47	40.95	1214
2622	ENGINE	Motor	74.89	77	89.77	85.9	76	88.09	9	-2	32.5	34.09	4.11	33.42	1432
