CONCEPTICON_ID	CONCEPTICON_GLOSS	GERMAN	GERMAN_HAPPINESS_MEAN	GERMAN_ANGER_MEAN	GERMAN_SADNESS_MEAN	GERMAN_FEAR_MEAN	GERMAN_DISGUST_MEAN	GERMAN_EMOTION_DOMINANT	LINE_IN_SOURCE
1780	BILE	galle	1.1	1.95	1.4	1.75	4.05	DIS	521
1781	THUMB	daumen	1.4090909090909092	1.1818181818181819	1.1363636363636365	1.0909090909090908	1.1818181818181819	HAP	305
1782	GUEST	gast	3.1904761904761907	1.7142857142857142	1.2380952380952381	1.380952380952381	1.4761904761904763	HAP	526
1783	PAIN	schmerz	1.1904761904761905	2.6666666666666665	2.4285714285714284	3.0476190476190474	1.4761904761904763	FEA	1480
1789	AGE	alter	2.3333333333333335	1.5714285714285714	1.9523809523809523	2.4761904761904763	1.619047619047619	FEA	69
1797	HEDGEHOG	igel	3.4	1.25	1.4	1.4	1.45	HAP	692
1798	GUNPOWDER	pulver	1.2857142857142858	1.3333333333333333	1.0952380952380953	1.5714285714285714	1.2380952380952381	FEA	1324
1804	BOMB	bombe	1.45	3.25	3.2	3.65	2.2	FEA	257
1810	DANGER	gefahr	1.0869565217391304	1.826086956521739	1.6956521739130435	3.0869565217391304	1.173913043478261	FEA	537
1821	BRUSH	bürste	1.4761904761904763	1.2380952380952381	1.0	1.0476190476190477	1.7619047619047619	DIS	286
1825	COPPER	kupfer	1.8571428571428572	1.0	1.0476190476190477	1.0	1.0476190476190477	HAP	858
1838	NAVEL	nabel	1.6818181818181819	1.2272727272727273	1.2272727272727273	1.3636363636363635	1.9545454545454546	DIS	1128
1844	BOAT	boot	2.761904761904762	1.2380952380952381	1.2857142857142858	2.0	1.1428571428571428	HAP	260
1845	BALL	ball	2.9047619047619047	1.3333333333333333	1.1904761904761905	1.2380952380952381	1.0	HAP	170
1848	QUARREL	zank	1.4	3.45	2.0	2.05	1.65	ANG	1914
185	FIREPLACE	herd	2.090909090909091	1.2727272727272727	1.2272727272727273	1.7272727272727273	1.2272727272727273	HAP	652
1853	DOVE	taube	2.375	1.625	1.0833333333333333	1.1666666666666667	2.2916666666666665	HAP	1654
1855	BIRCH	birke	2.5454545454545454	1.2272727272727273	1.7727272727272727	1.3181818181818181	1.0909090909090908	HAP	238
1857	CROCODILE	krokodil	1.7	1.25	1.2	2.5	1.35	FEA	842
1862	DONKEY	esel	3.1818181818181817	1.2272727272727273	1.4090909090909092	1.4090909090909092	1.3636363636363635	HAP	410
1864	HUNGER	hunger	1.125	1.75	1.25	1.7083333333333333	1.0833333333333333	ANG	685
187	LOIN	lende	1.6818181818181819	1.4090909090909092	1.3181818181818181	1.3181818181818181	1.6818181818181819		905
1870	ANCHOR	anker	2.1818181818181817	1.1363636363636365	1.3181818181818181	1.4545454545454546	1.2272727272727273	HAP	88
1871	CAMEL	kamel	2.25	1.6	1.45	1.5	1.95	HAP	727
1877	EAST	osten	2.125	1.875	1.625	1.4166666666666667	1.4583333333333333	HAP	1199
1898	SPECTACLES	brille	1.2380952380952381	1.7142857142857142	1.0	1.0952380952380953	1.2857142857142858	ANG	268
1905	EAGLE	adler	3.64	1.24	1.32	2.16	1.12	HAP	44
1915	FIR	tanne	2.739130434782609	1.1304347826086956	1.2173913043478262	1.0869565217391304	1.1304347826086956	HAP	1645
1926	OINTMENT	salbe	1.7	1.0	1.0	1.3	1.65	HAP	1433
1936	DEER	hirsch	2.6818181818181817	1.0454545454545454	1.0454545454545454	1.3181818181818181	1.1363636363636365	HAP	663
1938	FORTRESS	festung	1.8	1.35	1.05	1.4	1.05	HAP	452
194	FAMILY	familie	3.65	1.6	1.55	1.35	1.25	HAP	430
1940	GUARD	wache	1.608695652173913	1.5217391304347827	1.1304347826086956	1.6956521739130435	1.173913043478261	FEA	1834
1941	SOLDIER	soldat	1.3181818181818181	2.909090909090909	2.0	2.409090909090909	1.4090909090909092	ANG	1559
1945	IDOL	figur	2.4	1.9	1.4	1.6	1.7	HAP	458
1948	SAW	säge	1.4761904761904763	1.7142857142857142	1.3333333333333333	2.9047619047619047	1.5238095238095237	FEA	1430
1949	BEDBUG	wanze	1.1818181818181819	2.090909090909091	1.0909090909090908	1.8181818181818181	3.4545454545454546	DIS	1852
195	MAT	matte	1.7826086956521738	1.2608695652173914	1.2608695652173914	1.3478260869565217	1.4782608695652173	HAP	1018
1971	FAN (OBJECT)	fächer	1.6818181818181819	1.0909090909090908	1.1818181818181819	1.0909090909090908	1.1363636363636365	HAP	420
1991	INTESTINES	darm	1.1904761904761905	1.2380952380952381	1.3333333333333333	1.8095238095238095	3.142857142857143	DIS	301
2	DUST	staub	1.375	2.1666666666666665	1.1666666666666667	1.0416666666666667	2.0416666666666665	ANG	1594
20	SCYTHE	sense	1.608695652173913	1.6521739130434783	1.608695652173913	2.608695652173913	1.565217391304348	FEA	1525
202	STRENGTH	stärke	2.772727272727273	1.0454545454545454	1.0	1.2272727272727273	1.0909090909090908	HAP	1591
2025	PEA	erbse	2.0952380952380953	1.4285714285714286	1.380952380952381	1.1904761904761905	1.7619047619047619	HAP	394
2046	APRON	schürze	1.380952380952381	1.0476190476190477	1.0476190476190477	1.0476190476190477	1.4761904761904763	DIS	1501
2052	BUCKET	eimer	1.4090909090909092	1.5	1.4090909090909092	1.4090909090909092	2.0454545454545454	DIS	366
2058	STOOL	hocker	1.2272727272727273	1.0909090909090908	1.0	1.1363636363636365	1.0909090909090908	HAP	671
2159	GROUND	boden	2.272727272727273	1.1818181818181819	1.1818181818181819	1.2424242424242424	1.2424242424242424	HAP	253
221	FIRE	feuer	2.3	1.85	1.5	2.9	1.15	FEA	454
224	MORTAR	mörser	1.380952380952381	1.2380952380952381	1.0	1.0952380952380953	1.3333333333333333	HAP	1104
2242	BEETLE	käfer	2.05	1.3	1.3	1.35	2.65	DIS	720
2244	METAL	metall	1.5454545454545454	1.2272727272727273	1.0909090909090908	1.1363636363636365	1.0909090909090908	HAP	1043
2246	BELL	glocke	2.375	1.1666666666666667	1.0833333333333333	1.125	1.2083333333333333	HAP	593
2247	CATERPILLAR	raupe	1.7083333333333333	1.1666666666666667	1.0	1.2083333333333333	2.1666666666666665	DIS	1354
227	FISH	fisch	2.5	1.6	1.5	1.55	2.25	HAP	466
23	RYE	roggen	2.272727272727273	1.0	1.0454545454545454	1.0	1.0909090909090908	HAP	1405
2319	LID (COVER, CAP)	deckel	1.4090909090909092	1.1363636363636365	1.0909090909090908	1.0909090909090908	1.1363636363636365	HAP	308
2352	DRAGONFLY	libelle	3.0476190476190474	1.0	1.0476190476190477	1.0952380952380953	1.2857142857142858	HAP	923
2366	ONION	zwiebel	1.55	1.15	1.05	1.05	1.75	DIS	1955
2373	SKIN (OF FRUIT)	schale	1.4090909090909092	1.0	1.1363636363636365	1.0909090909090908	1.1818181818181819	HAP	1450
2374	DREAM	traum	3.68	1.44	1.6	1.8	1.16	HAP	1705
239	FLOWER	blüte	3.9	1.3	1.6	1.2	1.2	HAP	251
2393	JOURNEY	reise	3.6956521739130435	1.173913043478261	1.173913043478261	1.3478260869565217	1.0	HAP	1380
2398	MANGO	mango	3.260869565217391	1.2608695652173914	1.2173913043478262	1.2608695652173914	1.434782608695652	HAP	1000
2406	HOME	heimat	3.227272727272727	1.1818181818181819	1.5909090909090908	1.1818181818181819	1.2272727272727273	HAP	641
245	BROOM	besen	1.3333333333333333	2.142857142857143	1.2857142857142858	1.2380952380952381	1.6666666666666667	ANG	215
2465	DISGUST	ekel	1.25	1.95	1.4	1.9	3.8	DIS	378
2466	WEIGHT	gewicht	1.25	1.7	1.2	1.4	1.25	ANG	576
2467	GAME	spiel	3.4347826086956523	1.4782608695652173	1.0434782608695652	1.0869565217391304	1.0434782608695652	HAP	1576
