CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_VALENCE_MEAN	ENGLISH_AROUSAL_MEAN	ENGLISH_DOMINANCE_MEAN	LINE_IN_SOURCE
1072	PRISONER	prisoner	0.07	0.65	0.31	13679
1075	TRAP (PITFALL)	trap	0.1	0.61	0.39	18294
1076	EMERGE (APPEAR)	appear	0.73	0.51	0.57	818
1077	WHEAT	wheat	0.53	0.18	0.25	19620
1078	MAIN	main	0.67	0.51	0.81	10629
1079	FEEL	feel	0.8	0.6	0.6	6588
108	RUDDER	rudder	0.44	0.47	0.51	15195
1080	VULGAR	vulgar	0.08	0.82	0.45	19401
1082	MERCHANT	merchant	0.68	0.5	0.62	10982
1084	CALL	call	0.59	0.63	0.56	2443
1085	FOLLOW	follow	0.67	0.51	0.6	6952
1086	WORK (ACTIVITY)	work	0.72	0.6	0.75	19824
1087	CONCEIVE	conceive	0.71	0.54	0.7	3524
1088	SINK (DESCEND)	sink	0.38	0.44	0.32	16093
109	FOREIGN	foreign	0.57	0.68	0.39	7011
1090	BE BORN	born	0.86	0.51	0.59	2021
1091	SALTY	salty	0.39	0.53	0.29	15311
1092	HOPE	hope	0.93	0.32	0.74	8518
1093	MIDDLE	mid	0.5	0.32	0.36	11063
1094	FASTEN	fasten	0.46	0.58	0.53	6522
1095	LET GO OR SET FREE	release	0.74	0.61	0.74	14622
1096	SONG	song	0.85	0.41	0.5	16478
1097	ABANDON	abandon	0.05	0.52	0.24	7
1098	WEIGH	weigh	0.33	0.4	0.38	19578
11	DARKNESS	darkness	0.1	0.6	0.42	4381
1100	COOK (SOMETHING)	cooking	0.69	0.51	0.43	3858
1101	SUFFER	suffer	0.08	0.91	0.26	17261
1102	CLIMB	climb	0.61	0.66	0.6	3152
1103	SACRIFICE	offering	0.69	0.46	0.58	12093
1105	CAMP	camp	0.62	0.62	0.59	2467
1107	GO OUT	exit	0.37	0.35	0.4	6263
1108	UNCOVER	uncover	0.77	0.55	0.65	18667
1109	WOUND	wound	0.15	0.72	0.31	19860
111	DRUMMING	drumming	0.59	0.75	0.43	5498
1110	SHARK	shark	0.26	0.84	0.6	15837
1111	CAR	car	0.78	0.54	0.5	2553
1112	SUCCEED	succeed	0.93	0.76	0.93	17239
1113	WRAP	wrap	0.59	0.44	0.28	19867
1114	BULLET	bullet	0.41	0.79	0.63	2277
1115	SPEECH	speech	0.66	0.47	0.69	16615
1117	LIKE	like	0.72	0.35	0.45	10266
1119	DIVIDE	divide	0.33	0.52	0.42	5264
112	TURTLE	turtle	0.29	0.1	0.27	18502
1120	HONEST	honest	0.93	0.25	0.75	8488
1121	SECRET	secret	0.48	0.58	0.51	15614
1122	WAGES	wages	0.78	0.44	0.62	19416
1123	PREGNANT	pregnant	0.77	0.77	0.54	13544
1124	PIPE	pipe	0.54	0.34	0.33	13103
1125	BALD	bald	0.31	0.18	0.27	1337
1127	SEND	send	0.66	0.48	0.54	15695
1128	ORDER	order	0.78	0.29	0.81	12240
1129	PAINFUL	hurting	0.15	0.78	0.22	8668
113	SHORE	shore	0.54	0.3	0.2	15932
1132	BEAM	beam	0.58	0.35	0.38	1516
1133	MATCH	match	0.6	0.57	0.5	10823
1134	DIVORCE	divorce	0.04	0.7	0.39	5273
1135	KICK	kick	0.27	0.79	0.53	9838
1136	RABBIT	rabbit	0.69	0.33	0.24	14144
1137	TENDON	tendon	0.34	0.27	0.46	17782
1138	FAIRY	fairy	0.78	0.41	0.41	6447
1139	LEOPARD	panther	0.3	0.59	0.68	12540
1140	FATIGUE	fatigue	0.17	0.38	0.27	6539
1141	PITY	pity	0.16	0.4	0.11	13137
1142	URINE	urine	0.38	0.36	0.17	19049
1143	OVEN	oven	0.58	0.42	0.61	12356
1144	WITNESS	witness	0.56	0.57	0.59	19774
1145	SWAMP	swamp	0.24	0.42	0.23	17444
1146	AUBERGINE	eggplant	0.59	0.15	0.32	5689
1147	PURE	pure	0.81	0.31	0.65	14007
1148	BRUISE	bruise	0.13	0.64	0.47	2219
1149	ORPHAN	orphan	0.13	0.39	0.14	12276
1150	THUNDER	thundering	0.34	0.78	0.7	17981
1151	VEIL	veil	0.5	0.23	0.41	19169
1153	CATTLE	cattle	0.62	0.34	0.45	2677
1154	OLIVE	olive	0.57	0.23	0.41	12127
1155	CAVE	cave	0.46	0.33	0.38	2696
1156	OPEN	open	0.62	0.48	0.57	12170
1158	STEP	step	0.53	0.32	0.35	16914
1159	FART	fart	0.19	0.44	0.26	6510
1160	THIEF	thief	0.09	0.89	0.44	17906
1161	THREAD	thread	0.65	0.18	0.21	17938
1162	INTENTION	intention	0.53	0.48	0.64	9402
1163	BRIBE (AMOUNT)	bribe	0.11	0.69	0.47	2150
1165	MOUSTACHE	moustache	0.47	0.24	0.41	11456
1167	GRUEL	gruel	0.38	0.3	0.3	7887
1169	OX	ox	0.42	0.4	0.41	12438
117	IMITATE	imitate	0.47	0.56	0.34	8814
1171	MIRROR	mirror	0.68	0.31	0.44	11163
1172	SHOOT	shoot	0.09	0.93	0.62	15922
1173	EYEBROW	eyebrow	0.51	0.2	0.22	6394
1174	YESTERDAY	yesterday	0.5	0.29	0.25	19952
1175	GHOST	ghost	0.27	0.76	0.34	7491
1176	SPADE	spade	0.47	0.67	0.53	16551
1177	DIARRHEA	diarrhea	0.09	0.68	0.14	4869
1178	NOSTRIL	nostril	0.4	0.4	0.32	11884
1182	NOISE	noise	0.26	0.88	0.39	11838
1183	PALM OF HAND	palm	0.53	0.19	0.34	12507
1184	DIMINISH	diminish	0.24	0.36	0.17	4938
1185	VULTURE	vulture	0.32	0.6	0.47	19405
1187	GOOSE	goose	0.48	0.28	0.27	7663
1188	CHARCOAL	charcoal	0.3	0.19	0.34	2826
1189	ULCER	ulcer	0.29	0.6	0.38	18566
119	DIVE	dive	0.58	0.53	0.5	5246
1190	HARE	jackrabbit	0.62	0.38	0.34	9633
1192	THREATEN	threaten	0.1	0.96	0.59	17940
1193	STEAM	steam	0.47	0.41	0.42	16897
1194	BEAVER	beaver	0.49	0.34	0.39	1542
1197	BABOON	baboon	0.36	0.41	0.43	1272
1198	MANY	numerous	0.62	0.46	0.61	11953
1199	WIFE	wife	0.89	0.63	0.58	19689
12	MIDDAY	midday	0.66	0.25	0.4	11065
120	PITCHER	pitcher	0.51	0.67	0.7	13128
1200	HUSBAND	husband	0.77	0.5	0.66	8669
1201	FEATHER	plume	0.47	0.32	0.38	13251
1202	BIG	great	0.96	0.67	0.81	7777
1203	LONG	long	0.54	0.35	0.54	10426
1204	BARK	bark	0.36	0.6	0.4	1415
1205	TONGUE	tongue	0.54	0.43	0.48	18114
1207	YOUNG	young	0.81	0.52	0.54	19967
1208	CAT	cat	0.67	0.26	0.37	2645
121	SPIN	spin	0.55	0.42	0.34	16650
1210	HEAVY	heaviness	0.22	0.55	0.32	8239
1216	MOTHER	mother	0.93	0.41	0.72	11416
1217	FATHER	dad	0.86	0.41	0.79	4336
1218	ROPE	ropes	0.46	0.3	0.4	15143
1219	WORM	worm	0.13	0.42	0.22	19841
122	CART	cart	0.52	0.34	0.39	2608
1220	TAIL	tail	0.48	0.27	0.29	17588
1221	NOSE	nose	0.58	0.27	0.24	11877
1222	PENIS	penis	0.35	0.81	0.56	12818
1223	HEART	heart	0.83	0.5	0.69	8207
1224	LIVER	liver	0.44	0.29	0.39	10362
1225	DAY (NOT NIGHT)	daytime	0.75	0.32	0.45	4408
1226	YEAR	year	0.54	0.28	0.41	19933
1227	BOARD	plank	0.43	0.28	0.33	13166
1228	EARTH (SOIL)	soil	0.35	0.18	0.36	16430
1229	OLD	overgrown	0.33	0.5	0.37	12376
123	FOREHEAD	forehead	0.47	0.31	0.56	7010
1230	DIRTY	dirty	0.15	0.46	0.17	4976
1231	NEW	new	0.92	0.49	0.58	11741
1232	WARM	warm	0.76	0.31	0.58	19470
1233	NIGHT	night	0.6	0.4	0.4	11782
1234	SMOOTH	smooth	0.82	0.13	0.28	16307
124	THORN	thorn	0.3	0.54	0.43	17926
1243	WIDE	wide	0.57	0.31	0.47	19678
1244	THICK	thick	0.45	0.43	0.6	17901
1245	BUTTER	butter	0.65	0.29	0.2	2366
1246	SMALL	little	0.39	0.16	0.21	10353
1247	EAR	ear	0.47	0.22	0.23	5589
1248	EYE	eyes	0.76	0.28	0.43	6402
1250	JAGUAR	jaguar	0.56	0.71	0.65	9639
1251	BELLY	abdomen	0.47	0.46	0.47	18
1252	HOUSE	house	0.59	0.14	0.53	8582
1254	HANDLE	handle	0.7	0.57	0.56	8049
1256	HEAD	head	0.53	0.47	0.56	8170
1257	WING	wing	0.56	0.26	0.39	19728
1258	FINGERNAIL	fingernail	0.42	0.41	0.15	6725
1259	WEDDING	wedding	0.88	0.8	0.64	19560
1261	SING	sing	0.86	0.61	0.42	16084
1262	BROTHER	brother	0.82	0.36	0.55	2211
1263	SISTER	sister	0.92	0.32	0.56	16107
1264	CHANGE	change	0.62	0.57	0.61	2805
1265	HIGH	high	0.68	0.51	0.61	8360
1266	BRIDE	bride	0.84	0.71	0.58	2154
1267	NARROW	narrow	0.26	0.37	0.36	11615
1268	YES	affirmative	0.85	0.59	0.82	343
127	EXTINGUISH	extinguish	0.24	0.58	0.48	6357
1272	AUNT	aunt	0.67	0.29	0.42	1179
1273	CANDLE	candle	0.6	0.22	0.34	2488
1274	SALT	salt	0.32	0.31	0.31	15308
1275	ANSWER	answer	0.54	0.37	0.66	730
1276	AUTUMN	autumn	0.77	0.2	0.45	1214
1277	HAND	hand	0.54	0.31	0.43	8036
1278	VOMIT	puke	0.2	0.55	0.29	13964
128	MUMBLE	mumble	0.29	0.44	0.24	11510
1280	FALL	fall	0.18	0.66	0.22	6456
1281	PRISON	jail	0.09	0.9	0.48	9640
1282	FAT (FROM ANIMALS)	lard	0.43	0.24	0.18	10007
1283	TODAY	today	0.81	0.31	0.36	18082
1284	BANK	bank	0.56	0.33	0.68	1380
1285	IMPORTANT	important	0.83	0.63	0.84	8897
1286	HOT	hot	0.49	0.74	0.57	8569
1287	COLD	coldness	0.09	0.47	0.43	3288
1288	CAP	cap	0.61	0.24	0.38	2524
1289	BABY	infant	0.8	0.43	0.33	9142
129	CHOKE	choke	0.17	0.79	0.68	2966
1290	ELEPHANT	elephant	0.53	0.51	0.61	5743
1291	BACK	back	0.44	0.35	0.34	1280
1292	BAD	bad	0.12	0.62	0.37	1309
1293	MISTAKE	error	0.09	0.56	0.2	6065
1295	STICK	stick	0.4	0.36	0.38	16938
1296	WALKING STICK	cane	0.46	0.3	0.4	2494
1297	LEG	legs	0.48	0.41	0.23	10150
1298	NEWSPAPER	newspaper	0.6	0.28	0.44	11760
1299	COFFEE	coffee	0.82	0.42	0.31	3258
13	DECEIT	deception	0.09	0.74	0.37	4470
1300	COUNTRY	country	0.7	0.39	0.69	3986
1301	FOOT	feet	0.51	0.24	0.29	6593
1302	FORK	fork	0.41	0.3	0.53	7043
1303	FINGER	finger	0.32	0.26	0.29	6724
1305	CHIMNEY	chimney	0.58	0.29	0.23	2940
1306	QUEEN	queen	0.88	0.69	0.86	14099
1307	LANGUAGE	language	0.68	0.34	0.7	9994
1308	DOUBT	doubt	0.4	0.35	0.23	5377
1309	ASK (INQUIRE)	ask	0.53	0.44	0.46	1016
131	FESTIVAL	party	0.95	0.84	0.55	12654
1310	CLEVER	clever	0.9	0.35	0.73	3142
1312	FOX	fox	0.32	0.56	0.49	7102
1313	MOON	moon	0.67	0.23	0.55	11355
1314	QUIET	quiet	0.79	0.1	0.43	14122
1315	RADIO	radio	0.57	0.4	0.36	14171
1316	TENT	tent	0.51	0.28	0.33	17792
1318	CHICKEN	chicken	0.59	0.31	0.39	2917
1319	COWARD	coward	0.1	0.49	0.15	4025
132	SAUCE	sauce	0.56	0.52	0.29	15382
1320	APPLE	apple	0.81	0.3	0.26	832
1321	BOTTLE	bottle	0.47	0.24	0.34	2035
1322	BREAKFAST	breakfast	0.89	0.33	0.43	2124
1323	CLOCK	clock	0.68	0.17	0.41	3170
1324	SLIP	slide	0.61	0.43	0.43	16218
1325	FRIEND	friend	0.91	0.41	0.57	7183
1326	DOWN	downward	0.19	0.35	0.26	5403
1327	UNCLE	uncle	0.65	0.26	0.58	18640
1329	TOMORROW	tomorrow	0.79	0.38	0.41	18108
133	WEAVE	weave	0.6	0.27	0.17	19555
1330	DEFEND	defense	0.65	0.7	0.8	4539
1331	SHEEP	sheep	0.6	0.21	0.16	15858
1332	NEIGHBOUR	neighbor	0.66	0.45	0.43	11699
1333	NECK	neck	0.54	0.24	0.34	11663
1334	GUTS	gut	0.41	0.37	0.36	7962
1335	WHITE	white	0.73	0.17	0.42	19656
1336	EAT	eat	0.73	0.5	0.46	5618
1337	PIG	hog	0.32	0.51	0.27	8427
1338	PEACE	peace	0.94	0.16	0.61	12739
1339	MORNING	morning	0.69	0.23	0.44	11387
134	FAULT	guilt	0.21	0.57	0.21	7922
1342	SUMMER	summer	0.81	0.37	0.55	17297
1343	SUN	sun	0.88	0.4	0.68	17306
1344	RAM	ram	0.41	0.45	0.39	14218
1345	EWE	ewe	0.43	0.22	0.28	6170
1346	THROAT	throat	0.35	0.54	0.35	17957
1347	NAPE (OF NECK)	nape	0.43	0.27	0.3	11603
1348	BOAR (MALE PIG)	boar	0.41	0.5	0.35	1904
1349	CHURCH	church	0.71	0.2	0.61	3015
135	BOOMERANG	boomerang	0.53	0.62	0.5	1997
1350	MONKEY	monkey	0.55	0.45	0.28	11323
1351	SOW (FEMALE PIG)	sow	0.67	0.43	0.45	16540
1352	KNIFE	knife	0.34	0.72	0.57	9901
1353	HOUR	hour	0.55	0.27	0.34	8579
1355	LAUGH	laugh	0.98	0.64	0.59	10042
1356	NUMBER	numbers	0.41	0.24	0.44	11946
1357	DAUGHTER	daughter	0.91	0.41	0.46	4396
1358	ENEMY	enemy	0.14	0.79	0.59	5907
1359	SEPARATE	separate	0.24	0.51	0.35	15727
1360	DUCK	duck	0.59	0.34	0.24	5513
1361	TOOL	instrument	0.56	0.54	0.66	9358
1362	STREET	street	0.59	0.32	0.4	17065
1363	VOICE	voice	0.59	0.34	0.53	19363
1364	HEALTHY	health	0.94	0.43	0.55	8197
1365	KITCHEN	kitchen	0.7	0.23	0.4	9886
1366	BOY	boy	0.65	0.39	0.45	2073
1367	CROSS	cross	0.45	0.32	0.57	4159
1368	BREAD	bread	0.66	0.31	0.34	2116
1369	GOLD	gold	0.94	0.69	0.69	7624
1370	MONTH	month	0.69	0.26	0.41	11346
1371	KNEE	knee	0.52	0.24	0.4	9894
1372	MEDICINE	medication	0.61	0.44	0.5	10915
1373	TEA	tea	0.7	0.16	0.37	17688
1374	RING	ring	0.68	0.43	0.46	15042
1375	WINDOW	window	0.54	0.28	0.39	19721
1377	VISIT	visit	0.77	0.44	0.45	19340
1378	SPOON	spoon	0.48	0.24	0.26	16703
1379	TELEPHONE	phone	0.73	0.34	0.42	13000
138	BATHE	bath	0.72	0.26	0.26	1475
1380	TOOTH	teeth	0.52	0.39	0.43	17730
1381	SHOE	shoes	0.73	0.32	0.21	15919
1382	NEEDLE (FOR SEWING)	needle	0.25	0.47	0.36	11674
1383	GRANDFATHER	grandfather	0.83	0.28	0.59	7717
1384	SECOND	second	0.49	0.21	0.25	15609
1385	PEPPER	pepper	0.4	0.54	0.33	12835
1386	LION	lion	0.53	0.72	0.68	10312
1387	ARRIVE	arrive	0.84	0.41	0.58	967
1388	SHADE	shade	0.39	0.27	0.28	15802
1389	TOE	toe	0.41	0.22	0.29	18084
139	GUMS	gum	0.57	0.23	0.21	7935
1390	WRONG	wrong	0.04	0.58	0.48	19900
1391	TOWN	town	0.55	0.3	0.63	18187
1392	LOUSE	lice	0.13	0.5	0.19	10223
1393	HORN (ANATOMY)	horn	0.39	0.51	0.37	8531
1394	BONE	bone	0.34	0.37	0.41	1961
1395	ROUND	round	0.55	0.43	0.31	15166
1396	SHARP	sharp	0.46	0.58	0.58	15838
1398	DRY	dry	0.36	0.17	0.31	5504
1399	CLAY	clay	0.54	0.25	0.27	3114
14	YOKE	yoke	0.28	0.62	0.58	19963
140	PADDY FIELD	paddy	0.65	0.33	0.33	12465
1400	THIN (SLIM)	slimy	0.18	0.5	0.31	16231
1401	DRINK	drink	0.65	0.55	0.47	5462
1402	BREAST	bosom	0.61	0.59	0.4	2026
1403	BITE	bite	0.22	0.8	0.51	1763
1404	STRAIGHT	straight	0.67	0.3	0.67	17030
1405	NAME	name	0.57	0.3	0.41	11593
1406	FAR	faraway	0.36	0.36	0.28	6499
1407	BREATHE	breathe	0.83	0.37	0.52	2132
1408	HEAR	hear	0.76	0.43	0.44	8202
1409	SEE	see	0.64	0.27	0.31	15645
1411	LIE (REST)	lie	0.13	0.72	0.27	10229
1412	RUDE	rude	0.06	0.82	0.4	15197
1413	PLAY	play	0.81	0.77	0.36	13193
1414	SQUEEZE	wring	0.36	0.66	0.35	19888
1416	SIT	sit	0.56	0.23	0.37	16109
1417	KILL	kill	0.05	0.94	0.74	9854
1418	DIG	dig	0.37	0.58	0.64	4910
1419	FEAR (BE AFRAID)	afraid	0.01	0.78	0.24	361
1420	COUNT	count	0.59	0.39	0.49	3973
1421	SUCK	suck	0.34	0.71	0.38	17250
1422	BE ALIVE	living	0.86	0.61	0.73	10366
1423	FIGHT	fight	0.53	0.87	0.81	6678
1424	YELLOW	yellow	0.67	0.28	0.39	19945
1425	GREEN	green	0.63	0.31	0.33	7800
1426	EXPENSIVE	expensive	0.32	0.54	0.53	6293
1427	BEAUTIFUL	beautiful	0.88	0.61	0.65	1539
1428	BURNING	burning	0.23	0.76	0.41	2332
1429	FULL	full	0.6	0.26	0.7	7256
143	HUMID	humid	0.38	0.32	0.37	8629
1430	STAR	star	0.83	0.42	0.56	16830
1431	FREEZE	freeze	0.19	0.41	0.48	7154
1432	CUT	cut	0.49	0.49	0.39	4301
1433	HIT	hit	0.23	0.93	0.68	8408
1434	STAB	prick	0.32	0.76	0.27	13638
1435	HUNT	hunting	0.45	0.71	0.71	8656
1436	SCRATCH	scratch	0.28	0.62	0.27	15531
1437	SPLIT	split	0.34	0.62	0.41	16682
1438	FOOL	fool	0.16	0.56	0.15	6963
1439	SWIM	swimming	0.76	0.56	0.52	17485
144	MACHINE	machine	0.51	0.5	0.71	10576
1440	SPIT	spit	0.15	0.55	0.44	16667
1441	FLY (MOVE THROUGH AIR)	flying	0.88	0.61	0.7	6928
1442	STAND	stand	0.6	0.32	0.51	16816
1443	WALK	walk	0.64	0.41	0.45	19430
1446	COME	come	0.53	0.27	0.56	3354
1447	GIVE	give	0.75	0.35	0.5	7527
1448	HOLD	hold	0.45	0.29	0.36	8432
1449	RUB	rub	0.52	0.56	0.4	15185
145	SORROWFUL	sorrowful	0.05	0.42	0.16	16503
1450	ROOM	room	0.73	0.28	0.45	15132
1451	SMILE	smiling	0.98	0.68	0.62	16292
1452	PUSH	push	0.42	0.61	0.52	14031
1453	WASH	wash	0.64	0.38	0.3	19490
1454	WIPE	wipe	0.66	0.43	0.55	19742
1455	PULL	pull	0.45	0.69	0.47	13965
1456	THROW	throw	0.34	0.77	0.62	17964
1457	SEW	sew	0.51	0.34	0.34	15789
1458	SAY	say	0.57	0.31	0.48	15407
1462	POT	jar	0.43	0.35	0.32	9653
1463	DRUNK	intoxicated	0.08	0.82	0.25	9489
1464	LADDER	ladder	0.56	0.44	0.36	9952
1465	BOX	case	0.43	0.28	0.44	2623
1466	EXACT	exact	0.72	0.35	0.69	6174
1467	CIRCLE	circle	0.48	0.29	0.34	3033
1468	LOOK FOR	seek	0.62	0.43	0.48	15650
1469	WEEK	week	0.51	0.23	0.35	19569
1470	FOLD	fold	0.39	0.41	0.33	6943
1471	WINTER	winter	0.66	0.35	0.5	19737
1472	KEY	key	0.61	0.28	0.52	9827
1473	FIST	fist	0.33	0.69	0.48	6771
1474	SEA	sea	0.83	0.35	0.59	15577
1475	COMB	comb	0.49	0.12	0.27	3343
1476	CHAIR	chair	0.56	0.08	0.28	2783
1477	KEEP	keep	0.71	0.3	0.55	9813
1479	DOLPHIN	dolphin	0.78	0.35	0.41	5319
148	ITCH	itch	0.32	0.61	0.47	9613
1480	BODY	body	0.69	0.46	0.57	1927
1481	HAMMER	hammer	0.31	0.51	0.56	8029
1482	SHOULDER	shoulder	0.56	0.29	0.41	15951
1483	NINE	nine	0.55	0.26	0.33	11801
1484	OIL (ORGANIC SUBSTANCE)	oil	0.52	0.28	0.31	12114
1485	BELOW OR UNDER	underneath	0.45	0.27	0.16	18691
1487	POUR	pour	0.45	0.57	0.38	13447
1488	FAUCET	faucet	0.43	0.28	0.36	6544
1489	CLOUD	clouds	0.73	0.2	0.32	3191
149	ITCHY	itchy	0.33	0.73	0.3	9615
1490	RAT	rat	0.27	0.57	0.26	14260
1491	MOUSE	mouse	0.43	0.44	0.21	11453
1492	DUMB	dumb	0.19	0.33	0.15	5532
1493	ONE	one	0.54	0.29	0.37	12145
1494	DIE	die	0.03	0.77	0.26	4892
1495	HAPPY	glad	0.94	0.76	0.74	7536
1496	GRANDMOTHER	grandmother	0.79	0.28	0.43	7720
1498	TWO	two	0.52	0.2	0.4	18540
1499	JUICE	juice	0.78	0.28	0.35	9756
15	OTTER	otter	0.44	0.22	0.34	12294
150	WORRY	worry	0.24	0.78	0.27	19847
1500	FOUR	four	0.55	0.28	0.38	7096
1501	BORE	drill	0.25	0.6	0.57	5461
1502	GOAT	goat	0.45	0.3	0.36	7600
1503	SALIVA	saliva	0.21	0.27	0.24	15301
1505	SPERM	sperm	0.4	0.71	0.45	16632
1506	MEASURE	measure	0.51	0.38	0.36	10886
1507	FRUIT	fruit	0.9	0.29	0.31	7224
1508	KING	emperor	0.65	0.7	0.96	5829
1509	MOSQUITO	gnat	0.36	0.34	0.2	7594
151	RAZOR	razor	0.26	0.61	0.48	14293
1510	CHIN	chin	0.57	0.31	0.27	2943
1511	ROOSTER	cock	0.42	0.56	0.39	3231
1514	HEN	hen	0.39	0.28	0.24	8298
1515	TEN	ten	0.56	0.26	0.41	17770
1517	WASP	wasp	0.39	0.62	0.41	19496
1518	STUPID	foolish	0.32	0.26	0.11	6967
1519	RUN	run	0.54	0.79	0.54	15225
152	HOOF	hoof	0.43	0.34	0.36	8505
1521	SEEM	seem	0.47	0.3	0.3	15652
1522	SOCK	sock	0.5	0.17	0.29	16412
1523	FORGET	forget	0.31	0.38	0.21	7035
1524	WINE	wine	0.79	0.42	0.46	19726
1525	COAST	coast	0.72	0.4	0.46	3219
1526	MEAL	meal	0.83	0.46	0.47	10873
1527	TICK	tick	0.52	0.39	0.41	17991
1528	FORGIVE	forgive	0.78	0.41	0.56	7038
153	GREY	gray	0.34	0.15	0.19	7771
1530	BOWL	bowl	0.62	0.38	0.36	2064
1531	BRANCH	limb	0.51	0.4	0.43	10274
1532	SHEAR	shear	0.29	0.65	0.39	15852
1533	BE HUNGRY	hungry	0.08	0.69	0.25	8650
1534	FEVER	fever	0.19	0.67	0.36	6647
1535	SWORD	sword	0.44	0.65	0.71	17503
1536	UNDERSTAND	understand	0.76	0.37	0.64	18701
1537	SPRINGTIME	spring	0.84	0.37	0.48	16730
1538	SCORPION	scorpion	0.2	0.74	0.6	15512
1539	BASKET	basket	0.46	0.23	0.34	1461
1540	EYELASH	eyelash	0.48	0.25	0.28	6398
1541	CULTIVATE	cultivate	0.71	0.41	0.6	4242
1542	ACCOMPANY	accompany	0.83	0.41	0.58	114
1543	SNAIL	snail	0.48	0.1	0.3	16323
1545	HOST	host	0.69	0.47	0.54	8562
1547	SOUP	broth	0.5	0.24	0.17	2209
1548	UGLY	ugly	0.17	0.63	0.25	18563
1549	TRIBE	tribe	0.66	0.49	0.52	18354
1550	PREVENT	prevent	0.64	0.48	0.57	13627
1551	FEMALE	female	0.86	0.52	0.62	6606
1552	GLOOMY	gloomy	0.11	0.41	0.29	7573
1553	MALE	male	0.61	0.53	0.69	10652
1554	MAN	man	0.69	0.43	0.77	10675
1555	CHAMELEON	chameleon	0.49	0.58	0.34	2796
