CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	STEDT_ID	SEMANTIC_CATEGORY	LINE_IN_SOURCE
160	SET (HEAVENLY BODIES)	set	274699	4e.3/	3487
1600	SKIRT	skirt	199340	3c/2.1	2684
1601	WEAK	weak	18218	1a/1.5	55
1602	WAKE UP	waken	144740	1a/1.4	44
1605	SKULL	skull	516	1a/2.1.1	98
1606	INSIDE	inside	182969	6j/5	5301
1607	HATE	hate	217139	5d/1.1.2	4204
1608	LISTEN	listen	207092	1b/2.7.4	914
1609	IDEA	idea	275426	5d/1.13.1	4338
161	MISS (A TARGET)	miss	1813	5d/1.5.2	4404
1610	PROSTITUTE	prostitute	18918	3a/3.1	2491
1611	INVITE	invite	1763	5f/11	4676
1612	LETTER	letter	205307	9a/	5716
1613	COLOR	colour	21162	6b/	4845
1614	SUMMIT	summit	159607	1a/2.2.1	117
1615	ESCAPE	escape	216221	4b.4/2	3197
1616	CLOTH	cloth	199748	9a/	5666
1617	GRANDCHILD	grandchild	11678	3b/3	2634
1618	GRANDSON	grandson	197555	3b/3	2636
1619	GRANDDAUGHTER	granddaughter	197606	3b/3	2635
162	HICCOUGH	hiccough	18333	1a/8.4.5	648
1620	SON	son	197249	3b/3	2647
1621	SNEEZE	sneeze	1982	1a/8.3.1	632
1622	SHIRT	shirt	11695	3c/2.1.2	2704
1623	SPEAK	speak	1987	5f/10.1	4645
1624	EMPTY	empty	1632	5c/2.1	3756
1625	DEAD	dead	1201	1a/1.6	78
1626	EXPLAIN	explain	1662	5f/14.3	4706
1627	CHAIN	chain	11819	9a/	5662
1628	SQUIRREL	squirrel	427	2a.1/16	1328
1629	EVENING	evening	991	6i/3	5205
163	BLACK	black	222851	6b/	4841
1631	FAST	swift	80030	4b.4/4	3238
1632	FLOOR	floor	251	9c/3	5924
1633	FLAT	flat	1226	5c/5.1	3983
1634	HUNDRED	one-hundred	20455	6h/	5119
1635	OBEY	obey	1829	5d/2.5.2	4478
1638	TRUTH	truth	80044	5d/2.5.7	4488
1639	BEER	beer	499	2b.1/3.3.3	1855
1640	SIBLING	sibling	331893	3b/2	2619
1642	NIECE	niece	197504	3b/3	2645
1643	COUSIN	cousin	21406	3b/2	2616
1644	RELATIVES	relative	197657	3b/5	2669
1645	SHORT	short	221270	6f/	5028
1646	GIRL	girl	18877	1a/9.9.3	773
1647	FOAL	pony	44702	2a.1/2	1352
1648	ANVIL	anvil	37	9a/	5644
1650	WATCH	watch	2076	1b/2.6.7	902
1651	TEAR (OF EYE)	tears	575	1a/2.6.7	193
1652	INSTEAD	instead	305861	8/2.1	5478
1653	BLIND	blind, be (acquired / postnatally)	429600	1b/2.6.11.	890
1654	LIGHTNING	lightening	80158	2c.1/11	2134
1655	BLINK	wink	10370	1a/2.6.10	176
1656	NEVER	never	2124	8/	5559
1657	TRUE	real	158	5c/8.3	4160
1659	DOLL	doll	314586	9d/	6096
1662	CAPE	cape	151948	3c/2.2	2724
1663	BED	bed	203165	9c/3	5915
1664	RAFT	raft	234166	9a/	5758
1665	BEAT	beat	1455	4c.1/	3297
1666	MUTE	mute	195362	1b/8.8	1017
1667	HOLE	hole	181694	2c.1/8	2306
1668	GRIEF	sorrow	18150	5d/1.5.2	4409
1669	ANCESTORS	ancestors	61032	3b/1	2592
1670	RAPIDS	rapids	157876	2c.1/4	2208
1672	WRITE	write	211733	4a/2.9.1	2956
1673	ARM	arms	339111	1a/5.8	435
1674	POOR	poor	226319	5c/3.1	3878
1675	PROMISE	promise	1889	5f/16	4714
1676	ALWAYS	always	2123	6i/	5247
1678	HUT	shelter	272570	9c/1	5908
1679	LOAD	burden	284921	4a/	2974
168	REST	rest	209591	1b/1.4.1	834
1680	HELMET	helmet	354	9e/	6235
1681	WAIST	waist	193271	1a/4.6	310
1682	GUILTY	guilty	1240	5d/3.6.2	4550
1683	BUSH	bush	18806	2b.1/1.1	1428
1684	BUD	bud	191486	2b.1/3.1	1501
1685	AFTER	after	2118	6i/4	5223
1686	BEHIND	behind	2107	6j/8	5321
1688	FATE	fate	860	9d/1.3	6020
169	IT	it	1083	5a/	3630
1690	FENCE	fence	1676	9c/5	5972
1691	FLEXIBLE	flexible	170791	5c/2.2	3792
1692	FRIDAY	Friday	21341	6i/2	5188
1693	THURSDAY	Thursday	171	6i/2	5194
1694	WEDNESDAY	Wednesday	66	6i/2	5198
1695	TUESDAY	Tuesday	21338	6i/2	5197
1696	SURRENDER	surrender	765	4f.1/	3533
1697	MONDAY	Monday	21337	6i/2	5189
1698	CURVED	curved	1198	5c/5.1	3973
1699	SUNDAY	Sunday	21343	6i/2	5193
17	EYELID	eyelid	10348	1a/2.6.4	186
1700	SATURDAY	Saturday	21342	6i/2	5192
1702	HOLY	sacred	1328	9d/1.3	6023
1703	SIX	six	441310	1a/3.4.3	254
1704	SEVEN	seven	226727	6h/	5127
1705	EIGHT	eight	226778	6h/	5071
1706	ELEVEN	eleven	226931	6h/	5075
1707	TWELVE	twelve	226982	6h/	5151
1708	THIRTEEN	thirteen	227033	6h/	5142
1709	FIFTEEN	fifteen	227135	6h/	5081
1710	TWENTY	twenty	227390	6h/	5153
1711	TELL	tell	215558	1a/8.8	677
1712	OATH	oath	246091	9d/	6141
1713	EIGHTEEN	eighteen	227288	6h/	5072
1714	NINETEEN	nineteen	227339	6h/	5104
1715	THIRTY	thirty	227492	6h/	5143
1716	FORTY	forty	227543	6h/	5089
1717	FIFTY	fifty	227594	6h/	5084
1718	SIXTY	sixty	227645	6h/	5137
1719	BURY	bury	1490	4c.8/	3398
172	SHOULDERBLADE	shoulderblade	119231	1a/4.3.2	295
1720	SIGN	mark	206582	9a/	5726
1721	SEVENTY	seventy	227696	6h/	5130
1722	EIGHTY	eighty	227747	6h/	5074
1724	NINETY	ninety	227798	6h/	5106
1725	CORRECT (RIGHT)	correct	1551	5d/3.10	4509
1726	WET	wet	224075	4b.3/	3158
1727	THRESHOLD	threshold	160051	9c/3	5927
1728	ROTTEN	rotten	35	2b.2/	2069
1730	CHEEK	cheeks	236062	1a/2.5.2	150
1732	SKY	sky	180011	2c.1/3	2183
1733	RAINBOW	rainbow	180776	2c.1/1	2097
1734	TWENTY ONE	twenty-one	227441	6h/	5156
1735	TEAR (SHRED)	tear	20995	1a/8.9	681
1737	OKRA	okra	63644	2b.1/3.2	1565
1739	DECORATE	decorate	45378	9d/	6092
174	PROUD	proud	1306	5d/	4598
1740	PINE	pine	189089	2b.1/1.1	1441
1741	ABOVE	over	267278	6j/1	5263
1743	JOIN	unite	2057	4d.2/5	3447
1744	SPLEEN	spleen	10185	1a/7.4	588
1745	HIP	hip	47644	1a/4.9.2	335
1746	BLADDER	bladder	194036	1a/7.8	614
1747	CUSTOM	ritual	19083	9d/2.3	6039
1748	RIDGE	ridge	923	2c.1/6	2281
1749	TAKE	take	207959	4f.3/	3565
175	BLOW (OF WIND)	blow	9020	1b/3.1.4	923
1750	CHOOSE	choose	1517	4c.7/4	3381
1751	BIRTHMARK	birthmark	57922	1a/1.2	13
1752	LEAVE	depart	1583	4b.4/2	3195
1753	TOP	top	182867	1a/2.1.3	105
1754	BRACELET	bracelet	198983	3c/3	2744
1755	UNDRESS	undress	45811	4a/1	2779
1756	WIDOW	widow	11242	3a/7.2	2574
1757	TIRED	tired	225810	5c/3.1	3895
176	BLOW (WITH MOUTH)	blow with mouth	207704	1b/3.1.4	924
1761	YOUNGER SISTER	younger sister	60662	3b/2	2627
1763	CLUB	club	340079	9e/	6226
1764	OBSCURE	obscure	315931	8/	5561
1766	FINISH	finish	1681	6c/	4912
1767	SCRAPE	scrape	234215	4a.2/	3028
1768	FOAM	foam	21314	2c.1/4	2196
177	BETEL PEPPER VINE	betel	31922	2b.1/3.1	1495
1771	TASTELESS	insipid	308698	5c/8.2	4117
1773	GRAVE	tomb	21271	6k/5	5433
1774	STINGY	stingy	159422	5c/3.1	3890
1775	TABLE	desk	21262	9c/4	5958
1776	SHAME	shame	19036	5d/3.8.3	4555
1777	RESEMBLE	resemble	1931	5c/7.2	4073
1778	APPROACH	approach	262048	4b.4/1	3159
1779	DARE	dare	217241	5d/1.10.4.	4227
178	RIPE	ripe	1324	2b.2/	2066
1780	BILE	bile	76	1a/7.3.1	585
1781	THUMB	thumb	546	1a/5.7.1	428
1782	GUEST	guest	195209	3a/12.3	2444
1783	PAIN	suffering	49438	4a/	3021
1784	WANT	wish	2086	5d/1.14.3	4367
1787	LOOM	loom	201227	9a/	5719
1789	AGE	age	5	6i/1	5162
179	RIPEN	ripen	18858	2b.2/	2067
1791	BUTTERFLY	butterfly	187814	2a.1/14	1238
1793	BAT	bat	187559	2a.1/11.2	1134
1794	FURROW	furrow	19079	9f/	6275
1796	SLAUGHTER	slaughter	331930	4b.1/	3065
1797	HEDGEHOG	hedgehog	233101	2a.1/15	1309
1798	GUNPOWDER	gunpowder	201686	9e/	6233
1799	HYENA	hyena	339073	2a.1/6	1392
18	EARLOBE	earlobe	10453	1a/2.7.1	203
1802	SCREW	screw	174692	9c/	6008
1803	WOOD	log	156037	9c/	5999
1804	BOMB	bomb	281978	9e/	6216
1806	BEGIN	start	142578	6c/	4941
1807	AFTERNOON	afternoon	993	6i/3	5201
1808	PUS	pus	194546	1a/8.7	668
1809	PIMPLE	pimples	47772	1a/6.5.3	540
1812	TRY	try	2050	4a/1.1	2783
1813	TASTY	delicious	225503	5c/4.4	3949
1814	ACCUSE	accuse	1392	5d/1.3.2	4385
1815	ACHE	ache	1393	1b/1.5.1	840
1816	BESIDE	beside	267385	6j/3	5285
1817	WEST	west	182408	6j/8	5338
1819	LOOK	look	206888	1b/2.6.9	906
1820	BEAR	bear	419	2a.1/9	1416
1821	BRUSH	brush	203471	3c/4	2760
1823	BORROW	borrow	1477	4f.4/	3568
1825	COPPER	copper	181847	2c.1/5	2232
1826	ANGRY	angry	217088	5d/1.6.1	4423
1828	ASK (REQUEST)	request	18388	5f/7.1	4791
1829	JUMP	jump	208928	4b.4/8	3282
183	BAKE	bake	48629	9b/	5810
1830	CRANE	crane	232780	2a.1/11.2	1139
1831	MEET	meet	1807	4a/	2997
1833	DINNER (SUPPER)	dinner	200105	9b/	5832
1834	SHE	she	20863	3a/2	2469
1835	MARROW	marrow	8848	1a/6.3.5	504
1836	VAGINA	vagina	10669	1a/9.5	730
1837	VULVA	vulva	16755	1a/9.5	731
1838	NAVEL	belly button	329446	1a/9.3	706
1839	CRY	weep	216578	1b/8.9.1	1027
1840	BUILD	build	1487	4d.3/	3449
1841	SUSPECT	suspect	2017	4a/2.2	2925
1842	OBSTINATE	obstinate	50346	5d/	4594
1843	THOUSAND	thousand	227900	6h/	5146
1844	BOAT	boat	204491	9a/	5654
1845	BALL	ball	205511	6e/	4979
1846	RULE	rule	1945	4f.1/	3531
1847	SICK	feverish	35495	1b/1.5.1	847
1848	QUARREL	quarrel	1901	5f/8	4812
1849	ROW	row	1944	4a/2.1	2861
185	FIREPLACE	hearth	277	9c/3.1	5932
1850	COTTON	cotton	190109	9a/	5669
1851	POCKET	pocket	157502	3c/2.3	2737
1852	OFTEN	frequently	154280	6i/	5253
1853	DOVE	turtledove	160416	2a.1/11.2	1176
1854	SPARROW	sparrow	187508	2a.1/11.2	1171
1855	BIRCH	birch	35866	2b.1/1.1	1427
1856	SOFT	soft	222392	5c/4.2	3935
1857	CROCODILE	crocodile	233725	2a.1/12	1182
1858	FISHERMAN	fisherman	48824	3a/3.1.1	2494
1859	THIRD	third	174	6h/	5141
186	SHIN	shin	114833	1a/5.9	458
1860	BEAD	beads	50761	3c/3	2743
1861	ACTIVE	active	18279	8/4.2	5498
1862	DONKEY	donkey	185774	2a.1/2	1344
1864	HUNGER	hunger	10068	1a/1.3	29
1865	BUZZARD	buzzard	175660	2a.1/11.2	1137
1866	STUTTER	stutter	10120	5f/4.7	4757
1867	COIN	coin	20129	9d/	6075
1868	VISIBLE	visible	1372	5c/4.1	3916
1869	BUY	buy	211376	4f.4/	3569
187	LOIN	loins	35622	1a/4.9	330
1871	CAMEL	camel	232840	2a.1/15	1307
1874	SAUSAGE	sausage	331782	9b/	5872
1875	REGRET	repent	264395	9d/3.1	6047
1877	EAST	east	182357	6j/8	5325
1879	DANCE	dance	214844	4b.4/9	3287
188	COMB OF BIRD	cockscomb	10071	1a/2.2.1	114
1881	ENOUGH	enough	142009	1b/1.3.2	819
1882	BEFORE	till	160155	2b.2/	2074
1884	HARD	hard	222341	6d/2	4964
1886	ARMPIT	armpit	193475	1a/5.8.3	443
1887	CHEAP	cheap	224687	9d/	6073
1888	PAIR	pair	228818	6h/	5122
189	HAIR (BODY)	hair of body	164328	1a/6.1	473
1890	BELIEVE	faith	853	5d/1.15	4371
1892	TOUCH	touch	2044	5e/	4625
1893	QUAIL	quail	234161	2a.1/11.2	1168
1894	ASHAMED	ashamed	1172	5d/3.8.3	4554
1895	CLOTHES	clothes	199136	3c/2.1	2679
1896	FINGERNAIL OR TOENAIL	nails	234067	1a/5.17	377
1897	HELP	help	215609	4a/2.1	2823
1899	MAD	crazy, become	411461	5d/1.11.11	4273
190	MOW	mow	77221	4c.4/3	3344
1901	SHOVEL	shovel	45708	9a/1	5600
1902	BETRAY	cheat	1511	4f.1/	3499
1903	SWELLING	bump	330185	1a/4.10	275
1904	DROWN	drown	1622	4b.3/	3119
1905	EAGLE	eagle	187253	2a.1/11.2	1143
1906	SOUR	sour	225197	5c/4.4	3952
1907	MOLE	mole	10381	2a.1/15	1312
1908	ATTENTIVE	attentive	260593	5d/1.11.1	4240
1909	SHAKE	shake	1960	4b.4/9	3294
191	NUT	nut	484	2b.1/3.1	1521
1913	PRESS	press	214181	6c/	4928
1914	DEBT	debt	759	9d/	6090
1915	FIR	fir	189191	2b.1/1.1	1434
1916	GILL	gills	10206	1a/3.5.3	264
1917	TIE	bind	1467	4d.2/1.1	3416
1918	MANE	mane	597	1a/6.1	478
1919	TORCH	torch	251484	2c.3/1	2345
192	CORNER	corner	288	9c/3	5917
1923	ROUGH	rough	1325	5c/4.2	3930
1924	VEIN	vein	10107	1a/6.2.1	489
1925	ARTERY	artery	132112	1a/6.2.1	487
1926	OINTMENT	ointment	909	9a/2	5617
1927	BAMBOO	bamboo	189293	2b.1/1.1	1425
1929	STUDY	study	2007	4a/2.9.3	2959
193	SHALLOW	shallow	221015	5c/5.3	4033
1930	RAVINE	ravine	277408	2c.1/6	2280
1931	BEESWAX	beeswax	233605	2a.1/14	1233
1932	GUESS	guess	216884	5d/1.12.1	4327
1933	LOOSEN	loosen	56087	5c/5.1	3991
1934	BEGGAR	beggar	781	5f/10.3	4661
1935	ANUS	rectum	279391	1a/4.10.2	283
1936	DEER	deer	186539	2a.1/8	1409
1937	THERE	there	230144	6j/7	5315
1939	SWEAR	swear	2020	5f/1	4639
194	FAMILY	family	620	3b/5	2663
1940	GUARD	guard	1712	4a/2.1	2820
1941	SOLDIER	soldier	195617	3a/6	2556
1942	NEAR	nearby	74802	6j/3	5290
1943	CROWN (OF HEAD)	crown	291701	1a/2.1.2	99
1944	GOD	God	11351	9d/1.1	6014
1945	IDOL	figure	5994	6h/	5086
1947	BASTARD	bastard	50042	3b/3	2628
1948	SAW	saw	201329	9a/3	5630
1949	BEDBUG	bedbug	188120	2a.1/14	1230
195	MAT	mat	199646	9c/4	5962
1951	PASS	pass	1849	4b.4/10	3178
1952	TORTURE	torture	234534	4b.1/	3068
1953	ABUSE	abuse	1389	4b.1/	3032
1954	GENTLE	tender	223769	5c/4.2	3938
1955	GRIEVE	mourn	1819	5d/1.5.2	4405
1956	SUNFLOWER	sunflower	159617	2b.1/3.1	1534
1957	GOITER	goitre	35525	x/	6347
1958	UNRIPE	unripe	1027	2b.2/	2076
1959	RAW	raw	224228	5c/8.3	4158
196	DONATE	donate	282360	4f.5/	3600
1961	NECKLACE	necklace	377	3c/3	2753
1962	ROAST (SOMETHING)	roast	1939	9b/	5871
1963	IMMEDIATELY	immediately	21779	6i/	5254
1964	ALONE	alone	61900	5c/6.1	4039
1965	LOINCLOTH	sarong	121983	3c/2.1.3	2717
1966	BUNCH	bunch	305195	6h/	5065
1967	CALENDAR	calendar	275545	6i/	5249
197	OTHER	another	22524	6h/	5060
1970	CANOE	canoe	3987	9a/	5660
1971	FAN (OBJECT)	fan	1670	9a/2	5610
1972	KID	kid	44707	2a.1/4	1371
1973	DEMON	devil	42271	3a/11.2	2407
1974	CENTIPEDE	centipede	188018	2a.1/14	1240
1975	CHECK	check	1510	9a/	5665
1976	MERRY	merry	156378	5c/3.1	3868
1978	RECOVER	recover	1915	1b/1.5.1	853
1979	CHISEL	chisel	711	9a/3	5628
198	GENITALIA	genitalia	329563	1a/9.1	687
1981	WIDOWER	widower	53	3a/7.2	2576
1982	WHIRLPOOL	whirlpool	160967	2c.1/4	2225
1983	SNORE	snore	10685	1a/8.3.2	633
1986	DISEASE	illness	214	1a/1.5.1	65
1987	CHOPSTICKS	chopstick	11713	9b/	5820
1989	CALF	calf	193469	1a/5.9	451
199	FAMINE	famine	61840	1a/1.3	28
1990	BECOME	become	1457	6c/	4873
1991	INTESTINES	bowels	233648	1a/7.7	603
1992	MORE	more	156541	6h/	5101
1993	SELF	oneself	142266	3a/2	2463
1994	COLLARBONE	clavicle	169283	1a/4.3.1	291
1995	DEFECT	defect	330481	5a/	3614
1996	GET TIRED	tire	2042	5c/3.1	3894
1997	PRESERVE	preserve	80090	4e.4/	3489
1998	COMMAND	command	1528	5f/1	4629
1999	OVERCOME	overcome	285961	1a/1.5	49
2	DUST	dust	18657	2c.1/12	2152
20	SCYTHE	scythe	158421	9a/1	5599
200	SAME	same	11920	5c/7.2	4074
2001	PAINTING	draw	1615	9d/	6099
2002	DITCH	ditch	181184	2c.1/8	2305
2003	FLOW	flow	218516	4b.3/5	3098
2005	MASK	mask	841	9d/	6131
2006	FILL	fill	1679	5c/2.1	3757
2008	RESCUE	rescue	1930	4a/2.1	2851
2009	DOG	hound	233140	2a.1/6	1390
201	FARM	farm	320684	6k/4.0	5401
2011	COFFIN	coffin	233708	9d/2.3	6032
2012	COLLAR	collar	35947	1a/4.3.1	292
2013	BAIT	bait	150993	9e/	6213
2014	GO DOWN (DESCEND)	descend	217904	4b.4/8	3276
2016	JEALOUSY	jealousy	155462	5d/2.6.2	4498
2017	MIX	mix	1815	4d.2/3	3437
2018	GREEDY	greedy	18973	5d/1.14.2	4363
202	STRENGTH	strength	206123	1a/1.5	52
2022	ADMIT	admit	150630	5f/14.2	4697
2023	CROWD	crowd	152705	3a/12	2422
2025	PEA	peas	285995	2b.1/3.2	1572
2027	SOYA	soybean	190230	2b.1/3.1	1532
203	MARRY	marry	1805	4f.1/	3518
2030	DRAG	drag	1613	4b.4/10	3172
2034	FROST	frost	180458	2c.1/1	2085
2035	POND	pond	181031	2c.1/4	2205
2036	JANUARY	January	183836	6i/1	5168
2037	FEBRUARY	February	183887	6i/1	5167
2038	DRAGON	dragon	186183	2a.1/17	1329
2039	MAGPIE	magpie	187406	2a.1/11.2	1155
204	AGAIN	again	231011	8/1	5437
2040	BUCKWHEAT	buckwheat	49163	2b.1/3.1	1500
2041	HEMP	hemp	61242	2b.1/3.2.1	1621
2042	WALNUT	walnut	18227	2b.1/3.1	1535
2043	PEACH	peach	190874	2b.1/3.2	1570
2044	PERSIMMON	persimmon	190925	2b.1/3.2	1573
2045	COLUMN	pillar	18610	9c/3.1	5937
2046	APRON	apron	48568	3c/2.2	2722
2048	QUILT	quilt	199595	9a/	5756
2049	CONGEE	porridge	48621	9b/	5869
205	TROUGH	trough	174928	9e/	6261
2051	DUSTPAN	dustpan	278458	9a/	5679
2052	BUCKET	bucket	35906	9a/	5659
2057	DUNG (ANIMAL FAECES)	dung	233775	1a/8.6	657
2058	STOOL	stool	203114	9c/4	5969
2059	FOLK SONG	folksong	205371	9d/	6106
206	FIREFLY	firefly	49420	2a.1/14	1247
2060	STORY	story	18209	9d/	6183
2061	BUDDHA	Buddha	311861	9d/2.3	6030
2062	INTEREST	interest	204848	5d/2.6.1	4490
2069	SOAK (VERB)	soak	1984	4b.3/	3141
207	SPARSE	sparse	171158	5c/2.1	3776
2071	LAY (VERB)	lay	155756	4e.3/	3484
2072	USE (VERB)	use	214589	4a/2.7.1	2949
2073	ROB (VERB)	rob	216374	4a/2.1	2859
2075	BROOD (VERB)	incubate	13286	1b/9.3.3	1059
2076	SPROUT (VERB)	bloom	220199	2b.2/	2049
2077	DILIGENT	diligent	226166	5c/3.1	3828
208	NASAL MUCUS (SNOT)	snivel	278367	1b/8.9.1	1025
2086	GRAIN (CLASSIFIER)	grain (of rice)	154596	2b.1/3.3.2	1753
209	RARE	rare	36598	5c/8.3	4156
2090	MY	mine	69053	2c.1/10	2123
2093	AFTERWARDS	afterwards	2144	6i/4	5225
2099	CHILD	children	272811	3b/3	2631
21	TASTE (SOMETHING)	taste	2029	1b/3.5.7	958
210	LIFE	life	78	1a/1.2.1	16
2101	BE DEAD OR DIE	died	18068	1b/1.6	861
2102	BURN	burn	1488	2c.2/	2313
2112	OLD (AGED)	aged	62485	1a/	786
212	FIELD	field	181337	2c.1/6	2254
2124	SMELL	smell	1978	1b/2.8.5	916
213	FIN	fin	594	1a/5.10.1	353
2134	RAISE (BRING UP)	rear	114475	1a/1.2	15
2137	MAGICIAN	magician	736	9d/3.2	6053
214	STRETCH	stretch	59730	6c/	4943
2148	PICK	pick	177012	4c.7/4	3389
2149	CHOP (INTO PIECES)	chop	1518	4c.4/2	3328
215	LIE DOWN	lie down	1790	1b/1.4.1	832
2150	MATTER	matter	303690	5a/	3634
2151	COARSE	coarse	76697	5c/4.2	3919
2154	PLOUGH (INSTRUMENT)	plough	153	9a/1	5593
2155	CUT (WITH SCISSORS)	scissor	415558	9a/3	5631
2159	GROUND	ground	181388	2c.1/12	2156
216	MOVIE	movie	36412	9d/	6135
2162	STIR FRY	stir-fry	212039	9b/	5882
2165	SLOWLY	slowly	230705	5c/10	3729
218	FINE (PENALTY)	fine	805	5c/3.2	3908
2181	LIGHT (IN TASTE)	bland	151412	5c/4.4	3947
2183	RIGHT HAND	right-hand	166376	1a/5.1	348
219	TOILET	toilet	21251	9c/4	5971
2192	REJOICE	rejoice	1919	5d/1.5.1	4401
2194	FRONT (PART)	front	182561	1a/4.4	297
2200	SNOUT	muzzle	156693	1a/2.5.2	156
2205	PEAK	peak	928	6k/4.0	5410
221	FIRE	fire	182255	2c.3/3.3	2355
2214	AFFAIR	affair	150643	5a/	3605
2218	EXPERIENCED	experienced	175319	5d/	4584
2219	LEAN (MEAT)	lean	209489	1b/1.1	792
222	LAVISH	lavish	155753	5c/2.1	3763
2224	BEND (SOMETHING)	bend	10924	6c/	4876
2227	SPAWN (VERB)	spawn	35728	1a/9.1	700
2230	UNTAMED OR WILD	wild	1378	2c.1/6	2287
2233	LOVELY	lovely	333238	5c/3.2	3911
2239	DENSE	dense	171213	5c/5.1	3976
224	MORTAR	mortar	202196	9b/	5856
2241	WILD CAT	wildcat	233685	2a.1/7	1407
2242	BEETLE	beetle	233049	2a.1/14	1234
2243	REPAIR	mend	1809	4d.4/	3467
2244	METAL	metal	1049	2c.1/5	2237
2245	BELCH	belch	9902	1b/8.4.4	1008
2246	BELL	bell	205868	9a/	5652
2247	CATERPILLAR	caterpillar	50216	2a.1/14	1239
225	PESTLE	pestle	202145	9b/	5865
2252	PATH	path	169052	6k/1	5354
2253	DRIP (EMIT LIQUID)	leak	219179	4b.3/	3127
2259	FLESH	flesh	1030	1a/1.1.1	7
227	FISH	fish	187661	2a.1/13	1206
2271	THINK	think	217037	5d/1.13.1	4351
2273	LEECH	leech	188477	2a.1/14	1274
2276	IDENTICAL	identical	155270	5c/7.2	4072
2277	WHOLE	total	265462	5c/2.1	3777
2278	PERHAPS	perhaps	22526	8/	5564
228	CARVE	carve	278564	4c.4/1	3311
2283	SEMEN	semen	3	1a/9.7.1	761
2285	ECLIPSE	eclipse	986	2c.1/11	2133
2290	PUDDLE	puddle	157675	2c.1/4	2207
2293	UVULA	uvula	10463	1a/3.5.1	259
2294	WRINKLE	wrinkle	10613	6d/2	4975
2295	SUNSET	sunset	980	2c.1/11	2146
2296	SUNRISE	sunrise	979	2c.1/11	2145
2297	DUSK	dusk	11880	6i/3	5204
2298	VIRGIN	virgin	609	3a/7.2	2573
2299	STRAW	straw (wheat)	366192	2b.1/3.3.2	1813
230	SWEEP	sweep	213467	4a/2.5.3	2944
2301	ME	me	21828	3a/2	2461
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular	70459	5d/1.10.4.	4223
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical	170903	6e/	4998
2308	THIN	thin	221474	6f/	5036
231	SHAVE	shave	1962	4c.4/1	3322
2313	BRONZE	bronze	233660	2c.1/5	2228
2314	BROTHER-IN-LAW	brother-in-law	659	3b/4	2649
2316	FREE	free	1694	4f.1/	3511
2317	SISTER-IN-LAW	sister-in-law	48388	3b/4	2655
2318	CHESTNUT	chestnut	152133	2b.1/3.1	1504
2319	LID (COVER, CAP)	lid	202502	9a/	5717
232	FLEA	flea	188171	2a.1/14	1249
2321	MAD PERSON	lunatic	10000	5d/	4591
2334	MELT	melt	219332	6c/	4926
2335	CUNNING	cunning	152742	5d/1.13	4333
2336	OF THIS KIND (SUCH)	so	2162	8/1.2.2	5471
2339	NEED (SOMETHING)	need	1825	6d/2	4971
234	PADDLE	paddle	263447	9a/	5738
2340	SUNNY	sunny	222545	2c.1/11	2142
2341	CLOUDY	cloudy	222596	2c.1/3	2170
2343	STEEL	steel	182000	2c.1/5	2246
2348	CRAB	crab	141983	2a.1/13	1204
2349	SHRIMP	shrimp	278755	2a.1/13	1222
2350	EARTHWORM	earthworm	188426	2a.1/14	1246
2351	SILKWORM	silkworm	77493	2a.1/14	1291
2352	DRAGONFLY	dragonfly	187865	2a.1/14	1245
2353	CICADA	cicada	272664	2a.1/14	1241
2354	CRICKET	cricket	233724	2a.1/14	1244
2355	GECKO	gecko	56073	2a.1/12	1184
236	STEPMOTHER	stepmother	159390	3b/1	2612
2362	BRAN	bran	200615	2b.1/3.1	1499
2363	CHAFF (HUSK)	chaff	11751	2b.1/3.3	1651
2364	PEANUT	groundnut	169076	2b.1/3.1	1510
2365	RADISH	raddish	18870	x/	6387
2366	ONION	onion	480	2b.1/3.2	1566
2367	MANDARINE	tangerine	123211	2b.1/3.2	1586
2368	GARLIC	garlic	190670	2b.1/3.2	1551
237	STEPFATHER	stepfather	159387	3b/1	2611
2374	DREAM	dream	206429	1a/1.4.2	47
2375	VERTICAL	vertical	160607	6j/1	5272
2376	HORIZONTAL	horizontal	221934	5c/5.4	4036
2386	TURKEY	turkey	310797	2a.1/11.1	1131
239	FLOWER	flower	191588	2b.1/3.1	1508
2393	JOURNEY	journey	1768	4b.4/2	3202
2396	KNOCK	knock	233985	4c.1/	3302
24	PRAY	pray	1881	9d/3.1	6044
2400	THEIR	their	1089	8/2.3.2	5492
2401	PICTURE	picture	32147	9f/	6289
2403	TOY	toy	55720	9d/	6192
2406	HOME	home	197759	9c/6	5985
2407	BIRTHDAY	birthday	68914	1a/1.2	12
2408	CAKE	cake	465	9b/	5818
2409	BROWN	brown	178	6b/	4843
241	TREE STUMP	stump	1037	2b.1/1.2	1478
2410	GOOD-LOOKING	attractive	62539	5c/3.2	3903
2411	HURT (SOMEBODY)	hurt	1735	1a/1.5.1	63
2412	THANK (SOMBEODY)	thank	2035	5f/11	4681
2422	SOMEONE	others	229940	5a/	3641
2423	CHANNEL	channel	951	2c.1/4	2189
2424	MEMBER	member	291832	3a/	2591
2427	FUTURE	future	185481	6i/4	5230
243	FRESH	fresh	1229	5c/8.1	4084
2432	MARRIAGE	marriage	18809	9d/	6129
