CONCEPTICON_ID	CONCEPTICON_GLOSS	ARABIC	ARABIC_RT_L1_MEAN	ARABIC_RT_L1_ZSCORE	ARABIC_ACCURACY_L1_PERCENTAGE	ARABIC_RT_L2_MEAN	ARABIC_RT_L2_ZSCORE	ARABIC_ACCURACY_L2_PERCENTAGE	LINE_IN_SOURCE
2845	SIZE (OF OBJECT)	حجم	985.219512195122	-0.2013519010642653	0.9534883720930233				9224
2869	BOTHER (HARASS)	يزعج	994.1891891891892	-0.0297737358548587	0.9024390243902439				19225
2879	SOUND (OF INSTRUMENT OR VOICE)	صوت	898.0769230769231	-0.6222623240609851	0.9512195121951219				12390
2880	HALT (STOP)	يتوقف	935.0571428571428	-0.1917961543503575	1				18897
2882	ADD	يضيف	955.7777777777778	-0.06238497888574943	1				19459
2930	BOSS	زعيم	911.3636363636364	-0.462888051881757	1	1113.909090909091	-0.5991268461070541	0.9166666666666666	10984
2931	BUSINESS	عمل	967.2564102564103	-0.3717152678592942	0.975				13362
2933	CONVERSATION	محادثة	952.1944444444445	-0.2333319000140641	0.9230769230769231				15450
2940	GATE	بوابة	937.8823529411765	-0.3656072357764038	1				6810
2946	CRADLE	مهد	1004.870967741935	0.05131551717216572	1				17051
2955	STATE (POLITICS)	دولة	859.4054054054054	-0.6755238208957637	1				10311
2977	WORKER	عامل	900.7272727272727	-0.4712014570195722	1				12973
2980	AREA	منطقة	987.5	-0.1890311739620053	1	1221.066666666667	-0.308157523789236	1	16989
301	CHIEFTAIN	رئيس	918.918918918919	-0.5286841762966267	1				10490
3033	SCARED	خائف	986.0652173913044	-0.1944555703085336	1	1178.6	-0.4578762165869192	1	9701
3050	SEEDLING	زراعة	975.0243902439024	-0.2878295465761307	0.9761904761904762	1279.689655172414	-0.2399211705490785	0.9666666666666667	10950
307	HAWK	صقر	985.9459459459459	-0.03080320763058797	1				12313
3086	COMPUTER	حاسوب	840.9375	-0.6605019831960346	0.9696969696969697				9140
3088	ENVELOPE	ظرف	1072.379310344828	0.3625145498712563	0.9354838709677419				12855
3091	LEMON	ليمون	1004.0625	-0.04767356300801957	0.9411764705882353				14977
3096	RACKET	راحة	906.2777777777778	-0.409886218035913	1				10509
3099	SOFA	أريكة	1066.627906976744	0.1717114662177816	0.9772727272727273				365
3202	CANNON	مدفع	930.5263157894736	-0.3356311588012404	0.95				15681
3283	CAGE	قفص	1024.6	0.1171345582378204	0.8064516129032258				14285
