CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	DUTCH_AUDITORY_MEAN	DUTCH_GUSTATORY_MEAN	DUTCH_HAPTIC_MEAN	DUTCH_INTEROCEPTIVE_MEAN	DUTCH_OLFACTORY_MEAN	DUTCH_VISUAL_MEAN	DUTCH_PERCEPTUAL_DOMINANT	DUTCH_PERCEPTUAL_EXCLUSIVITY	DUTCH_PERCEPTUAL_STRENGTH_MAX	DUTCH_PERCEPTUAL_STRENGTH_MEAN	DUTCH_PERCEPTUAL_STRENGTH_AGGREGATED	DUTCH_POS	LINE_IN_SOURCE
1136	RABBIT	konijn	1.3	3.2	3.5	0.1	1.8	4.7	Zien	0.31506849315068497	4.7	2.433333333333333	5.723530511526381	N	10321
1146	AUBERGINE	aubergine	0.18181818181818182	4	2.272727272727273	0.09090909090909091	2.090909090909091	3	Proeven	0.33593749999999994	4	1.9393939393939397	4.81866722188223	N	1361
1147	PURE	puur	0.6666666666666666	2.3333333333333335	0.4166666666666667	1.3333333333333333	1.25	2.75	Zien	0.26666666666666666	2.75	1.4583333333333333	3.3676489906541858	ADJ	16015
1150	THUNDER	donder	4.083333333333333	0	0	1.6666666666666667	0.08333333333333333	1.5	Horen	0.5568181818181818	4.08	1.222222222222222	4.237478631213962	N	4843
1154	OLIVE	olijf	0	4.090909090909091	2.3636363636363638	0	3.3636363636363638	3.1818181818181817	Proeven	0.3146853146853147	4.09	2.1666666666666665	5.336073376558251	N	13185
1156	OPEN	openen	1.7692307692307692	0	3.1538461538461537	0.38461538461538464	0	3.230769230769231	Zien	0.3783783783783784	3.23	1.4230769230769231	4.134738663101874	WW	14113
1168	HAWTHORN	meidoorn	0	0	2	0.16666666666666666	1.4166666666666667	3.3333333333333335	Zien	0.4819277108433735	3.33	1.152777777777778	3.6313324233321147	N	11964
1171	MIRROR	spiegel	0.15384615384615385	0.07692307692307693	2	0.23076923076923078	0.07692307692307693	4.384615384615385	Zien	0.6222222222222223	4.38	1.153846153846154	4.5194291331486065	N	18315
1181	PALM TREE	palmboom	0.08333333333333333	0	1.6666666666666667	0.5	0.4166666666666667	4.166666666666667	Zien	0.6097560975609756	4.17	1.138888888888889	4.257366863360342	N	14788
119	DIVE	duiken	0.8181818181818182	0	1	0.7272727272727273	0	2.272727272727273	Zien	0.4716981132075471	2.27	0.8030303030303032	2.3911523438233133	WW	5272
1190	HARE	haas	0.45454545454545453	0.9090909090909091	2.1818181818181817	0.18181818181818182	0.36363636363636365	4.181818181818182	Zien	0.4835164835164836	4.18	1.3787878787878787	4.386727862389387	N	7690
1193	STEAM	damp	0.1	0	1.3	0.1	1.5	3.6	Zien	0.5454545454545455	3.6	1.0999999999999999	3.738006124528743	N	4237
1198	MANY	veel	0.9230769230769231	0.3076923076923077	0.6923076923076923	0.15384615384615385	0	2.3846153846153846	Zien	0.5344827586206896	2.38	0.7435897435897436	2.450268997473613	Function	20897
1200	HUSBAND	echtgenoot	2.25	0.4166666666666667	2.5833333333333335	1.75	1.1666666666666667	3.6666666666666665	Zien	0.27464788732394363	3.67	1.9722222222222223	4.395911478586536	N	5378
1201	FEATHER	veer	0.6923076923076923	0.07692307692307693	3.3076923076923075	0.6153846153846154	0.3076923076923077	3.3846153846153846	Zien	0.3944954128440367	3.38	1.3974358974358971	4.227562732520871	N	20908
1202	BIG	groot	0.3076923076923077	0.07692307692307693	2.076923076923077	0.7692307692307693	0.07692307692307693	3.8461538461538463	Zien	0.5268817204301075	3.85	1.1923076923076923	4.048167826522955	ADJ	7602
1204	BARK	schors	0.7	0.5	3	0	1.3	3.9	Zien	0.41489361702127664	3.9	1.5666666666666664	4.46447752928206	N	17447
1206	BARKING	blaffen	4.9	0	0.3	0.4	0.2	2.9	Horen	0.5632183908045977	4.9	1.4500000000000002	5.2187807078642985	WW	2704
1207	YOUNG	jong	1.1818181818181819	0	0.5454545454545454	1.6363636363636365	0	3.6363636363636362	Zien	0.5194805194805194	3.64	1.1666666666666667	3.7862554660296515	ADJ	9374
1208	CAT	kat	2.727272727272727	0	3.1818181818181817	0.6363636363636364	0.6363636363636364	4.090909090909091	Zien	0.36290322580645157	4.09	1.878787878787879	4.952579479288038	N	9648
1209	I	ik	2.6666666666666665	0.5833333333333334	3.25	2.6666666666666665	0.9166666666666666	3.9166666666666665	Zien	0.23809523809523808	3.92	2.3333333333333335	5.10837475176513	Function	8709
121	SPIN	spinnen	2.1818181818181817	0	1.8181818181818181	0.6363636363636364	0.45454545454545453	3.1818181818181817	Zien	0.38461538461538464	3.18	1.3787878787878787	3.658332913285221	N	18349
1210	HEAVY	zwaar	0.5	0.3	3.7	1.1	0.4	2.4	Voelen	0.40476190476190477	3.7	1.4000000000000001	4.041729808533982	ADJ	23938
1215	THOU	jij	1.3333333333333333	0	1.9166666666666667	1.3333333333333333	0.4166666666666667	2.8333333333333335	Zien	0.36170212765957444	2.83	1.3055555555555556	3.2585427965193996	Function	9355
1216	MOTHER	moeder	2.3	0	1.6	1.7	0.6	4.5	Zien	0.42056074766355145	4.5	1.7833333333333332	4.827690071070559	N	12368
1217	FATHER	vader	2.8	0	1.9	1.9	0.6	3.9	Zien	0.35135135135135137	3.9	1.8499999999999999	4.5661823652736	N	20753
1220	TAIL	staart	0.38461538461538464	0.23076923076923078	2.6153846153846154	0.15384615384615385	0.3076923076923077	4.076923076923077	Zien	0.504950495049505	4.08	1.294871794871795	4.409819251459746	N	18527
1221	NOSE	neus	0.3	0.1	3.2	1.6	2.7	4.5	Zien	0.3548387096774194	4.5	2.066666666666667	5.2859960196277145	N	12914
1223	HEART	hart	2.090909090909091	0.2727272727272727	1.7272727272727273	1.5454545454545454	0	2.727272727272727	Zien	0.32608695652173914	2.73	1.3939393939393938	3.3705504459651974	N	7866
1225	DAY (NOT NIGHT)	dag	0.08333333333333333	0	0	0.5	0	1	Zien	0.6315789473684211	1	0.2638888888888889	1.040220214617312	N	4198
1226	YEAR	jaar	0.8	0	0	0	0	1.4	Zien	0.6363636363636362	1.4	0.3666666666666667	1.4821590110841238	N	9284
1228	EARTH (SOIL)	aarde	0.36363636363636365	0.36363636363636365	2	0	1.4545454545454546	2.909090909090909	Zien	0.4102564102564103	2.91	1.1818181818181819	3.2955752487047127	N	300
1229	OLD	oud	0.4	0	0.4	1.6	0.5	3.9	Zien	0.5735294117647058	3.9	1.1333333333333335	3.993071338675975	ADJ	14522
123	FOREHEAD	voorhoofd	0	0	2.5833333333333335	0	0.25	3.5833333333333335	Zien	0.5584415584415584	3.58	1.0694444444444444	3.9846659251405403	N	22276
1230	DIRTY	vies	0.6	2.4	2.5	1.7	3.7	3.6	Ruiken	0.21379310344827587	3.7	2.4166666666666665	5.090190036430495	ADJ	21884
1231	NEW	nieuw	1.3333333333333333	0.5	1.5833333333333333	1.3333333333333333	1.1666666666666667	3.0833333333333335	Zien	0.28703703703703703	3.08	1.5	3.41241456628914	ADJ	12947
1233	NIGHT	nacht	0.9230769230769231	0	0	0.15384615384615385	0	4.230769230769231	Zien	0.7971014492753622	4.23	0.8846153846153847	4.245433327407101	N	12661
1234	SMOOTH	smeuïg	0.09090909090909091	3.6363636363636362	1.7272727272727273	0.8181818181818182	0.7272727272727273	2.8181818181818183	Proeven	0.3611111111111111	3.64	1.6363636363636365	4.246071898903837	ADJ	17991
1235	WHO	wie	1	0	0.45454545454545453	0	0	0.8181818181818182	Horen	0.43999999999999995	1	0.37878787878787884	1.179662557914062	Function	23181
1240	NOT	niet	0.8181818181818182	0	0.09090909090909091	0	0	0.8181818181818182	Joint	0.4736842105263158	0.82	0.2878787878787879	1.0310801169756798	Function	12937
1242	FEW	weinig	0.6923076923076923	0.6923076923076923	1.2307692307692308	0.46153846153846156	0.07692307692307693	2.923076923076923	Zien	0.4683544303797468	2.92	1.0128205128205128	3.022155966877738	Function	22985
1243	WIDE	wijd	0.1	0	0.7	0	0	4.2	Zien	0.8400000000000001	4.2	0.8333333333333334	4.206490343106977	ADJ	23193
1244	THICK	dik	0	0	2.272727272727273	0.45454545454545453	0	3.909090909090909	Zien	0.589041095890411	3.91	1.106060606060606	4.151830498221078	ADJ	4660
1245	BUTTER	boter	0.36363636363636365	3.4545454545454546	1	0	1.2727272727272727	3.1818181818181817	Proeven	0.3725490196078431	3.45	1.5454545454545456	4.245988552708922	N	3076
1246	SMALL	klein	0.6666666666666666	0	1.4166666666666667	0.08333333333333333	0	2.9166666666666665	Zien	0.5737704918032787	2.92	0.8472222222222222	3.0348516128280116	ADJ	9975
1247	EAR	oor	2.090909090909091	0.18181818181818182	3.4545454545454546	1	0.18181818181818182	3.909090909090909	Zien	0.3445378151260504	3.91	1.803030303030303	4.807543114598143	N	14017
1248	EYE	oog	0.18181818181818182	0.18181818181818182	1.3636363636363635	0.09090909090909091	0	4.090909090909091	Zien	0.6923076923076924	4.09	0.9848484848484848	4.1410514307074635	N	13990
1251	BELLY	buik	1.3	0	3.6	0.5	0.1	4.5	Zien	0.45	4.5	1.6666666666666667	5.193779544047924	N	3363
1252	HOUSE	huis	0.3333333333333333	0	1.75	0.5	1.25	4.083333333333333	Zien	0.5157894736842106	4.08	1.3194444444444444	4.22760443646	N	8510
1255	SNOWING	sneeuwen	1.4	0.8	3.2	1.1	0.7	4.5	Zien	0.32478632478632474	4.5	1.9500000000000002	5.050462330642021	WW	18030
1256	HEAD	hoofd	0.09090909090909091	0	3.727272727272727	0.8181818181818182	0.18181818181818182	4	Zien	0.4536082474226804	4	1.4696969696969697	4.881700978578195	N	8339
1261	SING	zingen	4.454545454545454	0	0	1.3636363636363635	0	1.4545454545454546	Horen	0.6125	4.45	1.212121212121212	4.546908625702628	WW	23752
1262	BROTHER	broer	2.25	0	1.5	1.1666666666666667	0.3333333333333333	3.1666666666666665	Zien	0.37623762376237624	3.17	1.4027777777777777	3.637903399283104	N	3274
1263	SISTER	zus	1.75	0	1.0833333333333333	1.25	0.25	3.9166666666666665	Zien	0.47474747474747475	3.92	1.375	4.095261065751898	N	23922
1265	HIGH	hoog	0.7692307692307693	0	1	0.9230769230769231	0	4.076923076923077	Zien	0.6022727272727273	4.08	1.1282051282051282	4.1213924895637275	ADJ	8379
1267	NARROW	smal	0.08333333333333333	0	2	0.08333333333333333	0	4	Zien	0.6486486486486487	4	1.0277777777777777	4.160189937691999	ADJ	17966
1268	YES	ja	2.1818181818181817	0	0	0.7272727272727273	0	0.7272727272727273	Horen	0.5999999999999999	2.18	0.6060606060606061	2.234412236862434	Function	9282
1269	NO	nee	2.8461538461538463	0.23076923076923078	0.23076923076923078	2	0	1.3846153846153846	Horen	0.42528735632183906	2.85	1.1153846153846154	3.2311616477815646	Function	12826
127	EXTINGUISH	blussen	2.2	0	1.9	0	1.6	3.1	Zien	0.35227272727272724	3.1	1.4666666666666668	3.717955094554955	WW	2871
1272	AUNT	tante	1.0909090909090908	0.18181818181818182	1.3636363636363635	0.2727272727272727	0.18181818181818182	2.5454545454545454	Zien	0.4193548387096775	2.55	0.9393939393939393	2.7305684064178215	N	19375
1273	CANDLE	kaars	0.3333333333333333	0	3.25	0.5833333333333334	2.5	4.333333333333333	Zien	0.3939393939393939	4.33	1.8333333333333333	5.085967162076984	N	9452
1274	SALT	zout	0.16666666666666666	4.25	0.9166666666666666	0.3333333333333333	0.5	2.5833333333333335	Proeven	0.4666666666666666	4.25	1.4583333333333333	4.561985200772148	N	23886
1275	ANSWER	antwoorden	3.6923076923076925	0	0	0.38461538461538464	0	1.8461538461538463	Horen	0.6233766233766234	3.69	0.9871794871794872	3.841440379846996	WW	1170
1277	HAND	hand	0.3	0	4.5	0.1	0.3	4.9	Zien	0.4851485148514852	4.9	1.6833333333333333	5.932853206390248	N	7759
1280	FALL	vallen	2.2	0	1.6	1.9	0	4.6	Zien	0.44660194174757273	4.6	1.7166666666666668	4.917844143280279	WW	20793
1284	BANK	bank	0.8	0	2	0	0	3.8	Zien	0.5757575757575758	3.8	1.0999999999999999	3.987125271468338	N	1565
1285	IMPORTANT	belangrijk	1.2	0	0.7	3.7	0	1.4	Sensaties	0.5285714285714286	3.7	1.1666666666666667	3.8137085660501557	ADJ	1931
1286	HOT	heet	0.7	0.4	4.2	2.3	0.4	1.6	Voelen	0.39583333333333337	4.2	1.5999999999999999	4.495006807289691	ADJ	7946
1287	COLD	koud	0.15384615384615385	0.9230769230769231	3.076923076923077	1.6153846153846154	0.15384615384615385	1.4615384615384615	Voelen	0.39583333333333337	3.08	1.2307692307692308	3.340060253493464	ADJ	10456
1288	CAP	muts	0	0	2.9166666666666665	0.09090909090909091	0.16666666666666666	3.8333333333333335	Zien	0.5470270270270271	3.83	1.1679292929292928	4.32934686663206	N	12602
1289	BABY	baby	4.4	0	3.2	0.9	1.5	4.8	Zien	0.32432432432432434	4.8	2.4666666666666663	6.150349199111324	N	1462
1290	ELEPHANT	olifant	3.3	0	1.4	0.2	1	4.9	Zien	0.4537037037037038	4.9	1.7999999999999998	5.3985592864354155	N	13183
1292	BAD	slecht	1.25	0.8333333333333334	0	1.9166666666666667	0.9166666666666666	2	Zien	0.2891566265060241	2	1.152777777777778	2.6372915335506684	ADJ	17846
1294	ZERO	nul	0.4	0	0.3	0.1	0	3.2	Zien	0.8	3.2	0.6666666666666666	3.202991993287332	TW	13078
1295	STICK	stok	0.46153846153846156	0	3.230769230769231	0.07692307692307693	0.5384615384615384	3.3076923076923075	Zien	0.43434343434343436	3.31	1.2692307692307692	4.124543163650038	N	18880
1297	LEG	been	0	0	3.4545454545454546	0.8181818181818182	0	4.090909090909091	Zien	0.4891304347826087	4.09	1.3939393939393938	4.794864523141761	N	1746
1298	NEWSPAPER	krant	0.8333333333333334	0	2.5	0.4166666666666667	1.1666666666666667	4.416666666666667	Zien	0.4732142857142857	4.42	1.5555555555555556	4.702965925248049	N	10513
1299	COFFEE	koffie	0.3076923076923077	4.153846153846154	0.7692307692307693	0.23076923076923078	3.8461538461538463	2.5384615384615383	Proeven	0.33116883116883117	4.15	1.9743589743589745	5.258678785105289	N	10262
1301	FOOT	voet	0.16666666666666666	0.16666666666666666	3.6666666666666665	0.25	1.25	4.454545454545454	Zien	0.587878787878788	8.25	2.2916666666666665	5.188358332113855	N	22114
1302	FORK	vork	0.36363636363636365	0.5454545454545454	4.363636363636363	0	0.18181818181818182	4	Voelen	0.46153846153846156	4.36	1.5757575757575755	5.281289012315742	N	22417
1307	LANGUAGE	taal	4	0	0.4166666666666667	0.25	0	1.0833333333333333	Horen	0.6956521739130435	4	0.9583333333333334	4.028122135529202	N	19298
1309	ASK (INQUIRE)	vragen	3.5833333333333335	0	0.16666666666666666	0.08333333333333333	0	1	Horen	0.7413793103448275	3.58	0.8055555555555557	3.6092407583636046	WW	22447
1313	MOON	maan	0	0	0.4	0.6	0	4.4	Zien	0.8148148148148149	4.4	0.9	4.404815664120619	N	11580
1314	QUIET	stil	3.7	0	0	1.4	0	0.5	Horen	0.6607142857142858	3.7	0.9333333333333332	3.76857744526127	ADJ	18806
1316	TENT	tent	0.36363636363636365	0	3.090909090909091	0.5454545454545454	0.5454545454545454	4.7272727272727275	Zien	0.5098039215686275	4.73	1.5454545454545452	5.1367990764671365	N	19556
1318	CHICKEN	kip	2.6153846153846154	3.3076923076923075	1.6923076923076923	0.15384615384615385	2.1538461538461537	3.3076923076923075	Joint	0.23837209302325585	3.31	2.205128205128205	4.719336289879344	N	9881
1320	APPLE	appel	0.5	4.333333333333333	2.5833333333333335	0.08333333333333333	1.9166666666666667	3.8333333333333335	Proeven	0.32075471698113206	4.33	2.2083333333333335	5.452549409360354	N	1193
1321	BOTTLE	fles	0.09090909090909091	0.7272727272727273	2	0	0.36363636363636365	3.5454545454545454	Zien	0.527027027027027	3.55	1.1212121212121213	3.756303503527665	N	6194
1323	CLOCK	klok	2	0	1.9090909090909092	0.09090909090909091	0	3.6363636363636362	Zien	0.47619047619047616	3.64	1.2727272727272727	3.9799586063313432	N	10065
1324	SLIP	uitglijden	1.5454545454545454	0	1.8181818181818181	1.9090909090909092	0	3.6363636363636362	Zien	0.4081632653061224	3.64	1.484848484848485	4.015436221904924	WW	20444
1327	UNCLE	oom	1.9166666666666667	0	0.5833333333333334	0.75	0.08333333333333333	3	Zien	0.4736842105263158	3	1.0555555555555556	3.2605036745781373	N	14016
1331	SHEEP	schaap	3.1538461538461537	1.8461538461538463	3	0.15384615384615385	2.230769230769231	3.4615384615384617	Zien	0.2388888888888889	3.46	2.307692307692308	4.894376781480299	N	17171
1333	NECK	hals	0.4	0.2	2.7	0.3	0.6	3.3	Zien	0.4133333333333333	3.3	1.25	3.8243815480939674	N	7738
1335	WHITE	wit	0	0	0	0.08333333333333333	0	4.666666666666667	Zien	0.9824561403508772	4.67	0.7916666666666666	4.666675524359605	ADJ	23318
1336	EAT	eten	1.1818181818181819	3.909090909090909	3	1.6363636363636365	3.4545454545454546	4.2727272727272725	Zien	0.17708333333333334	4.27	2.9090909090909087	5.962703782209461	WW	5798
1337	PIG	varken	3.4	2.4	2.4	0	2.9	3.8	Zien	0.25503355704697983	3.8	2.4833333333333334	5.268196870608821	N	20838
1339	MORNING	ochtend	0.9	0	0.2	0.3	0.2	2.8	Zien	0.6363636363636364	2.8	0.7333333333333333	2.8324457042663465	N	13122
1342	SUMMER	zomer	0.45454545454545453	0.36363636363636365	0.7272727272727273	1.2727272727272727	0.45454545454545453	2.727272727272727	Zien	0.39393939393939387	2.73	1	2.842534827055949	N	23815
1343	SUN	zon	0.6363636363636364	0	0.7272727272727273	1.2727272727272727	0	3.8181818181818183	Zien	0.5915492957746479	3.82	1.075757575757576	3.8790326204867016	N	23825
1349	CHURCH	kerk	2.0833333333333335	0.08333333333333333	1.25	0.25	0.16666666666666666	3.8333333333333335	Zien	0.4891304347826087	3.83	1.277777777777778	4.068505618177654	N	9722
1350	MONKEY	aap	3.3846153846153846	0.07692307692307693	1.6153846153846154	0.6153846153846154	1.7692307692307692	3.230769230769231	Horen	0.3093525179856116	3.38	1.7820512820512817	4.352977587696676	N	288
1352	KNIFE	mes	1.4	0.2	4.4	0	0.3	4.7	Zien	0.4272727272727273	4.7	1.8333333333333333	5.766854141313249	N	12072
1355	LAUGH	lachen	4.5	0	0.16666666666666666	3.25	0	4.333333333333333	Horen	0.3673469387755103	4.5	2.0416666666666665	5.913844010575253	WW	10805
1356	NUMBER	getal	2.5454545454545454	0	0.09090909090909091	0	0	4.090909090909091	Zien	0.6081081081081081	4.09	1.1212121212121213	4.396091140338256	N	7060
1357	DAUGHTER	dochter	2.272727272727273	0	1.2727272727272727	1.0909090909090908	0.2727272727272727	3.272727272727273	Zien	0.4	3.27	1.3636363636363635	3.6882706821115487	N	4759
136	HERE	hier	0.46153846153846156	0.07692307692307693	0.3076923076923077	0.46153846153846156	0.15384615384615385	1.4615384615384615	Zien	0.4736842105263157	1.46	0.4871794871794872	1.496561519903527	Function	8153
1360	DUCK	eend	3.1	1.6	1.1	0.2	0.6	4.2	Zien	0.3703703703703704	4.2	1.7999999999999998	4.784585971258577	N	5407
1367	CROSS	kruis	0.5833333333333334	0	2.3333333333333335	0.16666666666666666	0	3.5833333333333335	Zien	0.5375	3.58	1.1111111111111112	3.891188171662713	N	10618
1368	BREAD	brood	0.2	4.5	3.4	0.2	3.9	4.7	Zien	0.26627218934911245	4.7	2.8166666666666664	6.646284694228198	N	3295
1370	MONTH	maand	0.15384615384615385	0	0	0.38461538461538464	0	1.0769230769230769	Zien	0.6666666666666666	1.08	0.2692307692307692	1.0940485670811195	N	11581
1373	TEA	thee	0.25	4.166666666666667	1.0833333333333333	0.5833333333333334	3.3333333333333335	3.5833333333333335	Proeven	0.30128205128205127	4.17	2.166666666666667	5.3932188288091565	N	19673
1375	WINDOW	raam	0.4	0	3.4	0	0	5	Zien	0.5681818181818181	5	1.4666666666666668	5.477794768659535	N	16053
1376	NOW	nu	0.36363636363636365	0	0.2727272727272727	0.2727272727272727	0	0.9090909090909091	Zien	0.5	0.91	0.30303030303030304	0.9435275436328797	Function	13068
1377	VISIT	bezoeken	1.9230769230769231	0	0.6153846153846154	0.6923076923076923	0.23076923076923078	3.5384615384615383	Zien	0.5054945054945054	3.54	1.1666666666666667	3.7323477926788367	WW	2447
1378	SPOON	lepel	0.45454545454545453	0.7272727272727273	4.2727272727272725	0	0.18181818181818182	4.181818181818182	Voelen	0.43518518518518523	4.27	1.636363636363636	5.332332696904444	N	11081
1379	TELEPHONE	telefoon	4.363636363636363	0	3.4545454545454546	0	0	3.3636363636363638	Horen	0.39024390243902435	4.36	1.8636363636363635	5.4555301252639286	N	19498
1381	SHOE	schoen	1.5833333333333333	0.08333333333333333	3.4166666666666665	0.25	1.25	4	Zien	0.3700787401574803	4	1.7638888888888886	4.7888557342496725	N	17368
1382	NEEDLE (FOR SEWING)	naald	0.45454545454545453	0.45454545454545453	3.6363636363636362	0.2727272727272727	0.45454545454545453	3.272727272727273	Voelen	0.3936170212765957	3.64	1.424242424242424	4.369756773489685	N	12634
1383	GRANDFATHER	opa	2.727272727272727	0	1.8181818181818181	1.7272727272727273	1.0909090909090908	3.909090909090909	Zien	0.3467741935483871	3.91	1.8787878787878787	4.522233085203168	N	14051
1384	SECOND	tweede	1.1666666666666667	0	0.6666666666666666	0.5	0.25	2.5833333333333335	Zien	0.5	2.58	0.8611111111111112	2.6807522901216636	TW	20286
1385	PEPPER	peper	0.36363636363636365	4.454545454545454	0.9090909090909091	0.45454545454545453	3.3636363636363638	2.8181818181818183	Proeven	0.33088235294117646	4.45	2.0606060606060606	5.31002630555579	N	15069
1386	LION	leeuw	3	0	0.8	0.3	0.5	4.5	Zien	0.4945054945054944	4.5	1.5166666666666668	4.9157758927595046	N	11016
1390	WRONG	fout	1.1538461538461537	0	0.3076923076923077	0.6923076923076923	0	2.4615384615384617	Zien	0.5333333333333333	2.46	0.7692307692307693	2.5617688167284065	ADJ	6325
1394	BONE	bot	0.16666666666666666	0.25	3.5833333333333335	0.8333333333333334	0	3.5833333333333335	Joint	0.4257425742574257	3.58	1.402777777777778	4.524491141851858	N	3070
1395	ROUND	rond	0.38461538461538464	0.07692307692307693	2.8461538461538463	0.46153846153846156	0.07692307692307693	4.230769230769231	Zien	0.5142857142857143	4.23	1.346153846153846	4.625128985077231	ADJ	16789
