Language;Code;Number of Responses;H Statistic;Modal Response;Modal Response Percentage;"""I don't know"" Response Percentage";Idiosyncratic Response Percentage;Familiarity
Mandarin Chinese;277;80;1,645074482;假发;67,14285714;1,25;11,25;74,15
Mandarin Chinese;278;80;0,964663281;鼓;82,66666667;0;6,25;69,4375
Mandarin Chinese;281;80;0;石榴;100;2,5;3,75;78,925
Mandarin Chinese;282;80;0,177389453;犀牛;97,33333333;0;6,25;74,4875
Mandarin Chinese;283;80;2,630131383;加长林肯;22,3880597;0;16,25;69,6125
Mandarin Chinese;285;80;0,291818257;胡萝卜;94,87179487;0;2,5;81,3125
Mandarin Chinese;286;80;0,183122068;隧道;97,22222222;1,25;8,75;78,0625
Mandarin Chinese;288;80;1,419561567;树林;62,85714286;1,25;11,25;74,7
Mandarin Chinese;289;80;1,887350958;指甲;56,75675676;2,5;5;75,775
Mandarin Chinese;290;80;0,547990008;鸟笼;87,34177215;1,25;0;76,55
Mandarin Chinese;291;80;2,024907367;扳机;47,69230769;2,5;16,25;69,75
Mandarin Chinese;292;80;1,659512529;指南针;68,11594203;2,5;11,25;70,4875
Mandarin Chinese;293;80;0,822766586;恐龙;86,66666667;1,25;5;68,0625
Mandarin Chinese;294;80;2,476966366;修理工;22,95081967;2,5;21,25;73,5125
Mandarin Chinese;295;80;1,938962604;旗帜;31,50684932;2,5;6,25;70,3
Mandarin Chinese;297;80;0,230709956;飞机;96,25;0;0;79,4375
Mandarin Chinese;299;80;0,645688901;鸵鸟;87,83783784;1,25;6,25;73,3375
Mandarin Chinese;301;80;1,03824783;剑;79,71014493;2,5;11,25;70,5
Mandarin Chinese;303;80;1,766452316;小丑;67,44186047;12,5;33,75;56,025
Mandarin Chinese;307;80;1,25004409;翅膀;77,77777778;3,75;6,25;74,5375
Mandarin Chinese;308;80;0,40217919;骰子;92;2,5;3,75;79,55
Mandarin Chinese;309;80;0,470956314;冰淇淋;92,10526316;0;5;79,775
Mandarin Chinese;310;80;0,394814846;信封;92,20779221;0;3,75;77,9625
Mandarin Chinese;311;80;1,425726711;剃须刀;61,64383562;1,25;7,5;77,4
Mandarin Chinese;312;80;0,179256067;花朵;97,2972973;1,25;6,25;73,1875
Mandarin Chinese;313;80;1,304232499;理发;54,16666667;0;10;77,775
Mandarin Chinese;314;80;0,944112319;香水;84,12698413;0;21,25;73,275
Mandarin Chinese;315;80;2,187851611;UFO;36;1,25;5;67,5
Mandarin Chinese;317;80;1,670464445;士兵;45,71428571;0;12,5;74,5625
Mandarin Chinese;318;80;1,517446006;树叶;59,45945946;0;7,5;71,625
Mandarin Chinese;319;80;0;奶牛;100;0;1,25;79,75
Mandarin Chinese;320;80;1,144994945;教堂;54,92957746;1,25;10;69,55
Mandarin Chinese;323;80;0;猫头鹰;100;0;5;74,375
Mandarin Chinese;324;80;1,314228789;鱼;60,75949367;0;1,25;76,4875
Mandarin Chinese;326;80;0,934068055;西红柿;63,75;0;0;81,675
Mandarin Chinese;327;80;0;头盔;100;1,25;5;76,5125
Mandarin Chinese;330;80;0,365098985;鳄鱼;94,44444444;2,5;7,5;71,5375
Mandarin Chinese;331;80;1,740879636;胸罩;47,43589744;0;2,5;79,35
Mandarin Chinese;335;80;1,381876965;黄油;65,57377049;16,25;7,5;56,4125
Mandarin Chinese;336;80;0,934696156;尺子;81,33333333;1,25;5;78,8125
Mandarin Chinese;337;80;2,23112992;怪兽;35,71428571;12,5;17,5;47,1
Mandarin Chinese;338;80;1,366357342;礼物;67,94871795;0;2,5;79,825
Mandarin Chinese;340;80;0,232927855;镜子;96,20253165;0;1,25;80,2625
Mandarin Chinese;341;80;1,765936272;脚蹼;62,85714286;30;26,25;46,9875
Mandarin Chinese;342;80;2,595663861;夜晚;32,25806452;3,75;18,75;71,4
Mandarin Chinese;343;80;2,040002112;瓶子;42,66666667;2,5;3,75;75,6375
Mandarin Chinese;346;80;1,360047347;网;57,53424658;5;3,75;68,775
Mandarin Chinese;348;80;2,69993499;辣椒;25;0;10;76,8
Mandarin Chinese;349;80;0,946887244;锁;78,20512821;0;2,5;78,125
Mandarin Chinese;350;80;0,627430335;圣经;84,28571429;2,5;10;68,525
Mandarin Chinese;351;80;0;蝴蝶;100;0;1,25;78,175
Mandarin Chinese;353;80;2,031062376;T恤;46,15384615;0;2,5;82,6375
Mandarin Chinese;354;80;0,974212158;山羊;78,66666667;0;6,25;76,425
Mandarin Chinese;357;80;0,864731389;吉他;83,5443038;0;1,25;78,85
Mandarin Chinese;358;80;2,060975833;汽车;45,45454545;0;3,75;77,2125
Mandarin Chinese;359;80;1,959627033;刀;41,02564103;0;2,5;76,8
Mandarin Chinese;361;80;0,472995362;海豚;89,87341772;0;1,25;76
Mandarin Chinese;362;80;0,172036949;游泳池;97,43589744;0;2,5;77,375
Mandarin Chinese;363;80;0,946647439;电风扇;63,51351351;1,25;6,25;82,0375
Mandarin Chinese;365;80;0;刺猬;100;0;2,5;76,3
Mandarin Chinese;367;80;2,340153078;矛;36,11111111;0;10;67,075
Mandarin Chinese;368;80;0,439496987;扇子;90,90909091;0;3,75;78,55
Mandarin Chinese;369;80;0,790431631;锅;87,5;0;10;77,65
Mandarin Chinese;370;80;0,297472249;蝎子;94,73684211;0;5;71,8125
Mandarin Chinese;373;80;0,177389453;花菜;97,33333333;0;6,25;76,5375
Mandarin Chinese;376;80;2,260741169;雕塑家;34,7826087;0;13,75;69,6
Mandarin Chinese;378;80;1,329138408;龙虾;71,62162162;0;7,5;76,85
Mandarin Chinese;379;80;0;斑马;100;0;1,25;77,675
Mandarin Chinese;380;80;2,077863805;猩猩;41,33333333;0;6,25;73,6875
Mandarin Chinese;381;80;0;草莓;100;0;0;81,55
Mandarin Chinese;383;80;0,369071405;硬币;94,36619718;0;11,25;71,15
Mandarin Chinese;386;80;0,649779014;炸弹;89,33333333;0;6,25;72,9625
Mandarin Chinese;387;80;0,435613373;订书机;91,02564103;0;2,5;78,625
Mandarin Chinese;388;80;1,951992127;包;42,10526316;0;5;76,7875
Mandarin Chinese;390;80;2,542072161;下雪;35,29411765;1,25;13,75;73,3625
Mandarin Chinese;391;80;1,813872955;铁链;47,36842105;0;5;75,5375
Mandarin Chinese;392;80;0,77698092;茶壶;84,41558442;0;3,75;76,95
Mandarin Chinese;397;80;2,804090128;洋葱;32,25806452;0;22,5;64,6375
Mandarin Chinese;398;80;0;方向盘;100;0;5;79,1
Mandarin Chinese;399;80;2,353801475;芭蕾;31,50684932;2,5;6,25;74,8625
Mandarin Chinese;400;80;1,980465554;鸭子;52,94117647;0;15;70,7375
Mandarin Chinese;404;80;0,786602535;蜻蜓;83,11688312;1,25;2,5;74,7125
Mandarin Chinese;405;80;1,67464218;锚;52,45901639;6,25;17,5;66,525
Mandarin Chinese;407;80;1,690087625;山;52,77777778;1,25;8,75;74,275
Mandarin Chinese;408;80;1,392178463;食指;58,44155844;1,25;2,5;80,5
Mandarin Chinese;409;80;2,383377698;瓶塞;48,33333333;11,25;13,75;67,5125
Mandarin Chinese;410;80;1,790439022;开心果;63,49206349;3,75;17,5;67,625
Mandarin Chinese;411;80;0,170330576;拳头;97,46835443;0;1,25;79,45
Mandarin Chinese;412;80;0,954221582;工厂;81,69014085;5;6,25;70,5
Mandarin Chinese;413;80;1,586872382;纹身;65,2173913;1,25;12,5;73,1375
Mandarin Chinese;414;80;0,779914061;台灯;83,33333333;0;2,5;79,325
Mandarin Chinese;416;80;0,545897059;袜子;91,66666667;0;10;78,2125
Mandarin Chinese;418;80;1,358380909;窗帘;59,45945946;0;7,5;77,15
Mandarin Chinese;420;80;2,151030704;王座;34,28571429;1,25;11,25;69,2875
Mandarin Chinese;422;80;0,913847287;斧头;67,10526316;0;5;78,2125
Mandarin Chinese;423;80;1,13588084;鸡蛋;80,28169014;0;11,25;80,6
Mandarin Chinese;425;80;2,969881426;乐器;27,5862069;51,25;12,5;28,725
Mandarin Chinese;426;80;0;梳子;96,20253165;0;1,25;80,6375
Mandarin Chinese;428;80;0;螃蟹;100;0;3,75;79,725
Mandarin Chinese;430;80;2,017341214;鸟;58,20895522;0;16,25;68,5375
Mandarin Chinese;431;80;0,466370366;手套;92,20779221;0;3,75;78,05
Mandarin Chinese;433;80;2,604846979;铃;31,66666667;0;25;67,3875
Mandarin Chinese;437;80;1,438721876;大炮;66,66666667;1,25;8,75;69,025
Mandarin Chinese;438;80;1,177018629;大拇指;76,92307692;0;18,75;80,375
Mandarin Chinese;439;80;1,440400471;火山;59,21052632;1,25;3,75;73,675
Mandarin Chinese;441;80;1,53537915;香肠;45,58823529;3,75;11,25;70,7625
Mandarin Chinese;442;80;0,232927855;菠萝;96,20253165;0;1,25;79,2875
Mandarin Chinese;446;80;0,28907946;猪;94,93670886;0;1,25;81,0875
Mandarin Chinese;447;80;0,598701057;五角星;88,60759494;0;1,25;81,7375
Mandarin Chinese;448;80;2,157234858;罐子;49,25373134;1,25;15;76,025
Mandarin Chinese;449;80;1,302957639;长椅;68,83116883;0;3,75;77,3
Mandarin Chinese;451;80;0,239873825;国王;96,05263158;0;5;73,175
Mandarin Chinese;452;80;0,384311544;手表;92,5;0;0;80,5875
Mandarin Chinese;453;80;0,170330576;剪刀;97,46835443;0;1,25;81,4375
Mandarin Chinese;454;80;1,562499785;母鸡;40,25974026;0;3,75;78,5375
Mandarin Chinese;455;80;2,275459487;脚;51,25;0;0;81,9125
Mandarin Chinese;456;80;1,373090901;油;62,5;0;10;74,5875
Mandarin Chinese;457;80;2,249915177;金字塔;51,85185185;15;17,5;57,3
Mandarin Chinese;458;80;1,302237977;衣柜;58,44155844;0;3,75;76,6625
Mandarin Chinese;461;80;0,51594693;手枪;88,46153846;0;2,5;72,8375
Mandarin Chinese;462;80;0,533269362;苍蝇;90,54054054;3,75;3,75;76,4125
Mandarin Chinese;463;80;1,247261547;长方形;76,92307692;2,5;16,25;80,2625
Mandarin Chinese;464;80;1,028897333;橡皮;82,14285714;12,5;17,5;66,65
Mandarin Chinese;465;80;2,26620359;小刀;41,89189189;0;7,5;78,05
Mandarin Chinese;466;80;1,753128651;法官;66,66666667;0;6,25;73,9875
Mandarin Chinese;467;80;1,001553121;夹子;82,43243243;0;7,5;76,125
Mandarin Chinese;472;80;1,176116579;正方形;80;5;7,5;76,4
Mandarin Chinese;473;80;1,256131037;手臂;55,84415584;0;3,75;80,25
Mandarin Chinese;476;80;0,183122068;23围裙;97,22222222;0;10;77,65
Mandarin Chinese;477;80;0,624661264;牛油果;90;5;7,5;72,3125
Mandarin Chinese;478;80;2,311032749;洗手池;46,57534247;0;8,75;76,575
Mandarin Chinese;479;80;0;袋鼠;100;0;1,25;75,2625
Mandarin Chinese;480;80;0,980947013;玫瑰;58,10810811;0;7,5;78,35
Mandarin Chinese;482;80;1,365666295;船;64,93506494;0;3,75;73,3875
Mandarin Chinese;484;80;0;松鼠;100;0;7,5;74,6625
Mandarin Chinese;487;80;0,591672779;篮子;85,71428571;3,75;8,75;75,325
Mandarin Chinese;488;80;0,36121925;太阳;94,52054795;0;8,75;76,4625
Mandarin Chinese;489;80;0;披萨;100;0;1,25;79,675
Mandarin Chinese;491;80;2,151096173;地毯;45,58823529;1,25;13,75;73,6875
Mandarin Chinese;493;80;2,402884442;臭鼬;45,09803922;18,75;17,5;47,525
Mandarin Chinese;494;80;1,057046556;胡子;74,66666667;0;6,25;74,825
Mandarin Chinese;496;80;1,401245955;圆;46,75324675;0;3,75;79,5875
Mandarin Chinese;497;80;0,829302919;棺材;86,66666667;2,5;3,75;71,45
Mandarin Chinese;499;80;1,888748207;男孩;45,3125;2,5;17,5;73
Mandarin Chinese;500;80;0,172036949;楼梯;97,43589744;0;2,5;78,525
Mandarin Chinese;501;80;1,350403426;盾牌;69,44444444;3,75;6,25;70,45
Mandarin Chinese;502;80;2,194941784;牧羊人;56,4516129;0;22,5;69,475
Mandarin Chinese;503;80;0,730380006;舌头;85,71428571;0;12,5;77,7625
Mandarin Chinese;505;80;0,346563258;书;94,80519481;0;3,75;79,65
Mandarin Chinese;506;80;1,023376637;闪电;76,31578947;1,25;3,75;77,025
Mandarin Chinese;507;80;1,214284287;婴儿;76,31578947;0;5;78,7875
Mandarin Chinese;508;80;1,903404658;纸箱;46,15384615;0;2,5;78,5625
Mandarin Chinese;509;80;0,952910459;电话;81,57894737;0;5;77,4125
Mandarin Chinese;510;80;1,447636721;脸;69,01408451;0;11,25;77,65
Mandarin Chinese;513;80;0,774243303;嘴唇;84,21052632;0;5;82,2125
Mandarin Chinese;514;80;0,701995246;潜水艇;86,44067797;2,5;23,75;67,8
Mandarin Chinese;516;80;0,751286577;计算器;78,48101266;0;1,25;81,35
Mandarin Chinese;517;80;0,721928095;绳子;80;0;6,25;74,5
Mandarin Chinese;521;80;0,343100308;狐狸;94,87179487;0;2,5;74,2625
Mandarin Chinese;522;80;1,113153959;房子;60,2739726;0;8,75;74,4375
Mandarin Chinese;524;80;1,856216279;印第安人;64,70588235;2,5;12,5;63,7125
Mandarin Chinese;528;80;0,237508144;天鹅;96,1038961;0;3,75;76,225
Mandarin Chinese;529;80;1,513465486;海狮;47,61904762;13,75;7,5;61,8125
Mandarin Chinese;530;80;0,40217919;栅栏;86,25;0;0;75,7375
Mandarin Chinese;531;80;0,237508144;乌龟;96,1038961;0;3,75;78,4875
Mandarin Chinese;532;80;0;小丑;100;0;1,25;74,025
Mandarin Chinese;533;80;0,841032474;鲨鱼;86,07594937;0;1,25;77,6625
Mandarin Chinese;535;80;1,415676823;卡车;66,23376623;0;3,75;75,825
Mandarin Chinese;536;80;0;树枝;100;0;16,25;76,375
Mandarin Chinese;537;80;0,175565026;指纹;97,36842105;1,25;3,75;81,875
Mandarin Chinese;539;80;0,82696279;宇航员;93,24324324;0;7,5;78,6875
Mandarin Chinese;540;80;0,827226484;灯塔;85,33333333;1,25;5;71,0875
Mandarin Chinese;541;80;1,145444745;皮鞋;75;0;0;77,6
Mandarin Chinese;544;80;0,172036949;医生;97,43589744;0;2,5;78,025
Mandarin Chinese;545;80;0,834570221;内裤;84;0;6,25;81,5
Mandarin Chinese;546;80;0,294615206;门;94,80519481;0;3,75;80,5125
Mandarin Chinese;547;80;0;蝙蝠;100;1,25;2,5;74,2875
Mandarin Chinese;549;80;0,55530765;蛇;90;1,25;11,25;72,6875
Mandarin Chinese;551;80;0;南瓜;100;0;5;78,125
Mandarin Chinese;552;80;0;苹果;100;0;6,25;80,2875
Mandarin Chinese;554;80;1,733931618;木偶;46,15384615;1,25;17,5;73,5625
Mandarin Chinese;555;80;1,595938817;下午茶;53,33333333;2,5;22,5;71,1875
Mandarin Chinese;557;80;0,984605507;狼;82,85714286;3,75;8,75;72,7125
Mandarin Chinese;558;80;0,513185179;打火机;91,30434783;26,25;16,25;49,7375
Mandarin Chinese;559;80;0,237508144;黄瓜;96,1038961;1,25;2,5;76,025
Mandarin Chinese;560;80;0;西瓜;100;0;1,25;83,1125
Mandarin Chinese;561;80;0;毛毛虫;100;0;8,75;72,9375
Mandarin Chinese;562;80;1,680330047;面包机;57,97101449;1,25;12,5;73,225
Mandarin Chinese;563;80;2,334987169;秃鹫;43,42105263;2,5;2,5;72,4875
Mandarin Chinese;564;80;0,343100308;勺子;94,87179487;0;2,5;80,4625
Mandarin Chinese;565;80;0,350010593;铃铛;93,42105263;0;5;76,8625
Mandarin Chinese;566;80;1,007350287;小提琴;80,76923077;0;2,5;73,7125
Mandarin Chinese;568;80;1,263016293;城堡;71,01449275;2,5;11,25;71,025
Mandarin Chinese;569;80;1,474919645;牙齿;64;1,25;5;74,3875
Mandarin Chinese;570;80;1,658033749;牛;59,49367089;0;1,25;73,7125
Mandarin Chinese;571;80;1,301242805;磁铁;74,64788732;0;11,25;74,3875
Mandarin Chinese;572;80;2,167615431;杂技;40;1,25;17,5;69,45
Mandarin Chinese;573;80;0;茄子;100;0;3,75;79,95
Mandarin Chinese;575;80;2,32660515;喙;32,30769231;0;18,75;69,975
Mandarin Chinese;576;80;0,173781323;手套;97,4025974;0;3,75;79,375
Mandarin Chinese;577;80;0,922806398;冰山;75,67567568;1,25;6,25;73,0125
Mandarin Chinese;578;80;1,951206208;眉毛;45,07042254;0;11,25;79
Mandarin Chinese;579;80;0,175565026;大象;97,36842105;0;5;77,875
Mandarin Chinese;581;80;3,598717901;芦笋;20,75471698;6,25;27,5;57,025
Mandarin Chinese;582;80;2,303160297;实验室;41,17647059;1,25;13,75;71,4
Mandarin Chinese;584;80;2,009989818;蟾蜍;33,76623377;1,25;2,5;70,2
Mandarin Chinese;585;80;0;蚂蚁;100;1,25;6,25;76,275
Mandarin Chinese;586;80;0,686808893;熨斗;81,69014085;3,75;7,5;74,725
Mandarin Chinese;587;80;0;玉米;100;0;2,5;80,825
Mandarin Chinese;588;80;1,444056464;手链;72,36842105;1,25;3,75;72,525
Mandarin Chinese;590;80;0,242292189;扫把;96;0;6,25;78,4625
Mandarin Chinese;591;80;1,544832113;毛巾;67,6056338;0;11,25;75,4125
Mandarin Chinese;592;80;1,489500621;生菜;71,83098592;0;11,25;74,5125
Mandarin Chinese;593;80;0,170330576;巧克力;97,46835443;0;1,25;80,5125
Mandarin Chinese;594;80;2,006767969;针管;46,66666667;0;6,25;78
Mandarin Chinese;595;80;1,553870081;正方体;51,38888889;0;10;79,4625
Mandarin Chinese;597;80;0,179256067;窗户;97,2972973;0;7,5;74,2
Mandarin Chinese;599;80;0,369071405;云;94,36619718;0;11,25;71,5875
Mandarin Chinese;601;80;1,308256271;考拉;63,51351351;1,25;6,25;73,9125
Mandarin Chinese;603;80;1,160302005;墓地;78,37837838;0;7,5;76,3125
Mandarin Chinese;605;80;1,552310776;竖琴;72;2,5;3,75;67,35
Mandarin Chinese;606;80;0,936472432;猫头鹰;76,62337662;1,25;2,5;81,6125
Mandarin Chinese;607;80;1,397992046;毛衣;72,97297297;0;7,5;77,9
Mandarin Chinese;608;80;1,451705318;避孕套;68,33333333;6,25;18,75;52,05
Mandarin Chinese;609;80;1,261319899;笔袋;76,31578947;0;5;80,2625
Mandarin Chinese;610;80;0;蜜蜂;100;1,25;5;77,325
Mandarin Chinese;611;80;2,115005713;盆栽;51,28205128;0;2,5;73,1625
Mandarin Chinese;612;80;0,346563258;青蛙;94,80519481;0;3,75;74,6
Mandarin Chinese;614;80;1,175574231;女王;78,26086957;2,5;11,25;74,025
Mandarin Chinese;616;80;0,709025551;饼干;88,23529412;16,25;20;59,5
Mandarin Chinese;617;80;1,194488534;机场;77,77777778;1,25;8,75;73,3125
Mandarin Chinese;619;80;1,414933856;香皂;70,96774194;12,5;10;65,1875
Mandarin Chinese;621;80;0;坦克;100;0;3,75;75,725
Mandarin Chinese;623;80;2,164764922;监狱;42,85714286;12,5;26,25;58,0125
Mandarin Chinese;624;80;0,855818595;驴;84;0;6,25;74,2375
Mandarin Chinese;625;80;1,896036175;雪橇;57,57575758;6,25;11,25;64,9375
Mandarin Chinese;626;80;0,286396957;钢琴;95;0;0;78,575
Mandarin Chinese;627;80;1,170227274;香肠;76,11940299;1,25;15;75,9
Mandarin Chinese;628;80;0,232927855;围巾;100;11,25;1,25;78,5125
Mandarin Chinese;633;80;0;漏斗;100;2,5;5;74,9125
Mandarin Chinese;634;80;2,265459438;炸药;52,63157895;0;5;71,2875
Mandarin Chinese;636;80;1,052981575;绵羊;73,33333333;0;6,25;75,4625
Mandarin Chinese;637;80;1,562852714;熊;56,96202532;0;1,25;72,675
Mandarin Chinese;640;80;0;仙人掌;100;0;2,5;74,6875
Mandarin Chinese;644;80;1,261735723;大衣;73,13432836;1,25;15;74,575
Mandarin Chinese;645;80;1,380789806;猎枪;46,26865672;0;16,25;70,975
Mandarin Chinese;649;80;0,175565026;救护车;97,36842105;0;5;74,9875
Mandarin Chinese;650;80;1,825605199;海绵;66,66666667;11,25;13,75;57,8125
Mandarin Chinese;651;80;2,566077082;汤;35,71428571;6,25;23,75;60,6875
Mandarin Chinese;652;80;0;摩天轮;100;0;2,5;78,2875
Mandarin Chinese;653;80;0,922406262;雨伞;66,25;0;0;81,3375
Mandarin Chinese;654;80;0,230709956;铅笔;96,25;0;0;82,65
Mandarin Chinese;656;80;0,37313999;电池;94,28571429;2,5;10;75,625
Mandarin Chinese;657;80;0,173781323;奖牌;97,4025974;0;3,75;76,7125
Mandarin Chinese;659;80;0,481225664;收音机;89,61038961;0;3,75;75,825
Mandarin Chinese;661;80;0,340373286;抽屉;93,67088608;0;1,25;79,55
Mandarin Chinese;662;80;2,179940303;鹈鹕;45,45454545;10;21,25;57,65
Mandarin Chinese;663;80;1,105707814;柱子;77,04918033;8,75;15;62,7625
Mandarin Chinese;666;80;0,975599434;咖啡;71,62162162;1,25;6,25;77,125
Mandarin Chinese;668;80;2,316305708;火鸡;33,33333333;0;6,25;75,3375
Mandarin Chinese;669;80;1,495811992;飞行员;48;1,25;5;74,05
Mandarin Chinese;671;80;1,779293505;背带;44,92753623;1,25;12,5;76,5125
Mandarin Chinese;672;80;0,907325138;蜜蜂;76,8115942;0;13,75;73,325
Mandarin Chinese;673;80;0,172036949;叉子;97,43589744;0;2,5;77,525
Mandarin Chinese;675;80;1,066220775;风车;82,19178082;0;8,75;72,6875
Mandarin Chinese;676;80;0,48533174;拐杖;91,78082192;1,25;7,5;75,0625
Mandarin Chinese;677;80;0,930586129;地图;65,38461538;0;2,5;79,7625
Mandarin Chinese;678;80;1,949116555;牛角;38,80597015;10;6,25;62,7
Mandarin Chinese;680;80;0,798194339;弓;81,57894737;0;5;72,9625
Mandarin Chinese;681;80;0;火箭;100;0;1,25;76,2125
Mandarin Chinese;682;80;0;企鹅;100;2,5;1,25;78,125
Mandarin Chinese;683;80;2,743792616;房车;26,2295082;6,25;17,5;59,6625
Mandarin Chinese;687;80;1,445296487;衬衫;49,29577465;0;11,25;77,7125
Mandarin Chinese;689;80;1,556895696;鱼缸;71,42857143;0;12,5;75,5375
Mandarin Chinese;690;80;0,668912825;帽子;86,48648649;0;7,5;77,8125
Mandarin Chinese;691;80;2,213897999;男人;48,48484848;1,25;16,25;70,325
Mandarin Chinese;692;80;0;樱桃;100;0;2,5;80,2875
Mandarin Chinese;693;80;0,88190886;树;79,22077922;0;3,75;77,9625
Mandarin Chinese;694;80;0;拥抱;100;1,25;3,75;78,6625
Mandarin Chinese;697;80;1,754937121;桃子;54,16666667;1,25;8,75;75,825
Mandarin Chinese;698;80;1,343459499;耳环;59,21052632;0;5;79,0125
Mandarin Chinese;699;80;1;望远镜;50;1,25;8,75;72,7875
Mandarin Chinese;700;80;1,659271922;挤痘痘;56,06060606;5;12,5;77,5125
Mandarin Chinese;701;80;1,966505143;皱纹;45,58823529;2,5;12,5;75,3625
Mandarin Chinese;702;80;0,517962493;灭火器;90,90909091;0;3,75;77,475
Mandarin Chinese;707;80;0,489779014;狗;89,33333333;0;6,25;78,6875
Mandarin Chinese;708;80;2,244224713;猩猩;48,68421053;1,25;3,75;74,45
Mandarin Chinese;709;80;1,438909726;游泳;70,66666667;0;6,25;76,1625
Mandarin Chinese;710;80;0,343100308;医生;94,87179487;0;2,5;77,1625
Mandarin Chinese;711;80;1,421327613;除草机;69,33333333;0;6,25;74,3
Mandarin Chinese;715;80;1,347910948;台球桌;48,68421053;0;5;76,875
Mandarin Chinese;717;80;0,242292189;手风琴;96;1,25;5;72,7
Mandarin Chinese;718;80;0,863120569;裤子;71,42857143;0;3,75;80,7125
Mandarin Chinese;720;80;0;风筝;100;0;1,25;79,9625
Mandarin Chinese;724;80;1,716314062;鲸鱼;64,28571429;1,25;11,25;69,75
Mandarin Chinese;726;80;1,59788436;服务员;60,2739726;1,25;7,5;76,8875
Mandarin Chinese;727;80;2,141599855;水管;52,38095238;6,25;15;68,8625
Mandarin Chinese;729;80;0,948171205;自由女神像;74,02597403;2,5;1,25;77,1125
Mandarin Chinese;730;80;0;厨房;100;1,25;5;78,625
Mandarin Chinese;732;80;1,822515748;球;41,17647059;0;15;68,825
Mandarin Chinese;733;80;0,170330576;眼镜;97,46835443;0;1,25;82
Mandarin Chinese;734;80;0,747024296;洗衣机;83,5443038;1,25;0;79,575
Mandarin Chinese;736;80;2,155255484;巫师;36,76470588;2,5;12,5;67,0625
Mandarin Chinese;740;80;0,18512476;钓鱼;97,18309859;0;11,25;75,3375
Mandarin Chinese;741;80;0,751286577;糖果;78,48101266;0;1,25;78,25
Mandarin Chinese;743;80;0;稻草人;100;0;3,75;74,0125
Mandarin Chinese;745;80;1,074017157;水井;64,47368421;0;5;77,425
Mandarin Chinese;746;80;1,14222828;保龄球;76;2,5;3,75;70,8375
Mandarin Chinese;747;80;0,581888678;浴缸;89,18918919;0;7,5;78,8625
Cypriot Greek;1;80;0,232927855;ποντίκι;96,20253165;0;1,25;78,7654321
Cypriot Greek;4;80;1,456254069;εκκλησία;59,15492958;3,75;7,5;76,59259259
Cypriot Greek;5;80;1,43873546;ώμος;55,12820513;1,25;1,25;87,88888889
Cypriot Greek;6;80;0,538596444;πιγούνι;90,4109589;1,25;7,5;83,75308642
Cypriot Greek;7;80;0;νεράιδα;96,25;0;0;75,07407407
Cypriot Greek;8;80;0;πόδι;100;2,5;7,5;87,65432099
Cypriot Greek;9;80;0,586918583;ντους;85,8974359;0;2,5;87,95061728
Cypriot Greek;11;80;0,28907946;χάμπουργκερ;94,93670886;1,25;0;88,77777778
Cypriot Greek;12;80;0;γοργόνα;100;0;2,5;73,30864198
Cypriot Greek;14;80;1,130434194;ρόμπα;63,15789474;1,25;3,75;80,25925926
Cypriot Greek;15;80;0,173781323;λιοντάρι;98,68421053;2,5;2,5;74,12345679
Cypriot Greek;16;80;0,173781323;κυνηγός;96,15384615;0;2,5;76,08641975
Cypriot Greek;17;80;0,963852929;διάβολος;77,27272727;5;12,5;62,58024691
Cypriot Greek;19;80;1,237557594;γαλοπούλα;69,56521739;3,797468354;10,12658228;72,51851852
Cypriot Greek;20;80;0;σκελετός;100;0;2,5;79,03703704
Cypriot Greek;21;80;1,220004204;μποξέρ;71,05263158;1,25;3,75;72,60493827
Cypriot Greek;23;80;0;ποδήλατο;100;0;3,75;88,92592593
Cypriot Greek;24;80;0;κόκκαλο;100;1,25;1,25;81,24691358
Cypriot Greek;26;80;0;κρεμμύδι;98,66666667;2,53164557;3,797468354;86,4691358
Cypriot Greek;28;80;0;μικροσκόπιο;98,55072464;10,12658228;3,797468354;72,40740741
Cypriot Greek;29;80;0,367498495;καουμπόης;92,95774648;2,5;8,75;69,58024691
Cypriot Greek;30;80;0,827840535;φάρμα;84,93150685;2,5;6,25;78,01234568
Cypriot Greek;32;80;0,985228136;στέμμα;57,14285714;1,25;2,5;76,9382716
Cypriot Greek;35;80;0;αυτί;100;0;1,25;90,18518519
Cypriot Greek;38;80;0;αράχνη;100;1,25;2,5;78,27160494
Cypriot Greek;39;80;0,191433255;τσέπη;97,05882353;6,25;8,75;78,77777778
Cypriot Greek;42;80;0;αχλάδι;100;0;0;87,69135802
Cypriot Greek;43;80;0,784519139;χτενιά;76,62337662;0;3,75;87,97530864
Cypriot Greek;46;80;0;κατσαβίδι;100;0;1,25;81,02469136
Cypriot Greek;47;80;0,413888922;έρημος;93,42105263;1,25;3,75;75,43209877
Cypriot Greek;48;80;0;πυροσβέστης;100;0;6,25;82,02469136
Cypriot Greek;52;80;1,278398726;πριόνι;68,11594203;7,5;6,25;68,87654321
Cypriot Greek;53;80;1,194013484;τσάντα;59,49367089;0;1,25;86
Cypriot Greek;55;80;0;σκιά;100;1,25;2,5;83,81481481
Cypriot Greek;56;80;0;αγκώνας;100;3,75;2,5;82,65432099
Cypriot Greek;57;80;0,553507265;γραμματόσημο;87,14285714;3,75;8,75;76,66666667
Cypriot Greek;61;80;0,183122068;εφημερίδα;97,22222222;1,25;8,75;81,97530864
