CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_CONCRETENESS_MEAN	ENGLISH_DUNNO	LINE_IN_SOURCE
1647	FOAL	pony	4.9	0	24110
1648	ANVIL	anvil	4.96	1	1294
1650	WATCH	watch	4.61	0	36034
1651	TEAR (OF EYE)	tear	4.56	0	31846
1652	INSTEAD	instead	1.48	0	16953
1653	BLIND	blind	4.03	0	3046
1654	LIGHTNING	lightning	4.59	0	18632
1655	BLINK	blink	4.39	0	3057
1656	NEVER	never	1.59	0	21179
1657	TRUE	true	1.7	0	33095
1659	DOLL	doll	5	0	9420
166	MAINLAND	mainland	4.31	1	19230
1661	STRAIT	strait	4.04	1	30671
1662	CAPE	cape	4.77	0	4250
1663	BED	bed	5	0	2524
1664	RAFT	raft	5	0	25502
1665	BEAT	beat	3.97	0	2501
1666	MUTE	mute	3.24	0	20845
1667	HOLE	hole	4.81	0	15002
1668	GRIEF	grief	2.7	0	13933
1669	ANCESTORS	ancestor	3.24	0	1060
167	MAIL	mail	4.69	0	19216
1671	TOWER	tower	4.76	0	32683
1672	WRITE	write	4.22	0	36882
1673	ARM	arm	4.96	0	1541
1674	POOR	poor	2.7	0	24123
1675	PROMISE	promise	2.09	0	24870
1676	ALWAYS	always	1.71	0	909
1678	HUT	hut	4.65	0	15446
1679	LOAD	load	3.63	0	18803
168	REST	rest	3.03	0	26741
1680	HELMET	helmet	4.92	0	14738
1681	WAIST	waist	4.72	0	35895
1682	GUILTY	guilty	2.36	0	14138
1683	BUSH	bush	4.9	0	3991
1684	BUD	bud	4.48	0	3845
1685	AFTER	after	2.12	0	588
1686	BEHIND	behind	3.48	0	2607
1687	PRAISE	praise	2.61	0	24335
1688	FATE	fate	1.53	0	11630
1689	SMOKE (INHALE)	smoking	4.32	0	29358
169	IT	it	2.81	1	17566
1690	FENCE	fence	4.82	0	11773
1691	FLEXIBLE	flexible	2.64	0	12216
1692	FRIDAY	friday	3.28	0	12866
1693	THURSDAY	thursday	3.03	0	32335
1694	WEDNESDAY	wednesday	3.14	0	36178
1696	SURRENDER	surrender	2.63	0	31353
1697	MONDAY	monday	2.25	0	20416
1698	CURVED	curved	3.35	0	7401
1699	SUNDAY	sunday	3.32	0	31169
17	EYELID	eyelid	5	0	11390
1700	SATURDAY	saturday	3.07	0	27661
1702	HOLY	holy	1.67	0	15022
1703	SIX	six	3.43	0	28996
1704	SEVEN	seven	3.72	0	28390
1705	EIGHT	eight	4.04	0	10102
1706	ELEVEN	eleven	3.93	0	10208
1707	TWELVE	twelve	3.61	0	33244
1708	THIRTEEN	thirteen	3.69	0	32225
1709	FIFTEEN	fifteen	3.37	0	11882
1710	TWENTY	twenty	3.67	0	33247
1711	TELL	tell	2.9	0	31941
1712	OATH	oath	2.79	0	21797
1713	EIGHTEEN	eighteen	3.96	0	10103
1714	NINETEEN	nineteen	3.26	0	21280
1715	THIRTY	thirty	3.75	0	32228
1716	FORTY	forty	4.14	1	12679
1717	FIFTY	fifty	3.48	0	11886
1718	SIXTY	sixty	3.56	0	29004
1719	BURY	bury	3.82	1	3987
172	SHOULDERBLADE	shoulder blade	4.92	0	39281
1720	SIGN	sign	4.62	0	28862
1721	SEVENTY	seventy	3.36	1	28396
1722	EIGHTY	eighty	3.41	0	10107
1723	RESULT IN	turn out	2.89	0	39745
1724	NINETY	ninety	3.39	0	21283
1725	CORRECT (RIGHT)	correct	2.59	0	6656
1726	WET	wet	4.46	0	36248
1727	THRESHOLD	threshold	3.48	0	32273
1728	ROTTEN	rotten	3.87	0	27281
1730	CHEEK	cheek	4.83	0	4804
1732	SKY	sky	4.45	0	29090
1733	RAINBOW	rainbow	4.57	0	25528
1737	OKRA	okra	4.78	2	22000
1739	DECORATE	decorate	3.4	0	7805
174	PROUD	proud	2.07	0	25001
1740	PINE	pine	4.37	0	23700
1741	ABOVE	above	3.33	0	62
1743	JOIN	join	2.86	0	17728
1744	SPLEEN	spleen	4.7	1	30020
1745	HIP	hip	4.21	0	14931
1746	BLADDER	bladder	4.48	0	2966
1747	CUSTOM	custom	2.68	0	7416
1748	RIDGE	ridge	4.48	1	27033
1749	TAKE	take	3.06	0	31674
175	BLOW (OF WIND)	blow	3.74	0	3144
1750	CHOOSE	choose	2.62	0	4963
1751	BIRTHMARK	birthmark	4.35	0	2897
1752	LEAVE	leave	2.53	0	18395
1753	TOP	top	3.93	0	32584
1754	BRACELET	bracelet	4.96	0	3516
1755	UNDRESS	undress	3.97	0	34020
1756	WIDOW	widow	4.33	0	36429
1757	TIRED	tired	3	0	32466
1759	OLDER BROTHER	big brother	4.41	0	37231
1763	CLUB	club	3.78	0	5343
1764	OBSCURE	obscure	2	0	21850
1765	IN VAIN	in vain	1.69	1	38389
1766	FINISH	finish	2.89	0	11971
1767	SCRAPE	scrape	4.15	0	27899
1768	FOAM	foam	4.85	0	12379
1769	AXLE	axle	4.5	1	2047
1770	CARCASS	carcass	4.46	0	4298
1771	TASTELESS	tasteless	2.54	1	31784
1772	ELK	elk	4.93	0	10227
1773	GRAVE	grave	4.56	0	13863
1774	STINGY	stingy	2	0	30542
1775	TABLE	table	4.9	0	31611
1776	SHAME	shame	2.24	0	28480
1777	RESEMBLE	resemble	2.19	0	26647
1778	APPROACH	approach	2.74	0	1426
1779	DARE	dare	2.28	0	7541
178	RIPE	ripe	3.3	0	27099
1780	BILE	bile	4.46	2	2796
1781	THUMB	thumb	4.96	0	32314
1782	GUEST	guest	3.83	0	14109
1783	PAIN	pain	3.5	0	22714
1784	WANT	want	1.93	0	35948
1787	LOOM	loom	4.5	1	18940
1788	TELEVISION	television	4.83	0	31940
1789	AGE	age	2.86	0	616
179	RIPEN	ripen	3.31	0	27100
1790	LICENSE PLATE	license plate	4.89	0	38506
1791	BUTTERFLY	butterfly	4.93	0	4036
1792	PERJURY	perjury	2.22	1	23333
1793	BAT	bat	5	0	2411
1796	SLAUGHTER	slaughter	3.68	0	29134
1797	HEDGEHOG	hedgehog	4.93	0	14694
1798	GUNPOWDER	gunpowder	4.79	0	14177
1799	HYENA	hyena	4.57	0	15486
18	EARLOBE	earlobe	4.96	0	9906
1800	DANDELION	dandelion	5	0	7527
1801	CHILD (DESCENDANT)	offspring	3.93	0	21977
1802	SCREW	screw	4.81	0	27935
1803	WOOD	wood	4.85	1	36675
1804	BOMB	bomb	4.84	0	3287
1806	BEGIN	begin	2.56	0	2588
1807	AFTERNOON	afternoon	3.7	0	599
1808	PUS	pus	4.52	3	25251
1809	PIMPLE	pimple	4.77	0	23689
181	ANTEATER	anteater	4.86	1	1183
1810	DANGER	danger	2.68	0	7532
1812	TRY	try	2.22	0	33130
1813	TASTY	tasty	2.86	0	31791
1814	ACCUSE	accuse	2.25	0	236
1815	ACHE	ache	3.43	0	246
1816	BESIDE	beside	2.59	1	2699
1817	WEST	west	3.44	0	36238
1819	LOOK	look	2.96	1	18933
182	SPOKE	spoke	3.38	0	30044
1820	BEAR	bear	4.88	0	2483
1821	BRUSH	brush	4.54	0	3802
1823	BORROW	borrow	3.1	0	3416
1825	COPPER	copper	4.52	0	6584
1826	ANGRY	angry	2.53	0	1109
1828	ASK (REQUEST)	request	2.59	0	26612
1829	JUMP	jump	4.52	0	17820
183	BAKE	bake	4.21	0	2192
1830	CRANE	crane	4.68	0	6962
1831	MEET	meet	3	0	19700
1833	DINNER (SUPPER)	dinner	4.5	0	8682
1834	SHE	she	3.36	0	28537
1835	MARROW	marrow	4.48	0	19449
1836	VAGINA	vagina	4.82	0	35414
1837	VULVA	vulva	4.5	1	35868
1838	NAVEL	navel	4.71	0	21003
1839	CRY	cry	4	0	7257
184	MAST	mast	4.92	1	19500
1840	BUILD	build	3.71	0	3868
1841	SUSPECT	suspect	2.59	0	31377
1842	OBSTINATE	obstinate	1.79	1	21876
1843	THOUSAND	thousand	3.08	0	32254
1844	BOAT	boat	4.93	0	3225
1845	BALL	ball	5	0	2214
1846	RULE	rule	2.57	0	27375
1847	SICK	sick	2.97	0	28803
1848	QUARREL	quarrel	3.32	0	25340
1849	ROW	row	3.93	0	27323
185	FIREPLACE	fireplace	4.68	0	12000
1850	COTTON	cotton	4.97	0	6748
1851	POCKET	pocket	4.68	0	23979
1852	OFTEN	often	2.5	0	21979
1853	DOVE	dove	4.88	0	9533
1854	SPARROW	sparrow	4.85	0	29821
1855	BIRCH	birch	4.12	1	2880
1856	SOFT	soft	3.88	0	29571
1857	CROCODILE	crocodile	4.83	0	7139
1858	FISHERMAN	fisherman	4.73	0	12032
1859	THIRD	third	3.44	0	32218
186	SHIN	shin	4.86	0	28601
1860	BEAD	bead	4.9	0	2462
1861	ACTIVE	active	3.32	0	307
1862	DONKEY	donkey	5	0	9458
1863	AMAZING	amazing	1.55	0	924
1864	HUNGER	hunger	3.3	0	15397
1865	BUZZARD	buzzard	4.74	0	4058
1866	STUTTER	stutter	3.97	0	30860
1867	COIN	coin	4.89	0	5507
1868	VISIBLE	visible	3.08	2	35751
1869	BUY	buy	3.35	0	4053
187	LOIN	loin	4.38	0	18892
1870	ANCHOR	anchor	4.77	0	1065
1871	CAMEL	camel	4.93	0	4163
1873	ANTHILL	anthill	4.89	0	1189
1874	SAUSAGE	sausage	4.88	0	27671
1875	REGRET	sorry	1.9	0	29702
1876	REINDEER	caribou	4.92	2	4336
1877	EAST	east	3.04	0	9953
1879	DANCE	dance	4.32	0	7520
1880	PASSIONATE	passionate	1.48	0	22981
1881	ENOUGH	enough	1.33	0	10539
1882	BEFORE	before	1.96	1	2576
1884	HARD	hard	3.76	0	14419
1885	ARMADILLO	armadillo	4.9	0	1543
1886	ARMPIT	armpit	4.8	0	1557
1887	CHEAP	cheap	2.11	0	4776
1888	PAIR	pair	3.88	0	22737
1889	ARSON	arson	3.66	0	1596
1890	BELIEVE	believe	1.55	0	2624
1891	PUMA	puma	4.86	0	25166
1892	TOUCH	touch	3.86	0	32652
1893	QUAIL	quail	4.65	1	25309
1894	ASHAMED	ashamed	1.74	0	1659
1895	CLOTHES	clothes	4.76	0	5316
1897	HELP	help	2.56	0	14742
1898	SPECTACLES	glasses	4.9	0	13497
1899	MAD	mad	2.76	0	19161
19	FISHING LINE	fishing line	4.86	0	38016
190	MOW	reap	3.14	1	25739
1901	SHOVEL	shovel	4.97	0	28718
1902	BETRAY	betray	2.17	0	2716
1903	SWELLING	swelling	4.13	0	31465
1904	DROWN	drown	3.93	0	9724
1905	EAGLE	eagle	5	0	9897
1906	SOUR	sour	3.14	0	29733
1907	MOLE	mole	4.41	0	20389
1908	ATTENTIVE	attentive	1.78	0	1861
1909	SHAKE	shake	4.07	0	28458
191	NUT	nut	4.52	0	21767
1910	STINGRAY	stingray	4.9	0	30541
1913	PRESS	press	3.9	0	24588
1914	DEBT	debt	2.72	0	7685
1915	FIR	fir	4.58	1	11979
1916	GILL	gill	4.33	0	13438
1917	TIE	tie	4.81	0	32374
1918	MANE	mane	4.73	0	19314
1919	TORCH	torch	4.76	0	32609
192	CORNER	corner	4.61	0	6628
1923	ROUGH	rough	3.83	0	27288
1924	VEIN	vein	4.63	0	35529
1925	ARTERY	artery	4.48	2	1602
1926	OINTMENT	ointment	4.5	0	21997
1927	BAMBOO	bamboo	4.86	0	2242
1928	CEASE	cease	2.39	0	4538
1929	STUDY	study	3.7	0	30824
193	SHALLOW	shallow	3.45	0	28471
1930	RAVINE	ravine	4.61	1	25664
1931	BEESWAX	beeswax	4.88	0	2570
1932	GUESS	guess	2.28	0	14103
1933	LOOSEN	loosen	3.24	0	18951
1934	BEGGAR	beggar	4.59	0	2586
1935	ANUS	anus	4.86	0	1293
1936	DEER	deer	4.86	0	7846
1937	THERE	there	2.2	0	32150
1938	FORTRESS	castle	4.96	0	4427
1939	SWEAR	swear	2.45	0	31429
194	FAMILY	family	4.23	0	11533
1940	GUARD	guard	4.04	0	14088
1941	SOLDIER	soldier	4.72	0	29597
1942	NEAR	near	2.79	0	21014
1943	CROWN (OF HEAD)	crown	4.81	0	7197
1944	GOD	god	2.07	0	13629
1945	IDOL	idol	3.63	0	15648
1947	BASTARD	bastard	3.14	0	2405
1948	SAW	saw	4.46	0	27689
1949	BEDBUG	bedbug	4.54	0	2528
195	MAT	mat	4.83	0	19519
1950	BEECH	beech	3.96	4	2550
1951	PASS	pass	2.71	0	22971
1952	TORTURE	torture	3.59	0	32633
1953	ABUSE	abuse	2.71	0	133
1954	GENTLE	gentle	2.53	0	13326
1955	GRIEVE	mourn	2.33	0	20638
1956	SUNFLOWER	sunflower	4.8	0	31177
1958	UNRIPE	unripe	3.31	2	34847
1959	RAW	raw	3.35	0	25670
196	DONATE	donate	2.88	0	9453
1961	NECKLACE	necklace	4.96	0	21039
1962	ROAST (SOMETHING)	roast	4.4	0	27163
1963	IMMEDIATELY	immediately	2.3	0	15759
1964	ALONE	alone	2.86	0	861
1965	LOINCLOTH	loincloth	4.88	1	18893
1966	BUNCH	bunch	3.5	0	3926
1967	CALENDAR	calendar	4.62	0	4129
1968	SOYA SAUCE	soy sauce	4.97	0	39408
197	OTHER	other	2.04	0	22243
1970	CANOE	canoe	4.86	0	4226
1971	FAN (OBJECT)	fan	4.71	0	11540
1972	YOUNG GOAT (KID)	kid	4.56	0	17928
1973	DEMON	demon	3.32	0	8095
1974	CENTIPEDE	centipede	4.79	0	4595
1975	CHECK	check	4.11	0	4787
1976	MERRY	funny	2.5	0	13038
1977	DEW	dew	4.38	1	8505
1978	RECOVER	recover	2.64	0	25955
1979	CHISEL	chisel	4.63	1	4930
198	GENITALIA	genitalia	4.69	1	13314
1981	WIDOWER	widower	3.96	0	36431
1982	WHIRLPOOL	whirlpool	4.64	1	36332
1983	SNORE	snore	4.39	0	29467
1986	DISEASE	disease	3.45	0	8913
1987	CHOPSTICKS	chopsticks	5	0	4975
1989	CALF	calf	4.48	1	4131
199	FAMINE	famine	3.55	0	11534
1990	BECOME	become	1.54	0	2520
1991	INTESTINES	intestines	4.74	0	17255
1992	MORE	more	2.37	0	20545
1993	SELF	self	3.1	0	28189
1994	COLLARBONE	collarbone	4.85	0	5547
1995	DEFECT	defect	2.48	0	7866
1996	GET TIRED	tire	5	0	32465
1997	PRESERVE	preserve	2.57	0	24577
1998	COMMAND	command	2.48	0	5670
1999	OVERCOME	overcome	2.28	0	22424
2	DUST	dust	4.4	0	9846
20	SCYTHE	scythe	4.29	1	27999
200	SAME	same	2.64	18	27556
2001	PAINTING	draw	3.97	0	9620
2002	DITCH	ditch	4.5	0	9294
2003	FLOW	flow	3.72	0	12307
2005	MASK	mask	4.96	0	19478
2006	FILL	fill	3.32	0	11912
2007	BOLT (OF LIGHTNING)	bolt	4.67	0	3284
2008	RESCUE	rescue	3.17	0	26635
2009	DOG	dog	4.85	0	9391
201	FARM	farm	4.59	0	11579
2010	INVESTIGATE	investigate	2.27	0	17373
2011	COFFIN	coffin	4.86	0	5480
2012	COLLAR	collar	4.64	0	5546
2013	BAIT	bait	4.45	0	2190
2014	GO DOWN (DESCEND)	descend	3.18	0	8280
2016	JEALOUSY	jealousy	1.8	0	17661
2017	MIX	mix	3.82	0	20315
2018	GREEDY	greedy	2.64	0	13903
2019	HAMMOCK	hammock	4.89	0	14319
202	STRENGTH	strength	2.96	0	30725
2020	PLAINTIFF	plaintiff	3.9	0	23806
2021	GRASP	grasp	3.63	0	13836
2022	ADMIT	admit	2.32	1	421
2023	CROWD	crowd	4.52	0	7191
2024	PLOT	plot	3.14	0	23921
2025	PEA	pea	4.9	0	23104
2027	SOYA	soybean	4.82	0	29772
203	MARRY	marry	3.03	0	19451
2030	DRAG	drag	4.17	0	9592
2033	DELIVER	deliver	3.12	0	8029
2034	FROST	frost	4.56	0	12926
2035	POND	pond	4.9	0	24101
2038	DRAGON	dragon	4.39	0	9595
204	AGAIN	again	2	0	614
2040	BUCKWHEAT	buckwheat	4.54	1	3844
2041	HEMP	hemp	4.85	0	14767
2042	WALNUT	walnut	4.97	0	35936
2043	PEACH	peach	4.9	0	23116
2044	PERSIMMON	persimmon	4.74	4	23386
2045	COLUMN	pillar	4.77	0	23677
2046	APRON	apron	4.87	0	1447
2048	QUILT	quilt	5	0	25403
2049	CONGEE	porridge	4.89	1	24165
205	TROUGH	trough	4.17	0	33079
2051	DUSTPAN	dustpan	5	0	9853
2052	BUCKET	bucket	4.96	0	3832
2056	WOK	wok	4.57	0	36638
2057	DUNG (ANIMAL FAECES)	dung	4.64	4	9822
2058	STOOL	stool	4.9	0	30608
2059	FOLK SONG	folksong	4.13	0	12414
206	FIREFLY	firefly	4.9	0	11993
2060	STORY	story	3.3	0	30635
2062	INTEREST	interest	1.8	0	17119
2064	SCATTER (SEEDS)	scatter	3.55	0	27767
2067	STEAM (VERB)	braise	3.09	4	3550
2069	SOAK (VERB)	soak	4.21	0	29517
207	SPARSE	sparse	2.31	0	29822
2071	LAY (VERB)	lay	3.86	0	18323
2072	USE (VERB)	use	2.78	0	35363
2073	ROB (VERB)	rob	3.48	1	27167
2075	BROOD (VERB)	brood	2.96	2	3766
2076	SPROUT (VERB)	sprout	4.64	0	30129
2077	DILIGENT	diligent	1.69	0	8638
208	NASAL MUCUS (SNOT)	snot	4.48	1	29475
209	RARE	rare	1.96	0	25609
2090	MY	my	2.42	1	20871
2093	AFTERWARDS	afterwards	2.14	0	611
2099	CHILD	child	4.78	0	4879
21	TASTE (SOMETHING)	taste	4.07	0	31778
210	LIFE	life	2.69	0	18590
2102	BURN	burn	4.11	0	3974
2112	OLD (AGED)	elder	3.59	0	10135
2113	OLD (USED)	used	2.64	0	35365
2119	BOW STRING	bowstring	4.64	1	3495
212	FIELD	field	4.26	0	11865
2124	SMELL	smell	3.7	0	29327
213	FIN	fin	4.76	1	11935
2130	HEADGEAR	headgear	4.83	0	14570
2134	RAISE (BRING UP)	raise	3.8	0	25541
2137	MAGICIAN	magician	4.21	0	19184
214	STRETCH	stretch	3.62	0	30736
2142	RUN AWAY	run away	3.75	0	39164
2148	PICK	pick	3.82	0	23604
215	LIE DOWN	lie down	4.21	0	38509
2150	MATTER	matter	3.54	0	19568
2151	COARSE	coarse	3.25	0	5384
2154	PLOUGH (INSTRUMENT)	plow	4.46	0	23927
2155	CUT (WITH SCISSORS)	scissor	4.9	0	27838
2159	GROUND	ground	4.77	0	14021
216	MOVIE	movie	4.59	0	20665
2165	SLOWLY	slowly	3.1	0	29268
218	FINE (PENALTY)	fine	2.61	0	11953
2181	LIGHT (IN TASTE)	bland	2.38	1	2986
219	TOILET	toilet	4.97	0	32514
2190	TASTE	savor	2.48	0	27685
2192	REJOICE	rejoice	2.17	0	26284
2194	FRONT (PART)	front	3.77	0	12915
2196	HORSETAIL	horsetail	4.8	1	15202
220	INTACT	intact	2.64	0	17026
2200	SNOUT	muzzle	4.59	0	20869
2203	RABID	rabid	2.9	0	25436
2204	LEDGE	ledge	4.72	0	18405
2205	PEAK	peak	4.2	0	23120
2206	RABIES	rabies	3.83	0	25438
221	FIRE	fire	4.68	0	11980
2213	BODY PART	body part	4.47	0	37304
2214	AFFAIR	affair	2.45	0	542
2216	BECOME NUMB	numb	3.1	0	21735
2218	EXPERIENCED	experienced	1.5	0	11191
2219	LEAN (MEAT)	lean	3	0	18362
222	LAVISH	lavish	2.31	0	18297
2222	CONJURE	conjure	2.3	0	6183
2223	BE ANGRY	annoyed	2.89	0	1145
2224	BEND (SOMETHING)	bend	3.88	0	2664
2227	SPAWN (VERB)	spawn	3.9	0	29835
2230	UNTAMED OR WILD	wild	2.41	0	36456
2232	KEEN OR SUBTLE	subtle	1.72	0	31019
2233	LOVELY	lovely	2.29	1	19000
2239	DENSE	dense	3.14	0	8141
224	MORTAR	mortar	4.48	0	20563
2240	CORAL SNAKE	coral snake	5	0	37649
2242	BEETLE	beetle	4.83	0	2572
2243	REPAIR	repair	3.32	0	26478
2244	METAL	metal	4.87	0	19845
2245	BELCH	belch	4.14	0	2620
2246	BELL	bell	4.96	0	2630
2247	CATERPILLAR	caterpillar	4.87	0	4477
2252	PATH	path	4.41	0	23032
2253	DRIP (EMIT LIQUID)	leak	4.28	0	18357
2259	FLESH	flesh	4.59	0	12206
227	FISH	fish	5	0	12026
2271	THINK	think	2.41	0	32209
2273	LEECH	leech	4.33	1	18407
2276	IDENTICAL	identical	3.5	0	15623
2277	WHOLE	whole	3.25	0	36383
2278	PERHAPS	perhaps	1.19	0	23308
228	CARVE	carve	3.69	0	4397
2283	SEMEN	semen	4.79	0	28207
2284	CLEARING	clearing	3.79	0	5215
2285	ECLIPSE	eclipse	4.17	0	9992
2286	ESTUARY	estuary	4.17	4	10808
2287	HORIZON	horizon	4.44	0	15157
2288	METEOROID (SHOOTING OR SHINING STAR)	meteor	4.96	0	19868
2289	MILKY WAY	milky way	4.52	0	38656
229	MOVE AWAY	migrate	3.15	0	20005
2290	PUDDLE	puddle	4.67	0	25135
2291	VOLCANO	volcano	4.75	0	35813
2294	WRINKLE	wrinkle	4.3	0	36873
2295	SUNSET	sunset	4.54	0	31194
2296	SUNRISE	sunrise	4.69	0	31190
2297	DUSK	dusk	4.24	0	9843
2298	VIRGIN	virgin	3.31	0	35725
2299	STRAW	straw	4.77	0	30700
23	RYE	rye	4.74	0	27428
230	SWEEP	sweep	3.72	0	31445
2301	ME	me	4.33	0	19599
2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	circular	3.79	2	5065
2303	SPHERICAL (ROUND IN THREE DIMENSIONS)	spherical	3.83	0	29935
2308	THIN	thin	3.83	0	32204
231	SHAVE	shave	4.23	0	28530
2310	US (OBLIQUE CASE OF WE)	us	3.59	0	35359
2313	BRONZE	bronze	4.47	0	3761
2316	FREE	free	2.04	0	12803
2318	CHESTNUT	chestnut	4.7	0	4854
2319	LID (COVER, CAP)	lid	4.96	0	18583
232	FLEA	flea	4.89	0	12192
2321	MAD PERSON	lunatic	3.27	0	19079
2325	PULL OUT	pull out	3.75	0	39023
2329	LACK (NOT HAVE)	lack	2.04	0	18110
2334	MELT	melt	3.96	0	19737
2335	CUNNING	cunning	2.12	1	7335
2336	OF THIS KIND (SUCH)	so	1.42	1	29516
2339	NEED (SOMETHING)	need	1.69	0	21048
234	PADDLE	paddle	4.8	0	22694
2340	SUNNY	sunny	4.2	0	31188
2341	CLOUDY	cloudy	4	0	5333
2342	LANDSCAPE	landscape	4.34	0	18193
2343	STEEL	steel	4.87	0	30414
2344	PETROL	petrol	4.29	1	23460
2348	CRAB	crab	4.9	0	6920
2349	SHRIMP	shrimp	4.8	0	28758
2350	EARTHWORM	earthworm	4.89	0	9939
2351	SILKWORM	silkworm	4.62	0	28893
2352	DRAGONFLY	dragonfly	4.83	0	9596
2354	CRICKET	cricket	4.77	0	7085
2355	GECKO	gecko	4.76	0	13262
2359	LOTUS	lotus	4.35	0	18978
236	STEPMOTHER	stepmother	4.23	0	30454
2362	BRAN	bran	4.48	0	3556
2365	RADISH	radish	4.87	0	25497
2366	ONION	onion	4.86	0	22039
2367	MANDARINE	tangerine	4.81	0	31720
2368	GARLIC	garlic	4.89	0	13180
237	STEPFATHER	stepfather	4	0	30452
2371	BREADFRUIT	breadfruit	4.79	4	3606
2374	DREAM	dream	2.6	0	9635
2375	VERTICAL	vertical	3.48	0	35610
2376	HORIZONTAL	horizontal	3.46	0	15158
238	PRAWNS	prawn	4.62	3	24345
2386	TURKEY	turkey	4.89	0	33194
239	FLOWER	flower	5	0	12309
2393	JOURNEY	journey	2.57	0	17759
2395	CONGEAL (BLOOD)	coagulate	3.3	4	5374
2396	KNOCK	knock	4.24	0	18047
2397	LOBSTER	lobster	4.86	0	18827
2398	MANGO	mango	5	0	19323
24	PRAY	pray	3.21	0	24346
240	ELECTION	election	3.17	0	10142
2400	THEIR	their	3.34	0	32121
2401	PICTURE	picture	4.52	0	23625
2402	ROBIN	robin	4.61	0	27172
2403	TOY	toy	4.93	1	32708
2405	CHRISTMAS	christmas	3.41	0	4994
2406	HOME	home	4.11	0	15027
2407	BIRTHDAY	birthday	3.2	0	2895
2408	CAKE	cake	4.81	0	4111
2409	BROWN	brown	4.48	0	3785
241	TREE STUMP	stump	4.78	0	30835
2410	GOOD-LOOKING	pretty	2.4	0	24629
2411	HURT (SOMEBODY)	hurt	3.61	0	15425
2412	THANK (SOMEBODY)	thank	3	0	32094
242	COST	cost	2.5	0	6736
2422	SOMEONE	someone	3.71	0	29646
2423	CHANNEL	channel	4.18	1	4693
2424	MEMBER	member	3.07	0	19742
2425	PROBLEM	problem	2.68	0	24744
2426	CLIMATE	climate	3.5	0	5253
2427	FUTURE	future	1.86	0	13080
2428	LIBRARY	library	4.8	0	18569
2429	LOGIC	logic	1.72	0	18876
243	FRESH	fresh	1.97	0	12848
2430	OFFICE	office	4.93	0	21961
2431	REVOLUTION	revolution	2.87	0	26968
2432	MARRIAGE	marriage	2.51	2	19446
2433	THEORY	theory	1.47	6	32144
2434	TRAGEDY	tragedy	2.07	0	32752
2435	UNIVERSITY	university	4.65	0	34422
244	LEFT	left	3.7	0	18415
2440	PINEAPPLE	pineapple	4.94	4	23701
2441	CASHEW	cashew	4.92	0	4414
2444	KINGFISHER	kingfisher	4.71	1	17976
2445	PAPAYA	papaya	4.87	0	22819
2446	SLOTH	sloth	4.83	0	29255
2447	WOODPECKER	woodpecker	4.93	0	36699
2449	FAT (OF MEAT AND FOOD)	fatty	3.9	0	11658
245	BROOM	broom	4.89	0	3772
2451	FOURTEEN	fourteen	3.04	0	12713
2452	PURPLE	purple	4.04	0	25231
2453	SEVENTEEN	seventeen	3.19	0	28392
2454	SIXTEEN	sixteen	3.88	0	28999
2457	PATH OR ROAD	way	2.34	0	36104
2459	GRINDSTONE	grindstone	4.48	0	13967
246	THRUST	thrust	3.29	0	32307
2460	DINGO	dingo	4.73	2	8678
2465	DISGUST	disgust	2.19	0	8953
2466	WEIGHT	weight	3.94	0	36203
2467	GAME	game	4.5	0	13134
2468	BAG	bag	4.9	0	2173
2469	AGAINST	against	1.8	0	615
2470	DEAR	dear	2.25	0	7655
2471	LADY	lady	4.33	0	18130
2472	SUCKLE (BREASTFEED, NURSE)	suckle	3.96	0	31065
2473	HIS (GENITIVE OF HE)	his	3.14	0	14943
2474	HER (GENITIVE OF SHE)	her	3	0	14779
2477	YAK	yak	4.65	0	36918
248	HAPPEN	happen	1.78	0	14405
2481	FEMALE DOG	bitch	3.72	0	2917
2482	TOGETHER	together	2.74	0	32508
2483	COLD (OF WEATHER)	cool	3.53	0	6555
2486	HIDE	hide	3.21	0	14864
2489	ABACUS	abacus	4.52	2	4
249	FOG	fog	4.66	0	12390
2493	BOIL	boil	4.2	0	3266
2496	ADORNED	crested	3.15	0	7069
2498	OPIUM	opium	4.56	2	22096
25	DIRT	dirt	4.86	0	8722
2500	GINGER	ginger	4.92	0	13446
2501	RICE HUSK	husk	4.86	0	15438
2502	GONG	gong	4.7	0	13671
2503	LAUNDER (WASH CLOTHES)	launder	3.18	1	18287
2504	DIFFERENT	different	1.97	0	8576
2505	BEDROOM	bedroom	4.9	0	2542
2506	LOOSE	loose	3.18	1	18949
2507	DISGUSTING	disgusting	2.21	0	8958
2509	EXCHANGE	exchange	2.74	0	10999
251	SHARPEN (SOMETHING)	sharpen	3.72	0	28517
2510	PORCUPINE	porcupine	5	0	24149
2512	CHICK	chick	4.93	0	4863
2514	SPOUSE	spouse	3.85	0	30099
2517	CROWDED	crowded	3.28	0	7192
2518	HEARING (AURAL SENSE)	hearing	3.18	0	14629
2519	SEEING (VISUAL SENSE)	sight	3.21	0	28851
252	FRIGHTEN	frighten	3.07	0	12876
2524	JOY	joy	2.37	0	17770
2526	POWER	power	2.04	0	24306
2527	ABILITY	ability	1.81	0	30
253	CARE FOR	look after	2.73	0	38563
2530	SMART	intelligent	2.46	0	17052
2531	BROAD	broad	2.45	0	3729
