CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_RT_MEAN	ENGLISH_ZSCORE_MEAN	ENGLISH_ACCURACY_MEAN	LINE_IN_SOURCE
1495	HAPPY	glad	564.5676	-0.5728	0.9737	37332
1498	TWO	dos	778.5833	0.7737	0.3421	34130
1499	JUICE	juice	546.7895	-0.6353	1.0000	40046
15	OTTER	otter	614.3714	-0.1477	0.9250	43638
150	WORRY	worry	520.1351	-0.7626	0.9737	55525
1500	FOUR	four	593.2703	-0.3306	0.9737	36483
1501	BORE	drill	520.9744	-0.6312	0.9750	34360
1502	GOAT	goat	515.4750	-0.6903	1.0000	37495
1503	SALIVA	spittle	629.8462	-0.0890	0.7105	50485
1504	FLY (INSECT)	flies	577.4595	-0.3454	1.0000	36013
1505	SPERM	sperm	586.8250	-0.2724	1.0000	50407
1506	MEASURE	measure	524.6579	-0.7277	1.0000	41937
1507	FRUIT	fruit	522.6579	-0.6383	0.9750	36756
1508	KING	king	520.6842	-0.6763	0.9500	40232
1509	MOSQUITO	gnat	710.2759	0.3903	0.7632	37471
151	RAZOR	razor	554.3514	-0.3895	0.9737	46474
1510	CHIN	chin	570.8919	-0.5021	1.0000	31133
1511	ROOSTER	cock	551.4737	-0.5092	0.9750	31715
1514	HEN	hen	562.9231	-0.3774	0.9750	38756
1515	TEN	ten	481.6500	-0.8420	1.0000	52453
1517	WASP	wasp	554.1579	-0.5492	1.0000	54779
1518	STUPID	foolish	551.1053	-0.4880	0.9500	36261
1519	RUN	ran	549.3611	-0.6167	0.9737	46341
152	HOOF	hoof	619.8235	-0.1063	0.8750	39058
1521	SEEM	seem	564.3158	-0.4688	0.9500	48414
1522	SOCK	socks	524.0000	-0.6575	0.9474	50056
1523	FORGET	forget	534.0250	-0.6039	1.0000	36397
1524	WINE	wine	523.0000	-0.7486	1.0000	55300
1525	COAST	coast	556.5405	-0.5505	0.9737	31677
1526	MEAL	meal	510.6154	-0.7798	0.9750	41917
1527	TICK	tick	571.8718	-0.3474	0.9750	52825
1528	FORGIVE	forgive	549.5405	-0.6083	0.9737	36401
1529	LAST (FINAL)	last	521.6000	-0.5919	1.0000	40590
153	GREY	grey	502.3333	-0.7909	0.9750	37818
1530	BOWL	bowl	625.0789	-0.2313	1.0000	29558
1531	BRANCH	limb	525.7368	-0.6674	1.0000	40990
1532	SHEAR	shear	645.6129	0.1234	0.8500	48726
1533	BE HUNGRY	hungry	488.0250	-0.8833	1.0000	39303
1534	FEVER	fever	553.2973	-0.5317	1.0000	35633
1535	SWORD	sword	537.2500	-0.4873	0.9474	52039
1537	SPRINGTIME	spring	535.9730	-0.6069	1.0000	50633
1538	SCORPION	scorpion	571.5429	-0.4125	0.9474	48098
1539	BASKET	basket	582.7222	-0.3077	0.9474	28387
154	UDDER	udder	658.4444	0.2801	0.7368	53938
1540	EYELASH	eyelash	573.4359	-0.4299	0.9750	35251
1543	SNAIL	snail	538.3421	-0.5797	1.0000	49843
1544	SOMETIMES	sometimes	546.8684	-0.5971	1.0000	50134
1545	HOST	host	590.5385	-0.1859	0.9750	39144
1546	TWICE	twice	538.1081	-0.6395	0.9737	53861
1547	SOUP	broth	663.8529	0.1184	0.9211	29935
1548	UGLY	ugly	499.6486	-0.8593	0.9737	53942
1549	TRIBE	tribe	587.4500	-0.3391	1.0000	53490
1550	PREVENT	prevent	597.2222	-0.2479	0.9474	45484
1551	FEMALE	female	517.3250	-0.7121	1.0000	35569
1552	GLOOMY	gloomy	573.6154	-0.4492	0.9750	37427
1553	MALE	male	521.8684	-0.6198	1.0000	41607
1554	MAN	men	479.5405	-0.9074	0.9737	42000
1556	YOLK	yolk	605.2778	-0.1679	0.9474	55776
1558	SIMILAR	alike	602.7297	-0.0979	0.9250	27513
1559	MONEY	money	520.9500	-0.7108	1.0000	42453
156	RED	red	509.6579	-0.8398	0.9500	46608
1560	FACE	face	516.9474	-0.7315	1.0000	35274
1561	ARMY	army	515.1282	-0.7198	1.0000	27812
1562	MIND	mind	529.4000	-0.6286	1.0000	42216
1563	PYTHON	python	639.0000	-0.1153	0.9474	46008
1564	LAZY	lazy	538.5500	-0.6964	1.0000	40682
1565	HEAVEN	heaven	530.4872	-0.6236	0.9750	38665
1566	GUN	rifle	602.4615	-0.1574	0.9750	47129
1567	DOOR	doorway	572.0526	-0.4221	1.0000	34112
1568	ARRANGE	arrange	554.1250	-0.5209	1.0000	27819
1569	CHEESE	cheese	530.0541	-0.7526	0.9737	31035
157	DYE	dye	598.4737	-0.2724	0.9500	34629
1570	EQUAL	equal	522.8158	-0.6926	1.0000	35023
1571	SELL	sell	525.8462	-0.6367	0.9750	48454
1572	SURPRISED	surprised	560.9487	-0.3340	0.9750	51816
1573	SWELL	swollen	595.6500	-0.2508	1.0000	52030
1574	FLOAT	float	542.0541	-0.6039	1.0000	36050
1575	COCKROACH	roach	640.8125	0.0594	0.8500	47240
1577	AND	and	540.0556	-0.5456	0.9474	27619
1579	BE	am	621.5000	-0.0498	0.8421	27568
1580	ONLY	only	513.9500	-0.7449	1.0000	43539
1583	BRAIN	brains	528.8684	-0.7209	1.0000	29623
1584	BLISTER	blister	539.1316	-0.5105	0.9500	29098
1585	SLEEP	sleep	476.5263	-0.8775	1.0000	49529
1587	SMELL (STINK)	stink	591.6842	-0.3995	1.0000	51144
1588	TURN	turn	566.0769	-0.4595	0.9750	53781
1590	WAIT (FOR)	await	636.5135	-0.1111	0.9250	28029
1591	UP	upwards	550.8250	-0.4918	1.0000	54146
1592	CHEST	chest	516.3684	-0.6900	1.0000	31066
1593	DEEP	deep	577.6410	-0.3406	0.9750	33409
1594	FLOUR	flour	505.1053	-0.7957	1.0000	36107
1595	SOUTH	south	554.9722	-0.4397	0.9474	50234
1596	LOCK	lock	526.8718	-0.7127	0.9750	41170
1597	AIRPLANE	plane	557.8649	-0.5525	0.9737	44818
1598	NORTH	north	597.6216	-0.3391	0.9737	43251
1599	WORD	words	501.0500	-0.7397	1.0000	55483
16	SLED	sled	663.2812	-0.0513	0.8947	49515
160	SET (HEAVENLY BODIES)	set	559.6154	-0.4943	0.9750	48545
1600	SKIRT	skirt	598.3684	-0.2711	0.9500	49394
1601	WEAK	weak	514.2368	-0.7130	0.9500	54843
1602	WAKE UP	waken	582.7436	-0.3320	0.9750	54636
1603	MOSQUE	mosque	609.2051	-0.0247	1.0000	42577
1605	SKULL	skull	513.4359	-0.6738	0.9750	49418
1606	INSIDE	inside	556.6750	-0.5913	1.0000	39641
1607	HATE	hate	527.7750	-0.6782	1.0000	38484
1608	LISTEN	listen	524.4474	-0.7203	1.0000	41087
1609	IDEA	idea	484.0500	-0.8432	1.0000	39407
161	MISS (A TARGET)	miss	553.4750	-0.6186	1.0000	42313
1610	PROSTITUTE	harlot	694.2941	0.4488	0.4474	38415
1611	INVITE	invite	526.9744	-0.6769	1.0000	39712
1612	LETTER	letter	598.4737	-0.3400	1.0000	40867
1613	COLOR	colour	499.0000	-0.8446	1.0000	31848
1614	SUMMIT	summit	549.6000	-0.4568	1.0000	51686
1615	ESCAPE	escape	527.0500	-0.5994	1.0000	35060
1616	CLOTH	cloth	542.4103	-0.6230	1.0000	31580
1617	GRANDCHILD	grandchild	668.3056	0.1645	0.9474	37679
1618	GRANDSON	grandson	690.3684	0.3231	1.0000	37691
162	HICCOUGH	hiccup	612.8378	-0.1851	1.0000	38816
1620	SON	son	513.7895	-0.6824	0.9500	50137
1621	SNEEZE	sneeze	549.0000	-0.5184	1.0000	49888
1622	SHIRT	shirt	523.3333	-0.5620	0.9750	48869
1623	SPEAK	spoke	580.6389	-0.3635	0.9500	50541
1624	EMPTY	empty	537.1053	-0.6738	1.0000	34877
1625	DEAD	dead	559.5385	-0.5265	0.9750	33279
1626	EXPLAIN	explain	564.4872	-0.5380	1.0000	35198
1627	CHAIN	chain	564.0833	-0.5126	0.9474	30838
1628	SQUIRREL	squirrel	569.7838	-0.4431	1.0000	50784
163	BLACK	black	536.5789	-0.6112	0.9500	28940
1630	MACAW	macaw	790.1579	0.9973	0.5250	41503
1631	FAST	swift	558.3684	-0.5054	1.0000	51963
1632	FLOOR	floor	496.8000	-0.8819	1.0000	36076
1633	FLAT	flat	521.5128	-0.6735	1.0000	35934
1634	HUNDRED	hundred	603.4865	-0.3220	1.0000	39294
1635	OBEY	obey	561.4250	-0.5487	1.0000	43397
1638	TRUTH	truth	503.9211	-0.7827	1.0000	53686
1639	BEER	beer	567.6389	-0.4296	0.9474	28589
1640	SIBLING	sibling	621.1667	-0.0766	0.9474	49100
1641	SILK	silk	568.3947	-0.5500	1.0000	49195
1642	NIECE	niece	589.6667	-0.3409	1.0000	43106
1643	COUSIN	cousin	600.8378	-0.3420	1.0000	32445
1645	SHORT	short	546.7027	-0.7358	0.9737	48931
1646	GIRL	girl	542.0270	-0.6049	0.9737	37309
1647	FOAL	pony	565.6842	-0.3725	0.9750	45147
1648	ANVIL	anvil	626.0625	-0.0717	0.8000	27684
1650	WATCH	watch	525.2162	-0.7896	1.0000	54796
1651	TEAR (OF EYE)	tears	520.5405	-0.6963	0.9737	52368
1652	INSTEAD	instead	549.3158	-0.6320	1.0000	39661
1653	BLIND	blind	554.6000	-0.5164	1.0000	29079
1654	LIGHTNING	lightning	575.1714	-0.3647	0.9474	40966
1655	BLINK	wink	584.6154	-0.2700	0.9750	55312
1656	NEVER	never	539.4054	-0.6562	1.0000	43050
1658	PUPIL	pupil	625.4737	-0.3294	1.0000	45901
1659	DOLL	doll	569.9000	-0.3551	1.0000	34055
166	MAINLAND	mainland	587.2821	-0.1359	1.0000	41578
1661	STRAIT	strait	672.6667	0.3788	0.4737	51319
1662	CAPE	headland	720.6071	0.3493	0.7250	38572
1663	BED	bed	495.3500	-0.7956	1.0000	28546
1664	RAFT	raft	607.7941	-0.2057	0.8947	46244
1665	BEAT	beat	522.6000	-0.6722	0.9737	28517
1666	MUTE	mute	582.2432	-0.4137	0.9737	42813
1667	HOLE	hole	510.3243	-0.7679	0.9737	38985
1668	GRIEF	sorrow	527.9730	-0.6138	0.9737	50183
1670	RAPIDS	rapids	581.2162	-0.3327	0.9737	46385
1671	TOWER	tower	612.7778	-0.1851	0.9474	53242
1672	WRITE	write	563.1081	-0.4220	0.9250	55633
1673	ARM	arms	509.9474	-0.7647	0.9500	27811
1674	POOR	poor	513.0526	-0.8603	1.0000	45165
1675	PROMISE	promise	516.8205	-0.6315	1.0000	45645
1676	ALWAYS	always	519.9143	-0.7576	0.9474	27567
1678	HUT	shelter	542.2564	-0.5589	1.0000	48775
1679	LOAD	burden	576.9167	-0.4167	0.9474	30159
168	REST	relax	494.9231	-0.7484	1.0000	46752
1680	HELMET	helmet	549.2432	-0.5182	0.9737	38728
1681	WAIST	waist	537.3243	-0.6619	0.9737	54612
1682	GUILTY	guilty	526.6923	-0.6238	0.9750	38052
1683	BUSH	bush	549.0513	-0.4691	1.0000	30229
1684	BUD	bud	615.1515	-0.2286	0.8947	30006
1685	AFTER	after	517.8000	-0.7277	1.0000	27375
1686	BEHIND	behind	499.9722	-0.8022	0.9500	28638
1688	FATE	fate	608.0294	-0.3311	0.8947	35453
1689	SMOKE (INHALE)	smoking	553.0500	-0.4214	1.0000	49793
169	IT	it	471.6579	-0.9619	0.9500	39751
1690	FENCE	fence	557.0000	-0.5580	0.9737	35574
1698	CURVED	curved	556.6842	-0.4999	1.0000	33021
17	EYELID	eyelid	568.0789	-0.3102	0.9500	35255
1702	HOLY	sacred	671.0256	0.2097	0.9750	47645
1703	SIX	six	533.7105	-0.6494	1.0000	49293
1704	SEVEN	seven	546.2500	-0.5755	1.0000	48562
1705	EIGHT	eight	585.2632	-0.4199	1.0000	34796
1707	TWELVE	twelve	561.3056	-0.5113	0.9737	53853
1708	THIRTEEN	thirteen	566.0263	-0.4569	1.0000	52661
1709	FIFTEEN	fifteen	610.5263	-0.2691	1.0000	35684
1710	TWENTY	twenty	542.3077	-0.5759	0.9750	53858
1711	TELL	tell	536.4737	-0.6633	0.9500	52423
1712	OATH	oath	553.1351	-0.4925	0.9737	43391
1713	EIGHTEEN	eighteen	578.0769	-0.2821	1.0000	34797
1714	NINETEEN	nineteen	573.1500	-0.3259	1.0000	43158
1715	THIRTY	thirty	573.6579	-0.3472	0.9500	52665
1716	FORTY	forty	560.8684	-0.3734	0.9750	36446
1717	FIFTY	fifty	620.6842	-0.0811	0.9500	35692
1718	SIXTY	sixty	548.7368	-0.4223	0.9500	49305
1719	BURY	bury	688.7000	0.1572	0.8158	30224
1720	SIGN	mark	524.8421	-0.6962	0.9500	41740
1722	EIGHTY	eighty	583.8974	-0.2335	0.9750	34805
1724	NINETY	ninety	611.3243	-0.2060	0.9737	43163
1725	CORRECT (RIGHT)	correct	540.7105	-0.6228	1.0000	32313
1726	WET	wet	522.0750	-0.6931	1.0000	54993
1727	THRESHOLD	threshold	596.4167	-0.1705	0.9000	52722
1728	ROTTEN	rotten	551.3077	-0.5477	0.9750	47404
1730	CHEEK	cheeks	579.9459	-0.4106	1.0000	31021
1732	SKY	sky	500.5676	-0.8598	0.9737	49425
1733	RAINBOW	rainbow	548.2750	-0.5413	1.0000	46286
1735	TEAR (SHRED)	tear	530.0263	-0.5675	1.0000	52359
1737	OKRA	okra	834.2000	1.0279	0.2895	43513
174	PROUD	proud	555.9474	-0.6411	1.0000	45715
1740	PINE	pine	567.6579	-0.4585	1.0000	44659
1741	ABOVE	over	513.3590	-0.6917	0.9750	43776
1743	JOIN	unite	614.6923	-0.0483	1.0000	54011
1744	SPLEEN	spleen	637.3824	0.0130	0.8500	50504
1745	HIP	hip	546.2632	-0.4876	0.9750	38887
1746	BLADDER	bladder	561.6667	-0.4039	0.9750	28976
1747	CUSTOM	custom	551.0789	-0.6002	1.0000	33035
1748	RIDGE	ridge	601.6154	-0.2331	1.0000	47114
1749	TAKE	take	593.3684	-0.3774	1.0000	52147
175	BLOW (OF WIND)	blow	539.7000	-0.6865	1.0000	29174
1750	CHOOSE	chose	622.4286	-0.1318	0.9000	31227
1751	BIRTHMARK	birthmark	686.9474	0.1808	1.0000	28898
1752	LEAVE	depart	544.0263	-0.5429	1.0000	33542
1753	TOP	upon	534.3846	-0.5333	0.9750	54115
1754	BRACELET	bracelet	571.2500	-0.3234	1.0000	29590
1755	UNDRESS	undress	605.8718	-0.0459	0.9750	53982
1756	WIDOW	widow	573.9429	-0.3482	0.9737	55212
1757	TIRED	tired	579.2051	-0.4388	1.0000	52972
1763	CLUB	club	580.1081	-0.4499	1.0000	31620
1764	OBSCURE	obscure	553.9250	-0.4625	1.0000	43411
1766	FINISH	finish	534.3000	-0.5908	1.0000	35767
1767	SCRAPE	scrape	611.1143	-0.2300	0.9250	48149
1768	FOAM	foam	582.4865	-0.3458	0.9250	36189
1769	AXLE	axle	615.5938	0.0734	0.8000	28060
177	BETEL PEPPER VINE	betel	807.0000	1.5978	0.0263	28767
1771	TASTELESS	tasteless	567.6216	-0.3875	0.9750	52298
1772	ELK	moose	550.5263	-0.4788	0.9500	42516
1773	GRAVE	tomb	575.8158	-0.4788	0.9500	53060
1774	STINGY	stingy	641.5714	-0.0005	0.9474	51143
1775	TABLE	desk	523.3784	-0.7420	0.9737	33607
1776	SHAME	shame	544.7568	-0.6236	0.9737	48652
1778	APPROACH	approach	547.6579	-0.5396	1.0000	27730
1779	DARE	dare	550.5676	-0.6243	1.0000	33199
178	RIPE	ripe	573.0857	-0.3640	0.9474	47191
1780	BILE	bile	648.3714	0.1365	0.8750	28840
1781	THUMB	thumb	533.0769	-0.7007	1.0000	52791
1782	GUEST	guest	518.4359	-0.7099	0.9750	38027
1783	PAIN	pain	508.5526	-0.6950	1.0000	43858
1784	WANT	wish	513.9500	-0.7051	1.0000	55348
1787	LOOM	loom	596.7714	-0.3997	0.9474	41274
1788	TELEVISION	tv	590.5000	-0.4389	0.7632	53828
1789	AGE	age	505.1538	-0.8955	0.9750	27383
179	RIPEN	ripen	601.8788	-0.1727	0.8500	47192
1793	BAT	bat	580.8684	-0.4280	1.0000	28406
1794	FURROW	furrow	637.8529	0.0183	0.8947	36870
1796	SLAUGHTER	slaughter	615.3889	-0.1835	0.9474	49493
1797	HEDGEHOG	hedgehog	661.2778	0.1305	0.9737	38687
18	EARLOBE	earlobe	645.1351	-0.0187	0.9250	34657
1802	SCREW	screws	574.5789	-0.4355	1.0000	48193
1803	WOOD	log	528.8974	-0.6681	1.0000	41210
1804	BOMB	bomb	504.2778	-0.7508	1.0000	29342
1808	PUS	pus	772.8333	0.8333	0.4737	45960
1809	PIMPLE	pimples	609.0571	-0.0887	0.8750	44648
1810	DANGER	danger	524.5500	-0.6328	1.0000	33184
1812	TRY	tried	577.4474	-0.4786	1.0000	53514
1813	TASTY	tasty	542.4595	-0.5667	0.9737	52304
1814	ACCUSE	accuse	553.1250	-0.4653	1.0000	27228
1815	ACHE	ache	524.3158	-0.6898	1.0000	27232
1816	BESIDE	beside	630.3784	-0.1723	0.9737	28740
1817	WEST	west	581.6842	-0.1889	0.9500	54987
1819	LOOK	look	545.7750	-0.5892	1.0000	41266
1820	BEAR	bear	537.1282	-0.5635	1.0000	28501
1821	BRUSH	brush	532.7368	-0.6346	1.0000	29972
1823	BORROW	borrow	558.4474	-0.4071	0.9750	29473
1824	DEXTEROUS	skilful	650.6667	0.1691	0.7895	49356
1825	COPPER	copper	590.7838	-0.3873	0.9737	32234
1826	ANGRY	angry	495.8158	-0.9055	1.0000	27633
1828	ASK (REQUEST)	request	594.2778	-0.5483	0.9474	46886
1829	JUMP	jump	554.7436	-0.5292	1.0000	40061
183	BAKE	bake	545.6857	-0.4429	0.9000	28176
1830	CRANE	crane	634.4000	-0.1404	0.9474	32553
1831	MEET	meet	531.9737	-0.5327	0.9500	41973
1833	DINNER (SUPPER)	supper	578.6750	-0.3484	1.0000	51756
1834	SHE	she	545.8108	-0.5806	0.9737	48724
1835	MARROW	marrow	688.5000	0.1874	0.9500	41769
1837	VULVA	vulva	692.6154	0.5101	0.7000	54550
1838	NAVEL	navel	645.0250	0.0094	1.0000	42934
1839	CRY	weep	616.5000	-0.2022	0.9500	54917
184	MAST	mast	619.1892	-0.1021	0.9250	41828
1840	BUILD	build	507.4359	-0.7242	0.9750	30049
1841	SUSPECT	suspect	535.8750	-0.5141	1.0000	51828
1843	THOUSAND	thousand	580.6000	-0.4323	1.0000	52687
1844	BOAT	boat	545.1842	-0.5961	1.0000	29266
1845	BALL	sphere	544.4000	-0.4527	1.0000	50414
1846	RULE	rule	561.2368	-0.4394	0.9500	47539
1847	SICK	ill	509.6579	-0.7851	1.0000	39436
1848	QUARREL	quarrel	588.9189	-0.4045	1.0000	46052
1849	ROW	row	530.0769	-0.6725	0.9750	47466
185	FIREPLACE	hearth	633.5000	0.0552	0.5750	38638
1850	COTTON	cotton	554.1579	-0.6617	1.0000	32365
1851	POCKET	pocket	521.4474	-0.5746	0.9750	45046
1852	OFTEN	often	518.1622	-0.7513	0.9737	43478
1853	DOVE	pigeon	519.8974	-0.6849	0.9750	44595
1854	SPARROW	sparrow	556.7105	-0.4554	1.0000	50316
1855	BIRCH	birch	738.8571	0.4429	0.9211	28886
1856	SOFT	softness	557.9744	-0.3634	1.0000	50078
1859	THIRD	third	587.0000	-0.4373	0.9737	52652
186	SHIN	shin	609.8158	-0.1585	0.9500	48816
1860	BEAD	beads	616.5385	-0.0774	0.9750	28482
1861	ACTIVE	active	536.9500	-0.6410	1.0000	27256
1862	DONKEY	ass	532.7692	-0.6013	1.0000	27894
1864	HUNGER	hunger	612.5278	-0.2283	0.9250	39299
1865	BUZZARD	buzzard	632.0606	-0.0063	0.8947	30292
1866	STUTTER	stutter	636.9333	0.1687	0.7500	51534
1867	COIN	coin	529.8974	-0.7118	0.9750	31797
1869	BUY	buy	520.5250	-0.6882	1.0000	30286
187	LOIN	loins	625.6061	0.0605	0.9211	41227
1870	ANCHOR	anchor	558.4865	-0.4934	1.0000	27614
1871	CAMEL	camel	592.0270	-0.3804	0.9737	30431
1873	ANTHILL	anthill	833.0500	1.2483	0.5500	27673
1874	SAUSAGE	sausage	545.7297	-0.5805	0.9737	47860
1875	REGRET	repent	658.2500	0.0272	0.9737	46849
1876	REINDEER	reindeer	652.6667	0.2004	0.9250	46734
1877	EAST	east	551.4500	-0.4314	1.0000	34708
1879	DANCE	dance	491.6000	-0.8734	1.0000	33170
188	COMB OF BIRD	cockscomb	764.0000	1.7949	0.0250	31732
1881	ENOUGH	enough	572.2500	-0.3113	1.0000	34946
1882	BEFORE	till	551.8684	-0.5042	1.0000	52881
1884	HARD	hardness	641.3611	0.0310	0.9250	38394
1886	ARMPIT	armpit	566.4474	-0.2825	0.9500	27809
1887	CHEAP	cheap	537.1026	-0.5996	1.0000	30985
1888	PAIR	pair	501.7632	-0.7783	0.9750	43874
1889	ARSON	arson	627.6250	0.0558	1.0000	27839
1890	BELIEVE	believes	545.3333	-0.4410	0.9750	28666
1891	PUMA	puma	678.2692	0.0799	0.6842	45854
1892	TOUCH	touch	542.2895	-0.7233	1.0000	53198
1893	QUAIL	quail	609.0286	-0.1757	0.9211	46031
1894	ASHAMED	ashamed	625.7250	-0.0254	1.0000	27861
1895	CLOTHES	clothes	512.3611	-0.7873	0.9737	31583
1896	FINGERNAIL OR TOENAIL	nails	549.8000	-0.5243	1.0000	42863
1897	HELP	help	533.2105	-0.7352	1.0000	38735
1899	MAD	insane	529.8421	-0.5969	1.0000	39630
190	MOW	mow	603.7241	-0.1183	0.8000	42666
1901	SHOVEL	shovel	591.1667	-0.3049	0.9474	48968
1902	BETRAY	betray	653.0571	0.0085	0.9474	28773
1903	SWELLING	bump	560.7838	-0.5000	0.9737	30107
1904	DROWN	drown	592.8919	-0.2162	0.9737	34420
1905	EAGLE	eagle	527.1750	-0.6221	1.0000	34644
1906	SOUR	sour	541.7179	-0.5479	1.0000	50226
1907	MOLE	mole	554.5405	-0.4834	0.9250	42430
1909	SHAKE	shake	533.5000	-0.6326	1.0000	48624
191	NUT	nut	576.3077	-0.4813	0.9750	43356
1910	STINGRAY	stingray	730.0938	0.4770	0.8250	51140
1913	PRESS	press	559.7105	-0.6131	1.0000	45453
1914	DEBT	debt	549.0789	-0.5956	1.0000	33336
1915	FIR	fir	589.3889	-0.2591	0.5263	35779
1916	GILL	gills	673.9091	0.1997	0.8500	37281
1917	TIE	bind	567.6316	-0.2248	0.9750	28869
1918	MANE	mane	721.7576	0.3949	0.9211	41654
1919	TORCH	torch	563.4250	-0.4660	1.0000	53150
192	CORNER	corner	550.9737	-0.4968	1.0000	32291
1923	ROUGH	rough	511.0256	-0.6525	1.0000	47414
1924	VEIN	vein	585.1579	-0.3207	0.9750	54288
1926	OINTMENT	ointment	631.1944	-0.0357	0.9250	43508
1927	BAMBOO	bamboo	613.2368	-0.1687	0.9500	28224
1929	STUDY	study	554.8421	-0.6052	1.0000	51502
193	SHALLOW	shallow	582.3158	-0.3957	1.0000	48640
1930	RAVINE	ravine	655.3226	0.0113	0.8000	46459
1931	BEESWAX	beeswax	699.7576	0.4917	0.8684	28593
1932	GUESS	guess	519.5000	-0.7972	1.0000	38022
1933	LOOSEN	loosen	574.6579	-0.3330	0.9500	41293
1934	BEGGAR	beggar	647.8158	0.0307	0.9500	28614
1935	ANUS	rectum	639.1622	0.1008	0.9737	46602
1936	DEER	deer	543.7179	-0.5288	1.0000	33416
1937	THERE	there	546.6316	-0.4821	1.0000	52595
1938	FORTRESS	castle	516.1579	-0.7441	0.9500	30678
1939	SWEAR	swear	518.3784	-0.7227	0.9737	51903
1940	GUARD	guard	506.3333	-0.7141	1.0000	38008
1941	SOLDIER	soldier	564.6410	-0.4342	0.9750	50102
1942	NEAR	nearby	577.1026	-0.3357	1.0000	42948
1943	CROWN (OF HEAD)	crown	528.6486	-0.6488	0.9737	32831
1945	IDOL	figure	530.5750	-0.6218	1.0000	35702
1947	BASTARD	bastard	547.4500	-0.5370	1.0000	28398
1948	SAW	saw	497.8205	-0.8259	0.9750	47882
1949	BEDBUG	bedbug	755.8846	0.6363	0.7105	28547
195	MAT	mat	551.2778	-0.4948	0.9474	41839
1950	BEECH	beech	643.9706	0.1355	0.8750	28573
1951	PASS	pass	486.6750	-0.8329	1.0000	44073
1952	TORTURE	torture	530.5128	-0.5771	1.0000	53173
1953	ABUSE	abuse	549.9730	-0.5386	0.9737	27204
1954	GENTLE	meek	606.9394	-0.0465	0.8250	41968
1955	GRIEVE	mourn	555.1026	-0.4500	1.0000	42631
1957	GOITER	goitre	655.0000	0.6402	0.0526	37535
1959	RAW	raw	546.5789	-0.6234	1.0000	46465
196	DONATE	donate	577.9211	-0.4754	1.0000	34076
1961	NECKLACE	necklace	561.7895	-0.4291	1.0000	42968
1962	ROAST (SOMETHING)	roast	522.8000	-0.5960	1.0000	47267
1964	ALONE	alone	549.8000	-0.4622	1.0000	27546
1965	LOINCLOTH	sarong	712.5500	0.5809	0.5000	47821
1966	BUNCH	bunch	563.8974	-0.4004	0.9750	30119
197	OTHER	other	515.7778	-0.8449	0.9474	43636
1970	CANOE	canoe	614.6667	-0.0111	0.9750	30488
1971	FAN (OBJECT)	fan	492.9211	-0.8427	0.9500	35376
1972	KID	kid	522.3846	-0.8136	0.9750	40189
1973	DEMON	devil	556.2703	-0.6484	0.9737	33659
1975	CHECK	check	486.9487	-0.8472	0.9750	30998
1976	MERRY	merry	555.7105	-0.5880	1.0000	42048
1977	DEW	dew	588.6286	-0.2271	0.9000	33669
1979	CHISEL	chisel	698.0323	0.2311	0.8421	31168
1982	WHIRLPOOL	whirlpool	570.5263	-0.3363	1.0000	55113
1983	SNORE	snort	604.3784	-0.1221	1.0000	49967
1986	DISEASE	illness	608.2973	-0.2292	0.9737	39437
1987	CHOPSTICKS	chopstick	572.4167	-0.3119	0.9474	31213
1989	CALF	calf	593.2286	-0.2907	0.9211	30391
199	FAMINE	famine	636.3333	0.0559	0.9474	35372
1990	BECOME	become	531.9500	-0.6591	1.0000	28544
1991	INTESTINES	bowels	619.8158	-0.1286	1.0000	29554
1992	MORE	more	553.4054	-0.5507	1.0000	42541
1993	SELF	oneself	684.9394	0.3210	0.8500	43535
1995	DEFECT	defect	570.6842	-0.3646	0.9750	33427
1996	GET TIRED	tire	648.2667	0.0402	0.8500	52971
1997	PRESERVE	preserve	577.0256	-0.3116	0.9750	45446
1998	COMMAND	command	566.0811	-0.3800	1.0000	31895
2	DUST	dust	549.7027	-0.6943	0.9737	34588
20	SCYTHE	scythe	633.7500	0.2359	0.6579	48298
200	SAME	same	493.0789	-0.8416	1.0000	47747
2001	PAINTING	draw	572.0526	-0.4003	1.0000	34282
2002	DITCH	ditch	579.6111	-0.4500	0.9474	33946
2003	FLOW	flow	547.3158	-0.6343	1.0000	36116
2005	MASK	mask	540.3684	-0.5770	0.9500	41807
2006	FILL	fill	559.4615	-0.3834	0.9750	35717
2007	BOLT (OF LIGHTNING)	bolt	544.6000	-0.5476	1.0000	29337
2008	RESCUE	rescue	532.0278	-0.5578	0.9474	46897
2009	DOG	hound	538.9487	-0.5931	0.9750	39170
201	FARM	farm	530.3784	-0.5934	0.9737	35403
2011	COFFIN	coffin	532.7692	-0.5783	0.9750	31770
2012	COLLAR	collar	549.3421	-0.5368	1.0000	31823
2013	BAIT	bait	616.7027	-0.0506	0.9250	28171
2014	GO DOWN (DESCEND)	descend	560.3500	-0.3943	1.0000	33589
2017	MIX	mix	522.7895	-0.5826	1.0000	42355
2018	GREEDY	greedy	535.8378	-0.6875	1.0000	37791
2019	HAMMOCK	hammock	631.0833	-0.0891	0.9474	38281
202	STRENGTH	strength	487.2564	-0.8715	0.9750	51372
2020	PLAINTIFF	plaintiff	690.8261	0.4622	0.5750	44808
