CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_UTILITY_MEAN	ENGLISH_FAMILIARITY_GPT_SCORE	LINE_IN_SOURCE
1148	BRUISE	bruise	0.518801793103	6.4377913939892	36553
1149	ORPHAN	orphan	0.5300065153366668	6.13081694347704	32532
1150	THUNDER	thunder	0.5626691978089999	6.98201359024459	24190
1151	VEIL	veil	0.5265041414203333	5.98634896213993	33602
1153	CATTLE	cattle	0.5677491083736667	6.34831125225144	22786
1154	OLIVE	olive	0.5069169788536666	6.77727026044535	39116
1155	CAVE	cave	0.4988435306816667	6.81756706955787	42029
1156	OPEN	open	0.7546328471539999	6.99993354261925	176
1157	BECAUSE	because	0.7843008246986667	6.99998036232473	35
1158	STEP	step	0.7040992369256668	6.99330635085532	1543
1159	FART	fart	0.3748999944306666	6.98900944210909	72551
1160	THIEF	thief	0.6243334773836667	6.93245032655859	10456
1161	THREAD	thread	0.49656991275266665	6.13081713854851	42977
1162	INTENTION	intention	0.7192910912866667	6.67916346659188	920
1163	BRIBE (AMOUNT)	bribe	0.587231535839	6.2939085434696	18150
1165	MOUSTACHE	moustache	0.4612648475223333	6.31977042527176	52427
1166	MOULD	mould	0.4901599230186666	5.34578978132002	44694
1168	HAWTHORN	hawthorn	0.263233052049	3.6359826121706	82372
1169	OX	ox	0.35613159484466667	6.18641483473804	75542
117	IMITATE	imitate	0.6005524669903334	6.26877500985382	15026
1171	MIRROR	mirror	0.649556341703	6.99987632707875	6529
1172	SHOOT	shoot	0.566708481253	6.56184142470648	23104
1173	EYEBROW	eyebrow	0.605703482313	6.99966424420969	14107
1174	YESTERDAY	yesterday	0.7426509675803333	6.99994767515485	314
1175	GHOST	ghost	0.5538698152816667	6.97068570765899	26062
1176	SPADE	spade	0.517982756689	5.9754520188429	36811
1177	DIARRHEA	diarrhea	0.491302738021	6.97702079785081	44453
1178	NOSTRIL	nostril	0.5635821717399999	6.56205329230889	23950
118	BEWITCH	bewitch	0.40264170024333334	4.48782676024066	67397
1181	PALM TREE	palm tree	0.4494860308	6.67905458042618	56138
1182	NOISE	noise	0.6406045024279999	6.99477952034529	7730
1183	PALM OF HAND	palm	0.538098672152	6.13217270517478	30865
1184	DIMINISH	diminish	0.5546151898736666	5.9921721039617	25901
1185	VULTURE	vulture	0.4740831313643333	6.01706694536774	49246
1187	GOOSE	goose	0.45337071599600004	6.62240005888198	54831
1188	CHARCOAL	charcoal	0.48490867122099995	6.11877817185175	45629
1189	ULCER	ulcer	0.5392465384416667	5.73085030074728	30639
119	DIVE	dive	0.6281629171993334	6.32061438890239	9773
1190	HARE	hare	0.37399292700366665	5.82000123510711	72695
1192	THREATEN	threaten	0.6226162094989999	6.85194590912236	10708
1193	STEAM	steam	0.5938179772383333	6.79814758495368	16412
1194	BEAVER	beaver	0.41536640698800004	6.07416609686881	64381
1195	GIVE BIRTH	give birth	0.7002669983026667	6.98756563577334	1810
1197	BABOON	baboon	0.4821627947286667	5.91584555451332	46296
1198	MANY	many	0.6255276011123333	6.99999561444331	10236
1199	WIFE	wife	0.647930195415	6.99987633429621	6765
12	MIDDAY	noon	0.6475139840530001	6.9959298271654	6832
120	PITCHER	pitcher	0.46702473133466665	6.05351080110377	51329
1200	HUSBAND	husband	0.6441408092003333	6.99985977520541	7264
1201	FEATHER	feather	0.5696242257196668	6.90464164189056	22184
1202	BIG	big	0.734228156624	6.9999973258604	510
1203	LONG	long	0.6554145655596666	6.99640632139863	5678
1204	BARK	bark	0.5392373640346667	6.86693876219859	30641
1205	TONGUE	tongue	0.62085961751	6.98201235885287	10989
1207	YOUNG	young	0.666836980551	6.994779633462	4469
1208	CAT	cat	0.66911653291	6.9999988132272	4211
1209	I	I	0.7292726550933334	6.99999846145331	599
121	SPIN	spin	0.49578895816966667	6.67910336685802	43231
1210	HEAVY	heavy	0.6805423633546667	6.99807315502786	3114
1211	HE	he	0.7010870596343334	6.99999839522219	1753
1212	WE	we	0.7582420495300001	6.99999597885879	141
1213	YOU	you	0.7515703564516666	6.99999951262209	213
1214	THIS	this	0.648538233351	6.99999719015116	6684
1215	THOU	thou	0.399956477095	4.45395464427629	67899
1216	MOTHER	mother	0.7171311697989999	7.00000032013144	1022
1217	FATHER	father	0.6846468864226667	6.99999718923088	2792
1218	ROPE	rope	0.5708053611273333	6.99929035839645	21814
1219	WORM	worm	0.518713162787	6.97068430372021	36583
122	CART	wagon	0.38651160596166667	6.06585137521967	70517
1220	TAIL	tail	0.46766241691233335	6.81756144073431	51184
1221	NOSE	nose	0.6538158197603333	6.99999285899598	5893
1222	PENIS	penis	0.6140890738616666	6.99807296971423	12275
1223	HEART	heart	0.7368885670743334	6.99982023683209	423
1224	LIVER	liver	0.521140814488	6.65120457726083	35731
1225	DAY (NOT NIGHT)	day	0.7402671757989999	6.99999924052181	344
1226	YEAR	year	0.681216158298	6.99999446559525	3060
1227	BOARD	board	0.6026502863776666	6.92413763946264	14657
1228	EARTH (SOIL)	earth	0.674786528297	6.99999769542297	3577
1229	OLD	old	0.7058642118403333	6.99998825177933	1436
123	FOREHEAD	forehead	0.7011989299586667	6.99142136369623	1741
1230	DIRTY	dirty	0.6217487058493333	6.9770204356865	10852
1231	NEW	new	0.6668776392273333	6.99992458852145	4466
1232	WARM	warm	0.719348495748	6.99029095617505	916
1233	NIGHT	night	0.7263549415439999	6.999890246548	645
1234	SMOOTH	smooth	0.667130995973	6.99029095877543	4438
1235	WHO	who	0.717542891246	6.99999584926131	1001
1236	WHAT	what	0.6755560152323333	6.99999862847476	3504
1237	WHERE	where	0.6768756970843333	6.99995950700714	3395
1238	WHEN	when	0.71057437359	6.99999686877194	1238
1239	HOW	how	0.6546575523903333	6.99999584987199	5782
124	THORN	thorn	0.5202184382616667	5.91674310137184	36091
1240	NOT	not	0.7220705403853334	6.99999174755113	776
1241	SOME	some	0.5843877058773334	6.99994768516831	18812
1242	FEW	few	0.7029058404209999	6.99539006531152	1630
1243	WIDE	wide	0.6540106809813334	6.99538941831428	5874
1244	THICK	thick	0.6672125234003333	6.99142136431457	4429
1245	BUTTER	butter	0.610147704132	6.99985976770478	13129
1246	SMALL	small	0.6881306637356667	6.99999686932998	2514
1247	EAR	ear	0.5745884782356666	6.9975272922718	20754
1248	EYE	eye	0.6556321095773333	6.99999719066625	5642
125	SWEAT (SUBSTANCE)	sweat	0.5836652246416666	6.90464511063774	18962
1250	JAGUAR	jaguar	0.36737389694166667	6.46871557236101	73839
1251	BELLY	belly	0.49640753994333336	6.67888078077491	43018
1252	HOUSE	house	0.6976918271060001	6.99999943155384	1952
1254	HANDLE	handle	0.6103940996509999	6.93991086700882	13086
1256	HEAD	head	0.6140194659676667	6.99973807879018	12293
1257	WING	wing	0.6177244177633333	6.90464350554973	11508
1258	FINGERNAIL	fingernail	0.5071797671649999	6.99538999915749	39050
1259	WEDDING	wedding	0.6250640217886666	6.99997795907336	10306
126	SWEAT (PERSPIRE)	perspire	0.5083420045073334	4.97335708860056	38745
1260	DAY (24 HOURS)	one day	0.6019904975373334	6.93029080107338	14773
1261	SING	sing	0.6521894606083333	6.99829854536009	6148
1262	BROTHER	brother	0.6577384909139999	6.99992455938532	5374
1263	SISTER	sister	0.6895228955706667	6.9998902520721	2390
1264	CHANGE	change	0.7051828369346668	6.9999803612591	1476
1265	HIGH	high	0.5224421206006666	6.99882974298646	35213
1266	BRIDE	bride	0.5647486266123333	6.73100720387909	23643
1267	NARROW	narrow	0.5679580302116666	6.73101283033513	22722
1268	YES	yes	0.7504124224296667	7.00000004963046	228
1269	NO	no	0.7575813094446667	6.99999687069776	145
127	EXTINGUISH	extinguish	0.5855564544603333	5.94699833069425	18545
1270	WHY	why	0.7045587028133333	6.99999732593805	1510
1271	DELIGHT	please	0.7299688311173332	6.99997195504298	588
1272	AUNT	aunt	0.5237587769863333	6.92413103211968	34649
1273	CANDLE	candle	0.5361839237396667	6.99908898454388	31211
1274	SALT	salt	0.5436810689996666	6.99999481447825	29340
1275	ANSWER	answer	0.670183574749	6.99990359394692	4068
1276	AUTUMN	autumn	0.7358105106206666	6.9859323601483	458
1277	HAND	hand	0.7121145187029999	6.9999539704913	1181
1278	VOMIT	vomit	0.6231123751940001	6.73100782593905	10644
1279	FAT (OBESE)	fatness	0.41126885446399997	5.64387465900167	65322
128	MUMBLE	mumble	0.5562746113179999	5.94930540406022	25582
1280	FALL	fall	0.5459130647963333	6.97066709162265	28562
1281	PRISON	prison	0.5702454249596667	6.99142157603253	21984
1282	FAT (FROM ANIMALS)	lard	0.443405552295	5.40126597678474	57637
1283	TODAY	today	0.7699842272	7.00000019416954	72
1284	BANK	bank	0.6892712025766667	6.99807278896977	2417
1285	IMPORTANT	important	0.8121387613743334	6.99979593790549	4
1286	HOT	hot	0.723969395098	6.9998763595381	698
1287	COLD	cold	0.7242918381410001	6.99970397126919	691
1288	CAP	cap	0.5046035687116667	6.43737539937648	39748
1289	BABY	baby	0.6931449309613334	6.99987633501701	2143
129	CHOKE	choke	0.6474118274996666	6.03452768902869	6855
1290	ELEPHANT	elephant	0.47162541566666666	6.99867470565367	50136
1291	BACK	back	0.6903082996956668	6.99984135633784	2326
1292	BAD	bad	0.6074980559356667	6.99998444864112	13718
1293	MISTAKE	mistake	0.6879527796330001	6.99781727108329	2522
1294	ZERO	zero	0.6899326076913334	6.99998036190719	2358
1295	STICK	stick	0.5465858774806666	6.93244697777318	28317
1296	WALKING STICK	walking stick	0.5265932582653333	6.24169945010267	33574
1297	LEG	leg	0.6930472342749999	6.98901126075597	2152
1298	NEWSPAPER	newspaper	0.649841957136	6.99994120796445	6479
1299	COFFEE	coffee	0.6666575158083333	6.99999585812062	4496
13	DECEIT	deceit	0.6002732654646666	5.70542410955343	15076
130	GRATIS (OF CHARGE)	free of charge	0.623404842923	6.75370164176646	10605
1300	COUNTRY	country	0.6902282868323333	6.9999142643672	2335
1301	FOOT	foot	0.5920382145113333	6.99896758134055	16873
1302	FORK	fork	0.5880996142653333	6.9959297776468	17922
1303	FINGER	the finger	0.4445965847916667	5.8327277320181	57399
1304	CHILD (YOUNG HUMAN)	kids	0.7360874697143333	6.99896765371875	445
1305	CHIMNEY	chimney	0.5287267727536668	6.22245161611707	32881
1306	QUEEN	queen	0.566178418783	6.99829929182237	23245
1307	LANGUAGE	language	0.7217036069126667	6.99992456987639	791
1308	DOUBT	doubt	0.7177299969783334	6.95790878917158	995
1309	ASK (INQUIRE)	ask	0.7468476332223334	6.99991429911477	280
131	FESTIVAL	festival	0.580741953958	6.93991172543504	19521
1310	CLEVER	clever	0.720267244748	6.93990321932875	871
1311	VERY	very	0.704904788374	6.99999752655134	1488
1312	FOX	fox	0.617373115281	6.92413214151419	11585
1313	MOON	moon	0.5680539136306667	6.99849863738053	22685
1314	QUIET	quiet	0.6967655125613333	6.99142145122577	2004
1315	RADIO	radio	0.6932988022316667	6.99849873987056	2132
1316	TENT	tent	0.6308164472716666	6.65133197205969	9336
1318	CHICKEN	chicken	0.6440756286876667	6.99999174696749	7272
1319	COWARD	coward	0.5682457085546667	6.22183421777332	22611
132	SAUCE	sauce	0.5511064606473334	6.98593518961592	26806
1320	APPLE	apple	0.5970219847636667	6.99999839692239	15673
1321	BOTTLE	bottle	0.5917121252053333	6.99998287267859	16960
1322	BREAKFAST	breakfast	0.718810074088	6.99999769349818	947
1323	CLOCK	clock	0.6371718545739999	6.99999446533526	8248
1324	SLIP	slip	0.5956359534213334	6.16414616281743	15972
1325	FRIEND	friend	0.7816209312106667	6.99999285738579	42
1326	DOWN	down	0.6721402801599999	6.99807265259768	3831
1327	UNCLE	uncle	0.569728530769	6.93990836516319	22155
1329	TOMORROW	tomorrow	0.768413166411	6.99999862954035	87
133	WEAVE	weave	0.48377631322199993	6.01737770140242	45870
1330	DEFEND	defend	0.6359322560323334	6.99477952575922	8465
1331	SHEEP	sheep	0.6087041236716667	6.99867471164715	13454
1332	NEIGHBOUR	neighbor	0.617450905736	6.99640641574925	11567
1333	NECK	neck	0.662021205408	6.98201243784426	4962
1334	GUTS	guts	0.587964312778	6.37566458482909	17950
1335	WHITE	white	0.706420574018	6.99999686932998	1398
1336	EAT	eat	0.74852092043	6.99997506360076	263
1337	PIG	pig	0.505443284009	6.99477916721403	39512
1338	PEACE	peace	0.7183461710093333	6.99992456550087	968
1339	MORNING	morning	0.7550758869093334	6.99999726424654	170
134	FAULT	fault	0.68218733838	6.62239178019129	2997
1340	WITH	with	0.7049831274466666	6.9999882536775	1484
1342	SUMMER	summer	0.6121203473853334	6.99998825059836	12738
1343	SUN	sun	0.637362776975	6.99996380468015	8211
1344	RAM	ram	0.42019666981933335	6.01524240552141	63439
1345	EWE	ewe	0.3792981667463334	4.41384457280487	71876
1346	THROAT	throat	0.6266757405036666	6.96267141701925	10054
1347	NAPE (OF NECK)	nape	0.3201636926686667	4.98527708187448	79454
1348	BOAR (MALE PIG)	boar	0.433433305101	5.77744463365524	59937
1349	CHURCH	church	0.5354112168466667	6.9964054726903	31358
135	BOOMERANG	boomerang	0.42667350174033336	6.0718086718172	61969
1350	MONKEY	monkey	0.53985793451	6.99961938672233	30496
1352	KNIFE	knife	0.5898334469736667	6.99849854901073	17450
1353	HOUR	hour	0.6449337655936667	6.99984132979008	7176
1354	NEXT	next	0.5216477779483333	6.99984134189688	35520
1355	LAUGH	laugh	0.7589065741216666	6.99908822756638	138
1356	NUMBER	number	0.722224416291	6.99999053739419	770
1357	DAUGHTER	daughter	0.7476329664416667	6.99990359150947	267
1358	ENEMY	enemy	0.6005338239786667	6.99142166095503	15030
1359	SEPARATE	separate	0.64999888661	6.99539027285162	6443
136	HERE	here	0.6636237730333333	6.99990359976472	4803
1360	DUCK	duck	0.4828332225736667	6.99976906444113	46110
1361	TOOL	tool	0.7241282164433334	6.99682755082792	696
1362	STREET	street	0.7315548599326666	6.99998444864112	555
1363	VOICE	voice	0.6343008253266667	6.99867477233877	8718
1364	HEALTHY	healthy	0.7357773655296667	6.99973805103689	460
1365	KITCHEN	kitchen	0.7061286526839999	6.99999769461604	1415
1366	BOY	boy	0.6902147531480001	6.99999561352304	2339
1367	CROSS	cross	0.6397691184023334	6.95256879936593	7846
1368	BREAD	bread	0.662538914806	6.99999585058165	4911
1369	GOLD	gold	0.5641516795946667	6.99999597403444	23811
137	COCA	coca	0.3183271435246667	4.32336446958935	79576
1370	MONTH	month	0.7502729194373333	6.99994767363422	232
1371	KNEE	knee	0.6794756128460001	6.99781733810797	3192
1372	MEDICINE	medicine	0.6749820008276667	6.99998933854876	3559
1373	TEA	tea	0.7024005497446667	6.99973806205666	1667
1374	RING	ring	0.588375029263	6.99781663325783	17844
1375	WINDOW	window	0.661728775287	6.99998933608205	4992
1376	NOW	now	0.707408362158	6.99999481567752	1351
1377	VISIT	visit	0.6498847369149999	6.99752696779957	6471
1378	SPOON	spoon	0.6409820464726667	6.99997195054679	7684
1379	TELEPHONE	telephone	0.7867577919306666	6.99929034354196	28
138	BATHE	bathe	0.5442789767006667	6.07227937657557	29135
1380	TOOTH	tooth	0.7209674705976666	6.99242243901837	832
1381	SHOE	shoe	0.6447193034866667	6.99999597432904	7208
1382	NEEDLE (FOR SEWING)	needle	0.5488583692466668	6.88079035633561	27542
1383	GRANDFATHER	grandfather	0.5925693331326666	6.99682692631292	16740
1384	SECOND	second	0.6471731324896667	6.99989026881947	6901
1385	PEPPER	pepper	0.6120406852076666	6.99985975725913	12754
1386	LION	lion	0.5436238554293333	6.9999412133694	29357
1387	ARRIVE	arrive	0.6574585368806667	6.99539048880004	5400
1388	SHADE	shadow	0.5556617174906666	6.99640657253818	25700
1389	TOE	toe	0.45829460343699996	6.99867485637853	53177
139	GUMS	gum	0.5205421970446666	6.81747613829881	35976
1390	WRONG	wrong	0.6706188694673334	6.99982020329723	4015
1391	TOWN	town	0.6380998362013334	6.99752711675214	8086
1392	LOUSE	lice	0.39388549082133334	6.01128400858696	68992
1393	HORN (ANATOMY)	horn	0.49558930988966665	6.49986506005372	43310
1394	BONE	bone	0.5152132441926667	6.98201340505089	37504
1395	ROUND	round	0.636661432188	6.99142214574116	8343
1396	SHARP	sharp	0.6556986753436667	6.94659511108785	5633
1398	DRY	dry	0.6306248043410001	6.99640609360762	9380
1399	CLAY	clay	0.47332737590266666	6.62234910812698	49551
14	YOKE	yoke	0.37274190535533336	4.20615428459334	72913
140	PADDY FIELD	paddy field	0.34702788582	5.13571769285796	76724
1400	THIN (SLIM)	skinny	0.49748014427466664	6.67906906268677	42608
1401	DRINK	drink	0.6788099661116668	6.99976908214044	3246
1402	BREAST	breast	0.6115415344566667	6.93988074499252	12861
1403	BITE	bite	0.6304612774853333	6.99883030232205	9402
1404	STRAIGHT	straight	0.7201195154429999	6.995929198828	881
1405	NAME	name	0.69923355838	6.99999881231974	1876
1406	FAR	far	0.5978542577179999	6.9398890346422	15514
1407	BREATHE	breathe	0.7151990275543333	6.99970398420474	1097
1408	HEAR	hear	0.6879901829276666	6.99989024769329	2520
1409	SEE	see	0.6889927206466666	6.99999286319188	2442
1411	LIE (REST)	lie	0.6534962234639999	6.99538821918274	5933
1412	RUDE	rude	0.6629614216173333	6.95257103465347	4858
1413	PLAY	play	0.7108394653456666	6.9992895378618	1229
1414	SQUEEZE	squeeze	0.6091778905973334	6.67915718013022	13341
1416	SIT	sit	0.631310699087	6.99999446533526	9254
1417	KILL	kill	0.6767327508603334	6.99028885495921	3406
1418	DIG	dig	0.5453053322439999	6.31989443448699	28784
1419	FEAR (BE AFRAID)	fear	0.7228536553013334	6.99829863237297	743
142	RETURN HOME	go home	0.629204402895	6.99477732656866	9608
1420	COUNT	count	0.68084532414	6.98593288988891	3087
1421	SUCK	to suck	0.5035276221463333	6.81650508983719	40137
1422	BE ALIVE	live	0.6619113647616667	6.96265536126567	4972
1423	FIGHT	fight	0.617462341423	6.99829919428144	11564
1424	YELLOW	yellow	0.7014079175503335	6.99970315794279	1722
