CONCEPTICON_ID	CONCEPTICON_GLOSS	ITALIAN	ITALIAN_FREQUENCY	ITALIAN_CD	ITALIAN_POS	LINE_IN_SOURCE
3001	POWERFUL	potente	3623	2518	ADJ	2181
3003	SOLID	solido	534	464	ADJ	9539
3006	SPACE (AVAILABLE)	spazio	7786	4436	NOM	1131
3033	SCARED	spaventato	3794	2878	VER	2095
3059	MALARIA	malaria	234	129	NOM	17155
3069	FALSE	falso	3142	2233	ADJ	2432
307	HAWK	falco	799	281	NOM	7155
3078	IRRIGATE	annaffiare	55	48	VER	42526
3083	BALLOON	palloncino	385	224	NOM	12114
3084	BLACKBOARD	lavagna	378	310	NOM	12262
3085	CARROT	carota	311	199	NOM	14128
3086	COMPUTER	computer	8130	3406	NOM	1100
3087	PACIFIER	ciuccio	92	61	NOM	31095
3088	ENVELOPE	busta	1844	1226	NOM	3717
3089	GIRAFFE	giraffa	187	118	NOM	19898
3090	GUITAR	chitarra	1421	635	NOM	4643
3091	LEMON	limone	746	540	NOM	7518
3092	LIGHTER	accendino	557	360	NOM	9282
3093	LIPSTICK	rossetto	828	583	NOM	6944
3094	PAINTBRUSH	pennello	335	293	NOM	13400
3095	POSTMAN	postino	559	311	NOM	9268
3096	RACKET	racchetta	148	105	NOM	23058
3099	SOFA	divano	2760	1860	NOM	2707
31	PAN	padella	368	277	NOM	12519
3101	SWING	altalena	206	140	NOM	18649
3104	THERMOMETER	termometro	154	122	NOM	22465
3105	UMBRELLA	ombrello	513	320	NOM	9853
3106	WARDROBE	armadio	1991	1427	NOM	3525
3107	WHISTLE (INSTRUMENT)	fischietto	185	136	NOM	19986
3110	CLAP	applaudire	95	92	VER	30461
3111	CONDUCT	dirigere	781	633	VER	7273
3112	ERUPT	eruttare	35	30	VER	54681
3113	FILE (SOMETHING)	limare	19	16	VER	77187
3114	GRATE (SOMETHING)	grattugiare	5	5	VER	153940
3116	HATCH (OUT)	schiudere	14	14	VER	91823
3118	IRON (CLOTHES)	stirare	111	95	VER	27586
3119	MASSAGE (SOMEBODY)	massaggiare	64	57	VER	38753
3120	MOP (SOMETHING)	spazzare	209	187	VER	18446
3121	OPERATE (MEDICINE)	operare	777	576	VER	7306
3122	PAINT (SOMETHING)	pitturare	45	42	VER	47488
3123	PHOTOGRAPH (SOMETHING)	fotografare	343	281	VER	13186
3124	PLAY (INSTRUMENT)	suonare	3285	1815	VER	2342
3126	POST (SOMETHING)	imbucare	36	33	VER	54229
3127	RAKE (SOMETHING)	rastrellare	43	39	VER	48616
3129	SKATE	pattinare	202	143	VER	18909
3130	SPILL (SOMETHING)	versare	387	348	VER	12066
3131	SUNBATHE	abbronzarsi	15	13	VER	86560
3132	SURF	surfare	63	36	VER	39025
3135	VACUUM (SOMETHING)	pulire	2359	1828	VER	3087
3136	WATCH (TV)	guardare	13227	8252	VER	733
3138	STRAWBERRY	fragola	376	261	NOM	12321
3140	VEST	canottiera	95	75	NOM	30454
3160	SLAP	schiaffo	576	435	NOM	9058
3188	MIGHTY OR POWERFUL OR STRONG	possente	166	135	ADJ	21473
319	LICK	leccare	401	334	VER	11775
3190	BROKEN (NOT WORKING)	spezzato	1562	1272	VER	4260
3202	CANNON	cannone	902	465	NOM	6527
3204	INSULT	insulto	491	417	NOM	10188
3299	KIND	cortese	394	299	ADJ	11934
3303	PICTURE (PAINTING)	quadro	2234	1245	NOM	3235
3306	NAIL	inchiodare	173	166	VER	20831
3328	ORANGE (COLOR)	arancione	604	424	ADJ	8758
3336	FUNERAL	funerale	3352	1911	NOM	2303
3357	CUPBOARD	credenza	244	207	NOM	16669
3375	PATIENT (SICK PERSON)	paziente	7110	2680	NOM	1241
3376	ROBBER	rapinatore	352	226	NOM	12943
3389	MEASLES	morbillo	119	64	NOM	26556
3396	BUILDING	edificio	5640	2957	NOM	1497
3405	RULER	righello	69	58	NOM	36965
342	HAY	fieno	304	175	NOM	14338
3425	JOKE	scherzo	5713	3885	NOM	1477
3446	PINK	rosa	3701	1931	NOM	2149
3454	KISS (NOUN)	bacio	4736	2764	NOM	1706
3460	BEACH	spiaggia	3848	2029	NOM	2061
3468	KINDNESS	gentilezza	911	749	NOM	6487
3535	BE DEFEATED	sconfitto	879	676	VER	6649
3544	WAVE (VERB)	salutare	1926	1611	ADJ	3604
356	SHEARS	forbici	677	444	NOM	8105
3604	LIGHT BLUE	azzurro	784	494	ADJ	7251
3622	BURN (INJURY)	bruciatura	150	124	NOM	22924
3624	LEPROSY	lebbra	97	49	NOM	30121
3625	HEADACHE	emicrania	305	227	NOM	14304
3633	CURIOUS	curioso	1799	1504	ADJ	3801
3635	ADULT	adulto	1643	1287	ADJ	4093
3640	GOSSIP	pettegolezzo	222	164	NOM	17732
3644	AGREEMENT	accordo	48726	13869	NOM	258
3665	TRAVEL	viaggiare	1719	1316	VER	3956
3667	LOST	perso	25288	12079	VER	434
367	RIDE	cavalcare	573	412	VER	9097
3672	DIVORCE (SEPARATE)	divorzio	2665	1568	NOM	2789
3675	ZEBRA	zebra	270	97	NOM	15561
3702	SLIPPERY	scivoloso	145	121	ADJ	23357
3703	STICKY	colloso	2	2	ADJ	266824
3707	BEIGE	beige	167	117	ADJ	21363
3709	BRILLIANT	brillante	2241	1770	ADJ	3218
3710	CLEAR (TO SEE)	limpido	111	98	ADJ	27639
3711	TIE (NOUN)	cravatta	1586	1032	NOM	4206
372	POINTED	appuntito	103	82	VER	29037
3746	VASE	vaso	1076	714	NOM	5700
3749	HATE (LOATHING)	odio	11887	6788	VER	803
3750	KHAKI	cachi	70	55	ADJ	36592
3752	LILAC	lilla	47	32	ADJ	46324
3754	TRANSPARENT	trasparente	318	270	ADJ	13905
3756	FLORAL	floreale	95	75	ADJ	30534
3759	FOGGY	nebbioso	24	21	ADJ	67676
376	FRAGRANT	fragrante	27	27	ADJ	63375
3760	THUNDERY	tonante	21	19	ADJ	73194
3762	SAFE	sicuro	48964	15767	ADJ	256
377	LOUD	squillante	17	14	ADJ	83150
378	PINCH	pizzicotto	66	58	NOM	37994
379	BLUNT	smussato	29	27	VER	60944
380	WRINKLED	spiegazzato	11	10	VER	104510
3800	IVORY	avorio	204	155	NOM	18787
3814	HANDSOME	attraente	1927	1478	ADJ	3599
3830	WALL	muro	5390	3335	NOM	1554
3834	LOVE (AFFECTION)	amore	30869	9440	NOM	367
3858	CONFUSED	confuso	2394	1939	VER	3044
3866	ABORTION	aborto	622	368	NOM	8610
3867	ALCOHOLIC (PERSON)	alcolista	245	169	NOM	16625
3869	ANXIOUS	ansioso	587	535	ADJ	8949
3870	RUSTY	arrugginito	277	240	VER	15292
3871	MURDERER	assassino	9684	3783	NOM	947
3872	BLOND	biondo	506	348	ADJ	9971
3873	CHOCOLATE	cioccolato	2340	1465	NOM	3110
3874	KNOWLEDGE	conoscenza	4126	3033	NOM	1933
3875	CRIMINAL	criminale	3270	2238	ADJ	2352
3876	DENTIST	dentista	1130	614	NOM	5487
3877	DEPRESSION	depressione	1102	768	NOM	5597
3878	DIAMOND	diamante	870	421	NOM	6678
3879	IMAGINE	immaginare	4139	3327	VER	1927
3880	FIGHT (COMBAT)	lotta	3533	2267	NOM	2224
3881	PISTOL	pistola	17382	5494	NOM	596
3883	NOISY	rumoroso	265	247	ADJ	15743
390	PUNISHMENT	punizione	2151	1473	NOM	3336
391	BLESS	benedire	148	127	VER	23114
3914	TURQUOISE	turchese	54	45	NOM	42766
419	SEVERE	grave	5175	3717	ADJ	1599
42	STINKING	fetido	50	45	ADJ	44480
420	FOREST	foresta	2453	1182	NOM	2987
425	BE LATE	ritardato	840	576	VER	6878
474	DRESS	abito	2642	1828	NOM	2812
480	PLATE	piatto	2988	2215	NOM	2526
487	SHY	timido	843	672	ADJ	6856
488	MANNER	modo	68182	17217	NOM	190
492	THREE	tre	52236	15199	ADJ	238
493	FIVE	cinque	21491	9743	ADJ	506
494	FLIRT	flirtare	415	336	VER	11520
496	CUCUMBER	cetriolo	167	111	NOM	21330
497	SCAR	cicatrice	967	645	NOM	6223
500	CRUEL	crudele	2181	1714	ADJ	3290
503	FROG	rana	591	324	NOM	8906
504	LEARN	apprendere	179	166	VER	20413
528	DREADFUL	orribile	5170	3719	ADJ	1603
53	SPIRIT	spirito	5510	3038	NOM	1524
537	TURBID	torbido	41	39	ADJ	50377
539	NEST	nido	1014	726	NOM	5998
541	POETRY	poesia	1829	914	NOM	3745
544	SPICY	piccante	714	519	ADJ	7759
55	WHISPER	sussurrare	104	92	VER	28851
554	HINDER	ostacolare	161	147	VER	21881
557	OFFEND	offendere	346	314	VER	13092
571	STING	pungere	50	45	VER	44544
578	KISS	baciare	1373	1070	VER	4765
580	FUR	pelliccia	458	310	NOM	10723
584	DIFFICULT	difficile	22000	11331	ADJ	495
585	BOOT	stivale	288	185	NOM	14849
586	GARDEN	giardino	3741	2310	NOM	2119
587	ANT	formica	316	113	NOM	13964
588	BROKEN	rotto	6898	4544	VER	1270
589	CLOSED	chiuso	9013	5878	VER	1021
590	NAKED	svestito	16	12	VER	83171
603	COAT	cappotto	1543	1012	NOM	4315
604	GLASS	bicchiere	3888	2646	NOM	2043
606	GRASS	erba	3633	1879	NOM	2176
615	HORSE	cavallo	7514	2785	NOM	1167
616	HOSPITAL	ospedale	14272	5910	NOM	680
617	ICE	ghiaccio	4085	2291	NOM	1953
619	ANIMAL	animale	3874	2456	ADJ	2047
620	INSECT	insetto	810	444	NOM	7074
621	IRON	ferro	2238	1546	NOM	3223
624	LAKE	lago	3003	1411	NOM	2517
625	LAMP	lampada	952	644	NOM	6295
628	LEAF	foglia	430	315	NOM	11210
630	LIGHT (RADIATION)	luce	13035	6428	NOM	745
633	MARKET	mercato	4237	2586	NOM	1889
634	MEAT	carne	6665	3782	NOM	1310
635	MILK	latte	4456	2555	NOM	1800
638	MOTORCYCLE	motocicletta	305	223	NOM	14288
639	MOUNTAIN	montagna	2987	1632	NOM	2528
641	MUSHROOM	fungo	349	224	NOM	13006
642	MUSIC	musica	11133	4549	NOM	847
644	OAK	quercia	273	190	NOM	15422
645	OCEAN	oceano	2236	1301	NOM	3227
646	ASH	cenere	771	533	NOM	7347
648	PAPER	carta	8741	4875	NOM	1047
653	PLANT (VEGETATION)	pianta	1213	759	NOM	5207
654	PLASTIC	plastico	297	225	ADJ	14552
655	POISON	veleno	2159	1150	NOM	3320
658	RAIN (PRECIPITATION)	pioggia	2889	1707	NOM	2600
662	BATTERY	pila	505	404	NOM	9985
665	BEE	ape	443	254	NOM	10991
666	RIVER	fiume	4687	2153	NOM	1722
668	ROCK	roccia	1422	934	NOM	4639
670	ROOT	radice	445	334	NOM	10963
671	SAND	sabbia	1940	1156	NOM	3577
674	MOUTH	bocca	11851	6935	NOM	804
677	AXE	zappa	92	82	NOM	31073
679	BRIGHT	luminoso	424	350	ADJ	11328
681	DESTROY	distruggere	3498	2597	VER	2233
683	PERSON	uomo	84459	16410	NOM	162
686	EASY	facile	15858	9276	ADJ	630
695	GO	andare	107915	18436	VER	128
698	WISE	saggio	1912	1334	ADJ	3625
699	SAD	triste	7074	4582	ADJ	1245
70	BRACKISH	salmastro	3	3	ADJ	184276
700	CARRY	trasportare	859	746	VER	6754
701	SLOW	lento	1272	983	ADJ	5049
704	CLEAN	pulito	3654	2709	VER	2171
706	DARK	buio	4636	3175	NOM	1739
712	RICH	ricco	3395	2337	ADJ	2290
713	STEAL	rubare	3629	2583	VER	2177
714	SEED	seme	601	438	NOM	8797
717	SWEET	dolce	8612	5374	ADJ	1059
721	LOW	basso	4787	3507	ADJ	1697
724	READ	leggere	6744	4399	VER	1299
729	DAWN	aurora	1	1	NOM	313441
730	SNAKE	serpente	1909	891	NOM	3630
731	BEVERAGE	bibita	526	412	NOM	9667
735	OWL	gufo	317	147	NOM	13927
737	LIGHT (IGNITE)	accendere	1447	1211	VER	4576
739	FEED	nutrire	306	264	VER	14251
74	PUPPY	cucciolo	1229	799	NOM	5171
740	SHIP	nave	12547	2497	NOM	764
741	DRIVE	guidare	4665	3048	VER	1733
744	EGG	uovo	1461	870	NOM	4532
747	BICYCLE	bicicletta	1303	784	NOM	4973
757	BUTTON	bottone	952	698	NOM	6293
760	KNOT	nodo	522	372	NOM	9710
763	SKIN	pelle	6829	4461	NOM	1281
767	CORPSE	cadavere	4410	2529	NOM	1817
769	ROOF	tetto	4144	2484	NOM	1926
771	HAT	cappello	4094	2251	NOM	1949
772	BELT	cintura	1928	1279	NOM	3598
775	TRUMPET	tromba	517	328	NOM	9800
778	SMOKE (EXHAUST)	fumo	3531	2360	NOM	2225
779	PART	parte	90755	18178	NOM	150
78	THAT	quello	186661	18895	PRO	72
781	FEAR (FRIGHT)	paura	33691	12170	NOM	338
783	VICTORY	vittoria	3564	2116	NOM	2210
784	SNOW	neve	2802	1368	NOM	2666
785	STRONG	forte	21771	10583	ADJ	503
787	SAIL	navigare	246	209	VER	16583
789	PEOPLE	gente	50733	14976	NOM	245
79	WASTE	scorie	154	67	NOM	22490
796	NIPPLE	capezzolo	233	157	NOM	17183
803	ANKLE	caviglia	794	556	NOM	7190
809	TROUSERS	pantaloni	4593	2966	NOM	1756
812	SLAVE	schiavo	1040	595	NOM	5866
817	THEY	essi	1447	919	PRO	4575
818	WILLOW	salice	46	38	NOM	46927
819	STOMACH	stomaco	3256	2339	NOM	2361
82	ANGER	collera	466	346	NOM	10573
820	LAMB	agnello	662	429	NOM	8244
837	BLUE	blu	5713	3083	ADJ	1476
843	SPIDER	ragno	847	459	NOM	6836
846	TIGER	tigre	1355	721	NOM	4823
852	PRIEST	prete	2656	1124	NOM	2800
854	KETTLE	bollitore	121	100	NOM	26148
857	STONE	pietra	3020	1643	NOM	2505
858	STORM	tempesta	2391	1262	NOM	3054
859	STOVE	stufa	1196	950	ADJ	5253
860	CAUSE	causa	14778	7720	NOM	659
862	SUGAR	zucchero	2235	1515	NOM	3230
865	FAME	fama	1041	860	NOM	5858
866	WIN	vincere	5972	3321	VER	1416
868	BANANA	banana	802	525	NOM	7138
874	CANDY	caramella	504	297	NOM	9992
878	HELL	inferno	7210	4111	NOM	1224
883	TERMITE	termite	70	31	NOM	36572
887	BITTER	amaro	376	271	ADJ	12319
892	TIME	tempo	97360	18232	NOM	138
90	INNOCENT	innocente	4588	2691	ADJ	1760
900	TRAIN	treno	6543	2376	NOM	1331
906	TREE	albero	5168	2504	NOM	1604
908	DRUM	tamburo	252	171	NOM	16294
909	GARBAGE	spazzatura	2663	1793	NOM	2793
91	INSOLENT	insolente	298	264	ADJ	14494
910	DEATH	morte	29450	10629	NOM	381
922	PEAR	pera	165	111	NOM	21521
928	EMBRACE	abbraccio	1300	1007	NOM	4982
93	DRAW MILK	mungere	88	72	VER	31795
930	VILLAGE	villaggio	4564	1572	NOM	1765
935	WAR	guerra	19555	5994	NOM	547
937	BIRD	uccello	3074	1636	NOM	2472
942	HONEY	miele	2064	1231	NOM	3431
943	WATERFALL	cascata	422	327	NOM	11370
946	BLOOD	sangue	24515	8528	NOM	448
948	WATER	acqua	22228	8800	NOM	492
951	WEAPONS	arma	9586	4426	NOM	957
953	RAPE	stupro	1554	608	NOM	4285
958	WILD ANIMAL	bestia	2418	1289	NOM	3021
96	CRAWL	gattonare	27	20	VER	63109
960	WIND	vento	4427	2594	NOM	1809
962	WOMAN	donna	44546	12922	NOM	279
963	BOOK	libro	14462	4980	NOM	673
965	WORLD	mondo	43981	13605	NOM	284
974	TOBACCO	tabacco	634	371	NOM	8494
978	WAVE	onda	2600	1475	NOM	2844
98	ALL	tutto	261041	19194	ADV	51
981	ELBOW	gomito	510	412	NOM	9902
986	TOMATO	pomodoro	482	360	NOM	10316
991	FRY	friggere	176	165	VER	20609
992	CLIFF	precipizio	206	167	NOM	18648
