CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ENGLISH_FAMILIARITY_GPT_SCORE	ENGLISH_FAMILIARITY_GPT_MEAN	ENGLISH_FREQUENCY_MULTILEX	LINE_IN_SOURCE
1047	PURSUE	pursue	6	6.32067920289204	4.02632316440135	292590
1048	LINE	line	7	6.99999597334253	5.3332548386056	211278
1049	MOLAR TOOTH	molar tooth	6	6.1152426103455		236060
105	MATTRESS	mattress	7	6.98201202993301	3.82229978823719	225880
1050	MOTHER-IN-LAW	mother-in-law	7	6.97699752570975		238875
1051	CAN	the can	6	5.50935680372864		367928
1052	LIGHT (WEIGHT)	light (weight)	7	6.88049782311302		210266
1053	HUNTER	hunter	7	6.67914295975469	4.40094307610686	176192
1054	SMALLPOX	smallpox	6	6.01264876558919	3.22301288212901	337186
1055	FATHER-IN-LAW	father-in-law	7	6.77712889657776		125814
1056	SON-IN-LAW	son-in-law	7	6.67868661333824		341206
1057	DAUGHTER-IN-LAW	daughter-in-law	6	6.4063566775943		89993
1058	STEPDAUGHTER	stepdaughter	6	5.95740088427458	2.94762473605982	349770
1059	STEPSON	stepson	6	5.99605871627519	3.00095932492484	349874
106	SATIATED	sated	3	3.38666862562961	2.44914042972464	317431
1061	ARMOUR	armor	6	6.14750669064007	3.96859338506435	17365
1062	LAW	the law	7	6.92311646268816		368277
1063	NEPHEW	nephew	7	6.88078850692424	4.2544070606129	245925
1064	SHIELD	shield	6	6.43776260511879	4.19638245868712	328661
1065	SPIDER WEB	spider web	7	6.81751467351065		344169
1066	CRIME	crime	7	6.99961938763479	4.98599052483864	83852
1067	JUDGMENT	judgment	7	6.99477914419593	4.28400440824679	193583
1068	COURT	court	7	6.93990525754996	5.12573030337867	81564
1069	GLUE	glue	7	6.99807314971402	3.94114913922689	150185
107	OMEN	omen	6	5.81790011506151	3.39146118729561	257003
1070	BUS	bus	7	6.99956937838438	4.86105708919134	50366
1071	HOOK	hook	7	6.67910335255966	4.48735304178679	172918
1072	PRISONER	prisoner	7	6.96267105710642	4.3950515331862	287996
1074	FISHHOOK	fishhook	6	5.81913726763069	1.95337706494892	130998
1075	TRAP (PITFALL)	trap	7	6.56209244059093	4.45799098747325	379129
1076	EMERGE (APPEAR)	appear	7	6.95257185806346	4.59642694917481	15356
1077	WHEAT	wheat	7	6.99883032112478	3.92013613181024	404799
1078	MAIN	main	7	6.97403972359798	4.82652933853328	220042
1079	FEEL	feel	7	6.99961942993298	5.77810818624675	126697
108	RUDDER	rudder	5	5.05552016711535	3.17327855924121	312816
1080	VULGAR	vulgar	6	6.03540396186983	3.62874531932104	398282
1081	BILL	bill	7	6.85189694360168	5.01823881547198	35186
1082	MERCHANT	merchant	6	6.0088428407797	3.84561816603239	229629
1084	CALL	call	7	6.99829934371107	5.86319902797575	53027
1085	FOLLOW	follow	7	6.99928956235271	5.24370755217269	134885
1086	WORK (ACTIVITY)	activity	7	6.99539062293801	4.37948149304542	4022
1087	CONCEIVE	conceive	6	5.99350573305054	3.37705400044161	75197
1088	SINK (DESCEND)	sink	7	6.96266466988482	4.25220142482594	333359
109	FOREIGN	foreign	7	6.77720870518744	4.58598085552663	136024
1090	BE BORN	be born	7	6.96681401194303		29134
1091	SALTY	salty	7	6.70554054586709	3.65303225661913	315894
1092	HOPE	hope	7	6.99973803866124	5.52445885179976	173150
1093	MIDDLE	middle	7	6.96267007668872	5.0644891735911	231709
1094	FASTEN	fasten	6	5.96005031793195	3.32928121864561	125620
1095	LET GO OR SET FREE	release	7	6.8519414854733	4.73768459979262	303030
1096	SONG	song	7	6.99984132940856	5.1402219218476	341128
1097	ABANDON	abandon	6	6.08439501889876	4.1317480902995	1645
1098	WEIGH	weigh	7	6.91488737197023	3.94161909137003	402856
11	DARKNESS	darkness	7	6.99883031948116	4.45632499715229	89484
110	MOTOR	motor	7	6.8519369854418	4.1909604846197	239013
1100	COOK (SOMETHING)	cook	7	6.99829863270625	4.7649873434678	78202
1101	SUFFER	suffer	7	6.89328416507521	4.51875878568276	355577
1102	CLIMB	climb	7	6.93991110989766	4.39354015001095	68772
1103	SACRIFICE	sacrifice	7	6.73101897890925	4.45535470704977	314499
1104	NURSE	nurse	7	6.99883033978271	4.59764717000679	253253
1105	CAMP	camp	7	6.67910336685802	4.79762527730211	53693
1106	FALL ASLEEP	fall asleep	7	6.9890075940666		124081
1107	GO OUT	go out	7	6.97965549066934		150703
1108	UNCOVER	uncover	6	6.10614378574124	3.50053618627633	387002
1109	WOUND	wound	6	6.34826580876435	4.49902593415828	411852
111	DRUMMING	drumming	6	6.08393712290556	3.23691632845256	107400
1110	SHARK	shark	7	6.99908902587386	4.17994305547257	327567
1111	CAR	car	7	6.99998287711796	5.63637074969311	55274
1112	SUCCEED	succeed	7	6.99330680040413	4.24790130146014	355268
1113	WRAP	wrap	7	6.73103967510979	4.28135405921642	411954
1114	BULLET	bullet	7	6.90464615528392	4.62286522140521	49105
1115	SPEECH	speech	7	6.99477991607356	4.61495314220906	343641
1117	LIKE	like	7	6.99999174534031	6.6150394568997	210659
1119	DIVIDE	divide	7	6.95257279107134	3.94008988386787	101544
112	TURTLE	turtle	7	6.99829918162627	4.04615309609538	383533
1120	HONEST	honest	7	6.99970394299135	4.86374867092162	172538
1121	SECRET	secret	7	6.99477953729527	5.11094118851819	322449
1122	WAGES	wages	7	6.93990989781478	3.86753921671926	398688
1123	PREGNANT	pregnant	7	6.99973805511875	4.69072666832684	285990
1124	PIPE	pipe	7	6.96267013669603	4.25050377967673	277292
1125	BALD	bald	7	6.77719649189452	3.98769937929014	25001
1126	CITRUS FRUIT	citrus fruit	6	6.14452519500063		67126
1127	SEND	send	7	6.99896764600393	5.31212820342716	324594
1128	ORDER	to order	7	6.72859345134775		374472
1129	PAINFUL	painful	7	6.98756747116674	4.30047587441987	265069
113	SHORE	shore	6	6.22248094673079	4.22832448554605	329875
1132	BEAM	beam	6	6.1476264981612	4.09263457620197	29784
1133	MATCH	match	7	6.96689699516492	4.85678836810802	225392
1134	DIVORCE	divorce	7	6.88078852660701	4.54188465718337	101680
1135	KICK	kick	7	6.98201340505089	4.81579877691946	197658
1136	RABBIT	rabbit	7	6.99937362938292	4.27738861107314	295480
1137	TENDON	tendon	6	5.98725894496512	2.95961785071908	366034
1138	FAIRY	fairy	6	6.13194917912747	4.28880857037395	123848
1139	LEOPARD	leopard	7	6.81756404133662	3.61025666703552	208266
114	PORPOISE	porpoise	5	5.03538562626536	2.55400610117043	282950
1140	FATIGUE	fatigue	6	6.0951204829616	3.4935088785901	125853
1141	PITY	pity	7	6.73099331246262	4.3967224143426	277964
1142	URINE	urine	7	6.93244749218208	3.82013063540575	392086
1143	OVEN	oven	7	6.99990358774252	4.17868634667478	262574
1144	WITNESS	witness	7	6.85194960932522	4.7722191207695	409549
1145	SWAMP	swamp	6	6.16390678586159	3.90590186160752	358645
1146	AUBERGINE	eggplant	6	6.16285977519253	3.27450653606977	112076
1147	PURE	pure	7	6.70573688698895	4.50772274348612	292312
1148	BRUISE	bruise	6	6.4377913939892	3.52481004718856	47760
1149	ORPHAN	orphan	6	6.13081694347704	3.86495516216638	260673
1150	THUNDER	thunder	7	6.98201359024459	4.19261066702116	371771
1151	VEIL	veil	6	5.98634896213993	3.75071751067856	394328
1152	BEGET	beget	3	2.98109367065905	2.624013470641	31381
1153	CATTLE	cattle	6	6.34831125225144	4.10397193691975	58566
1154	OLIVE	olive	7	6.77727026044535	4.03403202801891	256771
1155	CAVE	cave	7	6.81756706955787	4.32694234256302	58905
1156	OPEN	open	7	6.99993354261925	5.45824480302402	258920
1157	BECAUSE	because	7	6.99998036232473	6.15271247826823	30481
1158	STEP	step	7	6.99330635085532	5.07053929345478	349702
1159	FART	fart	7	6.98900944210909	3.89902702176093	125397
116	LARCH	larch	3	2.98561377666798	2.36036520259835	204336
1160	THIEF	thief	7	6.93245032655859	4.43896775015982	369732
1161	THREAD	thread	6	6.13081713854851	3.94617466966459	370774
1162	INTENTION	intention	7	6.67916346659188	4.21187571824679	186118
1163	BRIBE (AMOUNT)	bribe	6	6.2939085434696	3.86425412168824	45747
1165	MOUSTACHE	moustache	6	6.31977042527176	3.70794667671562	239575
1166	MOULD	mould	5	5.34578978132002	3.17499717834946	239243
1167	GRUEL	gruel	3	3.13889741947197	2.86214418483255	157364
1168	HAWTHORN	hawthorn	4	3.6359826121706	2.54823466099255	164788
1169	OX	ox	6	6.18641483473804	3.65948818081294	263988
117	IMITATE	imitate	6	6.26877500985382	3.3395003838273	179732
1171	MIRROR	mirror	7	6.99987632707875	4.48115954913091	234061
1172	SHOOT	shoot	7	6.56184142470648	5.09405460489563	329642
1173	EYEBROW	eyebrow	7	6.99966424420969	3.26735523039005	122791
1174	YESTERDAY	yesterday	7	6.99994767515485	5.10845727766207	414266
1175	GHOST	ghost	7	6.97068570765899	4.66722116009813	147333
1176	SPADE	spade	6	5.9754520188429	3.36769055792032	342667
1177	DIARRHEA	diarrhea	7	6.97702079785081	3.44529141355372	97239
1178	NOSTRIL	nostril	7	6.56205329230889	2.83071809463551	251752
118	BEWITCH	bewitch	4	4.48782676024066	2.3467213219318	34041
1181	PALM TREE	palm tree	7	6.67905458042618		265662
1182	NOISE	noise	7	6.99477952034529	4.56157925558664	249290
1183	PALM OF HAND	palm	6	6.13217270517478	4.17345072752172	265640
1184	DIMINISH	diminish	6	5.9921721039617	3.14481337028164	98436
1185	VULTURE	vulture	6	6.01706694536774	3.3648195440246	398320
1187	GOOSE	goose	7	6.62240005888198	4.03093620514673	152685
1188	CHARCOAL	charcoal	6	6.11877817185175	3.40601074716488	61634
1189	ULCER	ulcer	6	5.73085030074728	3.26790953101654	385648
119	DIVE	dive	6	6.32061438890239	4.11898058965211	101454
1190	HARE	hare	6	5.82000123510711	3.5970894092945	162867
1192	THREATEN	threaten	7	6.85194590912236	4.05206632145553	370806
1193	STEAM	steam	7	6.79814758495368	4.10727212400919	349093
1194	BEAVER	beaver	6	6.07416609686881	3.65291813377472	30409
1195	GIVE BIRTH	give birth	7	6.98756563577334		148628
1197	BABOON	baboon	6	5.91584555451332	3.15749704760484	23224
1198	MANY	many	7	6.99999561444331	5.71924846787215	222963
1199	WIFE	wife	7	6.99987633429621	5.5448341764743	407163
12	MIDDAY	noon	7	6.9959298271654	4.26992674567484	251039
120	PITCHER	pitcher	6	6.05351080110377	3.7982301329823	277784
1200	HUSBAND	husband	7	6.99985977520541	5.35063767162818	176452
1201	FEATHER	feather	7	6.90464164189056	3.8309454144428	126333
1202	BIG	big	7	6.9999973258604	5.78490164988214	34681
1203	LONG	long	7	6.99640632139863	5.82829735023477	214321
1204	BARK	bark	7	6.86693876219859	3.81771636774502	26937
1205	TONGUE	tongue	7	6.98201235885287	4.50845559568378	375561
1206	BARKING	bark (dog)	7	6.99329580068104		26938
1207	YOUNG	young	7	6.994779633462	5.48107478724335	414984
1208	CAT	cat	7	6.9999988132272	4.85477085255472	57816
1209	I	I	7	6.99999846145331	7.50469276978714	177550
121	SPIN	spin	7	6.67910336685802	4.2352771982512	344318
1210	HEAVY	heavy	7	6.99807315502786	4.75637570840942	166104
1211	HE	he	7	6.99999839522219	6.86090920344557	165040
1212	WE	we	7	6.99999597885879	6.95167495665656	401974
1213	YOU	you	7	6.99999951262209	7.50093225272765	414811
1214	THIS	this	7	6.99999719015116	6.87629889827384	370271
1215	THOU	thou	5	4.45395464427629	4.37239751331398	370630
1216	MOTHER	mother	7	7.00000032013144	5.68716754642619	238792
1217	FATHER	father	7	6.99999718923088	5.75246084398693	125784
1218	ROPE	the ropes	5	5.13175312137656		368535
1219	WORM	worm	7	6.97068430372021	3.9555999826958	411537
122	CART	wagon	6	6.06585137521967	4.10947169558834	398736
1220	TAIL	tail	7	6.81756144073431	4.42649892823964	361257
1221	NOSE	nose	7	6.99999285899598	4.76504906370978	251593
1222	PENIS	penis	7	6.99807296971423	4.16971662251408	271348
1223	HEART	heart	7	6.99982023683209	5.49667870370903	165674
1224	LIVER	liver	7	6.65120457726083	4.2064854130919	212748
1225	DAY (NOT NIGHT)	day	7	6.99999924052181	6.00642213100188	90182
1226	YEAR	year	7	6.99999446559525	5.69322411337303	413741
1227	BOARD	board	7	6.92413763946264	4.98629787367218	39824
1228	EARTH (SOIL)	earth	7	6.99999769542297	5.21640233767815	110112
1229	OLD	old	7	6.99998825177933	5.83301686831367	256338
123	FOREHEAD	forehead	7	6.99142136369623	3.95809430585622	136018
1230	DIRTY	dirty	7	6.9770204356865	4.82054205719732	99258
1231	NEW	new	7	6.99992458852145	5.97023289186427	246718
1232	WARM	warm	7	6.99029095617505	4.79284684248884	400116
1233	NIGHT	night	7	6.999890246548	5.8737228662116	247874
1234	SMOOTH	smooth	7	6.99029095877543	4.25988674204317	337783
1235	WHO	who	7	6.99999584926131	6.35360934559784	406370
1236	WHAT	what	7	6.99999862847476	6.71926835561107	404526
1237	WHERE	where	7	6.99995950700714	6.11282275080337	405123
1238	WHEN	when	7	6.99999686877194	6.39420207920999	405059
1239	HOW	how	7	6.99999584987199	6.36849039318474	174902
124	THORN	thorn	6	5.91674310137184	3.55170672064674	370489
1240	NOT	not	7	6.99999174755113	6.71149717973789	251779
1241	SOME	some	7	6.99994768516831	6.26020233937308	340852
1242	FEW	few	7	6.99539006531152	5.59203049779554	127963
1243	WIDE	wide	7	6.99538941831428	4.5587813573361	406942
1244	THICK	thick	7	6.99142136431457	4.33664898682352	369646
1245	BUTTER	butter	7	6.99985976770478	4.41320585022883	50990
1246	SMALL	small	7	6.99999686932998	5.29327287754769	337029
1247	EAR	ear	7	6.9975272922718	4.5057410467356	109848
1248	EYE	eye	7	6.99999719066625	5.1060676456133	122712
125	SWEAT (SUBSTANCE)	sweat	7	6.90464511063774	4.28485763933048	358933
1250	JAGUAR	jaguar	6	6.46871557236101	3.39020901588928	190316
1251	BELLY	belly	7	6.67888078077491	4.28981046435352	32154
1252	HOUSE	house	7	6.99999943155384	5.77399501774898	174485
1254	HANDLE	handle	7	6.93991086700882	4.93520163078681	161651
1256	HEAD	head	7	6.99973807879018	5.61226921835897	165065
1257	WING	the wings	6	6.16407528185068		368750
1258	FINGERNAIL	fingernail	7	6.99538999915749	3.06644038760934	129777
1259	WEDDING	wedding	7	6.99997795907336	5.05044248185882	402508
126	SWEAT (PERSPIRE)	perspire	5	4.97335708860056	2.29004741688203	273157
1260	DAY (24 HOURS)	one day	7	6.93029080107338		257802
1261	SING	sing	7	6.99829854536009	4.94402548551284	333029
1262	BROTHER	brother	7	6.99992455938532	5.52214985350569	47356
1263	SISTER	sister	7	6.9998902520721	5.3259887158911	333677
1264	CHANGE	change	7	6.9999803612591	5.43371690498525	61198
1265	HIGH	high	7	6.99882974298646	5.45198684140551	168828
1266	BRIDE	bride	7	6.73100720387909	4.42918201463722	45884
1267	NARROW	narrow	7	6.73101283033513	4.11933169232896	243891
1268	YES	yes	7	7.00000004963046	5.84022238346739	414222
1269	NO	no	7	6.99999687069776	6.51084437502053	248781
127	EXTINGUISH	extinguish	6	5.94699833069425	3.07645463890503	122376
1270	WHY	why	7	6.99999732593805	6.23012630812948	406794
1271	DELIGHT	please	7	6.99997195504298	5.8429234960577	279407
1272	AUNT	aunt	7	6.92413103211968	4.8006574120479	21434
1273	CANDLE	candle	7	6.99908898454388	4.00766749381957	54124
1274	SALT	salt	7	6.99999481447825	4.46949474755798	315732
1275	ANSWER	answer	7	6.99990359394692	5.20051335023224	13549
1276	AUTUMN	autumn	7	6.9859323601483	3.96068677996603	22064
1277	HAND	hand	7	6.9999539704913	5.47726551312706	161352
1278	VOMIT	vomit	7	6.73100782593905	3.77740007887953	397839
1279	FAT (OBESE)	fatness	6	5.64387465900167	2.05028707795697	125884
128	MUMBLE	mumble	6	5.94930540406022	2.92013613181024	241179
1280	FALL	fall	7	6.97066709162265	5.15002949198175	124073
1281	PRISON	prison	7	6.99142157603253	4.96727265977098	287979
1282	FAT (FROM ANIMALS)	lard	5	5.40126597678474	3.18180444125633	204340
1283	TODAY	today	7	7.00000019416954	5.79496044267342	374757
1284	BANK	bank	7	6.99807278896977	4.99562088079031	26055
1285	IMPORTANT	important	7	6.99979593790549	5.36735364543745	180453
1286	HOT	hot	7	6.9998763595381	5.24382467503042	174034
1287	COLD	cold	7	6.99970397126919	5.13498750290949	71589
1288	CAP	cap	6	6.43737539937648	4.33745209878874	54742
1289	BABY	baby	7	6.99987633501701	5.52628686333784	23252
129	CHOKE	choke	6	6.03452768902869	3.83823202742714	65063
1290	ELEPHANT	elephant	7	6.99867470565367	4.16696471725106	113568
1291	BACK	the backs	3	3.05244172091206		367811
1292	BAD	bad	7	6.99998444864112	5.65837149886199	24167
1293	MISTAKE	mistake	7	6.99781727108329	4.91867781255303	234806
1294	ZERO	zero	7	6.99998036190719	4.48225995088608	416163
1295	STICK	the sticks	3	3.2803095225068		368621
1296	WALKING STICK	walking stick	6	6.24169945010267		399295
1297	LEG	leg	7	6.98901126075597	4.75254524111907	207359
1298	NEWSPAPER	newspaper	7	6.99994120796445	4.45495878133853	247190
1299	COFFEE	coffee	7	6.99999585812062	5.05860479924919	71115
13	DECEIT	deceit	6	5.70542410955343	3.31609757450019	91494
130	GRATIS (OF CHARGE)	free of charge	7	6.75370164176646		138460
1300	COUNTRY	the country	7	6.78674725178254		367965
1301	FOOT	foot	7	6.99896758134055	4.87354846647232	135303
1302	FORK	fork	7	6.9959297776468	3.92161416323764	136447
1303	FINGER	the finger	6	5.8327277320181		368118
1304	CHILD (YOUNG HUMAN)	kids	7	6.99896765371875	5.45422536586575	197906
1305	CHIMNEY	chimney	6	6.22245161611707	3.63019096109495	64215
1306	QUEEN	queen	7	6.99829929182237	4.91261935676794	294432
1307	LANGUAGE	language	7	6.99992456987639	4.71469150695615	203959
1308	DOUBT	doubt	7	6.95790878917158	4.8303086189007	104722
1309	ASK (INQUIRE)	ask	7	6.99991429911477	5.64852796366709	19049
131	FESTIVAL	festival	7	6.93991172543504	4.41703434457658	127779
1310	CLEVER	clever	7	6.93990321932875	4.41066122637466	68558
1311	VERY	very	7	6.99999752655134	6.0605946239694	395276
1312	FOX	fox	7	6.92413214151419	4.38108520162744	137659
1313	MOON	moon	7	6.99849863738053	4.84601346503018	237431
1314	QUIET	quiet	7	6.99142145122577	4.91962380641703	294934
1315	RADIO	radio	7	6.99849873987056	4.93662341264791	295985
1316	TENT	tent	7	6.65133197205969	4.19115883789189	366273
1318	CHICKEN	chicken	7	6.99999174696749	4.82994431607392	63575
1319	COWARD	coward	6	6.22183421777332	4.15785405089819	81978
132	SAUCE	sauce	7	6.98593518961592	4.41374070791549	317643
1320	APPLE	apple	7	6.99999839692239	4.50405589761369	15480
1321	BOTTLE	bottle	7	6.99998287267859	4.76875380158607	42798
1322	BREAKFAST	breakfast	7	6.99999769349818	4.76421951616627	45145
1323	CLOCK	clock	7	6.99999446533526	4.78509532647133	69026
1324	SLIP	slip	6	6.16414616281743	4.39965663971664	336254
1325	FRIEND	friend	7	6.99999285738579	5.62078946213122	139406
1326	DOWN	down	7	6.99807265259768	6.09007343907655	105008
1327	UNCLE	uncle	7	6.93990836516319	5.12858359608279	386719
1329	TOMORROW	tomorrow	7	6.99999862954035	5.52244743535617	375437
133	WEAVE	weave	6	6.01737770140242	3.5223503196539	402351
1330	DEFEND	defend	7	6.99477952575922	4.43485741063236	92520
1331	SHEEP	sheep	7	6.99867471164715	4.27565077914057	327999
1332	NEIGHBOUR	neighbor	7	6.99640641574925	4.33792382476996	245613
1333	NECK	neck	7	6.98201243784426	4.76646621373419	245141
1334	GUTS	guts	6	6.37566458482909	4.30242442132312	158812
1335	WHITE	white	7	6.99999686932998	5.29785465841357	405691
1336	EAT	eat	7	6.99997506360076	5.41327323894086	110515
1337	PIG	pig	7	6.99477916721403	4.5549939642363	276085
1338	PEACE	the peace	7	6.48708705107297		368456
1339	MORNING	morning	7	6.99999726424654	5.54682054102036	238164
134	FAULT	fault	7	6.62239178019129	4.8793605205214	125982
1340	WITH	with	7	6.9999882536775	6.77930659522063	409295
1342	SUMMER	summer	7	6.99998825059836	4.96846646049584	356236
1343	SUN	the sun	7	6.99973329821123		368637
1344	RAM	ram	6	6.01524240552141	4.01303015033165	297052
1345	EWE	ewe	4	4.41384457280487	2.58041934436396	120563
1346	THROAT	throat	7	6.96267141701925	4.61822925978827	371259
1347	NAPE (OF NECK)	nape	5	4.98527708187448	2.59239146644384	243648
1348	BOAR (MALE PIG)	boar	6	5.77744463365524	3.50585315786315	39823
1349	CHURCH	church	7	6.9964054726903	4.9959214915926	66132
135	BOOMERANG	boomerang	6	6.0718086718172	3.02632316440135	41934
1350	MONKEY	monkey	7	6.99961938672233	4.45972185094084	236742
1352	KNIFE	knife	7	6.99849854901073	4.68984695700142	199786
1353	HOUR	hour	7	6.99984132979008	5.26066756098989	174452
1354	NEXT	next	7	6.99984134189688	5.71727181210449	247308
1355	LAUGH	laugh	7	6.99908822756638	4.79144697350058	205272
1356	NUMBER	number	7	6.99999053739419	5.38881276797004	253007
1357	DAUGHTER	daughter	7	6.99990359150947	5.36463116117862	89985
1358	ENEMY	enemy	7	6.99142166095503	4.82660585945356	115879
1359	SEPARATE	separate	7	6.99539027285162	4.4943976461729	325018
136	HERE	here	7	6.99990359976472	6.51293549146234	167767
1360	DUCK	duck	7	6.99976906444113	4.33978214928824	107930
1361	TOOL	tool	7	6.99682755082792	4.21560951600571	375800
1362	STREET	street	7	6.99998444864112	5.23121238401589	352747
1363	VOICE	voice	7	6.99867477233877	5.14055627173856	397500
1364	HEALTHY	healthy	7	6.99973805103689	4.58946886379338	165565
1365	KITCHEN	kitchen	7	6.99999769461604	4.83988263246797	199103
1366	BOY	boy	7	6.99999561352304	5.55748085244321	43727
1367	CROSS	cross	7	6.95256879936593	4.88215011945942	84518
1368	BREAD	bread	7	6.99999585058165	4.61033221183875	44898
1369	GOLD	gold	7	6.99999597403444	4.97640739153357	151531
137	COCA	coca	4	4.32336446958935	3.38112788622936	70461
1370	MONTH	month	7	6.99994767363422	5.14098683225705	237269
1371	KNEE	knee	7	6.99781733810797	4.28282847170041	199670
1372	MEDICINE	medicine	7	6.99998933854876	4.62585166673272	227996
1373	TEA	tea	7	6.99973806205666	4.87929275307098	364386
1374	RING	ring	7	6.99781663325783	4.94866001727856	308105
1375	WINDOW	window	7	6.99998933608205	4.915004203284	408156
1376	NOW	now	7	6.99999481567752	6.4549740851736	252489
1377	VISIT	visit	7	6.99752696779957	4.99994410259482	396917
1378	SPOON	spoon	7	6.99997195054679	3.97959842515154	345277
1379	TELEPHONE	telephone	7	6.99929034354196	4.42152998447018	365369
138	BATHE	bathe	6	6.07227937657557	3.59695959477197	28212
1380	TOOTH	tooth	7	6.99242243901837	4.16158497346313	375912
1381	SHOE	shoe	7	6.99999597432904	4.34625906059822	329435
1382	NEEDLE (FOR SEWING)	needle	7	6.88079035633561	4.11937068622187	245304
1383	GRANDFATHER	grandfather	7	6.99682692631292	4.55713377188554	154028
1384	SECOND	second	7	6.99989026881947	5.43893972905187	322182
1385	PEPPER	pepper	7	6.99985975725913	4.16943874072781	271824
1386	LION	lion	7	6.9999412133694	4.32985797103038	211711
1387	ARRIVE	arrive	7	6.99539048880004	4.49692233525845	17784
1388	SHADE	shadow	7	6.99640657253818	4.42053713294616	326824
1389	TOE	toe	7	6.99867485637853	4.07165049529401	374813
139	GUMS	gums	6	6.19789719794414	3.20514332032786	158378
1390	WRONG	wrong	7	6.99982020329723	5.53075698114811	412358
1391	TOWN	town	7	6.99752711675214	5.34804067990161	377374
1392	LOUSE	louse	3	3.44532064731059	3.07731462825913	215915
1393	HORN (ANATOMY)	horn	6	6.49986506005372	4.29665606116239	173368
1394	BONE	bone	7	6.98201340505089	4.51674884476528	41323
1395	ROUND	round	7	6.99142214574116	5.04378363905704	311800
1396	SHARP	sharp	7	6.94659511108785	4.42906736456213	327621
1398	DRY	dry	7	6.99640609360762	4.71162143263357	107486
1399	CLAY	clay	7	6.62234910812698	4.22923374922225	68062
14	YOKE	yoke	4	4.20615428459334	3.00198239838242	414601
140	PADDY FIELD	paddy	5	4.69009119472438	3.65632884095312	264779
1400	THIN (SLIM)	skinny	7	6.67906906268677	4.11561121547224	334823
1401	DRINK	drink	7	6.99976908214044	5.3073362972013	106492
