CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	ITALIAN	ITALIAN_SPECIFICITY_MEAN	ITALIAN_POS	LINE_IN_SOURCE
1605	SKULL	skull	cranio	4.314285714285714	s	233
1609	IDEA	idea	idea	1.4	s	445
1610	PROSTITUTE	whore	prostituta	3.8571428571428568	s	747
1613	COLOR	color	colore	1.544	s	202
1622	SHIRT	shirt	camicia	3.3154285714285714	s	137
1631	FAST	quick	veloce	2.1277419354838707	a	1019
1632	FLOOR	floor	pavimento	2.9154285714285715	s	684
1635	OBEY	obey	obbedire	2.3493064312736447	v	628
1638	TRUTH	truth	verità	2.4285714285714293	s	1021
1641	SILK	silk	seta	4.371428571428572	s	860
1646	GIRL	girl	ragazza	2.2274285714285718	s	765
1654	LIGHTNING	lightning	fulmine	3.7428571428571433	s	391
1655	BLINK	wink	occhiolino	4.314285714285714	s	632
1659	DOLL	doll	bambola	3.0571428571428574	s	91
1663	BED	bed	letto	3.6011428571428565	s	523
1668	GRIEF	grief	afflizione	3.2857142857142856	s	22
167	MAIL	mail	posta	2.8857142857142857	s	727
1671	TOWER	tower	torre	3.141714285714286	s	967
1732	SKY	sky	firmamento	3.8	s	370
1733	RAINBOW	rainbow	arcobaleno	4.113142857142858	s	53
1739	DECORATE	decorate	decorare	2.7225725094577555	v	252
174	PROUD	proud	orgoglioso	3.0645161290322585	a	652
1740	PINE	pine	pino	4.085714285714285	s	714
1747	CUSTOM	custom	usanza	2.0857142857142854	s	1004
1763	CLUB	cane	bastone	2.8011428571428567	s	98
1768	FOAM	foam	schiuma	2.9428571428571435	s	833
1770	CARCASS	carcass	carcassa	3.541714285714286	s	158
1773	GRAVE	tomb	tomba	3.571428571428572	s	964
1775	TABLE	table	tavolo	3.2285714285714286	s	939
1783	PAIN	pain	pena	2.0582857142857143	s	689
1784	WANT	wish	desiderio	1.8571428571428568	s	262
1791	BUTTERFLY	butterfly	farfalla	3.6011428571428565	s	340
1796	SLAUGHTER	slaughter	macello	2.9428571428571435	s	540
1801	CHILD (DESCENDANT)	child	bambino	2.3988571428571426	s	90
1804	BOMB	bomb	bomba	2.970285714285714	s	117
1808	PUS	pus	pus	4.227428571428572	s	754
1810	DANGER	danger	pericolo	1.7428571428571429	s	698
1815	ACHE	ache	dolore	1.2857142857142856	s	294
1826	ANGRY	angry	arrabbiato	3.1625806451612903	a	58
183	BAKE	bake	infornare	3.5901639344262297	v	477
1836	VAGINA	vagina	vagina	4.7782857142857145	s	1007
1845	BALL	sphere	sfera	2.8011428571428567	s	862
1848	QUARREL	quarrel	litigio	3.1988571428571433	s	530
1853	DOVE	dove	colombo	3.571428571428572	s	200
1856	SOFT	soft	morbido	3.0645161290322585	a	591
1867	COIN	coin	moneta	2.8285714285714287	s	589
1888	PAIR	couple	coppia	2.4285714285714293	s	222
1895	CLOTHES	clothing	vestito	2.3440000000000003	s	1024
1899	MAD	mad	folle	2.450322580645161	a	376
1902	BETRAY	betray	tradire	2.205548549810845	v	971
1904	DROWN	drown	affogare	3.383354350567465	v	23
1914	DEBT	debt	debito	2.515428571428572	s	249
192	CORNER	corner	angolo	2.3142857142857136	s	43
1923	ROUGH	rough	ruvido	3.740645161290322	a	815
1934	BEGGAR	beggar	mendicante	4.67741935483871	a	567
194	FAMILY	family	famiglia	2.2868571428571425	s	334
1940	GUARD	watch	guardia	2.113142857142857	s	436
1943	CROWN (OF HEAD)	crown	corona	3.3154285714285714	s	226
1952	TORTURE	torture	tortura	2.9154285714285715	s	969
1953	ABUSE	abuse	abuso	2.2868571428571425	s	11
1954	GENTLE	gentle	gentile	1.8722580645161293	a	402
1964	ALONE	alone	solo	2.612903225806452	a	880
1972	YOUNG GOAT (KID)	lamb	agnello	4.0285714285714285	s	28
1973	DEMON	demon	demonio	2.8857142857142857	s	256
1986	DISEASE	sickness	malanno	1.9714285714285715	s	547
2001	PAINTING	paint	pitturare	3.01765447667087	v	718
2008	RESCUE	rescue	salvataggio	2.8285714285714287	s	821
2009	DOG	dog	cane	2.4285714285714293	s	144
201	FARM	farm	fattoria	3.2582857142857145	s	345
2011	COFFIN	coffin	bara	4.001142857142857	s	95
2016	JEALOUSY	jealousy	gelosia	2.6274285714285712	s	399
2018	GREEDY	starving	famelico	4.51483870967742	a	333
2045	COLUMN	column	colonna	2.6	s	201
2051	DUSTPAN	dustpan	paletta	3.2582857142857145	s	668
2056	WOK	pan	padella	3.7131428571428566	s	665
2058	STOOL	stool	sgabello	4.058285714285715	s	863
2098	FOOT OR LEG	foot	piede	3.685714285714286	s	711
210	LIFE	life	vita	1.544	s	1039
2108	RAINING OR RAIN	rain	pioggia	3.3725714285714288	s	715
2121	ARM OR HAND	arm	braccio	3.656	s	121
2131	TORCH OR LAMP	lamp	lampada	2.5702857142857143	s	507
2139	MUROID (MOUSE OR RAT)	mouse	topo	3.4	s	965
2151	COARSE	coarse	grossolano	3.1290322580645165	a	434
216	MOVIE	movie	film	2.3142857142857136	s	366
2181	LIGHT (IN TASTE)	bland	insipido	4.130322580645162	a	487
2190	TASTE	taste	gusto	1.9988571428571429	s	440
2206	RABIES	rabies	rabbia	2.4285714285714293	s	761
222	LAVISH	lavish	sontuoso	3.903225806451613	a	883
2244	METAL	metal	metallo	1.5142857142857142	s	575
227	FISH	fish	pesce	2.4857142857142858	s	703
2291	VOLCANO	volcano	vulcano	3.457142857142857	s	1046
2295	SUNSET	sunset	tramonto	3.7131428571428566	s	975
2296	SUNRISE	sunrise	alba	3.457142857142857	s	31
2297	DUSK	twilight	crepuscolo	4.0285714285714285	s	235
2316	FREE	free	libero	2.1277419354838707	a	525
2341	CLOUDY	overcast	nuvoloso	3.485161290322581	a	627
2374	DREAM	dream	sogno	2.2	s	874
239	FLOWER	flower	fiore	1.9714285714285715	s	368
2403	TOY	toy	giocattolo	2.113142857142857	s	412
2407	BIRTHDAY	birthday	compleanno	3.656	s	211
2408	CAKE	cake	torta	2.771428571428572	s	968
2430	OFFICE	office	ufficio	2.2	s	992
2433	THEORY	theory	teoria	1.6285714285714286	s	948
2434	TRAGEDY	tragedy	tragedia	2.4857142857142858	s	973
2467	GAME	game	gioco	1.2582857142857142	s	413
2483	COLD (OF WEATHER)	cold	freddo	2.2567741935483867	a	385
2485	HIDE (ONESELF)	hide	nascondere	1.9785624211853718	v	610
25	DIRT	filth	sporcizia	2.4285714285714293	s	901
2505	BEDROOM	bedroom	camera	2.2868571428571425	s	136
2514	SPOUSE	spouse	sposo	3.457142857142857	s	904
2516	WATER BUFFALO	water	acqua	2.7142857142857144	s	16
2519	SEEING (VISUAL SENSE)	vision	vista	2.0582857142857143	s	1038
2522	SCREAM (NOISE)	scream	urlo	3.141714285714286	s	1003
2524	JOY	joy	gioia	2.2274285714285718	s	414
2526	POWER	power	potenza	1.7725714285714285	s	730
2532	TORNADO	tornado	tornado	4.284571428571429	s	966
2541	MIRACLE	miracle	miracolo	2.4857142857142858	s	580
2547	CITY	city	città	2.3988571428571426	s	194
2548	BARREL	barrel	barile	3.3428571428571425	s	97
2549	VEHICLE	vehicle	veicolo	1.656	s	1017
2553	MISERY	misery	miseria	2.2	s	581
2554	PRINCE (RULER)	ruler	righello	4.371428571428572	s	792
256	FOOD	food	cibo	1.2857142857142856	s	185
2562	SEX (GENDER)	sex	sesso	1.9988571428571429	s	859
2578	PENCIL	pencil	matita	3.3725714285714288	s	561
2580	HELICOPTER	helicopter	elicottero	4.343999999999999	s	312
2584	BENCH	bench	panca	3.141714285714286	s	671
2595	CACTUS	cactus	cactus	4.343999999999999	s	130
2604	NOOSE	noose	cappio	4.6571428571428575	s	153
2620	CARRIAGE	carriage	carrozza	3.4845714285714284	s	163
2621	CURTAIN	curtains	tenda	3.1714285714285717	s	945
2622	ENGINE	engine	motore	2.515428571428572	s	597
2623	FLAG	flag	bandiera	2.741714285714286	s	93
2624	FRAME	frame	cornice	3.1142857142857143	s	225
2640	LARVA	maggot	baco	4.257142857142857	s	87
2643	INK	ink	inchiostro	3.685714285714286	s	461
2649	COCONUT SHELL LADLE	ladle	mestolo	4.401142857142856	s	574
27	AIR	air	aria	2.3440000000000003	s	54
270	JUG	jug	caraffa	4.199999999999998	s	156
2715	DESPISE	despise	disprezzare	2.9848675914249685	v	282
2757	ANGULAR (SQUAREFORMED)	square	piazza	3.1988571428571433	s	709
2770	JACKET	jacket	giacca	3.1142857142857143	s	408
2819	GRASSLAND	prairie	prateria	3.4297142857142857	s	732
2826	LIE (FALSEHOOD)	lie	bugia	2.7142857142857144	s	127
2872	IMPROVE (SOMETHING)	improve	migliorare	1.471626733921816	v	578
2883	DISTURB	disturb	disturbare	1.7011349306431274	v	288
2892	MAKE ANGRY (ANNOY)	annoy	infastidire	2.4955863808322825	v	470
292	RUG	carpet	tappeto	3.3428571428571425	s	938
2929	BENEFIT	profit	profitto	2.5702857142857143	s	743
2947	DAMAGE (INJURY)	damage	danno	1.9142857142857144	s	248
2958	LAUGHTER	laughter	risata	2.6845714285714286	s	797
2960	LONGING (WISH)	desire	voglia	1.2285714285714284	s	1044
2964	NEWS	news	notizie	1.544	s	623
2968	REASON	tune	motivo	1.7154285714285713	s	595
2971	SIN	sin	peccato	1.457142857142857	s	687
2975	THOUGHT	thought	pensiero	1.9142857142857144	s	693
298	SHRIEK	shriek	strillo	3.827428571428572	s	920
2981	ITEM	item	elemento	1.0	s	310
2982	GIFT	gift	regalo	2.113142857142857	s	779
2992	TIP (OF OBJECT)	head	testa	2.771428571428572	s	959
3	BRAVE	brave	coraggioso	2.8374193548387097	a	223
300	RATTLE	rattle	sonaglio	3.9417142857142857	s	882
3001	POWERFUL	powerful	potente	2.096774193548387	a	729
3006	SPACE (AVAILABLE)	space	spazio	1.1440000000000001	s	891
3033	SCARED	scared	spaventato	2.806451612903226	a	889
3044	BOVINE	cow	mucca	4.001142857142857	s	598
3053	TIGHT	tense	inquieto	3.2580645161290325	a	481
3059	MALARIA	malaria	malaria	4.5131428571428565	s	548
3061	PHLEGM	mucus	muco	4.001142857142857	s	599
3066	SCARF OR TURBAN	scarf	sciarpa	3.457142857142857	s	835
3069	FALSE	fraud	truffa	2.9428571428571435	s	986
3086	COMPUTER	computer	computer	3.914285714285714	s	212
3087	PACIFIER	dummy	manichino	3.886857142857143	s	553
3099	SOFA	sofa	divano	3.141714285714286	s	290
3102	TANK	tank	serbatoio	4.001142857142857	s	856
3104	THERMOMETER	thermometer	termometro	4.371428571428572	s	950
3105	UMBRELLA	umbrella	ombrello	3.7428571428571433	s	640
3107	WHISTLE (INSTRUMENT)	whistle	fischio	3.6011428571428565	s	371
3140	VEST	vest	canottiera	4.142857142857142	s	146
3154	WILD BOAR	pig	maiale	3.628571428571429	s	546
3160	SLAP	slap	schiaffo	3.628571428571429	s	832
3188	MIGHTY OR POWERFUL OR STRONG	mighty	possente	3.485161290322581	a	725
3191	BROKEN (SHATTERED)	broken	rotto	3.0335483870967743	a	812
3202	CANNON	cannon	cannone	3.6011428571428565	s	145
3204	INSULT	insult	insulto	2.1725714285714286	s	489
3205	GRAVEN IMAGE	idol	idolo	2.113142857142857	s	447
3231	DEITY	god	dio	2.7142857142857144	s	268
325	FELT	fur	pelliccia	3.6011428571428565	s	688
3251	MOLD (GET ROTTEN)	fungus	muffa	3.571428571428572	s	600
3258	FALCON	hawk	falco	3.8571428571428568	s	330
3276	SUNSHINE	sunlight	soleggiato	4.001290322580647	a	876
3284	GRAVEYARD	cemetery	cimitero	3.5142857142857147	s	191
3287	BLOOM	blossom	fiorire	3.0126103404791933	v	369
3309	STRIKE (SOMETHING)	hit	colpire	1.3152585119798237	v	204
3311	FLOWING BODY OF WATER	river	fiume	2.970285714285714	s	372
3336	FUNERAL	funeral	funerale	3.7725714285714287	s	392
3357	CUPBOARD	cupboard	credenza	2.5702857142857143	s	234
337	PITCHFORK	fork	forchetta	4.199999999999998	s	378
3376	ROBBER	robber	rapinatore	4.001142857142857	s	775
3389	MEASLES	measles	morbillo	5.0	s	592
3396	BUILDING	building	edificio	2.1725714285714286	s	306
342	HAY	hay	fieno	3.971428571428572	s	365
3425	JOKE	joke	scherzo	2.1725714285714286	s	830
3454	KISS (NOUN)	kiss	bacio	3.3725714285714288	s	86
3468	KINDNESS	kindness	gentilezza	2.142857142857143	s	403
3552	GREET	greet	salutare	2.258511979823455	v	817
356	SHEARS	scissors	forbici	3.7428571428571433	s	377
3622	BURN (INJURY)	burn	bruciatura	3.0845714285714285	s	124
3624	LEPROSY	leprosy	lebbra	4.5131428571428565	s	515
3625	HEADACHE	headache	emicrania	4.284571428571429	s	313
3628	HONOR (SOMEBODY)	honor	onore	2.6845714285714286	s	642
3640	GOSSIP	gossip	pettegolezzo	3.457142857142857	s	706
3644	AGREEMENT	agreement	accordo	2.4285714285714293	s	15
3665	TRAVEL	travel	viaggiare	1.7566204287515763	v	1026
3667	LOST	lost	perso	1.998709677419355	a	699
3678	ELEPHANT TRUNK	trunk	tronco	3.1714285714285717	s	985
3746	VASE	vase	vaso	2.858285714285714	s	1015
3749	HATE (LOATHING)	hate	odio	2.113142857142857	s	635
3762	SAFE	safe	sicuro	2.225806451612903	a	865
378	PINCH	pinch	pizzicotto	4.456	s	720
3814	HANDSOME	handsome	attraente	2.450322580645161	a	75
3825	MALE CAT	cat	gatto	3.685714285714286	s	397
3829	DINNER (MAIN MEAL)	dinner	cena	2.858285714285714	s	175
3830	WALL	wall	muro	3.0845714285714285	s	603
3834	LOVE (AFFECTION)	love	amore	1.7999999999999998	s	41
3841	WINDMILL	windmill	mulino	3.685714285714286	s	602
3844	CONTEMPT	contempt	disprezzo	2.970285714285714	s	283
3846	EXCITEMENT	excitement	eccitazione	2.5428571428571427	s	305
3847	INTEREST (FEELING)	interest	interesse	1.6285714285714286	s	492
3849	TRIUMPH	triumph	trionfo	2.741714285714286	s	981
385	RESPECT (SOMEBODY)	respect	rispetto	2.142857142857143	s	799
3858	CONFUSED	confused	confuso	2.2567741935483867	a	214
3866	ABORTION	abortion	aborto	3.9417142857142857	s	10
3867	ALCOHOLIC (PERSON)	alcoholic	alcolista	3.971428571428572	s	33
3869	ANXIOUS	anxious	ansioso	2.67741935483871	a	46
3870	RUSTY	rusty	arrugginito	4.238335435056746	v	60
3871	MURDERER	killer	killer	3.7131428571428566	s	503
3872	BLOND	blond	biondo	3.7096774193548385	a	111
3873	CHOCOLATE	chocolate	cioccolato	3.7131428571428566	s	192
3874	KNOWLEDGE	knowledge	conoscenza	1.5142857142857142	s	217
3875	CRIMINAL	criminal	criminale	3.967741935483871	a	236
3876	DENTIST	dentist	dentista	4.371428571428572	s	258
3877	DEPRESSION	depression	depressione	2.970285714285714	s	259
3878	DIAMOND	diamond	diamante	4.371428571428572	s	265
3879	IMAGINE	imagine	immaginare	1.358133669609079	v	451
3880	FIGHT (COMBAT)	fight	lotta	2.0857142857142854	s	531
3881	PISTOL	pistol	pistola	3.1988571428571433	s	716
3883	NOISY	noisy	rumoroso	3.4206451612903233	a	814
3897	NATURE	nature	natura	1.2011428571428568	s	612
390	PUNISHMENT	punishment	punizione	1.9988571428571429	s	752
3902	TRUST (SOMEBODY)	trust	fiducia	2.3714285714285714	s	363
391	BLESS	bless	benedire	3.756620428751576	v	104
3915	PRIDE	pride	orgoglio	2.8011428571428567	s	651
3948	SHOTGUN	shotgun	fucile	3.3154285714285714	s	390
3960	IDENTITY	identity	identità	1.7268571428571429	s	446
3965	TRAUMA	trauma	trauma	1.656	s	978
3967	CONTENT	contents	contenuto	1.544	s	220
3971	METHOD	method	metodo	2.0857142857142854	s	576
3973	DEPRESSED	depressed	depresso	3.1935483870967745	a	260
3974	UNHAPPY	unhappy	infelice	2.032258064516129	a	472
3975	NERVOUS	nervous	nervoso	2.7083870967741936	a	616
3982	BREEZE	breeze	brezza	3.9417142857142857	s	123
3990	LAWN	lawn	prato	2.3714285714285714	s	733
4000	LIGHTBULB	lightbulb	lampadina	3.685714285714286	s	508
4011	TRUCK	truck	camion	3.8571428571428568	s	138
4013	AMBULANCE	ambulance	ambulanza	4.142857142857142	s	38
4023	VIOLIN	violin	violino	4.257142857142857	s	1036
4025	LANTERN	lantern	lanterna	3.886857142857143	s	509
4026	SAILBOAT	sailboat	barca	3.0	s	96
4027	BATHTUB	bathtub	vasca	3.3725714285714288	s	1014
4028	ASHTRAY	ashtray	posacenere	4.284571428571429	s	724
4031	IRON (PRESSING)	iron	ferro	3.3725714285714288	s	357
4033	ELEVATOR	elevator	ascensore	4.058285714285715	s	62
4035	SWEATER	sweater	maglia	2.142857142857143	s	544
419	SEVERE	severe	grave	1.838709677419355	a	431
45	EVIL	evil	cattivo	1.3535483870967742	a	170
474	DRESS	dress	abito	1.9142857142857144	s	8
487	SHY	shy	schivo	3.6761290322580646	a	834
488	MANNER	manner	modo	1.342857142857143	s	585
494	FLIRT	flirt	flirtare	3.9836065573770494	v	374
500	CRUEL	cruel	crudele	3.838709677419355	a	240
503	FROG	frog	rana	3.685714285714286	s	771
504	LEARN	learn	apprendere	1.7011349306431274	v	52
528	DREADFUL	dreadful	orribile	3.0	a	655
541	POETRY	poetry	poesia	2.4857142857142858	s	721
545	SPRUCE	fir	abete	4.6	s	5
554	HINDER	hinder	ostacolare	2.10718789407314	v	660
557	OFFEND	offend	offendere	2.3114754098360653	v	637
559	BROTHER (OF MAN)	brother	fratello	3.3725714285714288	s	384
583	KIND OR POLITE	kind	cortese	2.806451612903226	a	230
584	DIFFICULT	hard	duro	2.323870967741936	a	301
586	GARDEN	garden	giardino	2.5702857142857143	s	409
590	NAKED	naked	svestito	3.967741935483871	a	933
597	PHYSICIAN	doctor	dottore	1.9714285714285715	s	299
600	STRANGE	odd	strano	1.0	a	917
603	COAT	coat	cappotto	3.2285714285714286	s	154
604	GLASS	glass	bicchiere	3.3428571428571425	s	109
606	GRASS	grass	erba	2.6845714285714286	s	316
613	HIGH TIDE	flood	inondazione	3.541714285714286	s	480
615	HORSE	horse	cavallo	3.571428571428572	s	172
616	HOSPITAL	hospital	ospedale	3.1714285714285717	s	658
620	INSECT	insect	insetto	1.8297142857142856	s	485
624	LAKE	lake	lago	3.2857142857142856	s	505
630	LIGHT (RADIATION)	daylight	luce	2.3714285714285714	s	533
633	MARKET	market	mercato	2.257142857142857	s	572
635	MILK	milk	latte	2.8857142857142857	s	511
638	MOTORCYCLE	motorcycle	motocicletta	3.3428571428571425	s	596
639	MOUNTAIN	mountain	montagna	2.771428571428572	s	590
641	MUSHROOM	mushroom	fungo	1.9714285714285715	s	393
642	MUSIC	music	musica	1.685714285714286	s	606
644	OAK	oak	quercia	4.771428571428571	s	760
645	OCEAN	ocean	oceano	2.8857142857142857	s	633
648	PAPER	paper	carta	2.0285714285714285	s	164
652	PLAIN	plain	evidente	2.612903225806452	a	326
653	PLANT (VEGETATION)	plant	pianta	1.685714285714286	s	708
655	POISON	poison	veleno	3.0	s	1018
665	BEE	bees	ape	4.085714285714285	s	48
674	MOUTH	mouth	bocca	3.029714285714286	s	114
675	FAECES (EXCREMENT)	manure	letame	3.914285714285714	s	521
679	BRIGHT	bright	luminoso	3.0335483870967743	a	534
681	DESTROY	destroy	distruggere	2.162673392181589	v	286
683	PERSON	person	persona	1.3702857142857143	s	700
686	EASY	easy	facile	1.4206451612903224	a	329
699	SAD	sad	triste	1.998709677419355	a	982
701	SLOW	slow	lento	2.323870967741936	a	518
712	RICH	wealthy	ricco	2.2567741935483867	a	786
729	DAWN	dawn	aurora	3.457142857142857	s	78
730	SNAKE	snake	serpente	2.741714285714286	s	858
731	BEVERAGE	beverage	bibita	2.3440000000000003	s	108
735	OWL	owl	gufo	3.8	s	439
74	PUPPY	puppy	cucciolo	2.4582857142857137	s	242
740	SHIP	ship	nave	2.5428571428571427	s	614
744	EGG	egg	uovo	3.2285714285714286	s	1000
